box_width_bucket,horizon,events,win_rate_pct,mean_return_pct,median_return_pct,p05_return_pct,p25_return_pct,p75_return_pct,p95_return_pct,profit_factor,t_stat,avg_mae_pct,p95_mae_pct,p99_mae_pct,max_mae_pct,avg_mfe_pct,p95_mfe_pct,max_mfe_pct,mfe_mae_ratio,avg_box_width_pct,avg_first_break_bars,avg_break_slip_pct,avg_break_slip_r_box
"(0.196, 1.075]",1,31,35.483870967741936,-0.10103883097163899,-0.06899487669182608,-0.5584142270811314,-0.29898022963260973,0.07848985412433564,0.47819771427683655,0.45210144957344406,-1.6522687279061636,0.2016371978682528,0.5946802338554961,0.8556569136353557,0.9440738840430886,0.19275147033060577,0.6547021105882254,0.7874015748031479,0.9559321016578853,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",2,31,35.483870967741936,-0.11439438287707797,-0.10759746306510569,-0.7152545656190115,-0.22400957625988377,0.11975388485309774,0.36178568158930047,0.42525019031945427,-1.7096580336251543,0.28375677615576084,0.7194138809785434,1.3628258316217983,1.6110826064648653,0.24472213974413398,0.6676349567843505,0.7874015748031479,0.862436284551669,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",3,31,45.16129032258064,-0.08933720040176289,-0.06231099983672189,-0.7226848615263781,-0.4198380938482279,0.12897462372674293,0.5798835593045286,0.5748506739571486,-1.2231348707135137,0.3394911612286034,0.8470417873482449,1.400914889837959,1.6110826064648653,0.3143561919166033,0.787219305920094,1.0734262342785197,0.925962816760714,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",4,31,29.03225806451613,-0.17551044284299133,-0.1359785042543757,-0.8872712186052321,-0.5581330984237131,0.12455425978300763,0.5865371192777402,0.3952203831426686,-1.971019963595804,0.41025507088635554,1.2039448305677376,1.5532524839545772,1.6110826064648653,0.3502772295634036,0.8027787820358321,1.0734262342785197,0.8538035344855827,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",6,31,29.03225806451613,-0.16457009129565642,-0.2763672066764941,-0.964512232954394,-0.5866107842497377,0.10360121843159441,1.2147454456313036,0.5327245366424548,-1.4169929888220523,0.5775190668933616,1.4618832476858579,1.6722584187806344,1.6984766240588214,0.4884346832528555,1.6804815036724348,1.8055555555555496,0.8457464199065907,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",8,31,35.483870967741936,-0.18072061717607624,-0.20376237623762156,-1.4059113772719027,-0.4954323141043967,0.13223456113611254,1.3382820120952084,0.561826868513924,-1.198906222091408,0.6896813067080755,1.72797293417352,2.0526699821195917,2.1791845840473236,0.5793962426875874,1.7723926354425652,2.386117136659435,0.8400927168130875,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",12,31,38.70967741935484,-0.2033869280608338,-0.21409319477036554,-1.7743563860996883,-0.8788377813941788,0.35069696787824245,1.5617108540210478,0.6026106483036329,-1.0333748264080287,0.8565547144383466,2.551477491541493,3.536220327994921,3.6179637233664157,0.7253102835544568,2.5009289387000853,2.6965505165470285,0.8467763603753574,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",16,31,32.25806451612903,0.3132321943491475,-0.1997409241822228,-1.8742939520975366,-0.79085737606018,0.3681908589395668,1.2294025811045257,1.6237153273778837,0.47675414723986276,0.9160341554734942,2.626536466450348,3.581255712940234,3.6179637233664157,1.3575276677517443,2.558843894892496,20.023148148148152,1.4819618456803545,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",24,31,35.483870967741936,-0.2289504266985409,-0.39587760694168644,-3.4666224441578954,-1.0829084181075155,0.44295058063483017,1.9176224744973585,0.7353007616312236,-0.48699577852365367,1.3607033803028523,4.178005817381708,5.491050379777158,5.877506179620992,1.5588910452932792,2.5641682315584533,20.115740740740737,1.1456508948675619,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
"(0.196, 1.075]",36,31,22.58064516129032,-0.7563070063038254,-0.6834193764666373,-3.5910065263442474,-1.440568581091385,-0.008989211847943816,2.9157583088715144,0.3677486271152977,-1.74946435363237,1.9700495422712494,6.526313284341519,9.356173910442413,10.271903323262853,1.7779146912363506,3.680802984380052,20.115740740740737,0.9024720714315699,0.8030951184816781,7.612903225806452,0.17641281161053407,0.24540683534924884
