break_slip_bucket,horizon,events,win_rate_pct,mean_return_pct,median_return_pct,p05_return_pct,p25_return_pct,p75_return_pct,p95_return_pct,profit_factor,t_stat,avg_mae_pct,p95_mae_pct,p99_mae_pct,max_mae_pct,avg_mfe_pct,p95_mfe_pct,max_mfe_pct,mfe_mae_ratio,avg_box_width_pct,avg_first_break_bars,avg_break_slip_pct,avg_break_slip_r_box
"(0.423, 2.041]",4,31,41.935483870967744,-0.23433336872597516,-0.264088940225242,-2.716565082330818,-1.3372850120883184,0.7763631836299021,2.430907187933289,0.7028180346772,-0.775199878380423,1.3770836850317882,4.098204229721077,4.680964286379975,4.776656340561608,1.0723589099936746,2.9461581267447436,4.355842359990782,0.778717315185475,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",6,31,45.16129032258064,-0.3740400190744568,-0.18936132983377085,-3.3746022605604695,-1.331941335638918,0.9014668595513993,2.0737554086095598,0.587256728177697,-1.1817323145973002,1.5838386383606242,4.6171695835922195,5.06576055368995,5.189662359316383,1.2983313701862051,3.1416503070575272,4.401935929937782,0.8197371491896815,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",8,31,48.38709677419355,-0.37035046114910547,-0.07045801526717663,-3.2187482576570634,-1.3909086618209117,0.5942474530706762,3.0090739584896653,0.612541332470743,-1.0047282620888287,1.787900891983257,4.823672592969607,7.034064691606255,7.824522834016203,1.4512545587809245,3.970408909979603,4.542318307267704,0.8117086161141167,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",12,31,54.83870967741935,0.08477131828233421,0.17889967637541193,-3.1898267374016003,-1.3230238909924545,1.4100218510328868,3.3826244439434814,1.107047254168559,0.22624225196710565,2.006253020459923,6.507092596666293,8.21424263492137,8.38126540673787,1.73646269968117,4.472127118602742,4.906723192117834,0.8655252762102235,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",16,31,38.70967741935484,-0.04570057427556023,-0.29946564885495885,-4.06972947798531,-1.2944537799205222,1.3127123767284339,3.7748826417702674,0.9550867946126796,-0.09385998201984028,2.1642718338389453,6.6544784667608,8.21424263492137,8.38126540673787,2.5522087882147027,4.888694787597013,22.017214742882363,1.1792459469786851,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",24,31,41.935483870967744,-0.38119510249821503,-0.4039740820734284,-5.34938806166173,-1.3435910714922459,1.911752348677831,5.065613008759886,0.7366028404985415,-0.5568397470725374,2.7394752971448533,7.1184721175247265,13.852935648415038,16.269515201314693,2.989779194234083,6.657960291223194,22.017214742882363,1.0913692842385192,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",36,31,45.16129032258064,-0.5541031976321402,-0.6690603085553971,-6.138500491402582,-2.156261950313352,1.9431355609696794,7.62898659650156,0.7212490482754792,-0.5739905730456246,3.7604141530617796,9.551972110039863,20.528138109403933,24.486442070665564,3.4917855046048527,10.466229593352201,22.017214742882363,0.9285640789756613,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",48,31,38.70967741935484,-1.0750708009717107,-0.4263855421686685,-6.0709300008546325,-3.8432726943671724,2.1324484426955346,6.561562767463369,0.5718944896429801,-1.0493665939248396,4.61008491234234,10.416732256077125,22.756979522715366,27.670501232539042,3.898745458133899,10.466229593352201,22.017214742882363,0.845699272847663,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",72,31,25.806451612903224,-2.747016325064021,-1.795423495175373,-12.483310160465432,-5.495672079290189,0.5099813029547137,3.784262820142735,0.22504010235034314,-2.8346506768166857,6.372573146532173,15.576490695960123,24.444252913941185,27.670501232539042,4.1449298346519114,10.58889767315515,22.017214742882363,0.6504326806993969,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",96,31,29.03225806451613,-5.011639945651075,-3.212264063226397,-20.716457230033985,-9.693119043642396,0.415161327854514,5.661368722093934,0.16820967552831048,-3.414504148133223,8.827601491811972,21.939015304120794,26.199503534533047,27.670501232539042,4.466078031064074,12.992699256558593,22.017214742882363,0.5059220259553604,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",144,31,41.935483870967744,-3.538401178444246,-3.22969781496977,-18.286487055106406,-9.677557394265875,2.9386789959001876,9.00843702626382,0.3824650326018281,-2.0304748125595387,11.763943883011448,27.91989825052785,30.32578858055499,31.24999999999999,6.056232258494982,19.639529813851407,23.96946564885497,0.5148130863868631,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",192,31,35.483870967741936,-4.283876444475714,-1.478249673071113,-21.67426124869541,-9.598047539376893,4.139462773025074,17.804522751601993,0.45338488483860767,-1.2276978286759421,14.285903178925238,29.709647634258324,70.73989162150892,87.66413088786994,7.717330013253802,25.211165580694704,38.645038167938935,0.5402059580411068,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",288,31,51.61290322580645,-2.3754467810715343,2.713133546697689,-21.02554951689368,-7.875654382488031,5.561540436253056,19.711630068880215,0.6822228973367114,-0.63730707891464,15.883240620741898,30.582363447799022,80.25401208837009,101.25573155481449,9.111719048324156,25.211165580694704,51.66984732824428,0.5736687660844965,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
