break_slip_bucket,horizon,events,win_rate_pct,mean_return_pct,median_return_pct,p05_return_pct,p25_return_pct,p75_return_pct,p95_return_pct,profit_factor,t_stat,avg_mae_pct,p95_mae_pct,p99_mae_pct,max_mae_pct,avg_mfe_pct,p95_mfe_pct,max_mfe_pct,mfe_mae_ratio,avg_box_width_pct,avg_first_break_bars,avg_break_slip_pct,avg_break_slip_r_box
"(0.00541, 0.07]",288,31,45.16129032258064,-1.1864574779770052,-0.12125412541253672,-18.385048247954533,-7.241623304711364,4.6536859475862755,15.40337313135926,0.7349311831491346,-0.608749582597768,9.924790160793592,30.746652318270108,35.026720811277876,36.0876897133221,7.1407270752875815,23.1499699169872,63.365029765913306,0.719483934632287,1.5881592740897288,10.64516129032258,0.0433856265406946,0.038005736558087866
"(0.07, 0.14]",1,31,29.03225806451613,-0.12789776840135997,-0.10262187535346766,-0.6298710657037688,-0.3215489737633187,0.03692517997377806,0.4528547485941785,0.37506028359309007,-1.8813930873927749,0.252507742529386,0.6542189381133716,1.1115142597788514,1.2945298812536445,0.2578944358528382,0.7892960963455106,0.8319467554076545,1.0213327847672842,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",2,31,25.806451612903224,-0.22419990256371577,-0.1487127805771925,-0.9926942066810627,-0.5108488731453545,0.033787766715401873,0.5095177592016169,0.29666516072232846,-2.288898940979673,0.41252629556791665,0.9937756192079631,1.9880555637431196,2.3943936149503573,0.33605637910017566,0.8146444740493375,1.0742187500000118,0.8146302010579316,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",3,31,25.806451612903224,-0.26056540803341,-0.25365418010419405,-1.231038538004452,-0.6474831739159013,-0.025431443622156102,0.9770883513289016,0.3581239712649098,-2.103190496203791,0.5322908408303618,1.5573602241309645,2.1861988196859268,2.3943936149503573,0.41475659961172107,1.3090808714370614,1.7940199335548135,0.7791916895746507,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",4,31,19.35483870967742,-0.3858541238141682,-0.38265180630285545,-1.5477756473699427,-0.7329503311952641,-0.014440671760885156,0.91360444741579,0.22638241828577402,-2.872529833664057,0.7079079507521088,2.0841241736444127,2.3400275720895003,2.3943936149503573,0.43586958776182116,1.3684632942399115,1.7940199335548135,0.6157150619635455,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",6,31,16.129032258064516,-0.45894593206436657,-0.4018020917135932,-1.6517349011398483,-0.9317512742632899,-0.12343063709309246,0.7532171091300163,0.21771547258271742,-3.0930696553577857,0.9375445398805323,2.104922842529602,2.3400275720895003,2.3943936149503573,0.49613729973832016,1.3684632942399115,2.9900332225913555,0.5291879784202477,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",8,31,19.35483870967742,-0.5531473498304934,-0.6327770465912057,-1.586263428616846,-1.1134657246708297,-0.18572173395126002,0.9563120556182408,0.17757097149091441,-3.990564368501703,1.089974144149682,2.196179028064079,2.3400275720895003,2.3943936149503573,0.5623281899361198,1.5755318215337302,2.9900332225913555,0.5159096598340019,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",12,31,12.903225806451612,-0.6151064488743762,-0.4303990656024876,-2.3995757279406504,-0.9976094866888836,-0.21455551466667916,0.36919561479995466,0.14063005268664544,-3.518361893078869,1.4233720942255592,2.977495726293017,3.4334357236009163,3.6179637233664157,0.7217649872385886,2.17962917751342,2.9900332225913555,0.5070810297368468,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",16,31,19.35483870967742,-0.6701324930781187,-0.6260156682756909,-2.289702780431195,-1.2395528348903877,-0.13622020069485352,0.9835050084434489,0.17636142966115634,-3.5157339699892525,1.609635276898337,3.310417057090584,3.661292268431914,3.679861644888556,0.7796350147067038,2.1971392458026844,2.9900332225913555,0.48435507465331523,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",24,31,25.806451612903224,-0.8551718717025202,-0.7096421973381652,-3.1402700211393064,-1.668735398294238,0.02463904140778489,1.6837583470960915,0.23675888296653722,-3.0579745072111364,1.9939576719586594,3.6983578428058212,5.383946713865424,6.077056110684092,0.886691014489161,2.7361677336692667,2.9900332225913555,0.4446889856082886,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",36,31,19.35483870967742,-1.0135673995122243,-0.9471718885495622,-3.043379822171422,-2.0428751510012972,-0.3575709854625917,2.366670976082742,0.2349160586640043,-2.933334999559761,2.417859748344191,5.288011144697586,6.513101748082094,6.802459646425827,1.0435510002154484,3.159805260117592,4.322391940201499,0.4316011302682455,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",48,31,22.58064516129032,-1.312654718483481,-1.2645222426954443,-4.309802739590337,-2.0200998352433905,-0.2962195512067446,1.3088789044247104,0.16410925831954254,-3.4367946101493394,2.9249407730673744,5.872377641003862,8.76666611246181,9.992313604919302,1.2415623917299061,3.6748783661360873,5.04983388704318,0.4244743699298514,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",72,31,22.58064516129032,-1.658651293268729,-1.1696309314586886,-6.954103001904386,-2.985130859755208,-0.09755938691115332,2.24398333532611,0.18120983934405566,-3.2507959069033223,3.6485308987843306,8.842554546459315,9.766874381102795,9.992313604919302,1.6231720411574602,4.370564451041389,5.04983388704318,0.44488373161326156,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",96,31,29.03225806451613,-1.943415006943132,-1.5316303759072656,-7.971108768568371,-3.4989784946048483,0.6606824729495655,2.5443215229512357,0.204944321905558,-3.310583428839344,4.582278050225215,10.065643994818679,11.831332905307992,12.036827835517402,1.7374837648529815,4.671280602821849,5.04983388704318,0.379174669413085,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",144,31,35.483870967741936,-0.7592345249603633,-0.6475846121505137,-6.219702187371014,-2.6156627168514053,1.264611700598779,6.177601164865455,0.6292332209913537,-0.8997621850458157,5.519618492119416,12.683553633745877,15.690732651862115,16.702355460385444,2.5506548159817646,6.563099188646041,12.093023255813945,0.4621070857747575,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",192,31,58.06451612903226,0.2930450208612306,0.534091790562383,-7.421594459433928,-1.7497503724837047,2.6045751101314893,8.110729510595801,1.1920224493246965,0.3477745204168847,6.142453497146416,14.318327510579092,16.28356149902496,16.702355460385444,3.6367805374788276,9.881892524522039,12.093023255813945,0.59207294596017,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.07, 0.14]",288,31,48.38709677419355,0.4922002878715943,-0.878294713816001,-8.477467788459695,-3.9011312750072555,3.575194559779135,8.717643462446308,1.1930161736202198,0.30010215675138024,6.909918164869542,16.00436552478464,16.880007268861252,16.956143758208025,6.5566356063526054,12.743683008938588,63.929393706830396,0.948873119755159,1.4571724522336607,8.903225806451612,0.10197013605434646,0.09520967707309114
"(0.14, 0.261]",1,31,25.806451612903224,-0.2336924883862838,-0.27362455726091006,-0.9340869928873452,-0.5243908432450126,0.002959050441587216,0.498819654614975,0.2576842837539209,-3.028997595713759,0.42306184447060025,1.0339014092746117,1.1141889292628573,1.118421052631579,0.24538994714547052,0.776421890676175,1.0727367870224993,0.5800332749282554,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",2,31,38.70967741935484,-0.1292656418572043,-0.15988227874711006,-0.9198088469053848,-0.5135774653715253,0.2092667197817513,0.7277241392166443,0.5520927216875819,-1.3361968511025886,0.5125023734962574,1.1094568303820544,1.1172746426505857,1.118421052631579,0.3572424535567728,1.063386712575968,1.5341020128981844,0.6970552177537995,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",3,31,35.483870967741936,-0.14500421137663227,-0.30608673888650856,-0.9422303261255014,-0.5231776637374241,0.2784813476058792,0.6837933355184467,0.5534894239085977,-1.3491317354940053,0.5658264590027696,1.1094568303820544,1.1172746426505857,1.118421052631579,0.45852225438396815,1.144646058262221,2.130154387336331,0.8103584537069586,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",4,31,38.70967741935484,-0.16648391437593876,-0.09588940970842759,-1.1572692737778711,-0.7703984943062547,0.27384218531794824,1.1239206526873171,0.5763741556974259,-1.2265739521800287,0.6357520888621823,1.2156675254500788,1.3818857722203475,1.428571428571434,0.5375339257554749,1.3855501285565457,2.130154387336331,0.8455087056300667,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",6,31,29.03225806451613,-0.2899528214833053,-0.3973953107402469,-1.4099266487742559,-0.7757736350625024,0.22064118046330986,0.678595816456026,0.3819037603777775,-2.0859812840154808,0.7756663888861148,1.680720589376993,2.0598297344408674,2.2039473684210544,0.6635302467962698,1.6628876879860273,3.7521985538401372,0.8554325110684806,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",8,31,35.483870967741936,-0.23939397386583497,-0.3871567523292723,-1.4282654676131816,-0.7812270802254369,0.2153806499125463,1.0995207216826524,0.5115227479550308,-1.443345936172811,0.9537688775338987,1.9998509191286669,2.1476972572526263,2.2039473684210544,0.7393162914508223,1.9381577937982006,3.7521985538401372,0.7751524597472994,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",12,31,41.935483870967744,-0.38787955607718394,-0.2616243534567915,-2.5511692023926313,-0.8717271292399612,0.4257467761089109,1.1352887279388153,0.403628396763061,-1.9191127403751824,1.2419290479166427,3.0617236773251797,4.280079183551687,4.676428908833244,0.8344076150352381,2.171924027564435,3.7521985538401372,0.6718641587737811,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",16,31,38.70967741935484,-0.35057075248423264,-0.28477116821951487,-2.990212748007357,-0.9971673497922474,0.6082362447696837,1.9250328551716178,0.5455488904231406,-1.1964397064015977,1.4751168898909308,4.002072921139447,5.547665514755234,5.921052631578946,0.9762833036315429,2.6448864135721117,3.7521985538401372,0.6618345368574342,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",24,31,41.935483870967744,-0.18667923673661513,-0.31140495867767093,-2.77078203902488,-1.5212914615357391,0.5066018863113178,2.9436736014801146,0.7860846315143337,-0.4587869471195015,1.8286961324619955,4.423302912714847,5.570691830544715,5.953947368421061,1.6165303746239303,4.299839943665343,10.374707259953153,0.8839797634654458,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",36,31,48.38709677419355,-0.26229176728542436,-0.005904816186933073,-5.74399237445743,-1.7557699998265843,1.189402235267445,4.119069363110124,0.7874856904005377,-0.44134860053811387,2.4182081831022098,7.488278597458688,9.16905284290082,9.447331128956062,2.122451720404075,5.2183468813241305,10.374707259953153,0.8776960293308071,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",48,31,54.83870967741935,-0.45903559352803236,0.2479377759091877,-7.698760723500673,-1.6704341776889655,1.7322299365085319,3.8573207375877194,0.7112958157316673,-0.6356176129284736,2.924191395435442,8.569195457652384,11.612521115677374,12.895606991025033,2.4872155286420394,5.2183468813241305,12.716627634660416,0.8505652306222136,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",72,31,41.935483870967744,-0.8239260451276633,-0.29088629239098795,-9.327211652407085,-2.98337533311524,1.8113496624028402,8.702564904315924,0.6718194047545036,-0.690282289780132,4.21356611587426,12.952276005800151,21.290193123748317,24.746162927981107,3.342030590976084,11.249354439450201,17.09601873536299,0.7931596417545845,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",96,31,41.935483870967744,-1.30339473980124,-0.5448619086683016,-13.458996681456503,-3.750073304440151,2.4274232805873006,6.926832128200113,0.5777772282913244,-0.9863963559140038,5.187283919380769,14.854019270459423,25.52304488480831,29.39787485242031,3.8202111186518892,12.182687772783535,19.34426229508196,0.7364569161866749,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",144,31,54.83870967741935,-0.8320134549991377,0.41833887043189033,-21.15715747987143,-2.3545719374634,3.4591038617253167,8.75269364748498,0.7475263366503982,-0.5308032743112705,6.578869479256413,27.21874725188369,30.808025658371342,31.41237600377893,5.095248433432995,13.197724960072245,19.34426229508196,0.7744869311511091,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",192,31,48.38709677419355,-0.5327486490709981,-0.06158887968332309,-18.036404534419496,-2.8519894887428308,4.373256053183231,11.01731997796379,0.85066498394666,-0.32579748529924957,7.788356470820975,27.85266167343678,30.808025658371342,31.41237600377893,5.697639804885394,14.896507921532692,19.34426229508196,0.7315586833026406,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.14, 0.261]",288,31,61.29032258064516,0.17885571306702522,1.1281498924951399,-18.256309503337434,-3.730984403871062,6.849963369963369,11.281575825893484,1.0509158540729209,0.1071771657596267,8.480728975886212,27.85266167343678,34.6436420967275,36.89182805857344,6.683370281456606,15.188090071634113,19.34426229508196,0.7880655425329416,1.7950934589663305,6.32258064516129,0.1939720928279934,0.13028923345056515
"(0.261, 0.423]",1,31,32.25806451612903,-0.11917679372559986,-0.1265609560516327,-0.7168617683686158,-0.325357665677375,0.05795725827441296,0.4761722534017699,0.4874240831650158,-1.2481521672417053,0.37398392235457106,0.9271564151920351,1.77531688803194,2.101050525262636,0.3335337487438634,0.8807044385754073,2.7004100098967836,0.8918398059573341,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",2,31,32.25806451612903,-0.21178627420706989,-0.28372526193248143,-1.263779576587802,-0.5696721146453908,0.14190804197210632,0.8805037324954186,0.43173380266669364,-1.8634833316213766,0.5681970723104779,1.9518867924528327,2.08823107951918,2.101050525262636,0.4520649791531239,1.135993171204153,2.7004100098967836,0.7956130032752151,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",3,31,32.25806451612903,-0.16001817735418386,-0.25916560020476226,-1.0656577616156273,-0.620099115336708,0.12897462372674293,1.1493372182098027,0.5728437850364076,-1.2039134368727609,0.6529540964155852,1.9518867924528327,2.1932836057823097,2.2511255627813926,0.542493047675937,1.957326727245881,2.7004100098967836,0.8308287682916332,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",4,31,51.61290322580645,-0.018503580363970703,0.012464170134079966,-1.3189526233794224,-0.41219119630747436,0.2949878375994571,1.018081079621145,0.9406728690195489,-0.1096417291034157,0.6936430964760618,1.9518867924528327,2.1932836057823097,2.2511255627813926,0.7278664601994552,2.155940317725962,5.495387083834736,1.0493385775729038,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",6,31,61.29032258064516,0.13358407436812555,0.12371479928101074,-1.2750881262549052,-0.36089346382107873,0.38582647752681043,1.3467039927251228,1.4974351251999916,0.7419776368508589,0.7465794198077524,2.0137779318123106,2.2035752009795644,2.2511255627813926,0.9855406963627021,2.486568641312025,5.495387083834736,1.3200748242115798,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",8,31,48.38709677419355,-0.18773798696692703,-0.011887918535256059,-2.269157634850183,-0.7975070325317999,0.40015013693537493,1.153834893471799,0.6517673016398037,-0.8205468379965775,0.9570861606924893,3.1551138293511767,3.6867653176473136,3.70185092546274,1.0445202102037654,2.486568641312025,5.495387083834736,1.0913544183399477,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",12,31,48.38709677419355,-0.10353004098696095,-0.012923720855358145,-2.6659590209821324,-0.8330138618670853,0.7951525788822884,1.7456197911965585,0.8106240833619991,-0.43315243050453667,1.1392005755037033,3.3240704542718675,4.0369404051910855,4.202101050525272,1.1795200276759585,2.6580753753187594,5.495387083834736,1.035392759659051,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",16,31,54.83870967741935,0.7186242557646619,0.4713926198218598,-2.7267191826899406,-0.7346002856804885,1.5724891205038616,2.49584313467994,2.18408489585571,1.0441835369269143,1.2254331294436556,3.4947043592287814,4.734618396989639,5.052526263131565,2.2342524839838784,5.783600461319432,20.023148148148152,1.8232349283703673,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",24,31,48.38709677419355,0.27700523599043875,-0.39587760694168644,-3.1966765666526715,-1.0514482591480396,1.4712722469238977,3.9391529429141183,1.3405623411395131,0.5422479534256059,1.6453764742239234,4.041090136994445,5.244411302144548,5.652826413206605,2.54874118901609,5.783600461319432,20.115740740740737,1.5490322299753665,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",36,31,45.16129032258064,0.2582423285370349,-0.22640160271228332,-3.4517630663268024,-1.4455119263557703,1.4293780557130098,5.511174950151393,1.301911058295806,0.562263167742256,1.9951469696474056,4.984832270242848,5.915839533775258,6.053026513256628,2.909091628658121,7.260114880409372,20.115740740740737,1.4580838769848787,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",48,31,51.61290322580645,0.4837234275878406,0.18193247962747316,-4.122605753537081,-1.9064604001638517,2.6450620826955347,7.029130550562541,1.4533459296639364,0.8079275801240516,2.2255965341876185,6.14352370445623,7.187923996257745,7.3536768384192195,3.3480797719603026,8.01090658293661,20.115740740740737,1.5043516291161056,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",72,31,54.83870967741935,1.2801919148414789,1.1435184562456322,-4.72540210409933,-1.3094879834283342,3.8316782129223834,8.504547228550926,2.2098935020363566,1.6576510376384568,2.763823638447915,6.7230569066045724,9.37397514897533,10.239817282070808,4.554227018152952,11.494029296004317,20.115740740740737,1.6477994307590758,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",96,31,61.29032258064516,1.3735051510350034,0.8936061458887984,-7.952794225091594,-0.9955656161358881,6.017608133950507,8.974386828574556,1.9694706185358128,1.3372988966410482,3.4769648527746515,13.272697127652775,15.585731472226918,16.462948815889998,5.052059624249169,12.171619179598624,20.115740740740737,1.4530085399677182,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",144,31,64.51612903225806,2.2320881564176647,1.712510275536625,-10.560147982714907,-1.9476326894390112,7.83907995473005,12.590866118980069,2.2076512310603107,1.7272515604018492,4.26249788009027,14.046710577722564,18.05548713585168,19.327731092436984,6.8663532910472584,17.557414888752042,20.115740740740737,1.6108754735384982,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",192,31,58.06451612903226,1.2907760277980704,2.140417005144869,-12.911956779492805,-2.9270214049764745,5.630266591777339,13.300849515666922,1.532565977193715,0.9120467797315971,5.238464945312186,18.729973908101506,19.712754717719445,19.8777648428405,7.658163434000478,18.92123358109059,20.115740740740737,1.4619098369367995,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.261, 0.423]",288,31,70.96774193548387,2.3582657943545318,2.7016304515333656,-10.352328069498663,-1.8320076298832104,8.131590717679526,13.043718677520573,2.0937981893621953,1.5751457777528712,6.954770469524308,19.74507351475041,28.64185632943112,32.27590221187426,9.118716774883476,19.524376587779116,22.304995617879054,1.311145610748988,2.122215241834151,9.161290322580646,0.3364223206445596,0.23501697984385797
"(0.423, 2.041]",1,31,35.483870967741936,-0.20047752124524396,-0.20054856689026998,-1.194619404664081,-0.5633555248563589,0.5301434900889299,0.7617911276472451,0.5224671642052612,-1.242689244705296,0.6505089135601191,1.4630287201158156,3.045109494782222,3.71240131907665,0.5111171972292692,1.1999122328195782,1.4263755731554797,0.785718975674009,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",2,31,38.70967741935484,-0.25121265025230255,-0.12478280340349124,-2.094354555503381,-1.0751039201590746,0.45465624914612157,1.355456472906692,0.5544547029740347,-1.2417443812156623,0.9369311665659535,2.509066742966699,4.157135198458859,4.776656340561608,0.6959620848754846,1.7647895924789734,2.2816317123761283,0.742810261533224,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
"(0.423, 2.041]",3,31,41.935483870967744,-0.26728309937921224,-0.24331935555066248,-2.4360997831850186,-1.292324155097571,0.6303409412010545,1.929910606067231,0.6283991999554345,-1.0490745271228645,1.2343489365039855,3.3823630248298313,4.465277128238922,4.776656340561608,0.9223412841464047,2.533717294513945,3.11131597142199,0.7472289697585255,2.9127544406928716,10.129032258064516,0.8129454725159836,0.38101400025976057
