breakspeed_bucket,horizon,events,win_rate_pct,mean_return_pct,median_return_pct,p05_return_pct,p25_return_pct,p75_return_pct,p95_return_pct,profit_factor,t_stat,avg_mae_pct,p95_mae_pct,p99_mae_pct,max_mae_pct,avg_mfe_pct,p95_mfe_pct,max_mfe_pct,mfe_mae_ratio,avg_box_width_pct,avg_first_break_bars,avg_break_slip_pct,avg_break_slip_r_box
1,1,19,15.789473684210526,-0.2510342386660521,-0.30056915491738717,-0.6623145233581933,-0.5341676764819716,-0.11806462941552365,0.5729574590223945,0.23306941349962282,-2.714658694065396,0.43639331152508853,0.9342889483906509,0.9576488647288368,0.9634888438133833,0.28495898653250046,0.8386345412635242,0.8988246139663529,0.6529866040719966,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,2,19,15.789473684210526,-0.3935065064705607,-0.5062253980193142,-1.1794861167824657,-0.8885547933295637,-0.14910582088580393,0.49433510025350447,0.2619274789914441,-2.2603444025509147,0.67199165369858,1.3632826886856584,1.4378648031141634,1.4565103317212895,0.3741750374830368,0.9769152511044987,2.2816317123761283,0.5568150071858957,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,3,19,15.789473684210526,-0.5024569681369107,-0.49395623891188817,-1.6764598957144345,-0.9376464008999011,-0.17555974864818585,0.38426722676407254,0.23111392708644185,-2.2134711337621256,0.9300420490653247,1.9004428856429791,3.3710690833840564,3.7387256328193237,0.43457088163297103,1.0598836770090831,3.11131597142199,0.46725939119602905,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,4,19,15.789473684210526,-0.5125382719948403,-0.7058296984638668,-1.851384565632776,-0.9634334222375752,-0.24744158478438735,0.8299536229669064,0.33263960716681856,-1.6117082535498228,1.0323169456805257,2.1334399509691204,3.4176684964492843,3.7387256328193237,0.5232152454590968,1.1843363158659597,4.355842359990782,0.5068358585494128,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,6,19,36.84210526315789,-0.41546278826967487,-0.4018020917135932,-1.9920203598212032,-0.8903138216480935,0.1502269422845963,1.0082682180961704,0.3128549565698873,-1.8400872598893954,1.1301935262098526,2.1781513402403205,3.484801056526403,3.811463485597922,0.7146397764823446,2.4856481384483136,4.401935929937782,0.6323162891216662,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,8,19,31.57894736842105,-0.5324288878663799,-0.4541231488698366,-2.4499116033981894,-1.0568840431687283,0.13602799650043318,0.6109490325563304,0.24331927988723864,-2.066400674710448,1.213504974250516,3.112635052449961,3.6716977989683306,3.811463485597922,0.7226821816042223,2.4856481384483136,4.401935929937782,0.5955329371851686,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,12,19,36.84210526315789,-0.3560460756354521,-0.13014416447286786,-1.8800860278124116,-0.7166132899990121,0.32579400050719604,0.8562967329618507,0.3692432962140802,-1.3385511852285108,1.3376403685553677,3.204284746950976,4.423225293876671,4.727960430608093,0.7644920394481232,2.4856481384483136,4.401935929937782,0.5715228527932089,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,16,19,36.84210526315789,-0.34312611244217756,-0.2728777070244344,-2.1666011109124197,-0.9142254364571694,0.5596828417380316,1.7396048559170987,0.5199849863039351,-1.0281474340886418,1.4618892884411558,3.2799321138407045,5.043533702372461,5.484434099505397,0.9283176006078694,2.4856481384483136,4.401935929937782,0.6350122461036393,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,24,19,36.84210526315789,-0.6125905334461272,-0.5558505829169644,-3.181856278831327,-1.1228997856023923,0.38519635369992894,1.4221471783938997,0.3249230879192444,-1.881855730287625,1.8432883244202583,3.8110689658578227,5.580369161225107,6.022694210066926,1.2184322344830234,3.499781064345948,4.401935929937782,0.6610101188951211,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
1,36,19,42.10526315789473,-0.2295824640674467,-0.6623627287853513,-2.352270033583727,-1.6629294954661453,0.9550421816203116,2.6080405679513143,0.7461702675228035,-0.5408374665393283,2.213452730976116,5.372953910520398,5.892746150157621,6.022694210066926,1.9254333451813597,4.409131269134183,4.473889321901792,0.8698777788366224,1.8693540387373844,1.0,0.2998667902215878,0.20252807380646046
