run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,atrp_ratio_max,range20_min,range20_max,range60_max,volr_min,volr_max,body_atr_min,body_atr_max,close_pos_min,upper_wick_max,ret3_min,ret5_min,ret10_min,ret20_min,ret60_min,ret120_min,ret3_max,ret5_max,ret20_max,ret60_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,require_ema_stack,rank60_min,rank120_min,close_above_mid20,no_breakout_buffer,rsi_min,rsi_max,fail_bars,fail_pnl,trail_r,trail_atr,verdict,note
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_011_ATR35_RR140_H36,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5898,2373,3525,40.23397761953205,-6.176575360830494,0.0,31.906545829497546,68.09345417050245,597,0,0.01,0.0004,0.08,QAD_A_011_ATR35_RR140_H36,1.1,1.4,36,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_012_ATR35_RR140_H54,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5898,2374,3524,40.250932519498136,-6.164034739214186,0.0,31.9097885083493,68.09021149165069,597,0,0.01,0.0004,0.08,QAD_A_012_ATR35_RR140_H54,1.1,1.4,54,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_013_ATR35_RR180_H24,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5894,2034,3860,34.50967085171361,-6.263135407613163,0.0,34.03627610074934,65.96372389925065,597,0,0.01,0.0004,0.08,QAD_A_013_ATR35_RR180_H24,1.1,1.8,24,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_014_ATR35_RR180_H36,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5894,2015,3879,34.18730912792671,-6.338492267169382,0.0,34.20976482639549,65.7902351736045,597,0,0.01,0.0004,0.08,QAD_A_014_ATR35_RR180_H36,1.1,1.8,36,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_015_ATR35_RR180_H54,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5894,2016,3878,34.204275534441805,-6.223931749937172,0.0,34.22272228429727,65.77727771570274,597,0,0.01,0.0004,0.08,QAD_A_015_ATR35_RR180_H54,1.1,1.8,54,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_016_ATR35_RR220_H24,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5886,1813,4073,30.801902820251442,-5.96484755342066,0.0,35.363391987472916,64.63660801252709,597,0,0.01,0.0004,0.08,QAD_A_016_ATR35_RR220_H24,1.1,2.2,24,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_017_ATR35_RR220_H36,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5886,1771,4115,30.088345225959905,-6.111459859226276,0.0,35.69121731486141,64.30878268513858,597,0,0.01,0.0004,0.08,QAD_A_017_ATR35_RR220_H36,1.1,2.2,36,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_018_ATR35_RR220_H54,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5885,1761,4124,29.923534409515717,-6.07933607963862,0.0,35.782499466452556,64.21750053354745,597,0,0.01,0.0004,0.08,QAD_A_018_ATR35_RR220_H54,1.1,2.2,54,20,0.001,0.035,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_019_ATR45_RR140_H24,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5898,2374,3524,40.250932519498136,-6.200489705342715,0.0,31.860179670235645,68.13982032976436,597,0,0.01,0.0004,0.08,QAD_A_019_ATR45_RR140_H24,1.1,1.4,24,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_020_ATR45_RR140_H36,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5898,2373,3525,40.23397761953205,-6.176575360830494,0.0,31.906545829497546,68.09345417050245,597,0,0.01,0.0004,0.08,QAD_A_020_ATR45_RR140_H36,1.1,1.4,36,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_021_ATR45_RR140_H54,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5898,2374,3524,40.250932519498136,-6.164034739214186,0.0,31.9097885083493,68.09021149165069,597,0,0.01,0.0004,0.08,QAD_A_021_ATR45_RR140_H54,1.1,1.4,54,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_022_ATR45_RR180_H24,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5894,2034,3860,34.50967085171361,-6.263135407613163,0.0,34.03627610074934,65.96372389925065,597,0,0.01,0.0004,0.08,QAD_A_022_ATR45_RR180_H24,1.1,1.8,24,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_023_ATR45_RR180_H36,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5894,2015,3879,34.18730912792671,-6.338492267169382,0.0,34.20976482639549,65.7902351736045,597,0,0.01,0.0004,0.08,QAD_A_023_ATR45_RR180_H36,1.1,1.8,36,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_024_ATR45_RR180_H54,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5894,2016,3878,34.204275534441805,-6.223931749937172,0.0,34.22272228429727,65.77727771570274,597,0,0.01,0.0004,0.08,QAD_A_024_ATR45_RR180_H54,1.1,1.8,54,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_025_ATR45_RR220_H24,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5886,1813,4073,30.801902820251442,-5.96484755342066,0.0,35.363391987472916,64.63660801252709,597,0,0.01,0.0004,0.08,QAD_A_025_ATR45_RR220_H24,1.1,2.2,24,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_026_ATR45_RR220_H36,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5886,1771,4115,30.088345225959905,-6.111459859226276,0.0,35.69121731486141,64.30878268513858,597,0,0.01,0.0004,0.08,QAD_A_026_ATR45_RR220_H36,1.1,2.2,36,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_A_027_ATR45_RR220_H54,quiet_low_vol_drift,low_vol_positive_micro_drift,long,5885,1761,4124,29.923534409515717,-6.07933607963862,0.0,35.782499466452556,64.21750053354745,597,0,0.01,0.0004,0.08,QAD_A_027_ATR45_RR220_H54,1.1,2.2,54,20,0.001,0.045,0.82,0.004,0.055,0.13,0.35,1.35,0.0,0.7,0.48,0.62,-0.01,-0.015,-0.02,0.004,0.0,-0.01,0.03,0.05,0.12,0.42,0.99,0.98,0.96,False,0.45,0.4,True,0.985,44.0,64.0,12,-0.5,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_028_S90_RR150_R600,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,18945,7397,11548,39.04460279757192,-16.85401561937745,0.0,68.2105051515222,31.789494848477805,597,0,0.01,0.0004,0.08,QAD_B_028_S90_RR150_R600,0.9,1.5,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.0,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_029_S90_RR150_R6025,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,12844,5028,7816,39.14668327623793,-11.625894623854084,0.0,55.75333989439295,44.24666010560705,597,0,0.01,0.0004,0.08,QAD_B_029_S90_RR150_R6025,0.9,1.5,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.025,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_030_S90_RR150_R6050,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,6444,2551,3893,39.587212911235255,-5.7107027529814225,0.0,35.532349390188514,64.46765060981147,597,0,0.01,0.0004,0.08,QAD_B_030_S90_RR150_R6050,0.9,1.5,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.05,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_031_S90_RR200_R600,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,18867,6137,12730,32.527693856998994,-16.271134276737907,0.0,71.60551944726542,28.39448055273458,597,0,0.01,0.0004,0.08,QAD_B_031_S90_RR200_R600,0.9,2.0,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.0,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_032_S90_RR200_R6025,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,12790,4145,8645,32.408131352619236,-11.635054479274565,0.0,59.25900941942284,40.74099058057716,597,0,0.01,0.0004,0.08,QAD_B_032_S90_RR200_R6025,0.9,2.0,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.025,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_033_S90_RR200_R6050,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,6425,2122,4303,33.02723735408561,-5.246374444701463,0.0,38.293232587568205,61.706767412431795,597,0,0.01,0.0004,0.08,QAD_B_033_S90_RR200_R6050,0.9,2.0,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.05,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_034_S90_RR260_R600,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,18777,5147,13630,27.41119454651968,-14.993959134639312,0.0,73.92280451691451,26.07719548308549,597,0,0.01,0.0004,0.08,QAD_B_034_S90_RR260_R600,0.9,2.6,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.0,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_035_S90_RR260_R6025,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,12724,3476,9248,27.318453316567116,-10.522615212631358,0.0,61.60990080821425,38.39009919178575,597,0,0.01,0.0004,0.08,QAD_B_035_S90_RR260_R6025,0.9,2.6,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.025,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_036_S90_RR260_R6050,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,6401,1776,4625,27.74566473988439,-4.891084890808662,0.0,40.362736574162916,59.637263425837084,597,0,0.01,0.0004,0.08,QAD_B_036_S90_RR260_R6050,0.9,2.6,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.05,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_037_S110_RR150_R600,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,18814,7277,11537,38.67864356330392,-17.884736920590804,0.0,74.41796538971657,25.582034610283433,597,0,0.01,0.0004,0.08,QAD_B_037_S110_RR150_R600,1.1,1.5,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.0,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_038_S110_RR150_R6025,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,12765,4874,7891,38.1825303564434,-13.929371627966125,0.0,62.420266739807836,37.579733260192164,597,0,0.01,0.0004,0.08,QAD_B_038_S110_RR150_R6025,1.1,1.5,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.025,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
LONG_QUIET_ACCUMULATION_DRIFT_V5_1H,QAD_B_039_S110_RR150_R6050,quiet_ema_accumulation,ema_supported_low_noise_accumulation,long,6413,2493,3920,38.87416185872446,-6.414683046616143,0.0,40.88405096495609,59.11594903504391,597,0,0.01,0.0004,0.08,QAD_B_039_S110_RR150_R6050,1.1,1.5,42,24,0.001,0.05,0.92,0.004,0.08,0.16,0.4,1.55,0.0,0.85,0.5,0.7,-0.01,-0.015,-0.02,-0.004,0.05,-0.02,0.03,0.05,0.15,0.36,0.995,0.99,0.97,True,0.45,0.4,True,0.985,45.0,66.0,14,-0.6,999.0,2.0,invalid_no_peak,max_return <= 0
