run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,comp_n,atr_ratio_max,range_ratio_max,body_ratio_max,vol_ratio_max,release_range_min,release_body_min,release_vol_min,close_pos_min,upper_wick_max,ret1_min,ret20_min,ret60_min,ret20_max,ret60_max,atrp_min,atrp_max,range20_max,range60_max,rsi_min,rsi_max,ema20_min,ema50_min,ema100_min,stop_atr,rr,hold,cooldown,fail_bars,fail_pnl,verdict,note
LONG_COMPRESSION_RELEASE_V21_1H,CR21_E_046,conservative_release_quality,close_quality_upper_wick_limit,long,12724,4514,8210,35.47626532536938,-9.695576990454047,0.0,30.701609742956848,69.29839025704315,597,0,0.01,0.0004,0.08,CR21_E_046,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.75,0.45,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.75,1.8,12,36,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_E_047,conservative_release_quality,close_quality_upper_wick_limit,long,12724,4514,8210,35.47626532536938,-9.695576990454047,0.0,30.701609742956848,69.29839025704315,597,0,0.01,0.0004,0.08,CR21_E_047,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.75,0.55,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.75,1.8,12,36,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_E_048,conservative_release_quality,close_quality_upper_wick_limit,long,12724,4514,8210,35.47626532536938,-9.695576990454047,0.0,30.701609742956848,69.29839025704315,597,0,0.01,0.0004,0.08,CR21_E_048,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.75,0.65,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.75,1.8,12,36,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_049,payoff_expand,compression_release_higher_rr,long,16445,4783,11662,29.084828215263,-14.655517948187867,0.0,41.26426147090061,58.73573852909939,597,0,0.01,0.0004,0.08,CR21_F_049,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.75,2.4,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_050,payoff_expand,compression_release_higher_rr,long,16445,4225,12220,25.691699604743086,-14.678009891362809,0.0,42.56607761218615,57.43392238781385,597,0,0.01,0.0004,0.08,CR21_F_050,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.75,3.0,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_051,payoff_expand,compression_release_higher_rr,long,16445,3708,12737,22.54788689571298,-14.624550493311562,0.0,43.67335535334907,56.32664464665093,597,0,0.01,0.0004,0.08,CR21_F_051,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.75,4.0,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_052,payoff_expand,compression_release_higher_rr,long,16445,4900,11545,29.796290665855885,-15.208171956291917,0.0,45.287582631367805,54.712417368632195,597,0,0.01,0.0004,0.08,CR21_F_052,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.9,2.4,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_053,payoff_expand,compression_release_higher_rr,long,16445,4441,12004,27.00516874429918,-15.068165038205372,0.0,46.34730266498164,53.65269733501836,597,0,0.01,0.0004,0.08,CR21_F_053,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.9,3.0,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_054,payoff_expand,compression_release_higher_rr,long,16444,4064,12380,24.7141814643639,-14.84014901904419,0.0,47.14667103889136,52.85332896110864,597,0,0.01,0.0004,0.08,CR21_F_054,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.9,4.0,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_055,payoff_expand,compression_release_higher_rr,long,16445,5114,11331,31.09759805411979,-15.388055820640433,0.0,49.15596819818974,50.84403180181025,597,0,0.01,0.0004,0.08,CR21_F_055,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,1.1,2.4,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_056,payoff_expand,compression_release_higher_rr,long,16445,4777,11668,29.048342961386442,-15.148813437905295,0.0,49.91669810538788,50.08330189461212,597,0,0.01,0.0004,0.08,CR21_F_056,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,1.1,3.0,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_F_057,payoff_expand,compression_release_higher_rr,long,16442,4567,11875,27.776426225520012,-14.362872736163046,0.0,50.34591631703573,49.65408368296427,597,0,0.01,0.0004,0.08,CR21_F_057,48,0.82,0.82,0.85,0.92,1.15,0.55,1.05,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,1.1,4.0,18,24,6,-0.55,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_058,frequency_expand,looser_compression_for_trade_count,long,294168,96634,197534,32.84993609094123,-93.18694344095768,0.0,99.98595936236721,0.014040637632783959,597,0,0.01,0.0004,0.08,CR21_G_058,48,0.9,0.9,1.05,1.2,1.0,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_059,frequency_expand,looser_compression_for_trade_count,long,247561,80979,166582,32.7107258413078,-90.00146838130998,0.0,99.94497012596952,0.055029874030476655,597,0,0.01,0.0004,0.08,CR21_G_059,48,0.9,0.9,1.05,1.2,1.1,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_060,frequency_expand,looser_compression_for_trade_count,long,564625,185486,379139,32.85118441443436,-99.37298157548435,0.0,99.99999470828055,5.291719451516741e-06,597,0,0.01,0.0004,0.08,CR21_G_060,48,0.9,1.0,1.05,1.2,1.0,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_061,frequency_expand,looser_compression_for_trade_count,long,493321,161568,331753,32.75108904749646,-98.85895728761501,0.0,99.99995811459993,4.1885400070551526e-05,597,0,0.01,0.0004,0.08,CR21_G_061,48,0.9,1.0,1.05,1.2,1.1,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_062,frequency_expand,looser_compression_for_trade_count,long,580486,190653,389833,32.843686152637616,-99.4939836486635,0.0,99.99999811710954,1.8828904546630554e-06,597,0,0.01,0.0004,0.08,CR21_G_062,48,1.0,0.9,1.05,1.2,1.0,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_063,frequency_expand,looser_compression_for_trade_count,long,496847,162780,334067,32.762600961664255,-98.95098877481529,0.0,99.99997732465474,2.267534526811943e-05,597,0,0.01,0.0004,0.08,CR21_G_063,48,1.0,0.9,1.05,1.2,1.1,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_no_peak,max_return <= 0
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_064,frequency_expand,looser_compression_for_trade_count,long,1106982,362595,744387,32.75527515352553,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,CR21_G_064,48,1.0,1.0,1.05,1.2,1.0,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_ruin,MDD >= 100
LONG_COMPRESSION_RELEASE_V21_1H,CR21_G_065,frequency_expand,looser_compression_for_trade_count,long,982746,321295,661451,32.69359529318868,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,CR21_G_065,48,1.0,1.0,1.05,1.2,1.1,0.55,0.9,0.58,0.62,-0.002,-0.12,-0.25,0.16,0.32,0.001,0.075,0.24,0.44,28,72,0.86,0.78,0.68,0.85,2.0,12,12,5,-0.42,invalid_ruin,MDD >= 100
