strategy,retest_strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,score_dev_weight,score_rsi_weight,score_wick_weight,short_dev,short_wick_mult,score_min_short,atr_stop_mult,rr_mult,min_expected_tp,timeout_bars,time_reduce_bars,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,previous_strategy,previous_trades,previous_max_return_pct,previous_max_drawdown_pct,previous_official_cd_value,previous_profit_factor,delta_cd_vs_previous,delta_mdd_vs_previous,delta_trades_vs_previous,load_errors
smv8_mix2_13_all_timereduce5,smv8_mix2_13_all_timereduce5__short_max_formula_top1_RETEST,short_max,short_max/v9,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231,train_only_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,63105,7297,55808,11.563267569923145,2843.319336054713,2743.319336054713,2843.3304850694603,2743.3304850694603,5.686879318598392,2681.6337117546423,1.5925867541542813,307,307,4197,0,0,363,63468,63105,0.0004,0.01,1.3,0.8,0.7,0.032,1.3,2.35,2.0,5.5,0.003,200,5,10,0.03,5,edge_current,short_max_v7_devw120_actual_bar_engine,45500,1424.4317435070927,6.104584306764704,1431.3715225256192,1.4976180824186338,1250.262189229023,-0.41770498816631196,17605,0
