combo,side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
lx2_sm2,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sm2,short,1881,196,1685,10.41998936735779,0.005335946255013795,10.036914905680948,141
