axis,strategy,mode,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,symbol_files,errors,ref_trades,ref_max_return_pct,ref_max_drawdown_pct,ref_official_cd_value,diff_trades,diff_max_return_pct,diff_max_drawdown_pct,diff_official_cd_value,abs_score_to_reference
long_main,6V2_L01_doubleflush_core,recovered,long,198701,61064,137637,30.731601753388254,-81.78185983169779,0.12438546927280303,81.81970260366745,18.202911044564164,0,597,0,592,23.919059992296397,1.7511833415334799,121.7490287208,198109,-23.794674523023595,80.06851926213398,-103.54611767623584,208495.31937851576
long_max,8V4_V51_V002_core_rare22_c1,recovered,long,359256,120222,239034,33.46415926247578,-96.27397128027205,0.001591181111582074,96.27432191894117,3.7257373633447406,0,597,0,2276,44.2663709059274,6.758721629897446,134.5158668232,356980,-44.264779724815824,89.51560028904372,-130.79012945985528,370358.0380013859
