run_label,method,initial_asset,fee_per_side,round_trip_fee,position_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,short_strategy,symbol_files,raw_long_candidates,raw_short_candidates,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,errors,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAX_V7_V5_EMBEDDED_TRADELOG_MERGE,embedded_baselines_generate_tradelogs_then_timeline_merge,100.0,0.0004,0.0008,0.00125,800,True,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_max_v7_devw120,597,126615,70917,104415,57035,47380,26784,77631,25.651486855336874,57.0582502751783,57.06185746220811,1.8444675059334819,154.16490253710214,453,21554,0,0,0,False
