side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
long,57035,20451,36584,35.85692995529061,0.002457231846478079,140.14821836387722,16744
short,47380,6333,41047,13.36639932460954,0.004670521876800451,221.28932652280537,4810
