label,initial_asset,fee_per_side,round_trip_fee,position_fraction,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,errors,ruined,expected_trades,count_match,raw_candidates,generated_trades_before_guard,expected_generated_before_guard,blocked_by_guard,expected_blocked_by_guard,blocked_by_same_symbol,skipped_invalid,active_leftover,stage
short_max_v7_baseline_trade_generation,100.0,0.0004,0.0008,0.01,47380,0,47380,6333,41047,13.36639932460954,796.5509930190384,796.7158178572994,6.507135399808883,838.3653054378213,299,4810,0,False,43681,0,70917,47841,43833,461,152,23076,0,0,baseline_trade_generation
