strategy,trades,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,active_leftover,pending_leftover,load_errors
smv11_topcombo1_03_combo03_stop215_rr540_tr4_top1_plus_rr540,63863,4220.190005886,4.260534220480682,4136.12683229544,1.7783712609125915,0,0,0
