rank_by_cd,strategy,description,entry_key,filter_name,body_atr_min,atr_stop,rr_target,max_hold_bars,cooldown_bars,use_tp03_gate,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,cd_value,max_conc,symbol_files,errors,ruined,is_baseline,is_v27_winner,delta_cd_vs_baseline_expected
50,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
51,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
52,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
53,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
54,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
55,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
56,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
57,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
58,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
59,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
60,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
61,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
62,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
63,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
64,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
65,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
66,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
67,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
68,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
69,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
70,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
71,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
72,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
73,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
74,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
75,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
76,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
77,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
78,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
79,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
80,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
81,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
82,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
83,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
84,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
85,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
86,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
87,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
88,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
89,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
90,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
91,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
92,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
93,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
94,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
95,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
96,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
97,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
98,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
99,LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_RETEST_FROM_V34_TOP1_S130_RR625_B400_H17_C32,OFFICIAL v18/v13 baseline: stop 1.30 / rr 6.25 / body_atr >= 0.40 / hold 17 / cooldown 32,child::orig_V09_extreme_vol18::tp03,body_atr >= 0.40,0.4,1.3,6.25,17,32,True,8395147,3399463,4995684,40.493192078709285,1.7415711221185035e+122,1.744909231486716e+122,79.56493577387714,3.5657332214185714e+121,3.5657332214185714e+121,67346,851,254,False,False,False,3.5657332214185714e+121
