experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
short_beh_baseline_s22,28118,419.0418866179413,3.190418866179413,419.3132735504544,3.1931327355045447,0.1508642150935344,1.4502569944183537,-0.05016911878439401,286,286,3341,0
short_beh_max_active_120,27928,383.955614664834,2.83955614664834,384.20427843762786,2.8420427843762788,0.14813090804926954,1.4246977979720716,-0.05016911879293462,120,120,3341,0
short_beh_max_active_80,27848,371.8279491655958,2.7182794916559576,372.06875861631954,2.7206875861631956,0.14712008043665614,1.4149551258237816,-0.05016911880539132,80,80,3341,0
short_beh_per_symbol_1,28118,419.0418866179413,3.190418866179413,419.3132735504544,3.1931327355045447,0.1508642150935344,1.4502569944183537,-0.05016911878439401,286,286,3341,0
short_beh_loss_streak_brake,17746,213.6156928494195,1.136156928494195,213.85816378596618,1.1385816378596618,0.14651189000338105,1.3511251342528308,-0.03688418843665153,137,137,3341,0
short_beh_dd_brake,28017,411.54561794071856,3.115456179407186,411.8121500140241,3.1181215001402407,0.15062283613520364,1.4456819511935943,-0.047588861718357967,286,286,3341,0
short_beh_max80_plus_lossbrake,17689,210.9582401422783,1.109582401422783,211.19769465695947,1.1119769465695946,0.14579682288427837,1.345252635792568,-0.036884188436652976,80,80,3341,0
short_beh_symbol1_plus_ddbrake,28017,411.54561794071856,3.115456179407186,411.8121500140241,3.1181215001402407,0.15062283613520364,1.4456819511935943,-0.047588861718357967,286,286,3341,0
short_beh_conservative_combo,15751,244.82519068160693,1.4482519068160693,244.98374847647864,1.4498374847647866,0.14856199606374199,1.488300682790898,-0.025182406198484664,60,60,3341,0
