period,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor
2023_FULL_ONLY,103.34572214855515,103.81893352078824,3.4431538170408227,196.34421615460795,1.7877520170174175
2024_FULL_ONLY,313.9688500369223,314.3386905143867,2.8431001339889295,402.19930110685016,1.8782657452112104
2025_FULL_ONLY,5600.666955625208,5600.758167391038,6.035556309029177,5356.59999152823,2.0748218418110405
2025_Q1_ONLY,115.24491869498972,115.45681909805059,6.035556309029177,202.25369042482956,2.1863104541573914
2025_Q2_ONLY,99.23089532742111,100.90567154482879,3.9133775212469746,191.43423825429872,1.9363312458279258
2025_Q3_ONLY,168.21277871980277,168.21707017575972,4.912560615763118,255.03666338596992,2.015522482484423
2025_Q4_ONLY,395.628885573626,395.63681573095704,4.504806408095918,473.30176377593085,2.1368595049019548
2026_FULL_ONLY,11.74459401044572,11.74459401044572,2.310107510004722,109.16317375218613,1.845637876377798
