symbol,file,bars,kept_event_horizon_rows,first_ts,last_ts
DOGS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOGS_5m.csv,143251,52544,2024-08-26 21:30:00,2026-01-12 07:50:00
DOLO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOLO_5m.csv,71920,29396,2025-05-01 12:00:00,2026-01-12 07:00:00
DOOD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOOD_5m.csv,69490,30428,2025-05-09 22:30:00,2026-01-12 07:00:00
DOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DOT_5m.csv,567046,237304,2020-08-22 16:00:00,2026-01-12 13:45:00
DRIFT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DRIFT_5m.csv,121893,54372,2024-11-09 00:45:00,2026-01-12 07:35:00
DUSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DUSK_5m.csv,422190,191188,2022-01-07 12:30:00,2026-01-12 10:55:00
DYDX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DYDX_5m.csv,456467,156308,2021-09-10 12:30:00,2026-01-12 11:20:00
DYM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\DYM_5m.csv,201217,82744,2024-02-07 16:00:00,2026-01-12 08:20:00
EDEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EDEN_5m.csv,28044,10828,2025-09-30 20:00:00,2026-01-12 06:35:00
EDU,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EDU_5m.csv,282693,116104,2023-04-30 21:00:00,2026-01-12 09:35:00
EGLD,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EGLD_5m.csv,560419,238076,2020-09-14 16:00:00,2026-01-12 13:30:00
EIGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EIGEN_5m.csv,132955,54652,2024-10-01 15:00:00,2026-01-12 07:40:00
ENA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENA_5m.csv,185307,77196,2024-04-02 21:30:00,2026-01-12 08:10:00
ENJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENJ_5m.csv,556095,238568,2020-09-29 16:00:00,2026-01-12 13:10:00
ENS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENS_5m.csv,433135,189044,2021-11-30 12:30:00,2026-01-12 11:00:00
ENSO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ENSO_5m.csv,24035,10060,2025-10-14 18:00:00,2026-01-12 06:35:00
EPIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EPIC_5m.csv,85976,34688,2025-03-13 17:00:00,2026-01-12 07:10:00
EPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EPT_5m.csv,74681,31320,2025-04-21 22:00:00,2026-01-12 07:00:00
ERA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ERA_5m.csv,49592,21104,2025-07-18 00:30:00,2026-01-12 06:50:00
ESPORTS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ESPORTS_5m.csv,46201,19456,2025-07-29 19:00:00,2026-01-12 06:45:00
ETC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETC_5m.csv,630125,265628,2020-01-16 17:00:00,2026-01-12 15:20:00
ETH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETH_5m.csv,644531,272224,2019-11-27 16:45:00,2026-01-12 15:35:00
ETHFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETHFI_5m.csv,189591,74332,2024-03-19 00:30:00,2026-01-12 08:10:00
ETHW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ETHW_5m.csv,221606,95620,2023-11-28 21:30:00,2026-01-12 08:35:00
EUL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EUL_5m.csv,24257,10888,2025-10-13 23:30:00,2026-01-12 06:35:00
EVAA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\EVAA_5m.csv,27186,10780,2025-10-03 19:30:00,2026-01-12 06:35:00
F,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\F_5m.csv,57977,25460,2025-06-18 21:45:00,2026-01-12 06:50:00
FARTCOIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FARTCOIN_5m.csv,109755,44604,2024-12-21 03:45:00,2026-01-12 07:20:00
FET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FET_5m.csv,314195,127112,2023-01-17 11:30:00,2026-01-12 10:20:00
FF,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FF_5m.csv,28303,11788,2025-09-29 22:30:00,2026-01-12 06:40:00
FHE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FHE_5m.csv,77250,31676,2025-04-13 00:00:00,2026-01-12 07:05:00
FIDA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIDA_5m.csv,136336,54824,2024-09-19 21:30:00,2026-01-12 07:45:00
FIL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIL_5m.csv,551209,218604,2020-10-16 15:00:00,2026-01-12 13:00:00
FIO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIO_5m.csv,136060,54500,2024-09-20 20:30:00,2026-01-12 07:45:00
FIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FIS_5m.csv,73595,26248,2025-04-25 16:30:00,2026-01-12 07:00:00
FLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLM_5m.csv,556095,191724,2020-09-29 16:00:00,2026-01-12 13:10:00
FLOCK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLOCK_5m.csv,34143,14420,2025-09-09 15:45:00,2026-01-12 06:40:00
FLOW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLOW_5m.csv,412397,128672,2022-02-10 12:30:00,2026-01-12 10:50:00
FLUID,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLUID_5m.csv,29781,12124,2025-09-24 19:15:00,2026-01-12 06:40:00
FLUX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FLUX_5m.csv,141012,59644,2024-09-03 16:00:00,2026-01-12 07:50:00
FOLKS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FOLKS_5m.csv,15649,5912,2025-11-18 22:35:00,2026-01-12 06:35:00
FORM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FORM_5m.csv,84248,33376,2025-03-19 17:00:00,2026-01-12 07:10:00
FORTH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FORTH_5m.csv,78480,29928,2025-04-08 17:30:00,2026-01-12 07:05:00
FTM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FTM_5m.csv,557536,189552,2020-09-24 16:00:00,2026-01-12 13:15:00
FTT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FTT_5m.csv,393963,27144,2022-04-15 12:30:00,2026-01-12 10:40:00
FUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FUN_5m.csv,80785,31980,2025-03-31 17:30:00,2026-01-12 07:05:00
FXS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\FXS_5m.csv,313325,135932,2023-01-20 12:00:00,2026-01-12 10:20:00
G,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\G_5m.csv,146421,63400,2024-08-15 21:30:00,2026-01-12 07:55:00
GALA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GALA_5m.csv,454162,169660,2021-09-18 12:30:00,2026-01-12 11:15:00
GAS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GAS_5m.csv,231523,97720,2023-10-25 11:45:00,2026-01-12 08:55:00
GHST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GHST_5m.csv,135177,51652,2024-09-23 22:00:00,2026-01-12 07:45:00
GIGGLE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GIGGLE_5m.csv,25466,9820,2025-10-09 18:45:00,2026-01-12 06:35:00
GLM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLM_5m.csv,196860,86712,2024-02-22 19:00:00,2026-01-12 08:15:00
GLMR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GLMR_5m.csv,239894,27832,2023-09-26 10:30:00,2026-01-12 09:05:00
GMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMT_5m.csv,402886,159864,2022-03-15 13:00:00,2026-01-12 10:45:00
GMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GMX_5m.csv,305120,127560,2023-02-17 23:30:00,2026-01-12 10:05:00
GOAT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GOAT_5m.csv,126242,49356,2024-10-24 22:30:00,2026-01-12 07:40:00
GPS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GPS_5m.csv,92781,33748,2025-02-18 02:00:00,2026-01-12 07:10:00
GRASS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRASS_5m.csv,121896,51144,2024-11-09 00:30:00,2026-01-12 07:35:00
GRIFFAIN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRIFFAIN_5m.csv,106074,44392,2025-01-02 22:30:00,2026-01-12 07:20:00
GRT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GRT_5m.csv,532761,231100,2020-12-19 16:00:00,2026-01-12 12:40:00
GTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GTC_5m.csv,482678,177768,2021-06-11 12:30:00,2026-01-12 11:35:00
GUN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\GUN_5m.csv,80731,32800,2025-03-31 22:00:00,2026-01-12 07:05:00
H,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\H_5m.csv,56000,22836,2025-06-25 18:30:00,2026-01-12 06:50:00
HAEDAL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HAEDAL_5m.csv,71917,31192,2025-05-01 12:15:00,2026-01-12 07:00:00
HANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HANA_5m.csv,29190,11136,2025-09-26 20:30:00,2026-01-12 06:40:00
HBAR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HBAR_5m.csv,507410,218348,2021-03-17 16:00:00,2026-01-12 12:05:00
HEI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HEI_5m.csv,94029,36408,2025-02-13 18:00:00,2026-01-12 07:15:00
HEMI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HEMI_5m.csv,37338,14828,2025-08-29 13:30:00,2026-01-12 06:40:00
HFT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HFT_5m.csv,289607,128012,2023-04-06 21:00:00,2026-01-12 09:40:00
HIFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIFI_5m.csv,242619,90736,2023-09-16 23:30:00,2026-01-12 09:10:00
HIGH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIGH_5m.csv,308146,124356,2023-02-07 11:30:00,2026-01-12 10:15:00
HIPPO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIPPO_5m.csv,120491,45292,2024-11-13 21:30:00,2026-01-12 07:35:00
HIVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HIVE_5m.csv,108978,46568,2024-12-23 20:30:00,2026-01-12 07:20:00
HMSTR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HMSTR_5m.csv,134319,51108,2024-09-26 21:30:00,2026-01-12 07:45:00
HOLO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOLO_5m.csv,33504,13768,2025-09-11 21:00:00,2026-01-12 06:40:00
HOME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOME_5m.csv,60296,27700,2025-06-10 20:30:00,2026-01-12 06:50:00
HOOK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOOK_5m.csv,312460,124232,2023-01-23 12:00:00,2026-01-12 10:15:00
HOT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HOT_5m.csv,503663,195204,2021-03-30 16:00:00,2026-01-12 11:50:00
HUMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HUMA_5m.csv,64600,26504,2025-05-26 22:00:00,2026-01-12 06:55:00
HYPE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HYPE_5m.csv,63477,28696,2025-05-30 19:30:00,2026-01-12 06:55:00
HYPER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\HYPER_5m.csv,74393,30128,2025-04-22 22:00:00,2026-01-12 07:00:00
ICNT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICNT_5m.csv,53654,23392,2025-07-03 22:00:00,2026-01-12 06:50:00
ICP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICP_5m.csv,346452,148332,2022-09-27 11:30:00,2026-01-12 10:25:00
ICX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ICX_5m.csv,560131,242340,2020-09-15 15:55:00,2026-01-12 13:25:00
ID,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ID_5m.csv,293612,120404,2023-03-23 23:30:00,2026-01-12 09:50:00
IDEX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IDEX_5m.csv,281829,48256,2023-05-03 21:00:00,2026-01-12 09:35:00
IDOL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IDOL_5m.csv,53411,22632,2025-07-04 18:15:00,2026-01-12 06:50:00
ILV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ILV_5m.csv,226744,94680,2023-11-11 01:30:00,2026-01-12 08:40:00
IMX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IMX_5m.csv,412109,180208,2022-02-11 12:30:00,2026-01-12 10:50:00
IN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IN_5m.csv,43603,19668,2025-08-07 19:30:00,2026-01-12 06:45:00
INIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\INIT_5m.csv,76200,30504,2025-04-16 15:30:00,2026-01-12 07:05:00
INJ,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\INJ_5m.csv,358259,152280,2022-08-17 11:45:00,2026-01-12 10:35:00
IO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IO_5m.csv,165125,68028,2024-06-11 23:00:00,2026-01-12 08:00:00
IOST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOST_5m.csv,619746,276828,2020-02-21 17:05:00,2026-01-12 14:30:00
IOTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOTA_5m.csv,622342,272112,2020-02-12 17:00:00,2026-01-12 14:45:00
IOTX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IOTX_5m.csv,464821,204612,2021-08-12 12:30:00,2026-01-12 11:30:00
IP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IP_5m.csv,93934,38904,2025-02-14 02:00:00,2026-01-12 07:15:00
IRYS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\IRYS_5m.csv,13316,5660,2025-11-27 01:00:00,2026-01-12 06:35:00
JASMY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JASMY_5m.csv,392523,163928,2022-04-20 12:30:00,2026-01-12 10:40:00
JCT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JCT_5m.csv,15649,6524,2025-11-18 22:35:00,2026-01-12 06:35:00
JELLYJELLY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JELLYJELLY_5m.csv,82134,33360,2025-03-27 01:00:00,2026-01-12 07:05:00
JOE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JOE_5m.csv,291912,122204,2023-03-29 21:10:00,2026-01-12 09:50:00
JST,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JST_5m.csv,72707,35056,2025-04-28 18:30:00,2026-01-12 07:00:00
JTO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JTO_5m.csv,218756,90544,2023-12-08 19:00:00,2026-01-12 08:35:00
JUP,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\JUP_5m.csv,203096,81324,2024-02-01 03:30:00,2026-01-12 08:20:00
KAIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAIA_5m.csv,114424,48068,2024-12-04 23:00:00,2026-01-12 07:30:00
KAITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAITO_5m.csv,91964,35864,2025-02-20 22:00:00,2026-01-12 07:10:00
KAS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAS_5m.csv,224902,104332,2023-11-17 11:00:00,2026-01-12 08:40:00
KAVA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KAVA_5m.csv,574249,261608,2020-07-28 16:05:00,2026-01-12 14:05:00
KDA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KDA_5m.csv,136612,50380,2024-09-18 22:30:00,2026-01-12 07:45:00
KERNEL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KERNEL_5m.csv,76710,29980,2025-04-14 21:00:00,2026-01-12 07:05:00
KEY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KEY_5m.csv,275778,67164,2023-05-24 21:00:00,2026-01-12 09:30:00
KGEN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KGEN_5m.csv,25986,10584,2025-10-07 23:30:00,2026-01-12 06:35:00
KITE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KITE_5m.csv,15649,7292,2025-11-18 22:35:00,2026-01-12 06:35:00
KLAY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KLAY_5m.csv,447249,130928,2021-10-12 12:30:00,2026-01-12 11:10:00
KMNO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KMNO_5m.csv,109753,52376,2024-12-21 04:00:00,2026-01-12 07:20:00
KNC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KNC_5m.csv,584599,265688,2020-06-22 17:50:00,2026-01-12 14:20:00
KOMA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KOMA_5m.csv,112715,46056,2024-12-10 21:15:00,2026-01-12 07:25:00
KSM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\KSM_5m.csv,551774,243004,2020-10-14 16:00:00,2026-01-12 13:05:00
LA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LA_5m.csv,61766,23176,2025-06-05 18:00:00,2026-01-12 06:50:00
LAB,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAB_5m.csv,23105,10188,2025-10-17 23:30:00,2026-01-12 06:35:00
LAYER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LAYER_5m.csv,94524,38456,2025-02-12 00:45:00,2026-01-12 07:15:00
LDO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LDO_5m.csv,347778,147620,2022-09-22 21:00:00,2026-01-12 10:25:00
LEVER,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LEVER_5m.csv,291621,101584,2023-03-30 21:15:00,2026-01-12 09:45:00
LIGHT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIGHT_5m.csv,28903,11788,2025-09-27 20:30:00,2026-01-12 06:40:00
LINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINA_5m.csv,506833,151388,2021-03-19 16:00:00,2026-01-12 12:00:00
LINEA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINEA_5m.csv,36426,13504,2025-09-01 17:30:00,2026-01-12 06:40:00
LINK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LINK_5m.csv,629837,262816,2020-01-17 17:00:00,2026-01-12 15:20:00
LISTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LISTA_5m.csv,162550,67368,2024-06-20 21:30:00,2026-01-12 08:00:00
LIT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LIT_5m.csv,511086,160280,2021-02-18 16:00:00,2026-01-12 12:30:00
LOKA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOKA_5m.csv,134907,32732,2024-09-24 20:30:00,2026-01-12 07:45:00
LOOM,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LOOM_5m.csv,235418,50768,2023-10-11 23:30:00,2026-01-12 09:05:00
LPT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LPT_5m.csv,438607,190408,2021-11-11 12:30:00,2026-01-12 11:00:00
LQTY,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LQTY_5m.csv,297388,124180,2023-03-10 21:00:00,2026-01-12 09:55:00
LRC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LRC_5m.csv,550331,240536,2020-10-19 16:05:00,2026-01-12 12:55:00
LSK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LSK_5m.csv,204876,88372,2024-01-25 23:15:00,2026-01-12 08:25:00
LTC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LTC_5m.csv,632141,269072,2020-01-09 17:05:00,2026-01-12 15:25:00
LUMIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUMIA_5m.csv,110419,44248,2024-12-18 20:30:00,2026-01-12 07:25:00
LUNA2,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LUNA2_5m.csv,351343,134880,2022-09-10 12:00:00,2026-01-12 10:30:00
LYN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\LYN_5m.csv,26358,10628,2025-10-06 16:30:00,2026-01-12 06:35:00
M,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\M_5m.csv,52544,22132,2025-07-07 18:30:00,2026-01-12 06:50:00
MAGIC,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAGIC_5m.csv,311884,127688,2023-01-25 12:00:00,2026-01-12 10:15:00
MANA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANA_5m.csv,507987,215604,2021-03-15 16:00:00,2026-01-12 12:10:00
MANTA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MANTA_5m.csv,206895,85052,2024-01-18 23:00:00,2026-01-12 08:25:00
MASK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MASK_5m.csv,460500,190436,2021-08-27 12:30:00,2026-01-12 11:25:00
MAV,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAV_5m.csv,265408,112480,2023-06-29 21:00:00,2026-01-12 09:25:00
MAVIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MAVIA_5m.csv,82122,32824,2025-03-27 02:00:00,2026-01-12 07:05:00
MBOX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MBOX_5m.csv,142711,55404,2024-08-28 18:30:00,2026-01-12 07:50:00
MDT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MDT_5m.csv,265120,41396,2023-06-30 21:00:00,2026-01-12 09:25:00
ME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\ME_5m.csv,112657,46636,2024-12-11 02:00:00,2026-01-12 07:25:00
MELANIA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MELANIA_5m.csv,100936,37556,2025-01-20 18:30:00,2026-01-12 07:15:00
MEME,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEME_5m.csv,228817,89548,2023-11-03 21:00:00,2026-01-12 08:45:00
MEMEFI,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEMEFI_5m.csv,73598,11212,2025-04-25 16:15:00,2026-01-12 07:00:00
MERL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MERL_5m.csv,63789,27168,2025-05-29 17:30:00,2026-01-12 06:55:00
MET,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MET_5m.csv,24857,11040,2025-10-11 21:30:00,2026-01-12 06:35:00
METIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\METIS_5m.csv,191404,82352,2024-03-12 17:30:00,2026-01-12 08:15:00
MEW,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MEW_5m.csv,163396,69388,2024-06-17 23:00:00,2026-01-12 08:00:00
MILK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MILK_5m.csv,70352,25336,2025-05-06 22:45:00,2026-01-12 07:00:00
MINA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MINA_5m.csv,308043,127420,2023-02-07 20:00:00,2026-01-12 10:10:00
MIRA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MIRA_5m.csv,29184,11504,2025-09-26 21:00:00,2026-01-12 06:40:00
MITO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MITO_5m.csv,37483,15740,2025-08-29 01:30:00,2026-01-12 06:45:00
MKR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MKR_5m.csv,569639,221920,2020-08-13 16:00:00,2026-01-12 13:50:00
MLN,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MLN_5m.csv,80782,29164,2025-03-31 17:45:00,2026-01-12 07:05:00
MMT,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MMT_5m.csv,15649,6144,2025-11-18 22:35:00,2026-01-12 06:35:00
MOCA,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOCA_5m.csv,110996,52364,2024-12-16 20:30:00,2026-01-12 07:25:00
MON,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MON_5m.csv,25208,9828,2025-10-10 16:15:00,2026-01-12 06:35:00
MOODENG,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOODENG_5m.csv,125996,52348,2024-10-25 19:00:00,2026-01-12 07:40:00
MORPHO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MORPHO_5m.csv,116433,50440,2024-11-27 23:30:00,2026-01-12 07:30:00
MOVE,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVE_5m.csv,112982,42044,2024-12-09 23:00:00,2026-01-12 07:25:00
MOVR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MOVR_5m.csv,213540,87472,2023-12-26 21:30:00,2026-01-12 08:30:00
MTL,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MTL_5m.csv,503375,222124,2021-03-31 16:00:00,2026-01-12 11:50:00
MUBARAK,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MUBARAK_5m.csv,84755,33432,2025-03-17 22:45:00,2026-01-12 07:10:00
MYRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYRO_5m.csv,193421,76172,2024-03-05 17:30:00,2026-01-12 08:15:00
MYX,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\MYX_5m.csv,57980,24032,2025-06-18 21:30:00,2026-01-12 06:50:00
NAORIS,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NAORIS_5m.csv,45594,18568,2025-07-31 21:30:00,2026-01-12 06:45:00
NEAR,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEAR_5m.csv,551474,231964,2020-10-15 17:00:00,2026-01-12 13:05:00
NEIRO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIRO_5m.csv,137213,53024,2024-09-16 20:30:00,2026-01-12 07:45:00
NEIROETH,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEIROETH_5m.csv,140064,44540,2024-09-06 23:00:00,2026-01-12 07:50:00
NEO,C:\Users\user\Desktop\LCD\파이썬\코인\Data\time\NEO_5m.csv,620891,276672,2020-02-17 17:45:00,2026-01-12 14:35:00
