quarter,profile,event_side,horizon,events,follow_win_rate_pct,fade_win_rate_pct,avg_dir_ret_follow_pct,med_dir_ret_follow_pct,avg_dir_ret_fade_pct,med_dir_ret_fade_pct,p25_dir_ret_follow_pct,p75_dir_ret_follow_pct,avg_mfe_follow_pct,avg_mae_follow_pct,med_mfe_follow_pct,med_mae_follow_pct,target_before_stop_rate_pct,stop_before_target_rate_pct,both_same_bar_rate_pct,none_hit_rate_pct,avg_first_atr_hit_bars,avg_body_atr,avg_range_atr,avg_vol_ratio,avg_close_pos
2019Q3,body10_range12_vol12_cp70,bear,12,76,44.73684210526316,55.26315789473685,0.24119610294462268,-0.027388297773900394,-0.24119610294462268,0.027388297773900394,-0.31776546112785575,0.2193585938453646,0.9196259287867999,-0.403646731459672,0.33872560005334673,-0.27045372822071534,43.42105263157895,48.68421052631579,7.894736842105263,0.0,2.039473684210526,1.7221369386946546,2.0962061488623993,2.0494869643101423,0.083392711063017
2019Q3,body10_range12_vol12_cp70,bear,36,76,50.0,50.0,0.21453363668994205,0.012040430030940685,-0.21453363668994205,-0.012040430030940685,-0.31962305269024327,0.3569814904266888,1.2926093254450772,-0.6385327400617238,0.49581822629093386,-0.44190882715390845,43.42105263157895,48.68421052631579,7.894736842105263,0.0,2.039473684210526,1.7221369386946546,2.0962061488623993,2.0494869643101423,0.083392711063017
2019Q3,body10_range12_vol12_cp70,bear,72,76,50.0,50.0,0.6974641760109013,0.016381757321354273,-0.6974641760109013,-0.016381757321354273,-0.41641333010770665,0.6014881800153221,2.441167155343333,-0.829763932398504,0.7718837200083595,-0.545096785918836,43.42105263157895,48.68421052631579,7.894736842105263,0.0,2.039473684210526,1.7221369386946546,2.0962061488623993,2.0494869643101423,0.083392711063017
2019Q3,body10_range12_vol12_cp70,bear,288,76,67.10526315789474,32.89473684210527,1.853032917757484,0.9999937309916718,-1.853032917757484,-0.9999937309916718,-0.26343995053952907,2.0920132456629075,5.026636764060198,-1.3635869949367205,2.2274996413092607,-0.8048227593188739,43.42105263157895,48.68421052631579,7.894736842105263,0.0,2.039473684210526,1.7221369386946546,2.0962061488623993,2.0494869643101423,0.083392711063017
2019Q3,body10_range12_vol12_cp70,bull,12,85,43.529411764705884,56.470588235294116,0.09006672081454808,-0.0668454533119478,-0.09006672081454808,0.0668454533119478,-0.22721724597675186,0.2172371638141879,0.5231672465000577,-0.4055599561169225,0.22034181482246673,-0.30783726377661136,42.35294117647059,52.94117647058824,3.5294117647058822,1.1764705882352942,2.369047619047619,1.6806016197153915,2.2617138877945644,2.2349522998662743,0.8769102157847666
2019Q3,body10_range12_vol12_cp70,bull,36,85,34.11764705882353,65.88235294117646,-0.03258447101441696,-0.15128892620505097,0.03258447101441696,0.15128892620505097,-0.41366590805290704,0.3496004912255657,0.7436344495305466,-0.7585384322706892,0.42481923078108164,-0.534270022011929,42.35294117647059,54.11764705882353,3.5294117647058822,0.0,2.6823529411764704,1.6806016197153915,2.2617138877945644,2.2349522998662743,0.8769102157847666
2019Q3,body10_range12_vol12_cp70,bull,72,85,44.70588235294118,55.294117647058826,-0.04684348094626654,-0.13061602863273514,0.04684348094626654,0.13061602863273514,-0.5910973226366245,0.4581889172046161,1.0333165118453604,-1.2612821463560089,0.46657653627129037,-0.7340463993055213,42.35294117647059,54.11764705882353,3.5294117647058822,0.0,2.6823529411764704,1.6806016197153915,2.2617138877945644,2.2349522998662743,0.8769102157847666
2019Q3,body10_range12_vol12_cp70,bull,288,85,43.529411764705884,56.470588235294116,-0.8539018206198099,-0.2760732003990851,0.8539018206198099,0.2760732003990851,-2.046604436628696,0.7288426858603092,1.748928985138953,-3.292049319446824,1.1284020952315954,-1.9607352250428756,42.35294117647059,54.11764705882353,3.5294117647058822,0.0,2.6823529411764704,1.6806016197153915,2.2617138877945644,2.2349522998662743,0.8769102157847666
2019Q3,body12_range15_vol15_cp75,bear,12,32,50.0,50.0,0.5027025219320216,-0.011986788820356198,-0.5027025219320216,0.011986788820356198,-0.42573440948251995,0.25793344558392994,1.571757188995696,-0.4509357431844351,0.3662322354270109,-0.39192181312610597,46.875,34.375,18.75,0.0,1.6875,2.2783494676347447,2.734995828980459,2.7949295159632124,0.06595825609135958
2019Q3,body12_range15_vol15_cp75,bear,36,32,31.25,68.75,0.21761717843040707,-0.2555688371507103,-0.21761717843040707,0.2555688371507103,-0.5854528804264736,0.26468943827340496,1.9282186072992389,-0.8116761875704532,0.7220129981628687,-0.6346808298617779,46.875,34.375,18.75,0.0,1.6875,2.2783494676347447,2.734995828980459,2.7949295159632124,0.06595825609135958
