batch_label,strategy_name,side,description,timeframe,processed_symbols,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,cd_value,baseline_cd_value,ruined,verdict
7V1_LONG10_REVIEWED,7V1_L10_shock_reversal_balance,long,balanced recent-shock reversal with score gate,5m,597,33481,12033,21448,35.939786744720884,51.02036226351883,56.59633485565316,15.103275279839146,128.21134122224925,121.53,False,mdd_fail
7V1_LONG10_REVIEWED,7V1_L04_engulf_panic_retake,long,panic selloff followed by bullish engulf retake,5m,597,5071,1941,3130,38.27647406823112,34.256675711243915,36.45165323062254,7.965961284528311,123.5618409021915,121.53,False,mdd_fail
7V1_LONG10_REVIEWED,7V1_L09_beartrap_close_drive,long,bear trap reclaim with strong close drive,5m,597,4778,1761,3017,36.856425282545,21.125101523341616,21.87692123680991,7.674095722506302,111.82984528845743,121.53,False,mdd_fail
7V1_LONG10_REVIEWED,7V1_L07_climax_wick_reclaim,long,climactic downside wick reclaim with volume shock,5m,597,2118,802,1316,37.86591123701605,17.399162917885548,17.851548683896223,5.595286709758696,110.83034315777314,121.53,False,mdd_fail
7V1_LONG10_REVIEWED,7V1_L01_spring_undercut,long,spring undercut reclaim anchored by recent downside damage,5m,597,9885,3500,6385,35.40718259989883,22.95003884308775,24.04772446820087,12.39925458102391,107.70515051946552,121.53,False,mdd_fail
7V1_LONG10_REVIEWED,7V1_L02_hammer_flush,long,flush hammer reclaim with downside damage context,5m,597,2944,1061,1883,36.03940217391305,13.45554452218105,13.512458730130206,6.184432149280927,106.43896335160956,121.53,False,mdd_fail
7V1_LONG10_REVIEWED,7V1_L06_deep_ema20_retake,long,deep intrabar discount that closes back above ema20,5m,597,332,121,211,36.44578313253012,0.9082839922074593,0.9888555025393542,0.6281616942453994,100.27441680584806,121.53,False,baseline_fail
7V1_LONG10_REVIEWED,7V1_L05_outside_flush_reversal,long,outside reversal after flush without delayed chase,5m,597,471,177,294,37.57961783439491,0.5183885473907024,1.0126889210263723,0.6614143451544763,99.85354550602015,121.53,False,baseline_fail
7V1_LONG10_REVIEWED,7V1_L03_beartrap_midflip,long,failed breakdown that retakes mid range in one bar,5m,597,45,18,27,40.0,-0.2631837194118303,0.1214598436054759,0.4818549202653899,99.2562295240241,121.53,False,baseline_fail
7V1_LONG10_REVIEWED,7V1_L08_rangefloor_pop,long,range floor sweep then one bar mid-range recovery,5m,597,671,224,447,33.383010432190765,-0.7596038122154258,0.0792826906221622,1.900520237460701,97.35431237449956,121.53,False,baseline_fail
