symbol,side,strategy,signal_i,entry_i,exit_i,entry_ts,exit_ts,entry_price,exit_price,pnl_decimal,return,score,same_bar,exit_reason,id,equity_after_exit,position_fraction,fee_per_side
RIVER,short,short_max_v7_devw120,200,201,201,1767285900,1767285900,8.698,9.394307393939282,-0.07492014156450785,-0.07492014156450785,2.6918119786417227,True,stop,62,98.81790595092717,0.01,0.0004
LIGHT,short,short_max_v7_devw120,169,170,202,1767276600,1767286200,2.1245,2.133170863032662,-0.004864776611628296,-0.004864776611628296,3.464879623815082,False,stop,49,98.81308660793862,0.01,0.0004
BEAT,short,short_max_v7_devw120,105,106,208,1767257400,1767288000,1.4541,1.2197517976912085,0.19132777775968393,0.19132777775968393,2.6601664386006023,False,target,34,99.00301124356676,0.01,0.0004
B,short,short_max_v7_devw120,196,197,210,1767284700,1767288600,0.1462,0.14635305191158446,-0.0018457719165085643,-0.0018457719165085643,4.536962430016525,False,stop,58,99.00118502110926,0.01,0.0004
RIVER,short,short_max_v7_devw120,202,203,211,1767286500,1767288900,9.437,9.478698196958096,-0.005199148078317095,-0.005199148078317095,3.3585614385420834,False,stop,63,98.99604758241576,0.01,0.0004
STBL,short,short_max_v7_devw120,213,214,215,1767289800,1767290100,0.061,0.06236600440414352,-0.02270302901708363,-0.02270302901708363,2.8371283283187205,False,stop,66,98.97357248100735,0.01,0.0004
RIVER,short,short_max_v7_devw120,212,213,221,1767289500,1767291900,10.197,10.23435182181202,-0.0044496519234773265,-0.0044496519234773265,2.9940424583802425,False,stop,65,98.96916750147193,0.01,0.0004
LIGHT,short,short_max_v7_devw120,215,216,224,1767290400,1767292800,2.2882,2.2965236339333397,-0.004424449498516036,-0.004424449498516036,3.3848220380194074,False,stop,67,98.96478846574063,0.01,0.0004
1000000BOB,short,short_max_v7_devw120,216,217,225,1767290700,1767293100,0.01983,0.019853011004366088,-0.001959068735771429,-0.001959068735771429,4.075588351273474,False,stop,68,98.96284950542547,0.01,0.0004
STBL,short,short_max_v7_devw120,216,217,235,1767290700,1767296100,0.06142,0.06149941229502375,-0.0020912691692531508,-0.0020912691692531508,2.7528412682447323,False,stop,69,98.96077970161846,0.01,0.0004
EVAA,short,short_max_v7_devw120,41,42,242,1767238200,1767298200,1.0807,1.0168,0.06204421715184907,0.06204421715184907,2.3859632842815857,False,fail_fast_or_timeout,3,99.02279664067969,0.01,0.0004
IP,short,short_max_v7_devw120,238,239,247,1767297300,1767299700,1.918,1.9201830699128155,-0.0019369071767280969,-0.0019369071767280969,2.5199785811814537,False,stop,73,99.0208798622355,0.01,0.0004
Q,short,short_max_v7_devw120,48,49,249,1767240300,1767300300,0.020646,0.017412,0.18493397656788427,0.18493397656788427,3.6033146093326143,False,fail_fast_or_timeout,4,99.20562027181889,0.01,0.0004
PIXEL,short,short_max_v7_devw120,56,57,257,1767242700,1767302700,0.00887,0.0083,0.06787469879518074,0.06787469879518074,5.44993487245422,False,fail_fast_or_timeout,9,99.27342392741794,0.01,0.0004
NAORIS,short,short_max_v7_devw120,252,253,259,1767301500,1767303300,0.04306,0.03710839718766043,0.1595842597200249,0.1595842597200249,2.9910209455091197,False,target,75,99.43174048212938,0.01,0.0004
IP,short,short_max_v7_devw120,257,258,260,1767303000,1767303600,2.017,2.079133947725073,-0.0306845333140072,-0.0306845333140072,2.6367635385302473,False,stop,77,99.40127889529242,0.01,0.0004
XVG,short,short_max_v7_devw120,254,255,263,1767302100,1767304500,0.006014,0.006017796083559872,-0.001430809603243687,-0.001430809603243687,3.8620824733598753,False,stop,76,99.39985945175061,0.01,0.0004
TST,short,short_max_v7_devw120,64,65,265,1767245100,1767305100,0.01788,0.01641,0.08877952468007302,0.08877952468007302,3.1513483798505475,False,fail_fast_or_timeout,24,99.48803275070114,0.01,0.0004
BROCCOLI714,short,short_max_v7_devw120,65,66,266,1767245400,1767305400,0.07139,0.02062,2.461372647914646,2.461372647914646,4.322333235913851,False,fail_fast_or_timeout,26,101.93255116497616,0.01,0.0004
MUBARAK,short,short_max_v7_devw120,65,66,266,1767245400,1767305400,0.0234,0.01788,0.3079248322147651,0.3079248322147651,4.310958636305972,False,fail_fast_or_timeout,27,102.23836748384981,0.01,0.0004
VIC,short,short_max_v7_devw120,266,267,268,1767305700,1767306000,0.0924,0.09422681674323527,-0.020187439864526955,-0.020187439864526955,2.5459509249917995,False,stop,80,102.21772817489554,0.01,0.0004
A2Z,short,short_max_v7_devw120,241,242,270,1767298200,1767306600,0.001521,0.0015231002521517568,-0.002178932311769776,-0.002178932311769776,2.795397078817889,False,stop,74,102.21557053518352,0.01,0.0004
IP,short,short_max_v7_devw120,261,262,270,1767304200,1767306600,2.089,2.0926417508310022,-0.0025402648253367347,-0.0025402648253367347,3.6499486401061527,False,stop,78,102.21304547945981,0.01,0.0004
VIC,short,short_max_v7_devw120,269,270,271,1767306600,1767306900,0.0947,0.09726609225032358,-0.027182187162608427,-0.027182187162608427,3.4302821604187885,False,stop,81,102.18526173813298,0.01,0.0004
M,short,short_max_v7_devw120,269,270,272,1767306600,1767307200,1.6895,1.7178842650245747,-0.017322804010995816,-0.017322804010995816,2.6210162631090794,False,stop,82,102.1675555725909,0.01,0.0004
