ts,equity,peak,drawdown_pct,active_positions
1767313800,104.09315765998012,104.25095718090613,0.15136505715930892,15
1767315000,104.34404889597783,104.34404889597783,0.0,14
1767315300,104.34020538058412,104.34404889597783,0.003683502254683625,13
1767318600,104.48577676593004,104.48577676593004,0.0,16
1767319800,104.47630802397094,104.48577676593004,0.009062230527614127,18
1767320400,104.43284758753664,104.48577676593004,0.05065682625107044,19
1767320700,104.27715619862752,104.48577676593004,0.1996640822892778,18
1767320700,104.21290337973156,104.48577676593004,0.26115840322437084,17
1767321000,104.15486520791681,104.48577676593004,0.3167048839140452,17
1767321900,104.05457740864098,104.48577676593004,0.4126871337282936,19
1767322200,104.01267034946241,104.48577676593004,0.45279504169020723,20
1767322500,104.00866557467862,104.48577676593004,0.4566278837360352,21
1767322500,103.94580166125611,104.48577676593004,0.5167929275996916,20
1767322500,103.91694010066627,104.48577676593004,0.5444154054939812,20
1767322800,103.77458744881977,104.48577676593004,0.6806565822862957,20
1767323100,103.67733990420052,104.48577676593004,0.7737291014647724,19
1767324300,103.67282190399249,104.48577676593004,0.7780531351733587,20
1767324600,103.66913155910319,104.48577676593004,0.7815850464090477,19
1767324900,103.56998446184963,104.48577676593004,0.8764755667481691,19
1767325800,103.55962005800691,104.48577676593004,0.8863950066600084,19
1767326700,103.53791204309474,104.48577676593004,0.9071710544476502,19
1767327000,103.53449833676585,104.48577676593004,0.910438203752127,18
1767328200,103.72096503563631,104.48577676593004,0.731976881415226,17
1767330300,103.59647505090985,104.48577676593004,0.8511222699836143,17
1767331200,103.59053882527712,104.48577676593004,0.8568036419525683,16
1767333600,103.58704851626045,104.48577676593004,0.8601441052430775,17
1767334500,103.5787855763532,104.48577676593004,0.8680523011363473,16
1767337500,103.57428241871747,104.48577676593004,0.8723621294929979,17
1767337500,103.4842531857434,104.48577676593004,0.9585262331257434,16
1767339300,103.48097672281068,104.48577676593004,0.9616620311588646,15
1767339900,103.59908808515327,104.48577676593004,0.8486214183612178,14
1767341400,103.61309765862256,104.48577676593004,0.8352133030148782,14
1767341400,103.56533097930766,104.48577676593004,0.8809292662716872,14
1767342300,103.45593925796493,104.48577676593004,0.9856245891459117,14
1767344100,103.4513063659194,104.48577676593004,0.9900585821628883,14
1767345000,103.91213933818284,104.48577676593004,0.5490100619458174,13
1767345300,103.85543969466562,104.48577676593004,0.6032754799502593,14
1767346800,103.93814799732444,104.48577676593004,0.5241180049150691,14
1767347100,103.91351043346273,104.48577676593004,0.5476978304418446,14
1767348000,103.89305720031437,104.48577676593004,0.5672729666770652,13
1767348600,103.88806775720947,104.48577676593004,0.5720482033258594,12
1767351000,103.87898740788292,104.48577676593004,0.580738715668888,11
1767353100,103.80684187167223,104.48577676593004,0.6497869042776638,12
1767353400,103.74167383315684,104.48577676593004,0.7121571526813152,11
1767354000,103.91457397133438,104.48577676593004,0.5466799523109036,10
1767355800,103.86612471471689,104.48577676593004,0.5930491885046721,11
1767357000,103.86172044307172,104.48577676593004,0.5972643762378674,11
1767357300,103.85750595374223,104.48577676593004,0.6012979293777613,10
1767357600,103.821220498662,104.48577676593004,0.6360255795932729,9
1767357900,103.81626614938774,104.48577676593004,0.6407672290575402,8
1767361800,103.7939145750352,104.48577676593004,0.6621592070323159,9
1767364500,103.71822845452539,104.48577676593004,0.7345959757988126,10
1767364800,103.89457967207917,104.48577676593004,0.5658158575738694,10
1767365100,103.85283359626293,104.48577676593004,0.6057696935010015,9
1767367500,103.77480592152436,104.48577676593004,0.6804474890380557,10
1767367500,103.72319507752772,104.48577676593004,0.7298425795413888,9
1767367800,103.96743043813309,104.48577676593004,0.49609271600492766,8
1767369000,103.90218391342955,104.48577676593004,0.5585380810326531,10
1767370500,103.9438707721886,104.48577676593004,0.5186409198597624,10
1767370800,103.93922465094379,104.48577676593004,0.523087574120874,10
1767371700,103.93314295855089,104.48577676593004,0.5289081676802454,9
1767372300,103.89570852423712,104.48577676593004,0.5647354692254379,10
1767373200,103.86196236274158,104.48577676593004,0.5970328426479866,9
1767373800,103.85251912470865,104.48577676593004,0.60607066418238,9
1767375600,103.84708462198984,104.48577676593004,0.6112718531738613,8
1767376800,103.88074306097619,104.48577676593004,0.5790584361632837,7
1767377700,103.8769339543923,104.48577676593004,0.5827040104239989,6
1767381000,103.8155571561539,104.48577676593004,0.6414457838386673,7
1767381300,103.777652074935,104.48577676593004,0.6777235265057965,7
1767381900,104.10291687181953,104.48577676593004,0.3664229773284799,7
1767384000,104.09570911841179,104.48577676593004,0.37332128792235875,7
1767384000,104.07260579020874,104.48577676593004,0.3954327454988343,7
1767384600,104.06654221972737,104.48577676593004,0.40123599515544267,7
1767384900,104.23164684070733,104.48577676593004,0.24321963533086183,7
1767385200,104.19462053282221,104.48577676593004,0.27865633210544816,6
1767385800,104.1846457673185,104.48577676593004,0.2882028616068357,7
1767386100,104.16260357062522,104.48577676593004,0.30929874410446667,7
1767387600,104.1575797751951,104.48577676593004,0.3141068582666209,7
1767387900,104.03647820861639,104.48577676593004,0.43000930004107285,6
1767389400,104.2728223143624,104.48577676593004,0.20381190450897685,6
1767390300,104.26864335811987,104.48577676593004,0.2078114500661566,7
1767390300,104.20214100083895,104.48577676593004,0.2714587323464078,6
1767390600,104.83538152183806,104.83538152183806,0.0,7
1767390900,104.82806535513534,104.83538152183806,0.006978719013101655,7
1767392100,104.74944412569747,104.83538152183806,0.08197365707367807,6
1767392400,104.74455036751682,104.83538152183806,0.08664169768134576,5
1767393600,104.65807106244937,104.83538152183806,0.16913226891033684,5
1767394500,104.77946045255909,104.83538152183806,0.05334179021165427,4
1767396300,104.73015826220937,104.83538152183806,0.10036998778582039,4
1767400500,104.63441888576561,104.83538152183806,0.19169352288815267,5
1767401700,104.60959613162274,104.83538152183806,0.21537136311970076,5
1767403500,104.60157853019084,104.83538152183806,0.22301916419173873,5
1767404100,104.56138850890953,104.83538152183806,0.2613554784187564,5
1767405600,104.51191539053592,104.83538152183806,0.30854672020701324,7
1767405900,104.4286653598894,104.83538152183806,0.3879569626633573,6
1767407400,104.40579052523793,104.83538152183806,0.40977672839454377,9
1767407700,104.40102535536074,104.83538152183806,0.4143221116497152,8
1767408300,104.35250490197257,104.83538152183806,0.4606046287578074,9
1767408600,104.30769407643355,104.83538152183806,0.5033486192775369,8
1767409500,104.3503886614418,104.83538152183806,0.4626232607311426,8
1767409800,104.34370418240661,104.83538152183806,0.46899942776382914,8
1767411300,104.33828404800238,104.83538152183806,0.4741695662471841,8
1767411600,104.3335889577639,104.83538152183806,0.47864810218641474,7
1767413400,104.23797937222636,104.83538152183806,0.5698478328018031,7
1767416400,104.23402224599043,104.83538152183806,0.5736224422690347,10
1767417000,104.17393381663508,104.83538152183806,0.6309393790541881,9
1767418200,104.16603247105081,104.83538152183806,0.638476286412728,11
1767419700,104.1605794595641,104.83538152183806,0.6436777855703113,11
1767420000,104.15562141052179,104.83538152183806,0.6484071517159218,10
1767421200,104.15060016655386,104.83538152183806,0.6531967980118961,11
1767423600,104.10969758023052,104.83538152183806,0.6922128112409992,13
1767423900,104.1054675209976,104.83538152183806,0.6962477650624137,12
1767424200,104.05831687133139,104.83538152183806,0.741223658679398,12
1767424500,104.15871643701755,104.83538152183806,0.645454878875562,12
1767424500,104.15493776338693,104.83538152183806,0.6490592666078021,11
1767424800,104.11067589468635,104.83538152183806,0.6912796201354451,11
1767425400,104.10351831926985,104.83538152183806,0.6981070626578044,11
1767426000,104.05868463589537,104.83538152183806,0.7408728567281377,11
1767427800,104.05371709055335,104.83538152183806,0.7456112811702634,10
1767428400,104.09576911330556,104.83538152183806,0.7054988476179933,9
1767432000,104.14911413502168,104.83538152183806,0.6546142884722821,8
1767432300,104.14276702181482,104.83538152183806,0.6606686501913119,7
1767432600,104.04883884061613,104.83538152183806,0.7502645288299808,8
1767433500,103.99379956588521,104.83538152183806,0.8027651960016371,9
1767433500,103.9360388197856,104.83538152183806,0.8578618105807385,8
1767437400,103.93129427809612,104.83538152183806,0.8623875170937517,11
1767438000,103.87046293497731,104.83538152183806,0.9204131018111926,11
1767440700,104.07266818694715,104.83538152183806,0.7275342769006137,12
1767443100,103.93920148135484,104.83538152183806,0.8548450222375874,12
1767443700,103.79453494831141,104.83538152183806,0.9928390190575436,12
1767445200,103.82896990840126,104.83538152183806,0.9599923220836972,12
1767447000,103.82423493778096,104.83538152183806,0.9645088989793693,12
1767449100,103.8142775583373,104.83538152183806,0.9740070085861798,11
1767450300,103.93453324136878,104.83538152183806,0.8592979463537529,11
1767452400,104.02392904040137,104.83538152183806,0.7740254002582675,11
1767454800,103.98086750351335,104.83538152183806,0.815100785555595,12
1767454800,103.9413484495089,104.83538152183806,0.8527970799084952,12
1767455700,103.99873351794162,104.83538152183806,0.7980588154030441,18
1767455700,103.94611536632479,104.83538152183806,0.8482500302896573,17
1767456000,103.8714425117089,104.83538152183806,0.9194787066505369,17
1767456900,103.85181813215002,104.83538152183806,0.938197939865521,17
1767456900,103.83297312456314,104.83538152183806,0.9561737485222103,16
1767456900,103.81763938624286,104.83538152183806,0.970800240168149,15
1767457200,103.7914357505977,104.83538152183806,0.9957952707244139,14
1767458700,103.78684276471353,104.83538152183806,1.0001764117261436,17
1767458700,103.78206124696229,104.83538152183806,1.0047373888331375,16
1767459600,103.77639099618463,104.83538152183806,1.0101461074311364,16
1767460500,103.77127943553775,104.83538152183806,1.0150219046788589,15
1767460800,103.73812114137611,104.83538152183806,1.0466508201082652,14
1767461400,103.73359878861429,104.83538152183806,1.0509645858390484,15
1767461700,103.6828521772064,104.83538152183806,1.0993705826229845,15
1767462000,103.64886338707247,104.83538152183806,1.1317916885898207,14
1767462300,103.59759370717794,104.83538152183806,1.1806966280771174,14
1767462600,103.49039540938301,104.83538152183806,1.2829505582281637,13
1767462900,103.43394220856392,104.83538152183806,1.3367999361763259,13
1767463500,103.45971067379749,104.83538152183806,1.312220004420938,14
1767463500,103.38925245598679,104.83538152183806,1.37942843805078,14
1767463800,103.41995476661342,104.83538152183806,1.350142227440455,13
1767464100,103.41830004733714,104.83538152183806,1.3517206251648244,12
1767464100,103.30937426790864,104.83538152183806,1.4556223593382371,11
1767465000,103.23277692410453,104.83538152183806,1.5286867605854002,12
1767466200,103.19924053209476,104.83538152183806,1.560676334642303,15
1767466500,103.14427798862253,104.83538152183806,1.6131038096744605,14
1767466500,103.08345482265271,104.83538152183806,1.6711215944021787,13
1767466500,102.93536359076886,104.83538152183806,1.8123823307433773,13
1767466800,102.83490567008516,104.83538152183806,1.9082067740042328,12
1767467400,102.83918800559087,104.83538152183806,1.904121955078082,13
1767467400,102.77824342485633,104.83538152183806,1.9622555544887417,12
1767467700,102.70072890741045,104.83538152183806,2.0361948260596954,12
1767467700,102.62815939675039,104.83538152183806,2.1054171721861725,12
1767468600,102.56179156840314,104.83538152183806,2.1687238796963926,13
1767468600,102.4950499383109,104.83538152183806,2.2323871478825588,12
1767468900,102.37830881279874,104.83538152183806,2.343743756517446,12
1767470400,102.36843502025656,104.83538152183806,2.3531621345486484,12
1767471600,102.36315798870609,104.83538152183806,2.358195770591995,11
1767473400,102.9861740917379,104.83538152183806,1.7639153912126129,10
1767474900,103.0146622163126,104.83538152183806,1.7367412405001714,10
1767476400,102.95379604282458,104.83538152183806,1.794800049086034,11
1767477000,102.88034466409023,104.83538152183806,1.864863588387455,11
1767477600,102.8505497115857,104.83538152183806,1.8932842914669057,12
1767478200,102.79017371502323,104.83538152183806,1.9508755318344468,13
1767479700,102.74394601526085,104.83538152183806,1.994971045287368,13
1767479700,102.62683861972012,104.83538152183806,2.106677030271391,12
1767480000,102.53341245200015,104.83538152183806,2.195794050082596,12
1767480900,102.47318302664814,104.83538152183806,2.253245479626408,13
1767481500,102.675406944121,104.83538152183806,2.060348850132362,13
1767481800,102.9711953352116,104.83538152183806,1.7782032740903695,12
1767482100,102.96749881235426,104.83538152183806,1.7817293001358507,11
1767483000,102.96316168653527,104.83538152183806,1.7858663822507175,12
1767484200,102.92534506378814,104.83538152183806,1.8219387675448486,13
1767484500,102.87647695159839,104.83538152183806,1.8685529081912216,12
1767485400,102.83608955285185,104.83538152183806,1.9070774961311556,12
1767486900,102.8149539981722,104.83538152183806,1.9272382036831597,13
1767487500,102.81369759982297,104.83538152183806,1.928436652461605,12
1767489600,102.77022500417782,104.83538152183806,1.969904137020814,15
1767491100,102.76702499329939,104.83538152183806,1.972956551989861,14
1767492000,102.76372885846061,104.83538152183806,1.9761006573395328,13
1767492300,102.70079996408461,104.83538152183806,2.0361270467726573,14
1767493200,103.39029002276493,104.83538152183806,1.3784387275512562,14
1767493500,103.34273822295341,104.83538152183806,1.423797268838779,14
1767494100,103.56036149823903,104.83538152183806,1.216211554811225,13
1767494100,103.55688435217021,104.83538152183806,1.219528322507724,12
1767495000,103.64135469482467,104.83538152183806,1.1389540531835267,11
1767496500,103.53956492695627,104.83538152183806,1.2360489140890434,12
1767498600,103.42157504451478,104.83538152183806,1.3485966825320035,12
1767499200,103.41678629372136,104.83538152183806,1.3531645590674897,11
1767499500,103.41333396129154,104.83538152183806,1.3564576576184757,10
1767500100,103.2879047652188,104.83538152183806,1.476101612027719,10
1767502500,103.2797892035811,104.83538152183806,1.4838428550316414,10
1767506100,103.41158736705972,104.83538152183806,1.3581236926979152,9
1767509100,103.37803103474944,104.83538152183806,1.3901322873375916,10
1767510000,103.56647497697082,104.83538152183806,1.210380051512391,10
1767512400,103.71947021717598,104.83538152183806,1.0644414971958909,11
1767512700,103.6848577683882,104.83538152183806,1.0974574964561912,10
1767514500,103.63569139113078,104.83538152183806,1.1443561451220325,10
1767515100,103.63420325401667,104.83538152183806,1.1457756440474014,9
1767518700,103.59457282030695,104.83538152183806,1.183578180876499,12
1767520200,103.49974789042697,104.83538152183806,1.2740294469504663,12
1767521400,103.40272472715885,104.83538152183806,1.3665775560522664,12
1767521700,103.35626496585918,104.83538152183806,1.4108944275371045,12
1767524700,103.36120562406634,104.83538152183806,1.4061816500993347,13
1767525000,103.53465224339689,104.83538152183806,1.2407350071695167,12
1767525300,103.53096591046383,104.83538152183806,1.244251313286349,12
1767527400,103.52656642993783,104.83538152183806,1.248447874086853,11
1767527700,103.9175531600565,104.83538152183806,0.875494845783881,10
1767527700,103.88247577907971,104.83538152183806,0.9089543329031992,10
1767529200,103.86123371638847,104.83538152183806,0.9292166359376173,9
1767530100,103.85778157287211,104.83538152183806,0.9325095542885046,8
1767533100,103.81813427034486,104.83538152183806,0.9703281818851411,8
1767534000,103.89489520397885,104.83538152183806,0.8971077361542296,7
1767534300,103.87155410469461,104.83538152183806,0.9193722607311501,8
1767535500,104.15461382390535,104.83538152183806,0.64936826484568,8
1767540000,104.15117284297187,104.83538152183806,0.6526505354718038,9
1767540900,104.09009560588332,104.83538152183806,0.7109106726525238,9
1767544800,104.17039820384639,104.83538152183806,0.634311916777017,11
1767545400,104.16638908443844,104.83538152183806,0.6381361213058273,10
1767545400,104.29853564779823,104.83538152183806,0.5120846285354504,9
1767546000,104.29318796772563,104.83538152183806,0.5171856545392421,8
1767546900,104.28699870059938,104.83538152183806,0.5230894506016014,7
1767547500,104.25355620730943,104.83538152183806,0.5549894568823888,7
1767547800,104.25422480090411,104.83538152183806,0.5543517012077526,6
1767548400,104.21017182462894,104.83538152183806,0.5963727971733274,10
1767549000,104.20631227562995,104.83538152183806,0.6000543300136355,10
1767549000,104.13881054461204,104.83538152183806,0.664442640561112,9
1767550500,104.06381723731823,104.83538152183806,0.7359769891800346,10
1767550800,104.06018497128744,104.83538152183806,0.7394417221528764,9
1767552000,104.09473142800655,104.83538152183806,0.706488671171785,9
1767552600,104.0646523905025,104.83538152183806,0.7351803562378487,10
1767554400,104.08267395490383,104.83538152183806,0.7179900106315145,11
1767554400,104.01416716833054,104.83538152183806,0.7833370199892378,10
1767554700,104.51057358050869,104.83538152183806,0.30982664117238695,9
1767555000,104.50557805194431,104.83538152183806,0.31459175815089335,8
1767555900,104.4603568147637,104.83538152183806,0.35772723066423817,8
1767556500,104.52998437727518,104.83538152183806,0.2913111395500173,7
1767558300,104.49219825982622,104.83538152183806,0.32735442655907765,7
1767558900,104.44011954705334,104.83538152183806,0.37703108344426667,7
1767560100,104.54024848502249,104.83538152183806,0.28152044904238016,6
1767561000,104.53566658421263,104.83538152183806,0.2858910162529348,5
1767562800,104.49271399016607,104.83538152183806,0.3268624835410284,8
1767565200,104.5921645619538,104.83538152183806,0.23199892665397587,8
1767566400,104.5883116168975,104.83538152183806,0.2356741601489693,10
1767566400,104.51715651334871,104.83538152183806,0.30354733666234696,10
1767567000,104.51315391758926,104.83538152183806,0.307365318436574,9
1767567900,104.50700171455956,104.83538152183806,0.3132337599306495,9
1767568200,104.44780455817776,104.83538152183806,0.36970053242908124,8
1767569700,104.59877409567802,104.83538152183806,0.225694248187333,9
1767570300,104.59133432810064,104.83538152183806,0.2327908671621313,8
1767571200,104.52947580942043,104.83538152183806,0.291796250442322,9
1767572100,104.47776197079739,104.83538152183806,0.3411248624741977,10
1767573000,104.47154889601377,104.83538152183806,0.3470513680998983,12
1767573000,104.41744847789128,104.83538152183806,0.39865648207682247,11
1767573900,104.41347183466712,104.83538152183806,0.40244970833921273,12
1767573900,104.37631264744199,104.83538152183806,0.43789498138129934,11
1767573900,104.34231748362583,104.83538152183806,0.47032216705341573,11
1767574500,104.24984948148445,104.83538152183806,0.5585252152982736,11
1767574800,104.24616612034748,104.83538152183806,0.5620386866888434,10
1767574800,104.24214286364185,104.83538152183806,0.5658763764527694,9
1767575100,104.23834575856297,104.83538152183806,0.569498345509164,8
1767576300,104.09859906860984,104.83538152183806,0.7027994199408125,11
1767578100,104.09445871552653,104.83538152183806,0.7067488051800437,14
1767578400,104.03270469439256,104.83538152183806,0.7656545107133426,14
1767578400,103.86041410963267,104.83538152183806,0.9299984395080337,13
1767578700,103.85487850501308,104.83538152183806,0.935278722308781,13
1767579300,103.68547838313462,104.83538152183806,1.0968655066742923,15
1767580200,103.81223832331818,104.83538152183806,0.9759521868165724,15
1767580500,103.77747276298562,104.83538152183806,1.0091142355713787,14
1767581100,103.77402614899638,104.83538152183806,1.0124018794366534,13
1767582000,104.0249374684327,104.83538152183806,0.7730634845226754,12
1767583800,103.96031881967633,104.83538152183806,0.8347016908403628,14
1767586200,103.93583160240237,104.83538152183806,0.8580594703595388,14
1767589800,103.93512370221048,104.83538152183806,0.8587347196710039,13
1767591000,103.87842772195759,104.83538152183806,0.9128156791999895,13
1767596700,103.87411785525947,104.83538152183806,0.9169267594818163,12
1767597600,103.84524324437747,104.83538152183806,0.9444695703752783,12
1767600000,103.82516842800266,104.83538152183806,0.9636184646544813,12
1767603300,103.79126522126009,104.83538152183806,0.9959579346410551,14
1767604500,103.75763658025674,104.83538152183806,1.0280355028390984,16
1767605100,103.95071439455022,104.83538152183806,0.8438631256409914,15
1767605700,103.90095024481921,104.83538152183806,0.8913319753829441,17
1767606000,103.8368738512755,104.83538152183806,0.9524529372314661,16
1767606300,103.83166926517676,104.83538152183806,0.9574174692655846,16
1767608400,103.82511845343465,104.83538152183806,0.9636661342172519,16
1767608700,103.79212083811827,104.83538152183806,0.9951417818825546,16
1767609300,103.75548125764145,104.83538152183806,1.030091414291899,16
1767610200,103.75083764690864,104.83538152183806,1.034520845143778,15
1767612000,103.80698601811892,104.83538152183806,0.9809622369761835,17
1767612000,103.77531016406395,104.83538152183806,1.0111770877213668,16
1767612300,103.72562666703207,104.83538152183806,1.0585690047541954,16
1767612900,103.72143700424331,104.83538152183806,1.0625654253594736,16
1767613500,103.65351451625135,104.83538152183806,1.1273550860694086,17
1767613500,103.58980081374263,104.83538152183806,1.1881300854864223,16
1767613500,103.54663509091237,104.83538152183806,1.2293048512989175,16
1767614400,103.54344294204769,104.83538152183806,1.23234976687832,15
1767615000,103.52246678113094,104.83538152183806,1.2523584324759898,16
1767615900,103.444740742348,104.83538152183806,1.3264994692658931,16
1767616500,103.33871065096506,104.83538152183806,1.4276390748492056,16
1767617400,103.30946900453455,104.83538152183806,1.455531992303238,19
1767618000,103.44983477823737,104.83538152183806,1.3216403884713905,19
1767618600,103.41664443063914,104.83538152183806,1.3532998789186321,18
1767619500,103.38639570970878,104.83538152183806,1.3821534210064799,19
1767619800,103.38247859899704,104.83538152183806,1.385889860608146,19
1767619800,103.64359719909974,104.83538152183806,1.1368149811998882,18
1767619800,103.63500576978736,104.83538152183806,1.1450101431649349,17
1767619800,103.59720564468255,104.83538152183806,1.1810667917468214,16
1767619800,103.57227436617409,104.83538152183806,1.2048481508133382,19
1767620100,103.52869023249235,104.83538152183806,1.2464220288772574,18
1767620400,103.48197487032017,104.83538152183806,1.2909827120111743,18
1767621900,103.6571503750041,104.83538152183806,1.1238869260837578,19
1767623700,103.65011400068613,104.83538152183806,1.1305987577343128,18
1767624300,103.8637736772291,104.83538152183806,0.9267938271456189,18
1767626100,103.84729685092586,104.83538152183806,0.9425106834817738,17
1767626100,103.86847818519253,104.83538152183806,0.9223063078604963,16
1767627000,103.86643519074067,104.83538152183806,0.9242550721251923,16
1767627900,103.8380934269473,104.83538152183806,0.9512896127372988,16
1767628200,104.35898409802643,104.83538152183806,0.4544242763235386,15
1767628200,104.4484133704673,104.83538152183806,0.3691198007326785,14
1767628800,104.44398264196359,104.83538152183806,0.37334616824277117,14
1767629100,104.4053093403564,104.83538152183806,0.4102357193139752,15
1767629400,104.34517503583736,104.83538152183806,0.4675964153367321,14
1767630000,104.31689555500301,104.83538152183806,0.49457154570190537,14
1767631500,104.31184235550984,104.83538152183806,0.4993916736203823,13
1767631800,104.27259123859181,104.83538152183806,0.5368323891004395,14
1767632400,104.24447876286816,104.83538152183806,0.5636482172259885,13
1767632400,104.20794112993923,104.83538152183806,0.598500604271783,14
1767633000,104.33875927577499,104.83538152183806,0.47371625767357795,13
1767633000,104.25207356564425,104.83538152183806,0.5564037138285213,13
1767634500,104.22142745775008,104.83538152183806,0.585636313976771,13
