run_label,method,initial_asset,fee_per_side,round_trip_fee,position_fraction,leverage,effective_notional_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,short_strategy,symbol_files,raw_long_candidates,raw_short_candidates,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,errors,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAX_V7_V8_2026_ONLY_LEV10_SPLIT500,embedded_baselines_generate_tradelogs_then_timeline_merge,100.0,0.0004,0.0008,0.002,10.0,0.02,500,True,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_max_v7_devw120,597,702,854,897,314,583,199,698,22.1850613154961,9.144191951953085,9.30380274537752,2.5229170135515773,106.54615850945554,23,146,0,0,0,False
