id,symbol,side,strategy,signal_i,entry_i,exit_i,entry_ts,exit_ts,entry_price,exit_price,pnl_decimal,exit_reason,equity_after_exit,position_fraction,fee_per_side
1,RIVER,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,131,132,133,1767265200,1767265500,9.913,9.526347399368326,-0.03980460008389728,stop,99.9601953999161,0.01,0.0004
3,EPT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,146,147,149,1767269700,1767270300,0.002021,0.0019832477083697245,-0.01948000575471318,stop,99.94072314809978,0.01,0.0004
4,HOME,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,159,160,160,1767273600,1767273600,0.01945,0.019097039258378846,-0.018947081831421773,stop,99.921787297502,0.01,0.0004
2,Q,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,143,144,165,1767268800,1767275100,0.015555,0.01635,0.05030896817743504,time,99.97205691767581,0.01,0.0004
6,RIVER,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,173,174,176,1767277800,1767278400,7.843,7.455660605419045,-0.05018663707522062,stop,99.92188430429391,0.01,0.0004
5,CLO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,173,174,191,1767277800,1767282900,0.4071,0.399468310303548,-0.019546474321916005,stop,99.9023530988364,0.01,0.0004
7,LAB,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,175,176,197,1767278400,1767284700,0.11717,0.11887,0.013708833319109015,time,99.91604854590459,0.01,0.0004
8,FOLKS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,181,182,203,1767280200,1767286500,3.993,4.08,0.020988129226145704,time,99.93701905529106,0.01,0.0004
9,BEAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,207,208,208,1767288000,1767288000,1.3322,1.3154276465231454,-0.013389966579233392,stop,99.92363752183927,0.01,0.0004
12,TRUTH,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,225,226,226,1767293400,1767293400,0.008557,0.008431797358732568,-0.015431604682415867,stop,99.9082177011126,0.01,0.0004
11,Q,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,221,222,233,1767292200,1767295500,0.015896,0.01742794301039802,0.09557286175125937,target,100.00370284389423,0.01,0.0004
10,NAORIS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,215,216,237,1767290400,1767296700,0.03953,0.04034,0.019690766506450654,time,100.02339433951903,0.01,0.0004
13,BROCCOLIF3B,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,244,245,245,1767299100,1767299100,0.005961,0.0058265702370106425,-0.023351545544263972,stop,100.00003733103492,0.01,0.0004
14,LIGHT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,252,253,253,1767301500,1767301500,1.85,1.7231215255881576,-0.06938295914153644,stop,99.930654345992,0.01,0.0004
15,1000CAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,254,255,255,1767302100,1767302100,0.002722,0.002701067185865083,-0.008490232966538258,stop,99.92217000063303,0.01,0.0004
16,MUBARAK,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,254,255,256,1767302100,1767302400,0.01783,0.017542958747659515,-0.01689878027708822,stop,99.90528437267653,0.01,0.0004
17,COOKIE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,256,1767302400,1767302400,0.04163,0.04105077484820209,-0.01471364765308456,stop,99.89058466114713,0.01,0.0004
18,FOLKS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,256,1767302400,1767302400,3.859,3.810341068406192,-0.013409207461468764,stop,99.87719012541544,0.01,0.0004
19,PLAY,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,256,1767302400,1767302400,0.04871,0.04820487337521081,-0.011170080574608754,stop,99.86603376280277,0.01,0.0004
20,TA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,257,1767302400,1767302700,0.02525,0.02484561967496897,-0.016815062377466636,stop,99.84924122693165,0.01,0.0004
22,BEAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,256,257,258,1767302700,1767303000,1.0172,0.9826493143794678,-0.034766462466115124,stop,99.81452717795779,0.01,0.0004
27,SQD,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,260,261,261,1767303900,1767303900,0.08215,0.08113279846395083,-0.013182246330482905,stop,99.80136938111158,0.01,0.0004
26,LYN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,260,261,267,1767303900,1767305700,0.15254,0.16551943444020498,0.08428872715487726,target,99.88549068504605,0.01,0.0004
21,TANSSI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,255,256,277,1767302400,1767308700,0.01189,0.01212,0.01854398654331382,time,99.9040134369974,0.01,0.0004
23,DMC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,256,257,278,1767302700,1767309000,0.001288,0.001332,0.03336149068322971,time,99.93734290513235,0.01,0.0004
28,CC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,277,278,278,1767309000,1767309000,0.16515,0.1625896114817829,-0.016303412159958206,stop,99.92104970821683,0.01,0.0004
24,TLM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,257,258,279,1767303000,1767309300,0.002785,0.002843,0.02002585278276472,time,99.94105975053039,0.01,0.0004
25,TAKE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,258,259,280,1767303300,1767309600,0.0834,0.08635,0.03457170263788969,time,99.97561107652051,0.01,0.0004
30,CC,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,310,311,322,1767318900,1767322200,0.15276,0.14980607116895156,-0.020137057024407243,stop,99.95547893070753,0.01,0.0004
31,BAN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,322,323,323,1767322500,1767322500,0.06856,0.06766303053242805,-0.01388298523296314,stop,99.94160212632805,0.01,0.0004
29,LIGHT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,306,307,325,1767317700,1767323100,0.5766,0.5500445817861375,-0.046855182472879876,stop,99.89477430628544,0.01,0.0004
32,Q,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,344,345,349,1767329100,1767330300,0.017864,0.016806237403359438,-0.06001196801615336,stop,99.83482548627894,0.01,0.0004
33,A2Z,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,385,386,386,1767341400,1767341400,0.001827,0.0017863483319477983,-0.02305050249162652,stop,99.81181305734272,0.01,0.0004
35,DAM,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,403,404,405,1767346800,1767347100,0.02555,0.02526762059788655,-0.011852031393872786,stop,99.79998332992436,0.01,0.0004
34,ZBT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,397,398,408,1767345000,1767348000,0.1473,0.1459681915230184,-0.009841469633276234,stop,99.79016154487093,0.01,0.0004
36,RIVER,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,423,424,425,1767352800,1767353100,13.509,13.050696904939407,-0.03472576023840355,stop,99.75550865263133,0.01,0.0004
37,BEAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,432,433,434,1767355500,1767355800,1.0856,1.0611609071669332,-0.023312060457872794,stop,99.73225358814418,0.01,0.0004
