side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
long,314,95,219,30.254777070063692,-0.002987626982908964,-0.9381148726334148,85
short,583,104,479,17.83876500857633,0.009256014228967867,5.396256295488267,61
