symbol,side,strategy,signal_i,entry_i,exit_i,entry_ts,exit_ts,entry_price,exit_price,pnl_decimal,exit_reason,equity_after_exit,position_fraction,fee_per_side,return,score,same_bar,plan_id
PIEVERSE,short,short_max_v7_devw120,653,654,854,1767421800,1767481800,0.9153,0.7995,0.14404052532833025,fail_fast_or_timeout,101.8754671691068,0.01,0.0004,0.14404052532833025,3.3280078253444043,False,524
AERO,short,short_max_v7_devw120,657,658,660,1767423000,1767423600,0.564,0.5748276080880952,-0.019636270102106643,stop,102.34357667339897,0.01,0.0004,-0.019636270102106643,2.4829943175445695,False,473
VELODROME,short,short_max_v7_devw120,660,661,662,1767423900,1767424200,0.02229,0.022787813839891424,-0.022645616406606315,stop,102.31831492177075,0.01,0.0004,-0.022645616406606315,3.039942583507019,False,475
AERO,short,short_max_v7_devw120,661,662,668,1767424200,1767426000,0.5749,0.587071891851158,-0.021533221978619375,stop,102.31845087264152,0.01,0.0004,-0.021533221978619375,3.046301634266843,False,480
ESPORTS,short,short_max_v7_devw120,662,663,664,1767424500,1767424800,0.44483,0.4541158005129154,-0.021248089457418715,stop,102.3440021222509,0.01,0.0004,-0.021248089457418715,2.8332718653167563,False,478
VELODROME,short,short_max_v7_devw120,663,664,858,1767424800,1767483000,0.02248,0.022509398747836033,-0.002106065442501336,stop,101.87148623603973,0.01,0.0004,-0.002106065442501336,3.190719882556571,False,526
LIGHT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,666,667,688,1767425700,1767432000,0.7115,0.7303,0.02562304989458877,time,99.72316495360215,0.01,0.0004,,,,56
CHESS,short,short_max_v7_devw120,689,690,690,1767432600,1767432600,0.03671,0.038411469603051626,-0.04509587361886445,stop,102.28740954210454,0.01,0.0004,-0.04509587361886445,4.587797307880574,True,484
STABLE,short,short_max_v7_devw120,689,690,693,1767432600,1767433500,0.018315,0.018797123073601117,-0.026448769320354868,stop,102.23193708818431,0.01,0.0004,-0.026448769320354868,2.8551593307716194,False,485
CHESS,short,short_max_v7_devw120,691,692,892,1767433200,1767493200,0.04107,0.03073,0.3356790107386919,fail_fast_or_timeout,102.11603770004267,0.01,0.0004,0.3356790107386919,5.222056504126332,False,533
FLUID,short,short_max_v7_devw120,691,692,693,1767433200,1767433500,3.136,3.2229263364177596,-0.02777124518035898,stop,102.25900305481197,0.01,0.0004,-0.02777124518035898,2.597013253539775,False,486
STABLE,short,short_max_v7_devw120,694,695,895,1767434100,1767494100,0.018683,0.016891,0.10529200165768762,fail_fast_or_timeout,102.1984866270532,0.01,0.0004,0.10529200165768762,3.0852060344136576,False,535
CLO,short,short_max_v7_devw120,695,696,777,1767434400,1767458700,0.3879,0.3884487240278683,-0.002212603501894649,stop,102.05910127493114,0.01,0.0004,-0.002212603501894649,2.999131760232215,False,496
FLUID,short,short_max_v7_devw120,695,696,706,1767434400,1767437400,3.233,3.23779982253739,-0.0022824333808346467,stop,102.22960371232634,0.01,0.0004,-0.0022824333808346467,2.6250124555444696,False,487
KAITO,short,short_max_v7_devw120,697,698,898,1767435000,1767495000,0.5811,0.5579,0.040784513353647654,fail_fast_or_timeout,102.24018142508662,0.01,0.0004,0.040784513353647654,2.5326487078147157,False,537
RIVER,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,706,707,708,1767437700,1767438000,16.059,15.601877810159205,-0.02926517154497763,stop,99.6939807983084,0.01,0.0004,,,,57
BEAT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,707,708,717,1767438000,1767440700,0.7323,0.8041644796794086,0.09733529930275667,target,99.79101823290527,0.01,0.0004,,,,58
PIEVERSE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,710,711,732,1767438900,1767445200,0.7994,0.8133,0.016588041030773184,time,99.80757160795477,0.01,0.0004,,,,59
B,short,short_max_v7_devw120,724,725,725,1767443100,1767443100,0.1905,0.2033782963472503,-0.06412188133418992,stop,102.16405216714551,0.01,0.0004,-0.06412188133418992,4.73143601245623,True,488
B,short,short_max_v7_devw120,726,727,727,1767443700,1767443700,0.2058,0.22100323256472093,-0.06959190131424273,stop,102.09295426078272,0.01,0.0004,-0.06959190131424273,4.610287278512318,True,489
B,short,short_max_v7_devw120,728,729,745,1767444300,1767449100,0.224,0.22489853847026475,-0.004795305956083662,stop,102.08572434426789,0.01,0.0004,-0.004795305956083662,5.120921214436823,False,491
DYM,short,short_max_v7_devw120,734,735,935,1767446100,1767506100,0.07992,0.07507,0.0638063673904358,fail_fast_or_timeout,102.12689325043506,0.01,0.0004,0.0638063673904358,2.8136898466465263,False,544
B,short,short_max_v7_devw120,747,748,948,1767450000,1767510000,0.2304,0.211,0.09114312796208526,fail_fast_or_timeout,102.20336764374974,0.01,0.0004,0.09114312796208526,2.7982287305401465,False,546
Q,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,749,750,756,1767450600,1767452400,0.016935,0.017676851581785023,0.04300582118600684,target,99.8504946737306,0.01,0.0004,,,,60
MYX,short,short_max_v7_devw120,760,761,764,1767453900,1767454800,4.449,4.539322993398258,-0.020697899649269134,stop,102.12387066003966,0.01,0.0004,-0.020697899649269134,3.412751817006181,False,493
SAPIEN,short,short_max_v7_devw120,762,763,777,1767454500,1767458700,0.16983,0.17008572863774443,-0.002303527896153378,stop,102.05674833607293,0.01,0.0004,-0.002303527896153378,2.8829510036757093,False,497
STABLE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,763,764,764,1767454800,1767454800,0.017193,0.016880035114129503,-0.01900304111385429,stop,99.83152004317536,0.01,0.0004,,,,61
1000PEPE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,765,766,771,1767455400,1767456900,0.0058777,0.005826878614286144,-0.009446474933027393,stop,99.84964491526351,0.01,0.0004,,,,63
NEIRO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,765,766,771,1767455400,1767456900,0.0001291,0.00012803195217771273,-0.009073027283402512,stop,99.84058552973796,0.01,0.0004,,,,64
PNUT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,765,766,771,1767455400,1767456900,0.08012,0.07959250207889264,-0.007383848241479729,stop,99.83321345241905,0.01,0.0004,,,,65
PUMP,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,765,766,767,1767455400,1767455700,0.002242,0.0023056829853819122,0.0276045429892561,target,99.8590780780425,0.01,0.0004,,,,62
VIRTUAL,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,765,766,784,1767455400,1767460800,0.8303,0.8176988491364795,-0.015976623947393163,stop,99.80466650617126,0.01,0.0004,,,,67
WLFI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,765,766,772,1767455400,1767457200,0.1531,0.15129035332047255,-0.01262003056516956,stop,99.82061447036716,0.01,0.0004,,,,66
MYX,short,short_max_v7_devw120,765,766,767,1767455400,1767455700,4.609,4.724744408877848,-0.025297496342947843,stop,102.09803587759416,0.01,0.0004,-0.025297496342947843,3.473971597237764,False,494
BULLA,short,short_max_v7_devw120,767,768,768,1767456000,1767456000,0.06926,0.07178087404371371,-0.035919021289410914,stop,102.06136326235121,0.01,0.0004,-0.035919021289410914,3.0991258053667563,True,495
BULLA,short,short_max_v7_devw120,769,770,780,1767456600,1767459600,0.07095,0.07108732698045603,-0.0027318067831385343,stop,102.05396021682836,0.01,0.0004,-0.0027318067831385343,3.1212616764782757,False,498
BROCCOLI714,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,771,772,793,1767457200,1767463500,0.01735,0.01758,0.012456484149855696,time,99.75164949503534,0.01,0.0004,,,,71
4,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,772,773,788,1767457500,1767462000,0.02538,0.024984306814600066,-0.016390748045702706,stop,99.76389948978938,0.01,0.0004,,,,69
IP,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,772,773,794,1767457500,1767463800,2.045,2.077,0.014847921760391314,time,99.76646054190705,0.01,0.0004,,,,72
EPT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,773,774,795,1767457800,1767464100,0.00198,0.00198,-0.0008,time,99.76566241022272,0.01,0.0004,,,,73
LYN,short,short_max_v7_devw120,777,778,786,1767459000,1767461400,0.18518,0.1854358452197339,-0.002179696678550646,stop,102.0492146401601,0.01,0.0004,-0.002179696678550646,2.3526193343840847,False,500
RIVER,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,784,785,789,1767461100,1767462300,14.266,13.924580540448824,-0.024732388865216313,stop,99.73922549422046,0.01,0.0004,,,,70
USELESS,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,784,785,806,1767461100,1767467400,0.09715,0.09743,0.0020821410190427166,time,99.75153430522258,0.01,0.0004,,,,75
1000000BOB,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,785,786,787,1767461400,1767461700,0.01894,0.018491878368655176,-0.024460065012926278,stop_first_same_bar,99.78025421985792,0.01,0.0004,,,,68
MYX,short,short_max_v7_devw120,787,788,790,1767462000,1767462600,5.581,5.880542063167123,-0.05173783191235202,stop,101.9964165890217,0.01,0.0004,-0.05173783191235202,3.1216122592880584,False,501
EVAA,short,short_max_v7_devw120,790,791,791,1767462900,1767462900,1.0949,1.1246753395503883,-0.027274608718896285,stop,101.96859746548975,0.01,0.0004,-0.027274608718896285,3.5693726494740066,True,502
B,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,791,792,810,1767463200,1767468600,0.1751,0.16957837525350986,-0.03233412191028071,stop,99.68404912996161,0.01,0.0004,,,,77
MYX,short,short_max_v7_devw120,791,792,795,1767463200,1767464100,5.903,6.225891676348818,-0.05266271993382619,stop,101.88017665925646,0.01,0.0004,-0.05266271993382619,3.4002586307000815,False,504
EVAA,short,short_max_v7_devw120,792,793,793,1767463500,1767463500,1.1188,1.1572807915000798,-0.034051041391778926,stop,101.93387609616016,0.01,0.0004,-0.034051041391778926,3.6501471192871167,True,503
EVAA,short,short_max_v7_devw120,794,795,798,1767464100,1767465000,1.1673,1.2112336569567015,-0.037071826417941135,stop,101.84240781701105,0.01,0.0004,-0.037071826417941135,3.999356123225952,False,505
COAI,short,short_max_v7_devw120,796,797,803,1767464700,1767466500,0.4533,0.4653188772791108,-0.026629335249387685,stop,101.78525007024692,0.01,0.0004,-0.026629335249387685,2.7860290887863424,False,506
BLUAI,short,short_max_v7_devw120,797,798,998,1767465000,1767525000,0.005609,0.005171,0.0839031521949333,fail_fast_or_timeout,102.11047477100713,0.01,0.0004,0.0839031521949333,4.41970437598151,False,553
Q,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,801,802,802,1767466200,1767466200,0.016471,0.016216636814517037,-0.01624309304128244,stop,99.74945738085418,0.01,0.0004,,,,74
BLESS,short,short_max_v7_devw120,801,802,803,1767466200,1767466500,0.01453,0.014959094260284474,-0.029484508087076786,stop,101.81238008404218,0.01,0.0004,-0.029484508087076786,4.097457258355678,False,507
EVAA,short,short_max_v7_devw120,801,802,804,1767466200,1767466800,1.2724,1.336549852155204,-0.04879660263458294,stop,101.66244132942417,0.01,0.0004,-0.04879660263458294,3.4133038626858125,False,509
MYX,short,short_max_v7_devw120,802,803,803,1767466500,1767466500,6.176,6.64822864917304,-0.07183074730015179,stop,101.71213696448012,0.01,0.0004,-0.07183074730015179,2.430098788102642,True,508
BLESS,short,short_max_v7_devw120,804,805,807,1767467100,1767467700,0.01523,0.015813676381138845,-0.037709594396088876,stop,101.59398122670697,0.01,0.0004,-0.037709594396088876,4.662456044515381,False,511
COAI,short,short_max_v7_devw120,804,805,806,1767467100,1767467400,0.463,0.47674504118208416,-0.029631010277534207,stop,101.63231772098545,0.01,0.0004,-0.029631010277534207,2.3600697304287173,False,510
EVAA,short,short_max_v7_devw120,805,806,811,1767467400,1767468900,1.331,1.410181165898448,-0.05694964077895657,stop,101.50304607094294,0.01,0.0004,-0.05694964077895657,3.3903552950618616,False,513
BULLA,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,806,807,807,1767467700,1767467700,0.06683,0.06452232184988733,-0.03533057234943391,stop,99.7162915172252,0.01,0.0004,,,,76
MYX,short,short_max_v7_devw120,807,808,816,1767468000,1767470400,6.938,6.966018785149268,-0.0048222092436789096,stop,101.49814699658921,0.01,0.0004,-0.0048222092436789096,3.5116125940595904,False,514
SAPIEN,short,short_max_v7_devw120,808,809,810,1767468300,1767468600,0.17792,0.18375178133159378,-0.032537277806683675,stop,101.56092531080037,0.01,0.0004,-0.032537277806683675,2.5881269768720188,False,512
UAI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,809,810,831,1767468600,1767474900,0.1572,0.1595,0.013831043256997378,time,99.6978364739171,0.01,0.0004,,,,78
SAPIEN,short,short_max_v7_devw120,811,812,820,1767469200,1767471600,0.18137,0.18169295378754577,-0.0025774700714228153,stop,101.49553078595515,0.01,0.0004,-0.0025774700714228153,2.4075039755056027,False,515
NOM,short,short_max_v7_devw120,827,828,1028,1767474000,1767534000,0.008875,0.008552,0.036968942937324466,fail_fast_or_timeout,102.31519287996917,0.01,0.0004,0.036968942937324466,3.3036581280416755,False,559
COAI,short,short_max_v7_devw120,832,833,1033,1767475500,1767535500,0.5011,0.4407,0.1362546857272521,fail_fast_or_timeout,102.45390992095513,0.01,0.0004,0.1362546857272521,2.765843142628803,False,560
GUN,short,short_max_v7_devw120,835,836,836,1767476400,1767476400,0.0132,0.01359062837428414,-0.029542480739395225,stop,101.77709470368254,0.01,0.0004,-0.029542480739395225,3.001042985885793,True,517
GUN,short,short_max_v7_devw120,837,838,838,1767477000,1767477000,0.01385,0.014350428292112345,-0.03567201092021786,stop,101.74078876734556,0.01,0.0004,-0.03567201092021786,4.330774440999268,True,518
AVAAI,short,short_max_v7_devw120,839,840,840,1767477600,1767477600,0.01075,0.010899104005217762,-0.014480391080439392,stop,101.72605630324372,0.01,0.0004,-0.014480391080439392,3.6917554954647778,True,519
ZEREBRO,short,short_max_v7_devw120,839,840,847,1767477600,1767479700,0.02989,0.030552576593667353,-0.022486439166138437,stop,101.7031784226704,0.01,0.0004,-0.022486439166138437,2.6794710606979053,False,520
GUN,short,short_max_v7_devw120,840,841,848,1767477900,1767480000,0.01398,0.01463441312236546,-0.045517414828568394,stop,101.65687535163411,0.01,0.0004,-0.045517414828568394,2.995144214452942,False,521
CLO,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,841,842,842,1767478200,1767478200,0.3295,0.3200923386780536,-0.029351324194071136,stop,99.66857383871917,0.01,0.0004,,,,79
MYX,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,844,845,847,1767479100,1767479700,5.84,5.511850838032803,-0.056989924994383025,stop,99.6117727932455,0.01,0.0004,,,,80
ARC,short,short_max_v7_devw120,846,847,855,1767479700,1767482100,0.03691,0.036946759459203504,-0.001794930536305727,stop,101.8736416677009,0.01,0.0004,-0.001794930536305727,4.2354331614501985,False,525
SWARMS,short,short_max_v7_devw120,847,848,888,1767480000,1767492000,0.01568,0.015692612039902097,-0.001603692837752501,stop,101.8038508850087,0.01,0.0004,-0.001603692837752501,2.9936591634887715,False,531
FLOW,short,short_max_v7_devw120,850,851,851,1767480900,1767480900,0.098,0.1008822703623161,-0.029370633392413723,stop,101.6270180834564,0.01,0.0004,-0.029370633392413723,3.057563719115329,True,522
PARTI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,851,852,873,1767481200,1767487500,0.10582,0.10584,-0.0006109998109998564,time,99.58137705276361,0.01,0.0004,,,,83
PIEVERSE,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,855,856,866,1767482400,1767485400,0.7746,0.7600149995929378,-0.019629073595484246,stop,99.59221992505415,0.01,0.0004,,,,81
LAB,short,short_max_v7_devw120,855,856,895,1767482400,1767494100,0.13315,0.1332671153578856,-0.0016788016276265464,stop,102.09084457415962,0.01,0.0004,-0.0016788016276265464,3.1970266108785355,False,536
VELODROME,short,short_max_v7_devw120,859,860,862,1767483600,1767484200,0.02304,0.02345191296068521,-0.018364151861544917,stop,101.85277840160373,0.01,0.0004,-0.018364151861544917,4.098415282970901,False,527
AIO,short,short_max_v7_devw120,860,861,863,1767483900,1767484500,0.12365,0.12655307581640607,-0.023739591137378977,stop,101.82859452728572,0.01,0.0004,-0.023739591137378977,4.085223353146413,False,528
VELODROME,short,short_max_v7_devw120,863,864,1064,1767484800,1767544800,0.02323,0.02235,0.038573601789709276,fail_fast_or_timeout,102.46146083897418,0.01,0.0004,0.038573601789709276,2.6604169707525465,False,563
AIO,short,short_max_v7_devw120,865,866,912,1767485400,1767499200,0.12996,0.13015720905475126,-0.0023151604446920208,stop,102.12939114677305,0.01,0.0004,-0.0023151604446920208,4.815777516373301,False,540
LIT,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,866,867,871,1767485700,1767486900,2.559,2.5347500680007284,-0.010276331379160486,stop,99.5819854985068,0.01,0.0004,,,,82
IO,short,short_max_v7_devw120,873,874,885,1767487800,1767491100,0.1723,0.17243050859264392,-0.0015568764582851494,stop,101.8054811490378,0.01,0.0004,-0.0015568764582851494,3.4595642242693696,False,530
LYN,short,short_max_v7_devw120,876,877,1007,1767488700,1767527700,0.19335,0.16252897836541497,0.1888340083138277,target,102.29877943429422,0.01,0.0004,0.1888340083138277,3.068977743727591,False,556
NEIRO,short,short_max_v7_devw120,877,878,880,1767489000,1767489600,0.0001423,0.0001452546897877062,-0.02114144158804485,stop,101.8070664944538,0.01,0.0004,-0.02114144158804485,4.19508314306949,False,529
GRIFFAIN,short,short_max_v7_devw120,878,879,999,1767489300,1767525300,0.02235,0.022371929885907006,-0.0017802411333688087,stop,102.10866197648183,0.01,0.0004,-0.0017802411333688087,2.4613276087349547,False,554
MELANIA,short,short_max_v7_devw120,887,888,889,1767492000,1767492300,0.1398,0.14409671058740361,-0.030618241997948912,stop,101.7726803355815,0.01,0.0004,-0.030618241997948912,4.460803463060398,False,532
TRUMP,short,short_max_v7_devw120,887,888,1088,1767492000,1767552000,5.555,5.46,0.01659926739926734,fail_fast_or_timeout,102.38056422547642,0.01,0.0004,0.01659926739926734,4.31427866294628,False,572
MYX,short,short_max_v7_devw120,888,889,923,1767492300,1767502500,6.278,6.29770306815796,-0.003928611804132598,stop,102.06175144495968,0.01,0.0004,-0.003928611804132598,3.0827657537709134,False,543
CVX,short,short_max_v7_devw120,892,893,893,1767493500,1767493500,1.865,1.907335719533193,-0.022996259997455668,stop,102.09255483051406,0.01,0.0004,-0.022996259997455668,3.2374173210526447,True,534
CVX,short,short_max_v7_devw120,898,899,903,1767495300,1767496500,1.948,2.0468779897316103,-0.04910673358531512,stop,102.18997461157706,0.01,0.0004,-0.04910673358531512,2.6740640660937154,False,538
LAB,short,short_max_v7_devw120,898,899,913,1767495300,1767499500,0.13614,0.13625842702581514,-0.0016691354245025095,stop,102.1276846196868,0.01,0.0004,-0.0016691354245025095,2.7277746952146247,False,541
CVX,short,short_max_v7_devw120,908,909,910,1767498300,1767498600,2.083,2.20698432323109,-0.0569781621763281,stop,102.13174864211493,0.01,0.0004,-0.0569781621763281,2.633365074471709,False,539
CVX,short,short_max_v7_devw120,912,913,915,1767499500,1767500100,2.297,2.44321309957578,-0.06064459546372245,stop,102.06574969849272,0.01,0.0004,-0.06064459546372245,3.815426706170453,False,542
ACH,short,short_max_v7_devw120,914,915,1115,1767500100,1767560100,0.00921,0.008782,0.047936051013436475,fail_fast_or_timeout,102.63449244261042,0.01,0.0004,0.047936051013436475,2.469718035982666,False,577
RIVER,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,943,944,965,1767508800,1767515100,12.19,12.191,-0.0007179655455290306,time,99.65421565980752,0.01,0.0004,,,,85
1000000MOG,short,short_max_v7_devw120,944,945,945,1767509100,1767509100,0.3207,0.32572418087080873,-0.01622464810987265,stop,102.11032352137963,0.01,0.0004,-0.01622464810987265,2.543538748971006,True,545
ACE,short,short_max_v7_devw120,946,947,1147,1767509700,1767569700,0.3128,0.2915,0.07227032590051477,fail_fast_or_timeout,102.6490280667151,0.01,0.0004,0.07227032590051477,4.211694545349202,False,584
COAI,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,955,956,956,1767512400,1767512400,0.4016,0.4315847828275594,0.07386330385348452,target,99.65493114787758,0.01,0.0004,,,,84
FARTCOIN,short,short_max_v7_devw120,955,956,957,1767512400,1767512700,0.3566,0.3623562493949488,-0.016685608167543584,stop,102.18631439029068,0.01,0.0004,-0.016685608167543584,2.6480520137725705,False,547
RENDER,short,short_max_v7_devw120,957,958,963,1767513000,1767514500,1.807,1.8493681482430304,-0.023709526306745252,stop,102.16208649919841,0.01,0.0004,-0.023709526306745252,2.4597321016120133,False,548
NOT,short,short_max_v7_devw120,974,975,1048,1767518100,1767540000,0.0006484,0.0006489528182330214,-0.0016518619805467641,stop,102.45222234428971,0.01,0.0004,-0.0016518619805467641,2.869245923998406,False,561
C,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,975,976,997,1767518400,1767524700,0.10031,0.10063,0.0023901106569633964,time,99.65659750583612,0.01,0.0004,,,,86
FET,short,short_max_v7_devw120,975,976,977,1767518400,1767518700,0.2503,0.2549711595225467,-0.01912034466679977,stop,102.14255275614097,0.01,0.0004,-0.01912034466679977,2.6749679624992555,False,549
PENGU,short,short_max_v7_devw120,975,976,1015,1767518400,1767530100,0.011865,0.011875235287190145,-0.001661901843846824,stop,102.29708160069498,0.01,0.0004,-0.001661901843846824,3.0889095161876097,False,557
RIVER,short,short_max_v7_devw120,978,979,982,1767519300,1767520200,13.58,14.219408777378135,-0.04576732511096946,stop,102.09580484194443,0.01,0.0004,-0.04576732511096946,3.3188919719460506,False,550
B,short,short_max_v7_devw120,981,982,986,1767520200,1767521400,0.2249,0.23576183230546358,-0.0468712075370644,stop,102.04795130537032,0.01,0.0004,-0.0468712075370644,2.548875809757534,False,551
SOPH,short,short_max_v7_devw120,986,987,987,1767521700,1767521700,0.01432,0.014637119688897726,-0.02246544345048038,stop,102.02502578057744,0.01,0.0004,-0.02246544345048038,3.169199687836808,True,552
B,short,short_max_v7_devw120,987,988,1188,1767522000,1767582000,0.2332,0.2079,0.12089312169312164,fail_fast_or_timeout,102.3393609596255,0.01,0.0004,0.12089312169312164,3.4587549742669905,False,603
B,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,990,991,1012,1767522900,1767529200,0.191,0.1892,-0.01022408376963344,time,99.62959070399555,0.01,0.0004,,,,88
PIPPIN,short,short_max_v7_devw120,997,998,1006,1767525000,1767527400,0.47213,0.47275626837061074,-0.0021247172221940717,stop,102.1064924176387,0.01,0.0004,-0.0021247172221940717,2.653216891024103,False,555
LYN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,1006,1007,1007,1767527700,1767527700,0.16541,0.16275061985689432,-0.016877505248205613,stop,99.63977795836189,0.01,0.0004,,,,87
AKE,short,short_max_v7_devw120,1021,1022,1025,1767532200,1767533100,0.0004485,0.00045685464002337905,-0.019087304738661468,stop,102.2775558449911,0.01,0.0004,-0.019087304738661468,3.153128189855157,False,558
OG,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,1027,1028,1029,1767534000,1767534300,6.299,6.233282314349939,-0.011233034711868739,stop,99.61839927748848,0.01,0.0004,,,,89
MYX,short,short_max_v7_devw120,1027,1028,1068,1767534000,1767546000,6.762,6.773946810417852,-0.002563641013460493,stop,102.45686631555043,0.01,0.0004,-0.002563641013460493,2.4117763882041645,False,565
HMSTR,short,short_max_v7_devw120,1031,1032,1161,1767535200,1767573900,0.0002462,0.00024647215563017804,-0.001904204365325434,stop,102.55808561750537,0.01,0.0004,-0.001904204365325434,3.315916477007526,False,590
DOGS,short,short_max_v7_devw120,1032,1033,1078,1767535500,1767549000,4.79e-05,4.795043475214316e-05,-0.0018518101119179057,stop,102.43550262921836,0.01,0.0004,-0.0018518101119179057,3.122231175581577,False,568
ROSE,short,short_max_v7_devw120,1044,1045,1066,1767539100,1767545400,0.01286,0.012874474880018708,-0.001924308381786676,stop,102.4594893097981,0.01,0.0004,-0.001924308381786676,2.6517311229656144,False,564
RIVER,short,short_max_v7_devw120,1049,1050,1051,1767540600,1767540900,14.615,15.04407871460003,-0.02932143509350402,stop,102.42218188241317,0.01,0.0004,-0.02932143509350402,2.821726623163594,False,562
LYN,long,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,1050,1051,1066,1767540900,1767545400,0.15224,0.16201845427980083,0.06343051944167657,target,99.68158774560969,0.01,0.0004,,,,90
