strategy,side,axis,parent,group,entry,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,vol_min,body_min,close_pos_long_min,close_pos_short_max,wick_min,ret3_floor,ret5_floor,ret10_floor,ret20_floor,ret3_ceil,ret5_ceil,ret10_ceil,ret20_ceil,trend_required,reclaim_required,anchor_required,breakout_bonus,absorb_bonus,be_r,trail_r,trail_atr,fail_bars,fail_pnl,post_loss_after,post_loss_bars,sym_dd_pct,sym_dd_bars,shock_lb,shock_ret5,shock_range,shock_close_pos
8V14_long_main_v1_018_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1396543,316483,1080060,22.661887245863536,-100.0,0.0,100.0,0.0,8V14_long_main_v1_018_lm_return_lift,1.1500000000000001,2.3499999999999996,33,14,0.0031,0.068,0.19,1.185,0.23,0.6399999999999999,0.37,0.8,-0.056,-0.086,-0.13,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.3,0.41000000000000003,0.98,1.55,1.52,10,-0.79,3,26,0.22799999999999998,24,8,-0.05,0.078,0.28
8V14_long_main_v1_019_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1160827,312711,848116,26.938639435505895,-100.0,0.0,100.0,0.0,8V14_long_main_v1_019_lm_return_lift,1.2000000000000002,2.3499999999999996,18,16,0.0034,0.068,0.20400000000000001,1.185,0.23,0.6749999999999999,0.33999999999999997,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,False,True,False,0.33999999999999997,0.41000000000000003,1.06,1.55,1.52,5,-0.91,2,26,0.252,24,9,-0.056,0.078,0.28
8V14_long_main_v1_021_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1399624,200275,1199349,14.309200185192594,-100.0,0.0,100.0,0.0,8V14_long_main_v1_021_lm_return_lift,1.05,2.4499999999999997,24,20,0.0028,0.052,0.20400000000000001,1.24,0.23,0.6749999999999999,0.33999999999999997,0.5,-0.05,-0.078,-0.12,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.22,0.46,0.82,1.66,1.52,7,-0.91,2,30,0.252,24,11,-0.056,0.08800000000000001,0.28
8V14_long_main_v1_023_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1205258,268531,936727,22.279959975374567,-100.0,0.0,100.0,0.0,8V14_long_main_v1_023_lm_return_lift,1.1500000000000001,2.4499999999999997,30,10,0.0034,0.052,0.218,1.24,0.265,0.6749999999999999,0.33999999999999997,0.7,-0.062,-0.094,-0.13999999999999999,-0.21,0.2,0.26,0.32,0.42,False,False,False,0.3,0.46,0.98,1.66,1.52,9,-0.91,2,30,0.252,24,6,-0.056,0.08800000000000001,0.28
8V14_long_main_v1_024_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1020582,265544,755038,26.018879423701378,-100.0,0.0,100.0,0.0,8V14_long_main_v1_024_lm_return_lift,1.2000000000000002,2.4499999999999997,33,12,0.0037,0.052,0.218,1.24,0.265,0.6749999999999999,0.33999999999999997,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.33999999999999997,0.46,1.06,1.66,1.52,10,-0.91,3,30,0.252,24,7,-0.056,0.08800000000000001,0.28
8V14_long_main_v1_026_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1210252,159164,1051088,13.15131063613198,-100.0,0.0,100.0,0.0,8V14_long_main_v1_026_lm_return_lift,1.05,2.05,21,16,0.0031,0.055999999999999994,0.232,1.295,0.265,0.71,0.31,0.4,-0.056,-0.086,-0.13,-0.21,0.2,0.26,0.32,0.42,True,False,False,0.22,0.26,0.82,1.22,1.62,6,-1.03,3,10,0.276,28,9,-0.062,0.08800000000000001,0.28
8V14_long_main_v1_028_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,915835,192603,723232,21.030316596330128,-100.0,0.0,100.0,0.0,8V14_long_main_v1_028_lm_return_lift,1.1500000000000001,2.05,27,20,0.0037,0.055999999999999994,0.246,1.295,0.265,0.71,0.31,0.6000000000000001,-0.068,-0.10200000000000001,-0.15,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.3,0.26,0.98,1.22,1.62,8,-1.03,3,10,0.276,28,11,-0.062,0.08800000000000001,0.28
8V14_long_main_v1_029_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1282438,315065,967373,24.5676594112152,-100.0,0.0,100.0,0.0,8V14_long_main_v1_029_lm_return_lift,1.2000000000000002,2.05,30,8,0.0028,0.06,0.246,1.295,0.30000000000000004,0.71,0.31,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,True,False,False,0.33999999999999997,0.26,1.06,1.22,1.62,9,-1.03,2,14,0.276,28,5,-0.062,0.08800000000000001,0.28
8V14_long_main_v1_031_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1259335,168998,1090337,13.419622260955185,-100.0,0.0,100.0,0.0,8V14_long_main_v1_031_lm_return_lift,1.05,2.15,18,12,0.0034,0.06,0.19,1.02,0.30000000000000004,0.57,0.43,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,False,True,False,0.22,0.31,0.82,1.33,1.62,5,-0.55,2,14,0.18,28,7,-0.038,0.098,0.28
8V14_long_main_v1_033_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1483920,281543,1202377,18.972923068629036,-100.0,0.0,100.0,0.0,8V14_long_main_v1_033_lm_return_lift,1.1500000000000001,2.15,24,16,0.0028,0.064,0.19,1.02,0.30000000000000004,0.57,0.43,0.5,-0.05,-0.078,-0.12,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.3,0.31,0.98,1.33,1.7200000000000002,7,-0.55,2,18,0.18,32,9,-0.038,0.098,0.28
8V14_long_main_v1_034_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1288203,298557,989646,23.176238527623365,-100.0,0.0,100.0,0.0,8V14_long_main_v1_034_lm_return_lift,1.2000000000000002,2.15,27,18,0.0031,0.064,0.20400000000000001,1.02,0.30000000000000004,0.57,0.43,0.6000000000000001,-0.056,-0.086,-0.13,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.33999999999999997,0.31,1.06,1.33,1.7200000000000002,8,-0.55,3,18,0.18,32,10,-0.038,0.098,0.28
8V14_long_main_v1_036_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1160369,143472,1016897,12.36434272201343,-100.0,0.0,100.0,0.0,8V14_long_main_v1_036_lm_return_lift,1.05,2.25,33,8,0.0037,0.064,0.20400000000000001,1.075,0.16,0.57,0.43,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.22,0.36,0.82,1.44,1.7200000000000002,10,-0.55,3,18,0.18,32,5,-0.038,0.098,0.28
8V14_long_main_v1_038_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1379193,266768,1112425,19.342325548346025,-100.0,0.0,100.0,0.0,8V14_long_main_v1_038_lm_return_lift,1.1500000000000001,2.25,21,12,0.0031,0.068,0.218,1.075,0.16,0.605,0.4,0.4,-0.056,-0.086,-0.13,-0.21,0.2,0.26,0.32,0.42,True,False,False,0.3,0.36,0.98,1.44,1.7200000000000002,6,-0.67,3,22,0.204,32,7,-0.044,0.098,0.28
8V14_long_main_v1_039_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1349842,325890,1023952,24.142825604774483,-100.0,0.0,100.0,0.0,8V14_long_main_v1_039_lm_return_lift,1.2000000000000002,2.25,24,14,0.0034,0.068,0.218,1.075,0.16,0.605,0.4,0.5,-0.062,-0.094,-0.13999999999999999,-0.23,0.2,0.26,0.32,0.42,False,False,False,0.33999999999999997,0.36,1.06,1.44,1.7200000000000002,7,-0.67,2,22,0.204,32,8,-0.044,0.098,0.28
8V14_long_main_v1_041_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1419232,249968,1169264,17.61290613514915,-100.0,0.0,100.0,0.0,8V14_long_main_v1_041_lm_return_lift,1.05,2.3499999999999996,30,18,0.0028,0.052,0.232,1.1300000000000001,0.16,0.605,0.4,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,True,False,False,0.22,0.41000000000000003,0.82,1.55,1.32,9,-0.67,2,26,0.204,36,10,-0.044,0.10800000000000001,0.28
8V14_long_main_v1_043_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1088483,278349,810134,25.572195431623644,-100.0,0.0,100.0,0.0,8V14_long_main_v1_043_lm_return_lift,1.1500000000000001,2.3499999999999996,18,8,0.0034,0.052,0.246,1.1300000000000001,0.195,0.6399999999999999,0.37,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,False,True,False,0.3,0.41000000000000003,0.98,1.55,1.32,5,-0.79,2,26,0.22799999999999998,36,5,-0.05,0.10800000000000001,0.28
8V14_long_main_v1_044_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1026413,309552,716861,30.15862036042022,-100.0,0.0,100.0,0.0,8V14_long_main_v1_044_lm_return_lift,1.2000000000000002,2.3499999999999996,21,10,0.0037,0.052,0.246,1.1300000000000001,0.195,0.6399999999999999,0.37,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,True,False,False,0.33999999999999997,0.41000000000000003,1.06,1.55,1.32,6,-0.79,3,26,0.22799999999999998,36,6,-0.05,0.10800000000000001,0.28
8V14_long_main_v1_046_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1187782,198554,989228,16.716367144812768,-100.0,0.0,100.0,0.0,8V14_long_main_v1_046_lm_return_lift,1.05,2.4499999999999997,27,14,0.0031,0.055999999999999994,0.19,1.185,0.195,0.6399999999999999,0.37,0.6000000000000001,-0.056,-0.086,-0.13,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.22,0.46,0.82,1.66,1.32,8,-0.79,3,30,0.22799999999999998,36,8,-0.05,0.10800000000000001,0.28
8V14_long_main_v1_048_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,993052,242631,750421,24.432859507860616,-100.0,0.0,100.0,0.0,8V14_long_main_v1_048_lm_return_lift,1.1500000000000001,2.4499999999999997,33,18,0.0037,0.055999999999999994,0.19,1.185,0.195,0.6399999999999999,0.37,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.3,0.46,0.98,1.66,1.32,10,-0.79,3,30,0.22799999999999998,36,10,-0.05,0.10800000000000001,0.28
8V14_long_main_v1_049_lm_return_lift,long,long_main,6V2_L01_doubleflush_core,lm_return_lift,long_return_lift,1541985,407827,1134158,26.448182051057568,-100.0,0.0,100.0,0.0,8V14_long_main_v1_049_lm_return_lift,1.2000000000000002,2.4499999999999997,18,20,0.0028,0.06,0.20400000000000001,1.185,0.195,0.6749999999999999,0.33999999999999997,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.33999999999999997,0.46,1.06,1.66,1.4200000000000002,5,-0.91,2,10,0.252,16,11,-0.056,0.10800000000000001,0.28
8V14_long_max_v1_001_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,2398023,532944,1865079,22.224307273116228,-100.0,0.0,100.0,0.0,8V14_long_max_v1_001_lx_dd_compress,1.05,1.9,18,8,0.0028,0.044,0.15,1.02,0.16,0.57,0.43,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.22,0.26,0.82,1.1,1.18,5,-0.55,2,10,0.14,16,5,-0.038,0.068,0.28
8V14_long_max_v1_003_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1918459,664407,1254052,34.6323273001925,-100.0,0.0,100.0,0.0,8V14_long_max_v1_003_lx_dd_compress,1.1500000000000001,1.9,24,12,0.0034,0.044,0.15,1.02,0.16,0.57,0.43,0.5,-0.062,-0.094,-0.13999999999999999,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.3,0.26,0.98,1.1,1.18,7,-0.55,2,10,0.14,16,7,-0.038,0.068,0.28
8V14_long_max_v1_004_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1694543,690827,1003716,40.76774682023413,-100.0,0.0,100.0,0.0,8V14_long_max_v1_004_lx_dd_compress,1.2000000000000002,1.9,27,14,0.0037,0.044,0.16,1.02,0.16,0.57,0.43,0.6000000000000001,-0.068,-0.10200000000000001,-0.15,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.33999999999999997,0.26,1.06,1.1,1.18,8,-0.55,3,10,0.14,16,8,-0.038,0.068,0.28
8V14_long_max_v1_005_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,2265390,964599,1300791,42.57982069312568,-100.0,0.0,100.0,0.0,8V14_long_max_v1_005_lx_dd_compress,1.25,1.9,30,16,0.0028,0.0475,0.16,1.02,0.16,0.57,0.43,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.38,0.26,1.14,1.1,1.18,9,-0.55,2,14,0.14,16,9,-0.038,0.068,0.28
8V14_long_max_v1_007_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1692870,481618,1211252,28.449792364446175,-100.0,0.0,100.0,0.0,8V14_long_max_v1_007_lx_dd_compress,1.1,1.99,18,20,0.0034,0.0475,0.16999999999999998,1.075,0.16,0.605,0.4,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.26,0.31,0.8999999999999999,1.2000000000000002,1.18,5,-0.67,2,14,0.16,16,11,-0.044,0.068,0.28
8V14_long_max_v1_008_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1621893,560327,1061566,34.54771677293138,-100.0,0.0,100.0,0.0,8V14_long_max_v1_008_lx_dd_compress,1.1500000000000001,1.99,21,8,0.0037,0.0475,0.16999999999999998,1.075,0.195,0.605,0.4,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.3,0.31,0.98,1.2000000000000002,1.18,6,-0.67,3,14,0.16,16,5,-0.044,0.068,0.28
8V14_long_max_v1_009_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1991765,704724,1287041,35.38188491112154,-100.0,0.0,100.0,0.0,8V14_long_max_v1_009_lx_dd_compress,1.2000000000000002,1.99,24,10,0.0028,0.051,0.16999999999999998,1.075,0.195,0.605,0.4,0.5,-0.05,-0.078,-0.12,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.33999999999999997,0.31,1.06,1.2000000000000002,1.27,7,-0.67,2,18,0.16,20,6,-0.044,0.068,0.28
8V14_long_max_v1_011_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1646783,337996,1308787,20.524622855591783,-100.0,0.0,100.0,0.0,8V14_long_max_v1_011_lx_dd_compress,1.05,2.08,30,14,0.0034,0.051,0.18,1.1300000000000001,0.195,0.605,0.4,0.7,-0.062,-0.094,-0.13999999999999999,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.22,0.36,0.82,1.3,1.27,9,-0.67,2,18,0.16,20,8,-0.044,0.078,0.28
8V14_long_max_v1_012_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1459350,376522,1082828,25.80066467948059,-100.0,0.0,100.0,0.0,8V14_long_max_v1_012_lx_dd_compress,1.1,2.08,33,16,0.0037,0.051,0.18,1.1300000000000001,0.195,0.605,0.4,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.26,0.36,0.8999999999999999,1.3,1.27,10,-0.67,3,18,0.16,20,9,-0.044,0.078,0.28
8V14_long_max_v1_013_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1878146,554069,1324077,29.500848176872296,-100.0,0.0,100.0,0.0,8V14_long_max_v1_013_lx_dd_compress,1.1500000000000001,2.08,18,18,0.0028,0.0545,0.19,1.1300000000000001,0.195,0.6399999999999999,0.37,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.3,0.36,0.98,1.3,1.27,5,-0.79,2,22,0.18000000000000002,20,10,-0.05,0.078,0.28
8V14_long_max_v1_015_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1520032,592970,927062,39.010362939727585,-100.0,0.0,100.0,0.0,8V14_long_max_v1_015_lx_dd_compress,1.25,2.08,24,8,0.0034,0.0545,0.19,1.1300000000000001,0.23,0.6399999999999999,0.37,0.5,-0.062,-0.094,-0.13999999999999999,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.38,0.36,1.14,1.3,1.27,7,-0.79,2,22,0.18000000000000002,20,5,-0.05,0.078,0.28
8V14_long_max_v1_016_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1362158,281962,1080196,20.699654518785632,-100.0,0.0,100.0,0.0,8V14_long_max_v1_016_lx_dd_compress,1.05,2.17,27,10,0.0037,0.0545,0.15,1.185,0.23,0.6399999999999999,0.37,0.6000000000000001,-0.068,-0.10200000000000001,-0.15,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.22,0.41000000000000003,0.82,1.4000000000000001,1.27,8,-0.79,3,22,0.18000000000000002,20,6,-0.05,0.078,0.28
8V14_long_max_v1_017_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1687841,369502,1318339,21.89199101100163,-100.0,0.0,100.0,0.0,8V14_long_max_v1_017_lx_dd_compress,1.1,2.17,30,12,0.0028,0.057999999999999996,0.15,1.185,0.23,0.6399999999999999,0.37,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.26,0.41000000000000003,0.8999999999999999,1.4000000000000001,1.3599999999999999,9,-0.79,2,26,0.18000000000000002,24,7,-0.05,0.078,0.28
8V14_long_max_v1_019_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1341643,427048,914595,31.830226073553096,-100.0,0.0,100.0,0.0,8V14_long_max_v1_019_lx_dd_compress,1.2000000000000002,2.17,18,16,0.0034,0.057999999999999996,0.16,1.185,0.23,0.6749999999999999,0.33999999999999997,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.33999999999999997,0.41000000000000003,1.06,1.4000000000000001,1.3599999999999999,5,-0.91,2,26,0.2,24,9,-0.056,0.078,0.28
8V14_long_max_v1_020_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1200204,432142,768062,36.005712362231755,-100.0,0.0,100.0,0.0,8V14_long_max_v1_020_lx_dd_compress,1.25,2.17,21,18,0.0037,0.057999999999999996,0.16,1.185,0.23,0.6749999999999999,0.33999999999999997,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.38,0.41000000000000003,1.14,1.4000000000000001,1.3599999999999999,6,-0.91,3,26,0.2,24,10,-0.056,0.078,0.28
8V14_long_max_v1_021_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1543120,268614,1274506,17.40720099538597,-100.0,0.0,100.0,0.0,8V14_long_max_v1_021_lx_dd_compress,1.05,2.26,24,20,0.0028,0.044,0.16,1.24,0.23,0.6749999999999999,0.33999999999999997,0.5,-0.05,-0.078,-0.12,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.22,0.46,0.82,1.5,1.3599999999999999,7,-0.91,2,30,0.2,24,11,-0.056,0.08800000000000001,0.28
8V14_long_max_v1_023_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1257755,330077,927678,26.243346279680864,-100.0,0.0,100.0,0.0,8V14_long_max_v1_023_lx_dd_compress,1.1500000000000001,2.26,30,10,0.0034,0.044,0.16999999999999998,1.24,0.265,0.6749999999999999,0.33999999999999997,0.7,-0.062,-0.094,-0.13999999999999999,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.3,0.46,0.98,1.5,1.3599999999999999,9,-0.91,2,30,0.2,24,6,-0.056,0.08800000000000001,0.28
8V14_long_max_v1_024_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1151167,352544,798623,30.624922361395,-100.0,0.0,100.0,0.0,8V14_long_max_v1_024_lx_dd_compress,1.2000000000000002,2.26,33,12,0.0037,0.044,0.16999999999999998,1.24,0.265,0.6749999999999999,0.33999999999999997,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.33999999999999997,0.46,1.06,1.5,1.3599999999999999,10,-0.91,3,30,0.2,24,7,-0.056,0.08800000000000001,0.28
8V14_long_max_v1_025_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1444150,467560,976590,32.37613821278953,-100.0,0.0,100.0,0.0,8V14_long_max_v1_025_lx_dd_compress,1.25,2.26,18,14,0.0028,0.0475,0.18,1.24,0.265,0.71,0.31,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.38,0.46,1.14,1.5,1.45,5,-1.03,2,10,0.22000000000000003,28,8,-0.062,0.08800000000000001,0.28
8V14_long_max_v1_027_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1183639,242712,940927,20.505576446872738,-100.0,0.0,100.0,0.0,8V14_long_max_v1_027_lx_dd_compress,1.1,1.9,24,18,0.0034,0.0475,0.18,1.295,0.265,0.71,0.31,0.5,-0.062,-0.094,-0.13999999999999999,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.26,0.26,0.8999999999999999,1.1,1.45,7,-1.03,2,10,0.22000000000000003,28,10,-0.062,0.08800000000000001,0.28
8V14_long_max_v1_028_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1052486,268578,783908,25.51843920014138,-100.0,0.0,100.0,0.0,8V14_long_max_v1_028_lx_dd_compress,1.1500000000000001,1.9,27,20,0.0037,0.0475,0.19,1.295,0.265,0.71,0.31,0.6000000000000001,-0.068,-0.10200000000000001,-0.15,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.3,0.26,0.98,1.1,1.45,8,-1.03,3,10,0.22000000000000003,28,11,-0.062,0.08800000000000001,0.28
8V14_long_max_v1_029_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1404021,410214,993807,29.217084359849316,-100.0,0.0,100.0,0.0,8V14_long_max_v1_029_lx_dd_compress,1.2000000000000002,1.9,30,8,0.0028,0.051,0.19,1.295,0.30000000000000004,0.71,0.31,0.7,-0.05,-0.078,-0.12,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.33999999999999997,0.26,1.06,1.1,1.45,9,-1.03,2,14,0.22000000000000003,28,5,-0.062,0.08800000000000001,0.28
8V14_long_max_v1_031_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1502084,245816,1256268,16.36499689764354,-100.0,0.0,100.0,0.0,8V14_long_max_v1_031_lx_dd_compress,1.05,1.99,18,12,0.0034,0.051,0.15,1.02,0.30000000000000004,0.57,0.43,0.3,-0.062,-0.094,-0.13999999999999999,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.22,0.31,0.82,1.2000000000000002,1.45,5,-0.55,2,14,0.14,28,7,-0.038,0.098,0.28
8V14_long_max_v1_032_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1338916,281719,1057197,21.040827057111873,-100.0,0.0,100.0,0.0,8V14_long_max_v1_032_lx_dd_compress,1.1,1.99,21,14,0.0037,0.051,0.15,1.02,0.30000000000000004,0.57,0.43,0.4,-0.068,-0.10200000000000001,-0.15,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.26,0.31,0.8999999999999999,1.2000000000000002,1.45,6,-0.55,3,14,0.14,28,8,-0.038,0.098,0.28
8V14_long_max_v1_033_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1648444,375341,1273103,22.769411639097235,-100.0,0.0,100.0,0.0,8V14_long_max_v1_033_lx_dd_compress,1.1500000000000001,1.99,24,16,0.0028,0.0545,0.15,1.02,0.30000000000000004,0.57,0.43,0.5,-0.05,-0.078,-0.12,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.3,0.31,0.98,1.2000000000000002,1.54,7,-0.55,2,18,0.14,32,9,-0.038,0.098,0.28
8V14_long_max_v1_035_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1351125,443140,907985,32.79785364048478,-100.0,0.0,100.0,0.0,8V14_long_max_v1_035_lx_dd_compress,1.25,1.99,30,20,0.0034,0.0545,0.16,1.02,0.30000000000000004,0.57,0.43,0.7,-0.062,-0.094,-0.13999999999999999,-0.21,0.2,0.26,0.32,0.42,False,True,False,0.38,0.31,1.14,1.2000000000000002,1.54,9,-0.55,2,18,0.14,32,11,-0.038,0.098,0.28
8V14_long_max_v1_036_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1261549,190982,1070567,15.138690609718687,-100.0,0.0,100.0,0.0,8V14_long_max_v1_036_lx_dd_compress,1.05,2.08,33,8,0.0037,0.0545,0.16,1.075,0.16,0.57,0.43,0.8,-0.068,-0.10200000000000001,-0.15,-0.23,0.2,0.26,0.32,0.42,True,False,False,0.22,0.36,0.82,1.3,1.54,10,-0.55,3,18,0.14,32,5,-0.038,0.098,0.28
8V14_long_max_v1_037_lx_dd_compress,long,long_max,8V4_V51_V002_core_rare22_c1,lx_dd_compress,long_dd_compress,1637289,299008,1338281,18.26238373311004,-100.0,0.0,100.0,0.0,8V14_long_max_v1_037_lx_dd_compress,1.1,2.08,18,10,0.0028,0.057999999999999996,0.16999999999999998,1.075,0.16,0.605,0.4,0.3,-0.05,-0.078,-0.12,-0.19,0.2,0.26,0.32,0.42,True,True,False,0.26,0.36,0.8999999999999999,1.3,1.54,5,-0.67,2,22,0.16,32,6,-0.044,0.098,0.28
