run_label,initial_asset,fee_per_side,round_trip_fee,position_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,long_full_name,short_strategy,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,blocked_by_cooldown,blocked_by_short_dd_brake,skipped_invalid,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAIN_V6_V1,100.0,0.0004,0.0008,0.00125,800,True,long_main_v9,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_main_v6_timeout210,92551,57164,35387,25497,67054,27.549135071474108,57.91779956769118,57.92742668927975,1.864297919898957,154.98318895856156,445,20012,0,0,86545,0,0,False
