candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
MIX05_A02_A03_failfast14_rr630,0.0,5.326636078837166,5.879344393880359,5.879344393880359
V3MIX07_N02_stop255_rr630_t375,0.0,5.540389442518778,5.398813559725191,5.540389442518634
