candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
MIX05_A02_A03_failfast14_rr630,0.0,397.94849241191406,17525.721414295374,74307.00038895881
V3MIX07_N02_stop255_rr630_t375,0.0,418.0776166361803,21751.602897414876,97353.0658974033
