candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
MIX05_A02_A03_failfast14_rr630,0.0,403.9295589506476,19227.287110761717,81528.0994560266
V3MIX07_N02_stop255_rr630_t375,0.0,425.66748937282097,23933.648521901203,106973.54619066067
