avg_linear_exact_pnl_pct,gross_loss_pct,gross_profit_pct,sum_linear_exact_pnl_pct,symbol_file,symbol_i,trades,win_rate_pct,wins
0.3026142285387867,541.9622591194448,997.3966730703187,455.43441395087405,TRB_5m.csv,521,1505,6.179401993355482,93
0.4147589287387477,381.6757252900875,777.7705022355913,396.09477694550407,SXP_5m.csv,498,955,7.853403141361256,75
0.5632171477298238,213.91522758875894,592.9603680109302,379.0451404221714,ARC_5m.csv,61,673,5.49777117384844,37
0.42589711784051215,330.8961758885827,697.1676972314232,366.27152134284046,ZRX_5m.csv,595,860,8.255813953488373,71
0.3683967728632149,367.2313678825908,722.7342536955932,355.5028858130024,ALPHA_5m.csv,49,965,6.113989637305699,59
0.3263564924868093,458.439435399662,804.7036739281665,346.2642385285047,PEOPLE_5m.csv,392,1061,7.163053722902922,76
0.3268010783479554,260.11238678901856,605.8679276811554,345.7555408921368,NEAR_5m.csv,354,1058,5.482041587901701,58
0.3754571361022212,361.9727472936109,696.8805126967922,334.9077654031813,QTUM_5m.csv,420,892,8.295964125560538,74
0.4490591033478146,363.8201960808731,690.2861642147341,326.4659681338612,MTL_5m.csv,349,727,9.766162310866575,71
0.36268783951204914,221.35902002078336,544.151197186507,322.79217716572373,ONE_5m.csv,378,890,5.955056179775281,53
0.44518277975462694,374.8119905699821,693.1176780945402,318.30568752455827,ARPA_5m.csv,65,715,10.48951048951049,75
0.4462999893267956,259.1146991420705,571.9709916601541,312.8562925180837,ONT_5m.csv,380,701,9.12981455064194,64
0.32119924323965593,477.66762677154276,779.5949154168193,301.9272886452766,UNFI_5m.csv,537,940,7.234042553191489,68
0.37839366172838157,331.04435112315605,632.6240995206762,301.5797483975201,GTC_5m.csv,239,797,8.281053952321205,66
0.5293264562026601,149.12493422192296,447.13572906402055,298.0107948420976,ARKM_5m.csv,64,563,8.170515097690942,46
0.24038097317151177,553.0516169941236,848.7202139950831,295.6685970009595,SKL_5m.csv,463,1230,7.398373983739838,91
0.4572256502565023,272.65587207028585,568.0236421359864,295.3677700657005,STMX_5m.csv,485,646,8.513931888544892,55
0.4392352980052586,208.64459473787363,502.0537738053864,293.40917906751275,XTZ_5m.csv,576,668,7.934131736526946,53
0.4503855038798423,210.4770730957141,496.471868059414,285.99479496369986,MKR_5m.csv,340,635,9.448818897637794,60
0.3580160739925486,297.40164279847863,583.0984698445324,285.6968270460538,REEF_5m.csv,429,798,7.518796992481203,60
0.4087994654374713,252.68058066431945,536.3874096779246,283.7068290136051,DENT_5m.csv,170,694,8.069164265129682,56
0.34724106438049956,318.120723203539,600.4277085448851,282.30698534134615,NKN_5m.csv,361,813,7.7490774907749085,63
0.2629608387855644,389.32226555824917,661.4867337013083,272.1644681430592,FLM_5m.csv,213,1035,5.990338164251208,62
0.3146883649452863,310.75397924033405,582.3300381881162,271.5760589477821,LINA_5m.csv,304,863,6.836616454229433,59
0.31636607435958364,352.73696132921634,620.0662941630644,267.3293328338482,CHZ_5m.csv,142,845,8.165680473372781,69
0.19711227795339223,367.7094023143897,632.6283038837487,264.91890156935915,CRV_5m.csv,155,1344,4.389880952380952,59
0.24502269322388434,496.04703451502485,758.4663389578051,262.4193044427801,LRC_5m.csv,313,1071,6.629318394024277,71
0.2231345112671132,418.7694579309391,670.0189176177083,251.24945968676946,RLC_5m.csv,437,1126,6.30550621669627,71
0.301992555984287,326.36429593761477,573.99819184473,247.63389590711532,LIT_5m.csv,308,820,6.829268292682928,56
0.5511434086852608,184.11518956956587,427.720576208451,243.60538663888525,EDU_5m.csv,187,442,9.95475113122172,44
0.21456028942245758,506.0986327090196,749.4100009140866,243.3113682050669,BEL_5m.csv,101,1134,7.142857142857142,81
0.3093301517898317,437.55297379969363,678.5211620439724,240.9681882442789,API3_5m.csv,56,779,9.75609756097561,76
0.24083258527540907,450.46257588165076,689.3685004748565,238.9059245932058,STORJ_5m.csv,487,992,6.653225806451612,66
0.39480542527204604,168.62182761727547,407.0843044815913,238.46247686431582,FARTCOIN_5m.csv,205,604,4.635761589403973,28
0.3044076184210053,203.64485143729303,441.69160904251913,238.0467576052261,KAVA_5m.csv,287,782,6.521739130434782,51
0.2669861652005791,330.3689538135228,567.7196546768375,237.35070086331484,1000RATS_5m.csv,9,889,5.62429696287964,50
