duration_threshold,horizon,first_break_dir,events,up_rate_pct,avg_ret_pct,med_ret_pct,avg_abs_ret_pct,med_abs_ret_pct,avg_mfe_pct,avg_mae_pct,avg_max_abs_excursion_pct,avg_realized_vol_pct,p75_max_abs_excursion_pct,p90_max_abs_excursion_pct,up_first_break_rate_pct,down_first_break_rate_pct,both_same_bar_rate_pct,none_rate_pct,avg_first_break_bars,med_first_break_bars,avg_box_width_pct,med_box_width_pct,avg_dir_ret_follow_first_break_pct,med_dir_ret_follow_first_break_pct,win_rate_follow_first_break_pct
20,6,down,409,21.76039119804401,-0.49257655783842447,-0.36934264663669447,0.7057624403969497,0.45489296636086474,0.314606801101135,-1.0019783817194858,1.0953064363817544,0.704123481250665,1.3693120532368153,2.150067476383277,0.0,100.0,0.0,0.0,2.5916870415647923,2.0,1.3493830297110017,1.1238825031928412,0.49257655783842447,0.36934264663669447,77.26161369193154
20,6,none,259,47.10424710424711,-0.00801219681368025,0.0,0.30759165260182114,0.2275960170697089,0.38387438351384096,-0.4042674395982683,0.6028071369424729,0.4975692131686079,0.8072097788353605,1.1124471125746571,0.0,0.0,0.0,100.0,,,1.427160246318437,1.2594942793962005,,,
20,6,up,385,72.72727272727273,0.46928480640508524,0.33793711431089335,0.7269749656387808,0.49144784389303364,1.0223254283435703,-0.34833553028795405,1.1317309427506679,0.7183518932699177,1.340816962893665,2.282070208303631,100.0,0.0,0.0,0.0,2.4415584415584415,2.0,1.3611191849282926,1.1709245742092644,0.46928480640508524,0.33793711431089335,72.72727272727273
20,12,down,496,25.60483870967742,-0.47647181610534967,-0.4639734952630814,0.9174376158705212,0.6601395333256987,0.5156558806945036,-1.3065428559721042,1.4937876944113269,1.0565809160480086,1.8570558341907932,2.7875719389234055,0.0,100.0,0.0,0.0,3.745967741935484,3.0,1.3597829909215888,1.138194992295738,0.47647181610534967,0.4639734952630814,73.79032258064517
20,12,none,100,44.0,-0.040641789211945605,-0.02679909709921713,0.34399439466497894,0.2322476060292289,0.4977799475858871,-0.47970983624747404,0.7411670970283322,0.7167562327869664,0.9496140050105295,1.4234764698588465,0.0,0.0,0.0,100.0,,,1.4768173372772124,1.3885267011944813,,,
20,12,up,457,67.39606126914661,0.47828224712743417,0.28957528957527234,0.9183320701460429,0.5777007510109677,1.3903988012279918,-0.5605726015384869,1.5788977689546027,1.1151952581560385,1.93773978922831,3.125008907449788,100.0,0.0,0.0,0.0,3.4420131291028446,2.0,1.3641771376823588,1.163423512765016,0.47828224712743417,0.28957528957527234,67.39606126914661
20,36,down,556,40.28776978417266,-0.3503803792081014,-0.28142819336855474,1.6397565611993545,1.0581457344232825,1.3550385821075404,-2.1366799225661675,2.767404111588233,2.1621154517015917,3.462793854890167,5.2934961646668555,0.0,100.0,0.0,0.0,5.280575539568345,3.0,1.3733505706770561,1.1669843434827576,0.3503803792081014,0.28142819336855474,58.992805755395686
20,36,none,6,33.33333333333333,0.23412228311056418,0.0,0.2727805766648809,0.05798744033147507,0.7208188234936593,-0.291158266469053,0.720835494411411,0.987845823102639,1.2680134944736021,1.6989070389028638,0.0,0.0,0.0,100.0,,,1.4576745320090385,1.0413170302885022,,,
20,36,up,491,53.360488798370675,0.33081541985306856,0.09578942984465044,1.7427446701753622,1.06888361045131,2.3393040642999274,-1.3949876636897296,2.973394086816759,2.2485893566877824,3.9189646893382,5.8299108484423545,100.0,0.0,0.0,0.0,4.448065173116089,3.0,1.3711488485889407,1.1890863492886927,0.33081541985306856,0.09578942984465044,53.360488798370675
20,72,down,559,42.93381037567084,-0.5541944678598281,-0.3286294219988273,2.3901422701391106,1.517865560478926,2.1801047286861093,-3.1696258248089677,4.261887518012849,3.3502221802537773,5.422414785047286,7.8931292883112905,0.0,100.0,0.0,0.0,5.529516994633274,3.0,1.3759378739730184,1.1694854264123755,0.5541944678598281,0.3286294219988273,56.88729874776386
20,72,none,2,0.0,0.0,0.0,0.0,0.0,5.0010952390433516e-05,0.0,5.0010952390433516e-05,0.000264632953385025,7.501642858565027e-05,9.001971430278033e-05,0.0,0.0,0.0,100.0,,,0.343692622636238,0.343692622636238,,,
20,72,up,492,48.170731707317074,0.1573470648711613,-0.052346286676085985,2.715123859198277,1.7043803985716366,3.4201926643657083,-2.4983785197346307,4.679748013701319,3.4978615891754186,6.073240284664422,9.193775534392115,100.0,0.0,0.0,0.0,4.522357723577236,3.0,1.3734276267265801,1.1909130968569714,0.1573470648711613,-0.052346286676085985,48.170731707317074
20,288,down,560,40.35714285714286,-0.9496628987844762,-0.8147376579942245,5.326662022096794,3.768802063884019,5.3333927858236105,-6.406129780971159,9.181846248575036,7.365782165890398,11.590625918524665,17.532915837973523,0.0,100.0,0.0,0.0,5.708928571428571,3.0,1.3734810206657535,1.1669843434827576,0.9496628987844762,0.8147376579942245,59.464285714285715
20,288,none,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,,,0.6872852233676952,0.6872852233676952,,,
20,288,up,492,45.1219512195122,0.46025476327488996,-0.3142017150441656,5.543343795586994,3.5236378804764157,6.957438837728492,-5.810242753659736,10.066671982083927,7.736400264411308,12.861741263028815,19.01121100123314,100.0,0.0,0.0,0.0,4.522357723577236,3.0,1.3734276267265801,1.1909130968569714,0.46025476327488996,-0.3142017150441656,45.1219512195122
