run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,min_market_count,breadth20_min,breadth60_min,market_ret20_median_min,market_ret60_median_min,xrank_ret5_max,xrank_ret20_max,xrank_ret60_max,xrank_dd20_max,xrank_dd60_max,xrank_ret120_min,xsafe_atrp_min,xsafe_range20_min,ret5_min,ret5_max,ret20_min,ret20_max,ret60_min,ret60_max,ret120_min,atrp_min,atrp_max,range20_max,range60_max,volr_min,volr_max,rsi_min,rsi_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,close_pos_min,upper_wick_max,body_atr_max,rebound_ret1_min,fail_bars,fail_pnl,verdict,note
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_A_021_X2035_RR140_H14,xsec_short_term_oversold_reversal,cross_sectional_short_term_oversold_with_rebound,long,13317,3174,10143,23.83419689119171,-27.964024760516004,0.0,38.24511364088019,61.75488635911981,597,0,0.01,0.0004,0.08,XOR_A_021_X2035_RR140_H14,0.9,1.4,14,26,80,0.4,0.32,-0.03,-0.08,0.25,0.35,0.45,0.35,0.45,0.1,0.15,0.1,-0.1,0.01,-0.22,0.04,-0.35,0.12,-0.7,0.001,0.1,0.26,0.42,0.4,4.5,24.0,54.0,0.86,0.8,0.7,0.58,0.7,2.4,-0.002,4,-0.38,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_A_022_X2035_RR180_H6,xsec_short_term_oversold_reversal,cross_sectional_short_term_oversold_with_rebound,long,13296,2952,10344,22.20216606498195,-25.996867830899983,0.0,38.82411643134217,61.17588356865783,597,0,0.01,0.0004,0.08,XOR_A_022_X2035_RR180_H6,0.9,1.8,6,26,80,0.4,0.32,-0.03,-0.08,0.25,0.35,0.45,0.35,0.45,0.1,0.15,0.1,-0.1,0.01,-0.22,0.04,-0.35,0.12,-0.7,0.001,0.1,0.26,0.42,0.4,4.5,24.0,54.0,0.86,0.8,0.7,0.58,0.7,2.4,-0.002,4,-0.38,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_A_023_X2035_RR180_H10,xsec_short_term_oversold_reversal,cross_sectional_short_term_oversold_with_rebound,long,13296,2946,10350,22.157039711191338,-26.017213444157463,0.0,38.84391320401656,61.156086795983434,597,0,0.01,0.0004,0.08,XOR_A_023_X2035_RR180_H10,0.9,1.8,10,26,80,0.4,0.32,-0.03,-0.08,0.25,0.35,0.45,0.35,0.45,0.1,0.15,0.1,-0.1,0.01,-0.22,0.04,-0.35,0.12,-0.7,0.001,0.1,0.26,0.42,0.4,4.5,24.0,54.0,0.86,0.8,0.7,0.58,0.7,2.4,-0.002,4,-0.38,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_A_024_X2035_RR180_H14,xsec_short_term_oversold_reversal,cross_sectional_short_term_oversold_with_rebound,long,13296,2946,10350,22.157039711191338,-26.021058540659414,0.0,38.847177751307925,61.152822248692075,597,0,0.01,0.0004,0.08,XOR_A_024_X2035_RR180_H14,0.9,1.8,14,26,80,0.4,0.32,-0.03,-0.08,0.25,0.35,0.45,0.35,0.45,0.1,0.15,0.1,-0.1,0.01,-0.22,0.04,-0.35,0.12,-0.7,0.001,0.1,0.26,0.42,0.4,4.5,24.0,54.0,0.86,0.8,0.7,0.58,0.7,2.4,-0.002,4,-0.38,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_A_025_X2035_RR240_H6,xsec_short_term_oversold_reversal,cross_sectional_short_term_oversold_with_rebound,long,13268,2725,10543,20.538136870666264,-22.948983127303634,0.0,39.32987450435421,60.67012549564579,597,0,0.01,0.0004,0.08,XOR_A_025_X2035_RR240_H6,0.9,2.4,6,26,80,0.4,0.32,-0.03,-0.08,0.25,0.35,0.45,0.35,0.45,0.1,0.15,0.1,-0.1,0.01,-0.22,0.04,-0.35,0.12,-0.7,0.001,0.1,0.26,0.42,0.4,4.5,24.0,54.0,0.86,0.8,0.7,0.58,0.7,2.4,-0.002,4,-0.38,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_A_026_X2035_RR240_H10,xsec_short_term_oversold_reversal,cross_sectional_short_term_oversold_with_rebound,long,13267,2706,10561,20.396472450440946,-23.04206325144891,0.0,39.38244235638252,60.61755764361748,597,0,0.01,0.0004,0.08,XOR_A_026_X2035_RR240_H10,0.9,2.4,10,26,80,0.4,0.32,-0.03,-0.08,0.25,0.35,0.45,0.35,0.45,0.1,0.15,0.1,-0.1,0.01,-0.22,0.04,-0.35,0.12,-0.7,0.001,0.1,0.26,0.42,0.4,4.5,24.0,54.0,0.86,0.8,0.7,0.58,0.7,2.4,-0.002,4,-0.38,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_A_027_X2035_RR240_H14,xsec_short_term_oversold_reversal,cross_sectional_short_term_oversold_with_rebound,long,13267,2705,10562,20.38893495138313,-23.056523879245105,0.0,39.3902679855226,60.6097320144774,597,0,0.01,0.0004,0.08,XOR_A_027_X2035_RR240_H14,0.9,2.4,14,26,80,0.4,0.32,-0.03,-0.08,0.25,0.35,0.45,0.35,0.45,0.1,0.15,0.1,-0.1,0.01,-0.22,0.04,-0.35,0.12,-0.7,0.001,0.1,0.26,0.42,0.4,4.5,24.0,54.0,0.86,0.8,0.7,0.58,0.7,2.4,-0.002,4,-0.38,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_028_DD2012_S75_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,2986,824,2162,27.595445411922302,-5.294704636051084,0.0,9.480033751401795,90.51996624859821,597,0,0.01,0.0004,0.08,XOR_B_028_DD2012_S75_RR160,0.75,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.12,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_029_DD2012_S75_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,2980,782,2198,26.241610738255034,-4.251549389055054,0.0,9.645347871702148,90.35465212829786,597,0,0.01,0.0004,0.08,XOR_B_029_DD2012_S75_RR210,0.75,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.12,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_030_DD2012_S90_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,2978,844,2134,28.34116856950974,-5.615659617122826,0.0,10.837578891514676,89.16242110848532,597,0,0.01,0.0004,0.08,XOR_B_030_DD2012_S90_RR160,0.9,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.12,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_031_DD2012_S90_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,2976,792,2184,26.61290322580645,-4.464774435295205,0.0,11.075442949913617,88.92455705008638,597,0,0.01,0.0004,0.08,XOR_B_031_DD2012_S90_RR210,0.9,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.12,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_032_DD2012_S110_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,2975,831,2144,27.932773109243698,-6.50492297931351,0.0,12.794263771960024,87.20573622803998,597,0,0.01,0.0004,0.08,XOR_B_032_DD2012_S110_RR160,1.1,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.12,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_033_DD2012_S110_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,2971,785,2186,26.422080107707842,-5.030654320092653,0.0,13.040346221086907,86.9596537789131,597,0,0.01,0.0004,0.08,XOR_B_033_DD2012_S110_RR210,1.1,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.12,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_034_DD2020_S75_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,6643,1652,4991,24.868282402528976,-12.717878140969274,0.0,19.59521098391518,80.40478901608482,597,0,0.01,0.0004,0.08,XOR_B_034_DD2020_S75_RR160,0.75,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.2,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_035_DD2020_S75_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,6637,1537,5100,23.158053337351213,-11.237752527877154,0.0,19.950916891615222,80.04908310838478,597,0,0.01,0.0004,0.08,XOR_B_035_DD2020_S75_RR210,0.75,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.2,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_036_DD2020_S90_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,6623,1638,4985,24.7319945643968,-14.17364886336523,0.0,22.32147744024272,77.67852255975728,597,0,0.01,0.0004,0.08,XOR_B_036_DD2020_S90_RR160,0.9,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.2,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_037_DD2020_S90_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,6610,1557,5053,23.555219364599093,-11.979182458890293,0.0,22.60456426144937,77.39543573855063,597,0,0.01,0.0004,0.08,XOR_B_037_DD2020_S90_RR210,0.9,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.2,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_038_DD2020_S110_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,6598,1664,4934,25.21976356471658,-15.594983230469495,0.0,25.69529173711551,74.30470826288449,597,0,0.01,0.0004,0.08,XOR_B_038_DD2020_S110_RR160,1.1,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.2,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_039_DD2020_S110_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,6586,1572,5014,23.868812632857576,-12.97508005118605,0.0,26.03799603352257,73.96200396647743,597,0,0.01,0.0004,0.08,XOR_B_039_DD2020_S110_RR210,1.1,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.2,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_040_DD2030_S75_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,9495,2191,7304,23.0753027909426,-18.36548875007119,0.0,26.309794756256245,73.69020524374376,597,0,0.01,0.0004,0.08,XOR_B_040_DD2030_S75_RR160,0.75,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.3,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_041_DD2030_S75_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,9485,2054,7431,21.65524512387981,-16.448434250885857,0.0,26.717212464530416,73.28278753546958,597,0,0.01,0.0004,0.08,XOR_B_041_DD2030_S75_RR210,0.75,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.3,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_042_DD2030_S90_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,9470,2275,7195,24.02323125659979,-19.596589376979555,0.0,29.511024770939407,70.48897522906059,597,0,0.01,0.0004,0.08,XOR_B_042_DD2030_S90_RR160,0.9,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.3,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_043_DD2030_S90_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,9460,2093,7367,22.124735729386895,-17.598470561590673,0.0,30.117937472571466,69.88206252742853,597,0,0.01,0.0004,0.08,XOR_B_043_DD2030_S90_RR210,0.9,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.3,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_044_DD2030_S110_RR160,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,9433,2212,7221,23.449591858369555,-22.557163817474645,0.0,34.04650317032293,65.95349682967708,597,0,0.01,0.0004,0.08,XOR_B_044_DD2030_S110_RR160,1.1,1.6,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.3,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_B_045_DD2030_S110_RR210,xsec_drawdown_reversal,relative_drawdown_oversold_reversal,long,9422,2075,7347,22.022925068987476,-19.791159318189077,0.0,34.493047699234836,65.50695230076516,597,0,0.01,0.0004,0.08,XOR_B_045_DD2030_S110_RR210,1.1,2.1,8,30,80,0.35,0.3,-0.04,-0.1,0.35,0.3,0.55,0.3,0.35,0.15,0.15,0.1,-0.12,0.01,-0.26,0.04,-0.45,0.12,-0.65,0.001,0.1,0.26,0.42,0.4,4.5,20.0,52.0,0.86,0.8,0.7,0.6,0.7,2.4,-0.004,3,-0.36,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_C_046_SAFE25_RR140,xsec_oversold_safe_vol_reversal,oversold_but_not_extreme_volatility,long,5711,1592,4119,27.876028716511996,-10.832211205764485,0.0,16.89053927993813,83.10946072006186,597,0,0.01,0.0004,0.08,XOR_C_046_SAFE25_RR140,0.95,1.4,12,28,80,0.38,0.3,-0.03,-0.08,0.3,0.25,0.45,0.25,0.45,0.1,0.25,0.25,-0.12,0.01,-0.25,0.04,-0.4,0.12,-0.7,0.001,0.08,0.2,0.34,0.4,3.2,24.0,56.0,0.86,0.8,0.7,0.56,0.7,2.4,-0.004,4,-0.4,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_C_047_SAFE25_RR190,xsec_oversold_safe_vol_reversal,oversold_but_not_extreme_volatility,long,5706,1519,4187,26.621100595864,-8.87823340052587,0.0,17.143457207356917,82.85654279264308,597,0,0.01,0.0004,0.08,XOR_C_047_SAFE25_RR190,0.95,1.9,12,28,80,0.38,0.3,-0.03,-0.08,0.3,0.25,0.45,0.25,0.45,0.1,0.25,0.25,-0.12,0.01,-0.25,0.04,-0.4,0.12,-0.7,0.001,0.08,0.2,0.34,0.4,3.2,24.0,56.0,0.86,0.8,0.7,0.56,0.7,2.4,-0.004,4,-0.4,invalid_no_peak,max_return <= 0
LONG_CROSS_SECTIONAL_OVERSOLD_REVERSAL_V8_1H,XOR_C_048_SAFE25_RR250,xsec_oversold_safe_vol_reversal,oversold_but_not_extreme_volatility,long,5702,1458,4244,25.569975447211508,-6.496936818959165,0.0,17.357965431152888,82.64203456884711,597,0,0.01,0.0004,0.08,XOR_C_048_SAFE25_RR250,0.95,2.5,12,28,80,0.38,0.3,-0.03,-0.08,0.3,0.25,0.45,0.25,0.45,0.1,0.25,0.25,-0.12,0.01,-0.25,0.04,-0.4,0.12,-0.7,0.001,0.08,0.2,0.34,0.4,3.2,24.0,56.0,0.86,0.8,0.7,0.56,0.7,2.4,-0.004,4,-0.4,invalid_no_peak,max_return <= 0
