combo,run_label,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,cap_removed,ruined,leverage,position_fraction,effective_notional_fraction,fee_per_side,long_key,short_key
lx2_sx1,WARMUP2025_ENTRY2026_LONGMAX2V5_SHORT1_SHORT2_LV10_SPLIT100_NOCAP_V1,1195,326,869,396,799,33.13807531380753,164.7898450738313,165.50622492616992,9.177343996075571,241.1398053337012,27,125,0,0,True,False,10.0,0.01,0.1,0.0004,long_max2,short_max1
lx2_sm1,WARMUP2025_ENTRY2026_LONGMAX2V5_SHORT1_SHORT2_LV10_SPLIT100_NOCAP_V1,1010,326,684,381,629,37.722772277227726,146.75984666676675,147.27674753099342,8.364696486664675,226.59279811792976,26,121,0,0,True,False,10.0,0.01,0.1,0.0004,long_max2,short_main1
lx2_sx2,WARMUP2025_ENTRY2026_LONGMAX2V5_SHORT1_SHORT2_LV10_SPLIT100_NOCAP_V1,1212,326,886,360,852,29.7029702970297,186.30683734221677,187.0151342175928,6.668052213824936,267.876815206384,30,109,0,0,True,False,10.0,0.01,0.1,0.0004,long_max2,short_max2
lx2_sm2,WARMUP2025_ENTRY2026_LONGMAX2V5_SHORT1_SHORT2_LV10_SPLIT100_NOCAP_V1,2207,326,1881,456,1751,20.661531490711376,252.19696917272506,252.19696917272506,18.765072187870224,286.10695366397215,58,204,0,0,True,False,10.0,0.01,0.1,0.0004,long_max2,short_main2
