combo,side,trades,wins,losses,win_rate_pct,avg_pnl_decimal,sum_pnl_decimal,same_bar_trades
lx2_sx1,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sx1,short,869,136,733,15.65017261219793,0.00842186482376399,7.318600531850908,62
lx2_sm1,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sm1,short,684,121,563,17.690058479532166,0.00967540013876663,6.617973694916375,58
lx2_sx2,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sx2,short,886,100,786,11.286681715575622,0.009141838715347348,8.099669101797751,46
lx2_sm2,long,326,260,66,79.75460122699386,0.008652173321478671,2.8206085028020467,63
lx2_sm2,short,1881,196,1685,10.41998936735779,0.005335946255013795,10.036914905680948,141
