removed_top_n,removed_symbol_pct,base_trade_list_compound_return_pct,remaining_trade_list_compound_return_pct,delta_return_pct_point
1,0.16750418760469013,957.5792172734958,849.8401921998088,-107.739025073687
3,0.5025125628140703,957.5792172734958,714.2026240155768,-243.376593257919
5,0.8375209380234505,957.5792172734958,648.7694758167255,-308.8097414567703
10,1.675041876046901,957.5792172734958,537.8722768112314,-419.70694046226447
30,5.025125628140704,957.5792172734958,353.4150958038086,-604.1641214696872
60,10.050251256281408,957.5792172734958,219.63025258000806,-737.9489646934878
