axis,strategy,reproduction_trade_count_ok,actual_trades,expected_trades,delta_trades,symbols_total,symbols_with_trades,profitable_symbols,losing_symbols,profitable_symbol_pct,top1_symbol,top1_asset_pnl,top1_positive_pool_share_pct,top10_positive_pool_share_pct,top10pct_n,top10pct_positive_pool_share_pct,positive_contribution_hhi,edge_breadth_verdict,metric_trades,metric_final_return_pct,metric_max_return_pct,metric_max_drawdown_pct,metric_win_rate_pct
short_max2,SMX2V3_B04_M01_S02D_plus_upper020,False,15784,113888,-98104,597,585,370,215,61.97654941373534,JELLYJELLY,56.042943089073205,6.10115534997989,24.463609192262403,60,53.857728025182794,113.087263137322,BROAD_EDGE,15784,791.8006207378583,791.8006207378583,6.563207629426405,5.955397871262037
