run_label,strategy,family,tag,side,trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,symbol_files,errors,position_fraction,fee_per_side,cost_pct_round_trip,name,stop_atr,rr,hold,cooldown,atrp_min,atrp_max,range20_max,range60_max,ret1_min,ret5_min,ret20_min,ret60_min,ret20_max,ret60_max,ema20_pos_min,ema50_pos_min,ema100_pos_min,rsi_min,rsi_max,volr_min,volr_max,close_pos_min,upper_wick_max,body_atr_max,early_bars,early_adverse_pct,early_adverse_atr,early_close_fail_pct,early_require_favorable,early_favorable_pct,early_favorable_atr,late_fail_bars,late_fail_pnl,verdict,note
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_011_EB2_ADV85_RR160,early_adverse_cut,cut_if_early_adverse_excursion,long,4630181,1673963,2956218,36.153295087168296,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_011_EB2_ADV85_RR160,0.85,1.6,14,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.42000000000000004,0.85,-0.282,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_012_EB2_ADV85_RR220,early_adverse_cut,cut_if_early_adverse_excursion,long,4482232,1365004,3117228,30.453666833845283,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_012_EB2_ADV85_RR220,0.85,2.2,14,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.42000000000000004,0.85,-0.282,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_013_EB3_ADV45_RR160,early_adverse_cut,cut_if_early_adverse_excursion,long,4814667,1481181,3333486,30.7639344527877,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_013_EB3_ADV45_RR160,0.85,1.6,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,3,-0.34,0.45,-0.23399999999999999,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_014_EB3_ADV45_RR220,early_adverse_cut,cut_if_early_adverse_excursion,long,4690021,1239094,3450927,26.419796414557634,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_014_EB3_ADV45_RR220,0.85,2.2,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,3,-0.34,0.45,-0.23399999999999999,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_015_EB3_ADV65_RR160,early_adverse_cut,cut_if_early_adverse_excursion,long,4708360,1579376,3128984,33.54407904238418,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_015_EB3_ADV65_RR160,0.85,1.6,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,3,-0.38,0.65,-0.258,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_016_EB3_ADV65_RR220,early_adverse_cut,cut_if_early_adverse_excursion,long,4562948,1288454,3274494,28.237314998987493,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_016_EB3_ADV65_RR220,0.85,2.2,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,3,-0.38,0.65,-0.258,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_017_EB3_ADV85_RR160,early_adverse_cut,cut_if_early_adverse_excursion,long,4634074,1661975,2972099,35.86423091215203,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_017_EB3_ADV85_RR160,0.85,1.6,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,3,-0.42000000000000004,0.85,-0.282,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_A_018_EB3_ADV85_RR220,early_adverse_cut,cut_if_early_adverse_excursion,long,4477772,1341751,3136021,29.964701195147942,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_A_018_EB3_ADV85_RR220,0.85,2.2,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,3,-0.42000000000000004,0.85,-0.282,False,0.2,0.35,5,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_019_FAV20_H8,early_favorable_required,require_early_favorable_excursion,long,4624918,1448004,3176914,31.308749690264783,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_019_FAV20_H8,0.9,2.0,8,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.06,0.2,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_020_FAV20_H12,early_favorable_required,require_early_favorable_excursion,long,4552887,1376355,3176532,30.230379097921823,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_020_FAV20_H12,0.9,2.0,12,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.06,0.2,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_021_FAV20_H18,early_favorable_required,require_early_favorable_excursion,long,4508017,1336335,3171682,29.64352175246899,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_021_FAV20_H18,0.9,2.0,18,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.06,0.2,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_022_FAV35_H8,early_favorable_required,require_early_favorable_excursion,long,4647801,1409437,3238364,30.32481382055729,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_022_FAV35_H8,0.9,2.0,8,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.105,0.35,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_023_FAV35_H12,early_favorable_required,require_early_favorable_excursion,long,4580124,1341497,3238627,29.289534519152756,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_023_FAV35_H12,0.9,2.0,12,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.105,0.35,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_024_FAV35_H18,early_favorable_required,require_early_favorable_excursion,long,4538130,1303583,3234547,28.7251136481326,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_024_FAV35_H18,0.9,2.0,18,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.105,0.35,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_025_FAV50_H8,early_favorable_required,require_early_favorable_excursion,long,4676212,1383178,3293034,29.57902678492763,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_025_FAV50_H8,0.9,2.0,8,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.15,0.5,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_026_FAV50_H12,early_favorable_required,require_early_favorable_excursion,long,4614141,1319918,3294223,28.605931201495576,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_026_FAV50_H12,0.9,2.0,12,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.15,0.5,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_B_027_FAV50_H18,early_favorable_required,require_early_favorable_excursion,long,4575680,1284406,3291274,28.070275893419122,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_B_027_FAV50_H18,0.9,2.0,18,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.5,0.7,2.0,2,-0.45,0.8,-0.3,True,0.15,0.5,6,-0.42,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_028_H4_RR120,short_holding_window,short_holding_time_edge,long,4858878,1911840,2947038,39.34735550059087,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_028_H4_RR120,0.75,1.2,4,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,2,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_029_H4_RR160,short_holding_window,short_holding_time_edge,long,4812921,1683204,3129717,34.97260811054244,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_029_H4_RR160,0.75,1.6,4,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,2,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_030_H4_RR200,short_holding_window,short_holding_time_edge,long,4784031,1572280,3211751,32.86517165127065,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_030_H4_RR200,0.75,2.0,4,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,2,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_031_H6_RR120,short_holding_window,short_holding_time_edge,long,4828300,1932059,2896241,40.01530559410144,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_031_H6_RR120,0.75,1.2,6,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,3,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_032_H6_RR160,short_holding_window,short_holding_time_edge,long,4760240,1661500,3098740,34.90370233433608,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_032_H6_RR160,0.75,1.6,6,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,3,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_033_H6_RR200,short_holding_window,short_holding_time_edge,long,4710729,1504109,3206620,31.92943172914426,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_033_H6_RR200,0.75,2.0,6,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,3,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_034_H8_RR120,short_holding_window,short_holding_time_edge,long,4815699,1937986,2877713,40.24308828271867,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_034_H8_RR120,0.75,1.2,8,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,4,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_035_H8_RR160,short_holding_window,short_holding_time_edge,long,4734471,1648955,3085516,34.82870631164495,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_035_H8_RR160,0.75,1.6,8,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,4,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_036_H8_RR200,short_holding_window,short_holding_time_edge,long,4670761,1465081,3205680,31.367072731831065,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_036_H8_RR200,0.75,2.0,8,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,4,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_037_H10_RR120,short_holding_window,short_holding_time_edge,long,4809736,1940466,2869270,40.34454281898216,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_037_H10_RR120,0.75,1.2,10,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,5,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_038_H10_RR160,short_holding_window,short_holding_time_edge,long,4720597,1641450,3079147,34.77208497145594,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_038_H10_RR160,0.75,1.6,10,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,5,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_C_039_H10_RR200,short_holding_window,short_holding_time_edge,long,4646780,1441682,3205098,31.025398232754725,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_C_039_H10_RR200,0.75,2.0,10,20,0.001,0.08,0.18,0.32,-0.002,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,70.0,0.3,3.5,0.55,0.7,2.0,1,-0.32,0.55,-0.22,False,0.2,0.35,5,-0.35,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_040_H16_RR200,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4393326,1257884,3135442,28.63170181315932,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_040_H16_RR200,1.05,2.0,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_041_H16_RR280,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4254047,1084511,3169536,25.493629948141145,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_041_H16_RR280,1.05,2.8,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_042_H16_RR360,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4183662,1021414,3162248,24.41435278471349,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_042_H16_RR360,1.05,3.6,16,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_043_H24_RR200,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4340660,1213715,3126945,27.96153119571678,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_043_H24_RR200,1.05,2.0,24,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_044_H24_RR280,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4147744,987379,3160365,23.805205914347656,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_044_H24_RR280,1.05,2.8,24,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_045_H24_RR360,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4034699,888591,3146108,22.02372469420891,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_045_H24_RR360,1.05,3.6,24,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_046_H36_RR200,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4312704,1192052,3120652,27.640477992461342,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_046_H36_RR200,1.05,2.0,36,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
LONG_HOLDING_TIME_EDGE_V12_1H,HTE_D_047_H36_RR280,confirmed_longer_holding,longer_hold_after_no_early_failure,long,4075391,927290,3148101,22.753399612454363,-100.0,0.0,100.0,0.0,597,0,0.01,0.0004,0.08,HTE_D_047_H36_RR280,1.05,2.8,36,20,0.001,0.08,0.18,0.32,-0.004,-0.05,-0.14,-0.28,0.18,0.42,0.9,0.84,0.74,30.0,68.0,0.3,2.8,0.5,0.7,2.0,3,-0.5,0.75,-0.35,True,0.08,0.25,8,-0.55,invalid_ruin,MDD >= 100
