axis,baseline_version,strategy,candidate_key,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,mtm_close_max_drawdown_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,same_bar_trades,max_conc,active_leftover,pending_leftover,load_errors
short_main2,v3,MIX05_A02_A03_failfast14_rr630,MIX05_A02_A03_failfast14_rr630,150791,10980,139811,7.281601687103342,86520.8367663832,5.879344393880359,81528.0994560266,1.882073174356906,15.015490588915748,14.233064755345204,74307.00038895881,267412,150791,8370,364,0,0,0
