candidate,trades,wins,losses,win_rate_pct,avg_net_ret_pct,med_net_ret_pct,p05_net_ret_pct,p95_net_ret_pct,profit_factor,avg_mae_pct,med_mae_pct,p75_mae_pct,p90_mae_pct,p95_mae_pct,p99_mae_pct,max_mae_pct,avg_mfe_pct,med_mfe_pct,p95_mfe_pct,max_mfe_pct,mae_gt_3_pct,mae_gt_5_pct,mae_gt_10_pct,final_asset,final_return_pct,max_return_pct,exit_mdd_pct,official_cd_value,max_concurrent,avg_first_break_bars,avg_box_width_pct,avg_break_slip_pct,avg_break_slip_r_box
A_B_BOX_FAST,26,18,8,69.23076923076923,6.246811266460422,2.966183582313522,-4.836363571401835,30.656149176898293,5.867693400796219,6.534365923028284,4.747647747013595,9.16779273343048,12.346270026875338,17.60908719001928,19.575132715777467,19.706444328643393,11.615520119458402,8.092604889008603,38.00674671948503,63.3118941933146,73.07692307692307,50.0,19.230769230769234,101.63424247214299,1.6342424721429882,1.6542549729018141,0.18600847752416255,101.4651694408882,2,1.8846153846153846,2.6804093117392354,0.4286623622748064,0.15218501303077903
B_D_FAST_SLIPR,65,39,26,60.0,1.6597944376141573,1.3042186020697866,-6.039282568707742,9.942763836874763,2.572903565817909,3.3918776749213717,2.4239159709130043,4.796982132388572,8.291903668287436,9.207942160656966,13.509830226250202,19.18119787717969,4.858489698283824,3.149138443256083,12.644997084192243,41.95238095238096,38.46153846153847,23.076923076923077,3.076923076923077,101.08342843057892,1.0834284305789144,1.0834284305789144,0.18412668293284126,100.8973068668149,3,1.8153846153846154,1.167316333158901,0.454281233152593,1.8664755382609581
B_C_FAST_SLIP,65,40,25,61.53846153846154,1.8078849637891616,1.1272746033793268,-6.039282568707742,10.593040017263997,2.511895866046021,4.155907911652539,2.4554088487375614,5.620000000000003,8.76025285546449,10.135928704930109,24.592218471556052,34.21181063933627,5.62026972466608,4.0765391014975005,15.091823156023088,41.95238095238096,43.07692307692308,27.692307692307693,6.153846153846154,101.18058354396722,1.1805835439672174,1.1899987785385147,0.15835859834231678,101.02975571481021,3,1.7846153846153847,1.396172649280029,0.47716023402644986,0.3877116730414543
B_FAST_BREAK,160,91,69,56.875,1.6224226696420079,0.8305946210031689,-6.10974463386084,9.90271016495439,2.343009805292174,3.728724911060908,2.418293094988777,4.758979277068787,8.476347225406315,10.49208119469164,20.69268663043389,34.21181063933627,5.3568266442766665,3.7552655017860537,12.861781852943835,63.3118941933146,40.625,22.5,6.25,102.62534455978873,2.6253445597887337,2.654128653581478,0.23529441432573328,102.41258922278485,6,1.81875,1.3060498994876348,0.24740187305521935,0.8065206890128505
A_BOX_TOP,98,57,41,58.16326530612245,2.371283508409944,1.6909412555433234,-11.050403417340787,16.712933187765614,1.9793622220134204,7.220867701146343,4.960250901485075,9.106402554087978,13.759579650112432,19.25014614173068,45.75937150496938,57.67472371530125,8.61033176937344,6.066439508167032,23.32190460503313,63.3118941933146,67.3469387755102,50.0,19.387755102040817,102.34440068279976,2.344400682799752,2.37746829043719,0.43120663880987403,101.93600985052335,12,9.928571428571429,2.81908857549468,0.42283800377988706,0.14701696949008036
ALL_BASE,486,264,222,54.32098765432099,0.677808653711837,0.262638419283392,-7.45394915510306,8.923777394106239,1.4272680082059923,4.293280152080216,2.62375722624818,5.250582537336373,9.35382946651394,12.888744428595317,23.92689794969078,57.67472371530125,4.631960336253684,2.9687561587681044,14.195991312341572,63.3118941933146,44.8559670781893,26.13168724279835,9.053497942386832,103.33836397876658,3.3383639787665897,3.505610521050917,0.5870862097825845,102.89794335533055,18,8.076131687242798,1.4159430448319452,0.25994100874415216,0.7151439751684074
