box_width_top_q,box_width_threshold_pct,fast_break_max_bars,break_slip_top_q,break_slip_threshold_pct,break_slip_r_top_q,break_slip_r_threshold,base_trades
0.8,1.9959207459207606,3,0.6,0.207039337474126,0.6,0.1785714285714246,486
