strategy,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,dd_brake_trigger_pct,dd_brake_freeze_steps,short_dev,short_wick_mult,score_min_short,preq4_axis,preq4_baseline_version,preq4_engine,preq4_data_scope,preq4_end_date,preq4_holdout_start,preq4_trades,preq4_wins,preq4_losses,preq4_win_rate_pct,preq4_final_asset,preq4_final_return_pct,preq4_peak_asset,preq4_max_return_pct,preq4_max_drawdown_pct,preq4_official_cd_value,preq4_profit_factor,preq4_max_conc,preq4_max_conc_unique_symbols,preq4_same_bar_trades,preq4_active_leftover,preq4_pending_leftover,preq4_blocked_by_guard,preq4_generated_entry_candidates,preq4_executed_entries,preq4_fee_per_side,preq4_position_fraction,preq4_score_dev_weight,preq4_score_rsi_weight,preq4_score_wick_weight,preq4_atr_pct_min,preq4_atr_pct_max,preq4_close_position_min,preq4_close_position_max,preq4_upper_body_ratio_min,preq4_upper_body_ratio_max,preq4_dd_brake_mode,preq4_better_than_short_max_v13_cd,preq4_better_than_current_baseline_cd,preq4_mdd_under_10,preq4_mdd_under_5,preq4_short_main_formula_candidate,preq4_cd_delta_vs_short_max_v13,preq4_mdd_delta_vs_short_max_v13,preq4_cd_delta_vs_current_baseline,preq4_mdd_delta_vs_current_baseline,preq4_active_months,preq4_positive_months,preq4_negative_months,preq4_positive_month_ratio_pct,preq4_monthly_net_pnl_total,preq4_avg_month_pnl,preq4_median_month_pnl,preq4_min_month_pnl,preq4_max_month_pnl,preq4_top1_month_pnl,preq4_top3_month_pnl,preq4_top6_month_pnl,preq4_top1_month_share_pct,preq4_top3_month_share_pct,preq4_top6_month_share_pct,preq4_abs_pnl_concentration_top3_pct,preq4_active_years,preq4_positive_years,preq4_negative_years,preq4_positive_year_ratio_pct,preq4_min_year_pnl,preq4_max_year_pnl,preq4_avg_trades_per_month,preq4_general_consistency_score,preq4_status,preq4_elapsed_minutes_candidate_preq4,preq4_elapsed_minutes_total_so_far,full_axis,full_baseline_version,full_engine,full_data_scope,full_end_date,full_holdout_start,full_trades,full_wins,full_losses,full_win_rate_pct,full_final_asset,full_final_return_pct,full_peak_asset,full_max_return_pct,full_max_drawdown_pct,full_official_cd_value,full_profit_factor,full_max_conc,full_max_conc_unique_symbols,full_same_bar_trades,full_active_leftover,full_pending_leftover,full_blocked_by_guard,full_generated_entry_candidates,full_executed_entries,full_fee_per_side,full_position_fraction,full_score_dev_weight,full_score_rsi_weight,full_score_wick_weight,full_atr_pct_min,full_atr_pct_max,full_close_position_min,full_close_position_max,full_upper_body_ratio_min,full_upper_body_ratio_max,full_dd_brake_mode,full_better_than_short_max_v13_cd,full_better_than_current_baseline_cd,full_mdd_under_10,full_mdd_under_5,full_short_main_formula_candidate,full_cd_delta_vs_short_max_v13,full_mdd_delta_vs_short_max_v13,full_cd_delta_vs_current_baseline,full_mdd_delta_vs_current_baseline,full_active_months,full_positive_months,full_negative_months,full_positive_month_ratio_pct,full_monthly_net_pnl_total,full_avg_month_pnl,full_median_month_pnl,full_min_month_pnl,full_max_month_pnl,full_top1_month_pnl,full_top3_month_pnl,full_top6_month_pnl,full_top1_month_share_pct,full_top3_month_share_pct,full_top6_month_share_pct,full_abs_pnl_concentration_top3_pct,full_active_years,full_positive_years,full_negative_years,full_positive_year_ratio_pct,full_min_year_pnl,full_max_year_pnl,full_avg_trades_per_month,full_general_consistency_score,full_status,full_elapsed_minutes_candidate_fulltrain,full_elapsed_minutes_total_so_far,q4_delta_return_pct,q4_delta_cd,q4_share_of_full_return_pct
smv13_q4lowtop1_stop245_timeout320_rr520_retest_v1,2.45,5.2,320,3,0.0,12,0.035,4,0.032,1.3,2.35,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53649,4158,49491,7.750377453447409,3566.4855917171863,3466.4855917171863,3566.4855917171863,3466.4855917171863,2.2774507674795497,3485.2606382365757,2.2589719429377744,306,306,1939,0,0,0,53649,53649,0.0004,0.01,1.3,0.8,0.7,0.0,999.0,-999.0,999.0,0.0,inf,edge_current,False,False,True,True,True,-3251.4952453310816,-0.9927188022328726,-3251.4952453310816,-0.9927188022328726,71,66,5,92.95774647887323,3466.485591717209,48.823740728411394,5.945933478870311,-0.5582377767188418,1038.7154843103856,1038.7154843103856,1842.4404115575362,2505.990335185359,29.964511803893934,53.150095761535766,72.29195878307272,53.12574729490339,7,7,0,100.0,0.051645742859481994,2860.8608255412373,755.6197183098592,1517.8524495398833,ok,0.388,6.61,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-12-31 23:59:59,2026-01-01 00:00:00,65265,5130,60135,7.860262008733625,15002.94998004871,14902.949980048708,15002.94998004871,14902.949980048708,2.2774507674795497,14661.265180583516,2.567757993841345,306,306,2384,0,0,0,65265,65265,0.0004,0.01,1.3,0.8,0.7,0.0,999.0,-999.0,999.0,0.0,inf,edge_current,True,True,True,True,True,7924.5092970158585,-0.9927188022328726,7924.5092970158585,-0.9927188022328726,74,69,5,93.24324324324324,14902.94998004886,201.3912159466062,6.280312859988027,-0.5582377767188418,4390.2319927345525,4390.2319927345525,11467.195666518308,13278.904799889186,29.458811836662687,76.94581060709373,89.10252545748429,76.93760855727452,7,7,0,100.0,0.051645742859481994,14297.325213872822,881.9594594594595,3417.6597887171033,ok,0.556,14.377,11436.464388331522,11176.00454234694,76.73960124433124
