strategy,axis,baseline_version,engine,data_scope,end_date,holdout_start,trades,wins,losses,win_rate_pct,final_asset,final_return_pct,peak_asset,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover,pending_leftover,blocked_by_guard,generated_entry_candidates,executed_entries,fee_per_side,position_fraction,short_dev,short_wick_mult,score_min_short,score_dev_weight,score_rsi_weight,score_wick_weight,atr_stop_mult,rr_mult,timeout_bars,time_reduce_bars,time_reduce_to_risk_frac,fail_fast_bars,atr_pct_min,atr_pct_max,close_position_min,close_position_max,upper_body_ratio_min,upper_body_ratio_max,dd_brake_trigger_pct,dd_brake_freeze_steps,dd_brake_mode,better_than_short_max_v13_cd,better_than_current_baseline_cd,mdd_under_10,mdd_under_5,short_main_formula_candidate,cd_delta_vs_short_max_v13,mdd_delta_vs_short_max_v13,cd_delta_vs_current_baseline,mdd_delta_vs_current_baseline,active_months,positive_months,negative_months,positive_month_ratio_pct,monthly_net_pnl_total,avg_month_pnl,median_month_pnl,min_month_pnl,max_month_pnl,top1_month_pnl,top3_month_pnl,top6_month_pnl,top1_month_share_pct,top3_month_share_pct,top6_month_share_pct,abs_pnl_concentration_top3_pct,active_years,positive_years,negative_years,positive_year_ratio_pct,min_year_pnl,max_year_pnl,avg_trades_per_month,general_consistency_score,status,elapsed_minutes_candidate_preq4,elapsed_minutes_total_so_far
smv13_q4lowtop1_stop245_timeout320_rr520_retest_v1,short_max,short_max/v13,actual_bar_engine_no_same_timestamp_reentry_force_final_close_train_to_20251231_FAST_SIGNAL_PRECOMPUTE_CHUNKED_MEMSAFE,train_until_2025_12_31_end,2025-09-30 23:59:59,2026-01-01 00:00:00,53649,4158,49491,7.750377453447409,3566.4855917171863,3466.4855917171863,3566.4855917171863,3466.4855917171863,2.2774507674795497,3485.2606382365757,2.2589719429377744,306,306,1939,0,0,0,53649,53649,0.0004,0.01,0.032,1.3,2.35,1.3,0.8,0.7,2.45,5.2,320,3,0.0,12,0.0,999.0,-999.0,999.0,0.0,inf,0.035,4,edge_current,False,False,True,True,True,-3251.4952453310816,-0.9927188022328726,-3251.4952453310816,-0.9927188022328726,71,66,5,92.95774647887323,3466.485591717209,48.823740728411394,5.945933478870311,-0.5582377767188418,1038.7154843103856,1038.7154843103856,1842.4404115575362,2505.990335185359,29.964511803893934,53.150095761535766,72.29195878307272,53.12574729490339,7,7,0,100.0,0.051645742859481994,2860.8608255412373,755.6197183098592,1517.8524495398833,ok,0.388,6.61
