strategy,trades,wins,losses,win_rate_pct,sum_trade_pnl_pct,trade_row_realized_mdd_proxy_pct,worst_trade_pnl_pct,best_trade_pnl_pct,mae_field,mae_min,mae_avg,mfe_field,mfe_max,mfe_avg,chron_final_return_pct,chron_max_drawdown_pct,chron_cd_value,chron_max_gross_exposure_pct,exit_reason_counts_json
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32,55923,22630,33293,40.466355524560555,18340.494791193465,137.016328381246,-28.569742712887134,126.63290262520944,mae_pct,-93.35195530726257,-2.3937204853572385,mfe_pct,133.21541612362688,2.8881753690971728,446.2622194089647,23.1470859203073,435.56208612377895,738.0,"{""stop"": 31382, ""stop_first_same_bar"": 8, ""target"": 499, ""time"": 24034}"
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V61_REF_LONG_MAX2_V6,55570,34950,20620,62.893647651610586,44329.73935054876,27.562451503563352,-20.64974265975183,74.12907803415953,mae_pct,-93.35195530726257,-1.9045592024782512,mfe_pct,87.74250440917109,2.136045489061312,7585.487629767029,6.414126919816894,7201.055120019657,738.0,"{""stop"": 15595, ""stop_dynamic"": 34815, ""stop_first_same_bar"": 7, ""target"": 92, ""time"": 5061}"
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V61_REF_MGMT_FR100,51565,33659,17906,65.2748957626297,54246.14292218715,25.282266779184283,-19.631864179924847,203.90351648351646,mae_pct,-93.35195530726257,-1.8959707419721639,mfe_pct,217.44505494505492,2.062108704421567,20660.975984459914,6.2813636060082345,19478.513051524453,734.0,"{""stop"": 12892, ""stop_dynamic"": 35232, ""stop_first_same_bar"": 6, ""target"": 62, ""time"": 3373}"
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V61_AUDIT_STOP165_FR100,51566,35187,16379,68.2368227126401,65511.982094601575,28.68120012804866,-22.32867303232828,203.90351648351646,mae_pct,-93.35195530726257,-1.9245151786387518,mfe_pct,217.44505494505492,2.049853898562025,63547.25887822252,6.928995949328538,59300.50810872202,737.0,"{""stop"": 11064, ""stop_dynamic"": 37773, ""stop_first_same_bar"": 5, ""target"": 38, ""time"": 2686}"
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V61_AUDIT_STOP175_FR100,51563,35885,15678,69.59447665962027,71652.13284852865,26.00769825345924,-23.67707745852999,203.90351648351646,mae_pct,-93.35195530726257,-1.9407635427895975,mfe_pct,217.44505494505492,2.0436954400655947,117080.67847804312,7.3219395891421835,108723.67874148747,737.0,"{""stop"": 10249, ""stop_dynamic"": 38875, ""stop_first_same_bar"": 4, ""target"": 30, ""time"": 2405}"
LM26R_001_RETEST_S128_RR505_B360_H17_CD32__V35_BASELINE_S130_RR625_B400_H17_C32__V61_AUDIT_STOP185_FR100,51566,36516,15050,70.81410231547919,77690.1270366303,27.475566725086537,-25.02548188473171,203.90351648351646,mae_pct,-93.35195530726257,-1.9524460689487473,mfe_pct,217.44505494505492,2.0376564530595656,213357.32835087396,7.713231007959111,197228.00826108715,737.0,"{""stop"": 9552, ""stop_dynamic"": 39862, ""stop_first_same_bar"": 3, ""target"": 22, ""time"": 2127}"
