experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
rr40_t60_baseline,86919,2948.9979171379887,28.489979171379886,2950.907796613711,28.50907796613711,0.2207112368987218,1.3518529926795744,-0.3450155759195601,388,388,7308,0
rr40_t60_no_failfast,86914,2945.853139550053,28.458531395500533,2947.7609823521875,28.477609823521874,0.22072393400372783,1.3515463391454776,-0.34510975460500193,388,388,7308,0
rr40_t60_no_earlyreduce,86331,1793.6330578925608,16.93633057892561,1795.2161332121423,16.952161332121424,0.3582953979451182,1.2038400967913787,-0.49490210760807685,389,389,7285,0
rr40_t100,86699,2750.740662731168,26.50740662731168,2752.5832844534452,26.525832844534452,0.18717632267961568,1.3479052476845055,-0.29284868253241214,388,388,7298,0
rr50_t60,86761,2992.991035982563,28.92991035982563,2994.9294070195265,28.949294070195265,0.219361233734051,1.35445007549648,-0.3480370085585478,387,387,7296,0
rr50_t100,86393,2821.348552325488,27.21348552325488,2823.2383989895543,27.232383989895542,0.1840079636081627,1.3545303707398766,-0.2977167454097708,386,386,7271,0
rr40_t60_ema_or_rr,87125,1522.9612557865953,14.229612557865954,1523.91607869952,14.239160786995201,0.2731248206599713,1.2791520676170052,-0.3749258008874601,386,386,7716,0
rr40_t60_wick_or_atr,86424,2926.5214253211007,28.265214253211006,2928.4167481943387,28.284167481943385,0.22345644728316208,1.3557018071667195,-0.38125268182745153,393,393,6655,0
rr40_t60_asym_short_s22,78472,2543.9797192202004,24.439797192202004,2545.6272940198155,24.456272940198154,0.22199000917524722,1.3738415756875904,-0.3476285284689774,387,387,6899,0
rr40_t60_asym_both_balanced,66979,2194.7022189471345,20.947022189471344,2196.1235887958314,20.961235887958313,0.22581704713417639,1.4112027743972595,-0.3316920764313406,380,380,6529,0
rr40_t60_asym_both_wick_or_atr,66565,2161.8526194372744,20.618526194372745,2163.2527146775615,20.632527146775615,0.22903928490948697,1.412240962865027,-0.37065939143728965,385,385,5928,0
rr40_t60_long_only,50268,849.7717430660487,7.497717430660487,971.8151941068293,8.718151941068292,0.223143948436381,1.3577308400951802,-0.42463274800417494,386,386,3543,0
rr40_t60_short_only,36782,351.2857705186517,2.512857705186517,351.55495178420983,2.515549517842098,0.21738894024250993,1.3049648360225976,-0.04062383174053186,294,294,3771,0
