experiment,trades,final_asset,final_return,peak_asset,peak_growth,win_rate,pf,mdd,max_conc,max_conc_unique_symbols,same_bar_trades,active_leftover
non_top200_reference_atr020,86832,1196.0060544860653,10.960060544860653,1222.769795270078,11.22769795270078,0.3785816288925742,1.226414423594533,-0.4094334384685051,386,386,7703,0
guard_short_soft,86832,1196.0060544860653,10.960060544860653,1222.769795270078,11.22769795270078,0.3785816288925742,1.226414423594533,-0.4094334384685051,386,386,7703,0
guard_short_med,86831,1195.5166673872677,10.955166673872677,1222.269456864296,11.22269456864296,0.37857447225069385,1.2263717321232568,-0.40967508913165085,386,386,7703,0
guard_short_burst180,86818,1191.298635720755,10.91298635720755,1217.957035787525,11.17957035787525,0.3784929392522288,1.2259330769497707,-0.4094127419523884,386,386,7703,0
guard_short_burst150,86823,1192.424749343903,10.92424749343903,1219.1083491268423,11.191083491268422,0.3785172131808392,1.226055652026058,-0.40967508913165085,386,386,7703,0
guard_balanced_soft,86831,1195.6378230678906,10.956378230678906,1222.3933237178392,11.223933237178391,0.37857447225069385,1.2263578468801606,-0.4094334384685051,386,386,7703,0
atr025_cap22_guard_short_soft,85985,1189.0907175918505,10.890907175918505,1216.1948941001299,11.161948941001299,0.37853113915217773,1.2279741445882018,-0.4085841425343395,386,386,7703,0
atr025_cap22_guard_short_burst180,85971,1184.4105342301812,10.84410534230181,1211.4080304708998,11.114080304708999,0.37844156750532154,1.2274889361511767,-0.4085634077701469,386,386,7703,0
wick06_guard_short_soft,84827,1174.9536755478462,10.749536755478461,1202.5860399535322,11.025860399535322,0.3784997701203626,1.2295713453924209,-0.4055669979270462,386,386,7703,0
wick06_guard_short_burst180,84808,1168.2993024304972,10.682993024304972,1195.775170400007,10.95775170400007,0.37836053202528064,1.2288655910128847,-0.4055669979270462,386,386,7703,0
atr025_cap22_wick06_guard_short_soft,83721,1172.9170623442385,10.729170623442386,1204.663808067202,11.046638080672018,0.37851912901183693,1.2317091096929744,-0.4021980743511918,386,386,7703,0
atr025_cap22_wick06_guard_short_burst180,83699,1166.0038584757626,10.660038584757626,1197.5634880484122,10.975634880484122,0.3783796700080049,1.2309685225606959,-0.40215142199041054,386,386,7703,0
soft_asym_short_guard_soft,81419,1102.4476731504174,10.024476731504173,1137.6022428433967,10.376022428433966,0.37846202974735627,1.2361461634620792,-0.4091482141739632,386,386,7241,0
