active,date,equity,scenario,spec
1,2019-12-01,99.96895863040278,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-02,99.97525429509987,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2019-12-04,99.982640631148,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-05,100.00367265964101,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-08,99.99703302684333,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-09,100.00200255127717,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-10,100.00398349197849,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-12,99.99890713934602,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2019-12-13,99.99901858443482,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-14,99.99811546292243,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-17,100.00940864645123,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-18,100.02331154750523,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-19,100.02067191161385,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2019-12-21,100.03311389763957,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2019-12-22,100.02833992905755,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-23,99.98324818572618,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2019-12-24,99.99305079886923,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2019-12-25,100.01299326825493,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-26,100.00464738766667,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-27,100.01546637656615,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-28,99.97062633096817,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2019-12-29,99.96144432198177,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2019-12-30,99.94158407259,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2019-12-31,99.96392281746405,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-01,99.98939570610169,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2020-01-03,99.9367300696147,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-04,99.87439698229015,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-06,99.81962779882167,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-07,99.82449113109017,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-08,99.91105031152715,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-09,99.93785849575052,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
3,2020-01-10,99.85860806798279,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-11,99.79557494107763,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-12,99.80509218016016,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-14,99.55453991219525,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-15,99.5242978912963,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-16,99.50666346490713,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2020-01-17,99.31540766907516,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-18,99.15667001676867,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2020-01-19,99.28367955617229,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2020-01-20,99.19344322160244,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-21,99.21343893872923,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
3,2020-01-22,99.22499470013103,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-23,99.19651791530153,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
3,2020-01-24,99.20214389684226,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-01-25,99.25245624764602,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
3,2020-01-26,99.17529464890963,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2020-01-27,98.95429110701818,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
5,2020-01-28,98.90437042829222,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-29,98.81241823583609,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-30,98.77045126270238,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
1,2020-01-31,98.73572340056162,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
2,2020-02-01,98.72781151775575,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
5,2020-02-02,98.57098728548222,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
0,2020-02-03,98.65330317299981,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,btc_rb_z4_gap1_cd144_h144_k1_short
