avg_trade_net_return_pct,bankrupt,cd_value,cooldown_bars,entries,exits,fee_per_side,final_equity,final_return_pct,flats,gap_min,horizon,leverage,leveraged_final_equity_at_optimal,leveraged_mdd_pct_at_optimal,leveraged_peak_equity_at_optimal,losses,max_concurrent_cap,max_concurrent_positions,max_drawdown_pct,max_gross_exposure_pct,max_leveraged_cd_value,min_equity,mtm_mode,optimal_leverage,peak_equity,period,position_fraction,profit_factor_contribution,return_over_mdd,scenario,selected_after_cap,selected_before_cap,slippage_bps,spec,win_rate_pct,wins,z_threshold
-0.05525574964538027,False,41.45303249875899,144,101199,101199,0.0004,55.66864432984007,-44.33135567015994,0,1.0,144,1.0,55.66864432984007,-59.57385513618232,102.54015721360659,46269,0,1,-59.57385513618232,1.0,41.45303249875899,41.453032498759,quick_exit_order,0.0,102.54015721360659,BASE,0.01,0.9649572203498402,-0.7441411264861251,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,101199,101199,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,54.27919248213915,54930,4.0
-0.08465372488090404,False,43.14101133474929,144,92461,92461,0.0004,44.793654731865956,-55.20634526813404,0,1.0,144,1.0,44.793654731865956,-57.92769144591805,102.54015721360659,42767,0,1,-57.92769144591805,1.0,43.14101133474929,43.14101133474929,quick_exit_order,0.0,102.54015721360659,EX_2025Q4,0.01,0.9522349729236251,-0.9530216704678333,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,92461,92461,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,53.74590367830761,49694,4.0
-0.0832035046714194,False,43.89069182066573,144,91248,91248,0.0004,45.86852905624796,-54.131470943752035,0,1.0,144,1.0,45.86852905624796,-57.196582282164044,102.54015721360659,42208,0,1,-57.196582282164044,1.0,43.89069182066573,43.89069182066572,quick_exit_order,0.0,102.54015721360659,PRE_2025Q4,0.01,0.9527462662645408,-0.9464109354770343,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,91248,91248,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,53.74364369630019,49040,4.0
0.255818430745071,False,111.806162821885,144,8738,8738,0.0004,124.27796897366804,24.27796897366803,0,1.0,144,1.0,149.6196322305501,-27.066549968260333,159.0110731939601,3502,0,1,-13.243162651840045,1.0,115.97226161284988,90.37358152018732,quick_exit_order,2.0438131494594023,128.87302746318508,ONLY_2025Q4,0.01,1.1042813780810945,1.8332455480560588,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,8738,8738,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,59.92217898832685,5236,4.0
-0.19374662980675245,False,94.05361851008158,144,1213,1213,0.0004,97.65661915370362,-2.3433808462963834,0,1.0,144,1.0,97.65661915370362,-6.511301192686824,100.60426523202847,559,0,1,-6.511301192686824,1.0,94.05361851008158,94.05361851008158,quick_exit_order,0.0,100.60426523202847,2026_ENTRY_ONLY,0.01,0.8950422833538981,-0.3598944015872518,btc_rb_z4_gap1_cd144_h144_k1_short_capnone,1213,1213,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,53.915910964550704,654,4.0
-0.05879377464510085,False,42.27630359538729,144,99297,99297,0.0004,54.3504434537302,-45.6495565462698,0,1.0,144,1.0,54.3504434537302,-58.770978371605786,102.54015721360659,45471,50,1,-58.770978371605786,1.0,42.27630359538729,42.2763035953873,quick_exit_order,0.0,102.54015721360659,BASE,0.01,0.9634229777229847,-0.776736372459721,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,99297,101199,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,54.207075742469556,53826,4.0
-0.0793239613185305,False,45.61817182443797,144,91512,91512,0.0004,47.42466276395817,-52.57533723604183,0,1.0,144,1.0,47.42466276395817,-55.511895959542514,102.54015721360659,42312,50,1,-55.511895959542514,1.0,45.61817182443797,45.61817182443797,quick_exit_order,0.0,102.54015721360659,EX_2025Q4,0.01,0.9543175967853257,-0.9471003706009092,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,91512,92461,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,53.76344086021505,49200,4.0
-0.07923641880574353,False,46.09621286894099,144,90469,90469,0.0004,47.86469778127304,-52.13530221872696,0,1.0,144,1.0,47.86469778127304,-55.04569709902469,102.54015721360659,41837,50,1,-55.04569709902469,1.0,46.09621286894099,46.09621286894099,quick_exit_order,0.0,102.54015721360659,PRE_2025Q4,0.01,0.9543510013590653,-0.9471276587693664,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,90469,91248,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,53.75543003680819,48632,4.0
0.18117913166411187,False,103.17914885595367,144,7791,7791,0.0004,114.4941443111203,14.494144311120305,0,1.0,144,1.0,116.33211094947904,-15.010835215158453,121.45069096027927,3164,50,1,-13.321560973469449,1.0,103.21992787256042,88.53099520201457,quick_exit_order,1.1268075299173481,119.03669472447766,ONLY_2025Q4,0.01,1.0720717724363904,1.0880214668525794,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,7791,8738,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,59.38903863432166,4627,4.0
-0.08691733005230241,False,95.30650759125025,144,1043,1043,0.0004,99.08066897376925,-0.9193310262307519,0,1.0,144,1.0,99.08066897376925,-5.26593741185798,100.60426523202847,475,50,1,-5.26593741185798,1.0,95.30650759125025,95.30650759125025,quick_exit_order,0.0,100.60426523202847,2026_ENTRY_ONLY,0.01,0.9499809420814052,-0.1745806974766881,btc_rb_z4_gap1_cd144_h144_k1_short_cap50,1043,1213,1.0,btc_rb_z4_gap1_cd144_h144_k1_short,54.45829338446788,568,4.0
