run_tag,experiment_name,side,family,run_mode,date_from,symbols_selected,symbols_scanned,symbols_with_trade,runtime_sec,final_return_pct,mdd_pct,cd_value,pf,win_rate_pct,trades,max_conc,baseline_name,delta_cd_value_vs_baseline,code_path,result_path,summary_file,verdict
2V2_FAST,2V2_L01_squeeze_breakout,long_only,volatility_compression_breakout_long,FAST,2024-01-01,10,10,5,590.129,-1.88457,-1.88457,96.266376,0.05,11.111111,9,5,long_hybrid_wick_bridge_halfhalf,-12.544224,run_2V2_batch.py,local_results\2V2\FAST\2V2_L01_squeeze_breakout,local_results\2V2\FAST\2V2_L01_squeeze_breakout\summary.json,candidate_under_mdd5
2V2_FAST,2V2_L02_trend_pullback_reclaim,long_only,trend_pullback_reclaim_long,FAST,2024-01-01,10,10,5,986.431,-1.321884,-1.564894,97.133908,0.47,28.571429,14,5,long_hybrid_wick_bridge_halfhalf,-11.676692,run_2V2_batch.py,local_results\2V2\FAST\2V2_L02_trend_pullback_reclaim,local_results\2V2\FAST\2V2_L02_trend_pullback_reclaim\summary.json,candidate_under_mdd5
2V2_FAST,2V2_L03_expansion_followthrough,long_only,expansion_followthrough_long,FAST,2024-01-01,10,10,6,1621.33,-0.156844,-1.245801,98.599309,0.933333,47.058824,17,6,long_hybrid_wick_bridge_halfhalf,-10.211291,run_2V2_batch.py,local_results\2V2\FAST\2V2_L03_expansion_followthrough,local_results\2V2\FAST\2V2_L03_expansion_followthrough\summary.json,candidate_under_mdd5
2V2_FAST,2V2_S01_failed_breakout_trap,short_only,failed_breakout_trap_short,FAST,2024-01-01,10,10,10,598.763,6.713784,-1.404461,105.215031,2.776663,64.285714,42,10,short_beh_dd_brake,-286.745569,run_2V2_batch.py,local_results\2V2\FAST\2V2_S01_failed_breakout_trap,local_results\2V2\FAST\2V2_S01_failed_breakout_trap\summary.json,candidate_under_mdd5
2V2_FAST,2V2_S02_trend_pullback_fail,short_only,trend_pullback_fail_short,FAST,2024-01-01,10,10,8,616.906,1.930538,-1.157354,100.750841,1.855556,52.631579,19,7,short_beh_dd_brake,-291.209759,run_2V2_batch.py,local_results\2V2\FAST\2V2_S02_trend_pullback_fail,local_results\2V2\FAST\2V2_S02_trend_pullback_fail\summary.json,candidate_under_mdd5
2V2_FAST,2V2_S03_squeeze_breakdown,short_only,volatility_compression_breakdown_short,FAST,2024-01-01,10,10,10,615.963,1.629986,-3.062542,98.517525,1.306798,40.540541,37,10,short_beh_dd_brake,-293.443075,run_2V2_batch.py,local_results\2V2\FAST\2V2_S03_squeeze_breakdown,local_results\2V2\FAST\2V2_S03_squeeze_breakdown\summary.json,candidate_under_mdd5
