experiment_name,side,symbol,entry_time,exit_time,entry_price,exit_price,stop_price,target_price_initial,duration_bars,score,score_detail,atr,risk_multiple,pnl_pct_raw,exit_reason
1V2_S01_ddbrake_cap,short_only,ADA,2024-01-11 07:20:00,2024-01-11 07:30:00,0.5681999921798706,0.5799605137016625,0.5799605137016625,0.4976368630491197,2,2.5,dev+rsi+wick,0.0061979033052921295,-1.0000000000000033,-0.02069785583184049,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-01-11 07:30:00,2024-01-11 08:15:00,0.5728999972343445,0.5845884644554462,0.5845884644554462,0.502769193907734,9,2.5,dev+rsi+wick,0.006159930024296045,-0.9999999999999986,-0.02040228185988377,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-01-11 07:35:00,2024-01-11 08:25:00,0.5785999894142151,0.5779983524382697,0.5906327289331239,0.5064035523007624,10,2.5,dev+rsi+vol,0.006341364700347185,0.049999999999996464,0.001039815048310845,time_reduce
1V2_S01_ddbrake_cap,short_only,ADA,2024-02-29 15:35:00,2024-02-29 16:25:00,0.6901999711990356,0.6896929518923862,0.7003403573320247,0.6293576544011011,10,2.5,dev+rsi+vol,0.00534407701343298,0.04999999999999719,0.0007345976931419117,time_reduce
1V2_S01_ddbrake_cap,short_only,ADA,2024-03-02 09:10:00,2024-03-02 09:25:00,0.7432000041007996,0.7530776231398341,0.7530776231398341,0.6839342898665928,3,2.5,dev+rsi+vol,0.0052055963315069675,-1.000000000000003,-0.013290660635807545,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-03-02 09:15:00,2024-03-02 10:05:00,0.7455000281333923,0.7560003473539837,0.7560003473539837,0.6824981128098443,10,3.0,dev+rsi+wick+vol,0.005533765070140362,-1.0000000000000022,-0.014084934707356625,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-03-02 09:25:00,2024-03-02 10:05:00,0.7444999814033508,0.7556333299994002,0.7556333299994002,0.677699889827054,8,2.5,dev+rsi+vol,0.0058673773892223835,-0.9999999999999951,-0.014954128776556221,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-03-02 09:30:00,2024-03-02 10:20:00,0.751800000667572,0.7512112614883226,0.7635747842525598,0.6811512991576456,10,2.5,dev+rsi+vol,0.006205419544130564,0.050000000000000905,0.0007831061169547994,time_reduce
1V2_S01_ddbrake_cap,short_only,ADA,2024-03-06 14:10:00,2024-03-06 14:25:00,0.7106000185012817,0.7187392509949859,0.7187392509949859,0.6617646235390566,3,2.5,dev+rsi+vol,0.004289450589567423,-1.0,-0.011454027978876987,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-03-06 14:15:00,2024-03-06 14:45:00,0.7135999798774719,0.7220930371852592,0.7220930371852592,0.6626416360307484,6,2.5,dev+rsi+vol,0.004475919529795647,-1.000000000000003,-0.011901706204147539,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-07-08 17:50:00,2024-07-08 18:20:00,0.3714999854564667,0.376014398970874,0.376014398970874,0.34441350437002255,6,2.5,dev+rsi+vol,0.002379137556999922,-0.9999999999999984,-0.012151853811946799,stop
1V2_S01_ddbrake_cap,short_only,ADA,2024-07-08 17:55:00,2024-07-08 18:20:00,0.37209999561309814,0.3766036827588687,0.3766036827588687,0.34507787273847496,5,2.5,dev+rsi+vol,0.0023734846618026495,-1.0000000000000029,-0.012103432407597719,stop
