profile,role,scenario,quarter,start_equity,end_equity,quarter_return_pct,quarter_mdd_pct,entries,exits
bear_range25_body08_vol15_cp20,primary,BASE,2019Q3,100.0,99.97943048034557,-0.02056951965443421,-0.14815081266681407,8,8
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2019Q3,100.0,99.97943048034557,-0.02056951965443421,-0.14815081266681407,8,8
bear_range25_body08_vol15_cp20,primary,ONLY_2025Q4,2019Q3,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,PRE_2025Q4,2019Q3,100.0,99.97943048034557,-0.02056951965443421,-0.14815081266681407,8,8
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2019Q3,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,BASE,2019Q4,99.97943048034557,99.84808651124692,-0.13137099148056164,-0.3241231576591619,65,65
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2019Q4,99.97943048034557,99.84808651124692,-0.13137099148056164,-0.3241231576591619,65,65
bear_range25_body08_vol15_cp20,primary,ONLY_2025Q4,2019Q4,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,PRE_2025Q4,2019Q4,99.97943048034557,99.84808651124692,-0.13137099148056164,-0.3241231576591619,65,65
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2019Q4,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,BASE,2020Q1,99.84808651124692,96.61474706917748,-3.2382587939782215,-9.665068250640152,728,727
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2020Q1,99.84808651124692,96.61474706917748,-3.2382587939782215,-9.665068250640152,728,727
bear_range25_body08_vol15_cp20,primary,ONLY_2025Q4,2020Q1,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,PRE_2025Q4,2020Q1,99.84808651124692,96.61474706917748,-3.2382587939782215,-9.665068250640152,728,727
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2020Q1,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,BASE,2020Q2,96.61474706917748,98.01882348507277,1.453273396130661,-2.996389802030508,1438,1425
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2020Q2,96.61474706917748,98.01882348507277,1.453273396130661,-2.996389802030508,1438,1425
bear_range25_body08_vol15_cp20,primary,ONLY_2025Q4,2020Q2,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,PRE_2025Q4,2020Q2,96.61474706917748,98.01882348507277,1.453273396130661,-2.996389802030508,1438,1425
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2020Q2,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,BASE,2020Q3,98.01882348507277,105.96768467363026,8.109525197237266,-4.055116381157198,2050,2061
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2020Q3,98.01882348507277,105.96768467363026,8.109525197237266,-4.055116381157198,2050,2061
bear_range25_body08_vol15_cp20,primary,ONLY_2025Q4,2020Q3,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,PRE_2025Q4,2020Q3,98.01882348507277,105.96768467363026,8.109525197237266,-4.055116381157198,2050,2061
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2020Q3,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,BASE,2020Q4,105.96768467363026,103.7095251265861,-2.130988851930715,-9.439512913764736,3851,3846
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2020Q4,105.96768467363026,103.7095251265861,-2.130988851930715,-9.439512913764736,3851,3846
bear_range25_body08_vol15_cp20,primary,ONLY_2025Q4,2020Q4,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,PRE_2025Q4,2020Q4,105.96768467363026,103.7095251265861,-2.130988851930715,-9.439512913764736,3851,3846
bear_range25_body08_vol15_cp20,primary,2026_ENTRY_ONLY,2020Q4,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,BASE,2021Q1,103.7095251265861,174.75233545935822,68.50172175222909,-5.708078233121205,3032,3038
bear_range25_body08_vol15_cp20,primary,EX_2025Q4,2021Q1,103.7095251265861,174.75233545935822,68.50172175222909,-5.708078233121205,3032,3038
bear_range25_body08_vol15_cp20,primary,ONLY_2025Q4,2021Q1,100.0,100.0,0.0,0.0,0,0
bear_range25_body08_vol15_cp20,primary,PRE_2025Q4,2021Q1,103.7095251265861,174.75233545935822,68.50172175222909,-5.708078233121205,3032,3038
