profile,symbol,rows,raw_events,selected_trades,first_entry,last_exit
bear_range25_body08_vol15_cp20,MASK,460500,731,664,2021-08-30 09:50:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,MAV,265408,369,339,2023-07-01 10:45:00,2026-01-09 09:05:00
bear_range25_body08_vol15_cp20,MAVIA,82122,115,105,2025-03-28 06:25:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,MBOX,142711,176,157,2024-09-02 07:35:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,MDT,265120,170,139,2023-07-10 09:05:00,2024-05-14 16:40:00
bear_range25_body08_vol15_cp20,ME,112657,183,168,2024-12-12 09:05:00,2026-01-11 15:00:00
bear_range25_body08_vol15_cp20,MELANIA,100936,150,129,2025-01-25 05:35:00,2026-01-10 05:30:00
bear_range25_body08_vol15_cp20,MEME,228817,256,236,2023-11-05 00:15:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,MEMEFI,73598,51,49,2025-04-29 13:25:00,2025-08-09 21:00:00
bear_range25_body08_vol15_cp20,MERL,63789,98,83,2025-05-31 08:00:00,2026-01-12 05:40:00
bear_range25_body08_vol15_cp20,MET,24857,34,32,2025-10-15 20:05:00,2026-01-11 12:35:00
bear_range25_body08_vol15_cp20,METIS,191404,256,224,2024-03-14 20:10:00,2026-01-09 23:35:00
bear_range25_body08_vol15_cp20,MEW,163396,202,188,2024-06-30 09:15:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,MILK,70352,133,118,2025-05-09 06:45:00,2025-12-05 06:30:00
bear_range25_body08_vol15_cp20,MINA,308043,412,365,2023-02-16 21:10:00,2026-01-08 14:00:00
bear_range25_body08_vol15_cp20,MIRA,29184,52,46,2025-09-30 09:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,MITO,37483,56,51,2025-09-01 18:05:00,2026-01-12 06:05:00
bear_range25_body08_vol15_cp20,MKR,569639,975,825,2020-08-14 23:10:00,2025-09-08 10:35:00
bear_range25_body08_vol15_cp20,MLN,80782,95,88,2025-04-02 05:50:00,2026-01-04 11:00:00
bear_range25_body08_vol15_cp20,MMT,15649,21,18,2025-11-20 17:05:00,2026-01-10 21:00:00
bear_range25_body08_vol15_cp20,MOCA,110996,209,189,2024-12-20 09:05:00,2026-01-11 19:25:00
bear_range25_body08_vol15_cp20,MON,25208,33,29,2025-10-12 00:05:00,2026-01-10 18:30:00
bear_range25_body08_vol15_cp20,MOODENG,125996,173,155,2024-10-27 22:30:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,MORPHO,116433,178,156,2024-11-29 00:45:00,2026-01-12 06:10:00
bear_range25_body08_vol15_cp20,MOVE,112982,140,129,2024-12-15 12:35:00,2026-01-10 01:00:00
bear_range25_body08_vol15_cp20,MOVR,213540,323,289,2024-01-01 03:35:00,2026-01-11 18:35:00
bear_range25_body08_vol15_cp20,MTL,503375,1057,916,2021-04-03 05:50:00,2026-01-12 11:00:00
bear_range25_body08_vol15_cp20,MUBARAK,84755,114,107,2025-03-19 20:30:00,2026-01-09 05:15:00
bear_range25_body08_vol15_cp20,MYRO,193421,259,229,2024-03-12 17:15:00,2025-11-11 20:00:00
bear_range25_body08_vol15_cp20,MYX,57980,90,79,2025-06-30 00:25:00,2026-01-11 15:00:00
bear_range25_body08_vol15_cp20,NAORIS,45594,58,53,2025-08-02 15:35:00,2026-01-11 23:05:00
bear_range25_body08_vol15_cp20,NEAR,551474,821,714,2020-10-17 05:10:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,NEIRO,137213,145,134,2024-09-20 16:45:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,NEIROETH,140064,154,139,2024-09-11 06:15:00,2025-09-26 20:30:00
bear_range25_body08_vol15_cp20,NEO,620891,1186,1033,2020-02-19 23:00:00,2026-01-12 13:05:00
bear_range25_body08_vol15_cp20,NEWT,57668,79,69,2025-06-23 23:10:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,NFP,213240,238,221,2023-12-29 09:05:00,2026-01-10 19:00:00
bear_range25_body08_vol15_cp20,NIL,82748,148,127,2025-03-26 22:55:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,NKN,500782,939,822,2021-04-12 16:35:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,NMR,267424,390,352,2023-06-26 09:15:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,NOM,27792,49,48,2025-10-10 02:00:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,NOT,172614,225,202,2024-05-19 14:55:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,NTRN,225647,299,267,2023-11-16 12:50:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,NULS,143299,96,85,2024-08-28 02:20:00,2025-04-14 22:00:00
bear_range25_body08_vol15_cp20,NXPC,67845,120,111,2025-05-17 03:45:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,OBOL,70103,139,122,2025-05-09 06:45:00,2025-12-04 21:35:00
bear_range25_body08_vol15_cp20,OCEAN,546012,787,678,2020-11-04 20:50:00,2024-06-23 22:30:00
bear_range25_body08_vol15_cp20,OG,68679,143,118,2025-05-14 17:50:00,2026-01-08 14:20:00
bear_range25_body08_vol15_cp20,OGN,503086,765,675,2021-04-04 06:15:00,2025-12-17 04:30:00
bear_range25_body08_vol15_cp20,OL,55976,89,79,2025-07-03 21:35:00,2026-01-10 11:10:00
bear_range25_body08_vol15_cp20,OM,199405,249,230,2024-02-16 04:25:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,OMG,581715,967,818,2020-07-05 15:00:00,2025-01-30 05:35:00
bear_range25_body08_vol15_cp20,OMNI,180966,195,176,2024-04-19 22:10:00,2025-09-21 15:05:00
bear_range25_body08_vol15_cp20,ON,15648,34,30,2025-11-23 14:45:00,2026-01-11 21:45:00
bear_range25_body08_vol15_cp20,ONDO,206331,239,219,2024-01-23 16:20:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,ONE,507122,821,719,2021-03-21 09:05:00,2026-01-07 16:30:00
bear_range25_body08_vol15_cp20,ONG,221888,423,364,2023-11-29 00:30:00,2026-01-11 15:05:00
bear_range25_body08_vol15_cp20,ONT,622630,1230,1059,2020-02-13 23:05:00,2026-01-06 00:00:00
bear_range25_body08_vol15_cp20,OP,380300,512,463,2022-06-03 19:45:00,2026-01-12 09:00:00
bear_range25_body08_vol15_cp20,OPEN,34356,50,46,2025-09-15 23:05:00,2026-01-11 15:30:00
bear_range25_body08_vol15_cp20,ORBS,233790,233,198,2023-10-19 02:00:00,2024-12-09 23:30:00
bear_range25_body08_vol15_cp20,ORCA,113835,146,132,2024-12-09 16:20:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,ORDER,29175,59,54,2025-10-11 05:55:00,2026-01-12 04:25:00
bear_range25_body08_vol15_cp20,ORDI,227658,266,239,2023-11-11 15:05:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,OXT,253018,431,375,2023-08-13 07:00:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,PARTI,82459,107,92,2025-04-05 15:15:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,PAXG,81912,305,212,2025-03-31 14:35:00,2026-01-11 23:40:00
bear_range25_body08_vol15_cp20,PENDLE,257167,325,301,2023-07-30 06:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,PENGU,110650,123,120,2024-12-26 23:35:00,2026-01-11 13:00:00
bear_range25_body08_vol15_cp20,PEOPLE,426217,670,595,2021-12-30 06:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,PERP,300252,420,370,2023-03-08 00:10:00,2025-11-19 20:25:00
bear_range25_body08_vol15_cp20,PHA,106962,115,106,2025-01-01 18:50:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,PHB,305408,416,371,2023-02-19 09:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,PIEVERSE,15649,14,13,2025-11-26 06:10:00,2026-01-11 23:00:00
bear_range25_body08_vol15_cp20,PIPPIN,99775,129,118,2025-01-27 01:45:00,2026-01-05 19:20:00
bear_range25_body08_vol15_cp20,PIXEL,197664,210,196,2024-02-27 20:20:00,2026-01-07 15:25:00
bear_range25_body08_vol15_cp20,PLAY,45630,103,91,2025-08-07 09:40:00,2026-01-08 04:35:00
bear_range25_body08_vol15_cp20,PLUME,83612,124,110,2025-03-27 22:40:00,2026-01-09 16:20:00
bear_range25_body08_vol15_cp20,PNUT,121067,132,123,2024-11-17 12:00:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,POL,138068,206,179,2024-09-16 06:05:00,2026-01-08 09:40:00
bear_range25_body08_vol15_cp20,POLYX,231526,391,360,2023-10-27 10:00:00,2026-01-11 15:15:00
bear_range25_body08_vol15_cp20,PONKE,123084,163,147,2024-11-10 09:05:00,2025-11-25 05:40:00
bear_range25_body08_vol15_cp20,POPCAT,144398,152,140,2024-08-27 00:15:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,PORT3,62058,127,107,2025-06-10 20:05:00,2025-11-23 12:05:00
bear_range25_body08_vol15_cp20,PORTAL,194783,203,183,2024-03-04 09:50:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,POWR,230949,388,346,2023-10-31 20:00:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,PROM,102340,217,180,2025-01-20 06:05:00,2026-01-11 12:35:00
bear_range25_body08_vol15_cp20,PROMPT,77640,116,107,2025-04-14 21:20:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,PROVE,44101,69,60,2025-08-11 01:45:00,2026-01-11 15:05:00
bear_range25_body08_vol15_cp20,PTB,35802,71,61,2025-09-07 18:45:00,2026-01-11 13:55:00
bear_range25_body08_vol15_cp20,PUFFER,62061,113,102,2025-06-08 22:55:00,2026-01-11 21:45:00
bear_range25_body08_vol15_cp20,PUMP,74807,103,94,2025-04-14 18:45:00,2026-01-11 11:50:00
bear_range25_body08_vol15_cp20,PUMPBTC,59450,82,69,2025-06-17 07:40:00,2026-01-11 18:00:00
bear_range25_body08_vol15_cp20,PUNDIX,72125,161,136,2025-05-05 04:00:00,2026-01-12 05:40:00
bear_range25_body08_vol15_cp20,PYTH,223310,265,249,2023-11-25 05:15:00,2026-01-12 06:40:00
bear_range25_body08_vol15_cp20,Q,36149,70,62,2025-09-06 07:20:00,2026-01-11 19:10:00
bear_range25_body08_vol15_cp20,QNT,339827,726,624,2022-10-23 09:05:00,2026-01-11 04:00:00
bear_range25_body08_vol15_cp20,QTUM,620035,1229,1071,2020-02-26 11:10:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,QUICK,140172,176,154,2024-09-08 21:45:00,2025-11-27 03:00:00
bear_range25_body08_vol15_cp20,RAD,279810,164,147,2023-05-12 12:00:00,2024-05-13 16:15:00
bear_range25_body08_vol15_cp20,RARE,146416,224,200,2024-08-19 14:35:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,RAY,462516,303,254,2021-08-22 23:55:00,2022-11-14 14:00:00
bear_range25_body08_vol15_cp20,RAYSOL,112718,141,126,2024-12-12 19:05:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,RDNT,289895,386,350,2023-04-08 18:00:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,RECALL,23705,37,32,2025-10-17 01:05:00,2026-01-11 13:55:00
bear_range25_body08_vol15_cp20,RED,87896,141,130,2025-03-14 09:55:00,2026-01-11 21:10:00
bear_range25_body08_vol15_cp20,REEF,514037,757,659,2021-02-24 22:20:00,2025-01-22 23:45:00
bear_range25_body08_vol15_cp20,REI,134049,184,165,2024-09-29 17:05:00,2025-12-09 08:20:00
bear_range25_body08_vol15_cp20,REN,552063,773,689,2020-10-15 11:20:00,2024-11-26 23:30:00
bear_range25_body08_vol15_cp20,RENDER,152212,180,169,2024-07-28 23:40:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,RESOLV,60273,87,78,2025-06-13 00:40:00,2026-01-10 04:50:00
bear_range25_body08_vol15_cp20,REZ,177223,233,209,2024-05-06 01:05:00,2026-01-11 16:20:00
bear_range25_body08_vol15_cp20,RIF,232559,321,289,2023-10-25 00:40:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,RIVER,23102,27,26,2025-10-21 09:35:00,2026-01-10 15:20:00
bear_range25_body08_vol15_cp20,RLC,573384,996,883,2020-08-02 04:30:00,2026-01-11 15:35:00
bear_range25_body08_vol15_cp20,RLS,11660,14,14,2025-12-03 20:20:00,2026-01-09 19:15:00
bear_range25_body08_vol15_cp20,RONIN,201535,333,295,2024-02-12 15:30:00,2026-01-08 18:40:00
bear_range25_body08_vol15_cp20,ROSE,424206,660,588,2022-01-03 03:35:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,RPL,139217,201,184,2024-09-15 03:10:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,RSR,550332,875,760,2020-10-21 02:30:00,2026-01-11 07:00:00
bear_range25_body08_vol15_cp20,RUNE,563298,951,844,2020-09-07 14:55:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,RVN,513750,913,795,2021-02-25 17:05:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,RVV,22829,37,31,2025-10-20 21:15:00,2026-01-05 06:20:00
bear_range25_body08_vol15_cp20,S,102082,139,124,2025-01-18 08:15:00,2026-01-11 04:25:00
bear_range25_body08_vol15_cp20,SAFE,125965,201,179,2024-10-28 03:35:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,SAGA,183313,244,221,2024-04-10 21:40:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,SAHARA,55682,88,82,2025-06-28 11:05:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,SAND,522104,885,796,2021-01-27 17:45:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,SANTOS,125083,183,166,2024-10-30 10:05:00,2026-01-08 02:45:00
bear_range25_body08_vol15_cp20,SAPIEN,39775,46,44,2025-08-22 15:10:00,2026-01-11 22:15:00
bear_range25_body08_vol15_cp20,SC,499917,331,283,2021-04-23 10:50:00,2022-06-16 09:00:00
bear_range25_body08_vol15_cp20,SCR,126860,166,153,2024-10-25 16:30:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,SCRT,118198,168,157,2024-11-24 18:25:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,SEI,251404,256,232,2023-08-26 09:10:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,SENT,15649,35,31,2025-11-21 06:30:00,2026-01-11 18:05:00
bear_range25_body08_vol15_cp20,SFP,513461,1026,896,2021-02-25 18:10:00,2026-01-08 06:00:00
bear_range25_body08_vol15_cp20,SHELL,92778,140,126,2025-02-24 01:00:00,2026-01-11 13:20:00
bear_range25_body08_vol15_cp20,SIGN,72689,151,128,2025-05-01 09:05:00,2026-01-11 15:00:00
bear_range25_body08_vol15_cp20,SIREN,83372,138,118,2025-03-24 13:05:00,2026-01-11 10:45:00
bear_range25_body08_vol15_cp20,SKATE,60596,82,72,2025-06-21 15:10:00,2025-12-10 06:20:00
bear_range25_body08_vol15_cp20,SKL,535923,1036,884,2020-12-10 19:05:00,2026-01-12 06:00:00
bear_range25_body08_vol15_cp20,SKY,34140,67,56,2025-09-11 06:00:00,2026-01-12 03:30:00
bear_range25_body08_vol15_cp20,SKYAI,68382,145,125,2025-05-14 22:50:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,SLERF,118198,141,126,2024-11-22 23:05:00,2025-10-20 22:55:00
bear_range25_body08_vol15_cp20,SLP,47908,75,66,2025-07-28 09:05:00,2026-01-10 09:15:00
bear_range25_body08_vol15_cp20,SNT,229100,113,96,2023-11-05 09:05:00,2024-05-13 08:30:00
bear_range25_body08_vol15_cp20,SNX,569351,965,824,2020-08-16 15:30:00,2025-12-23 20:30:00
bear_range25_body08_vol15_cp20,SOL,560418,938,809,2020-09-16 09:10:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,SOLV,101767,170,153,2025-01-19 12:40:00,2026-01-12 05:40:00
bear_range25_body08_vol15_cp20,SOMI,38431,55,50,2025-08-28 18:55:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,SONIC,104424,152,135,2025-01-22 16:35:00,2026-01-11 19:15:00
bear_range25_body08_vol15_cp20,SOON,65518,97,91,2025-05-26 00:25:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,SOPH,64023,109,100,2025-06-01 09:05:00,2026-01-12 06:35:00
bear_range25_body08_vol15_cp20,SPELL,352387,609,544,2022-09-10 16:50:00,2026-01-12 07:00:00
bear_range25_body08_vol15_cp20,SPK,58310,66,60,2025-06-18 19:55:00,2026-01-12 06:25:00
bear_range25_body08_vol15_cp20,SPX,112709,107,105,2024-12-12 23:20:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,SQD,59993,109,100,2025-06-13 09:05:00,2026-01-09 14:30:00
bear_range25_body08_vol15_cp20,SSV,303133,408,362,2023-02-28 11:50:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,STABLE,15649,27,24,2025-11-20 18:05:00,2026-01-11 17:00:00
bear_range25_body08_vol15_cp20,STBL,31851,56,45,2025-09-20 08:05:00,2026-01-10 05:50:00
bear_range25_body08_vol15_cp20,STEEM,227346,436,383,2023-11-10 09:10:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,STG,355843,621,545,2022-08-31 01:45:00,2026-01-07 08:45:00
bear_range25_body08_vol15_cp20,STMX,505969,713,630,2021-03-25 07:20:00,2025-02-19 19:15:00
bear_range25_body08_vol15_cp20,STO,77253,114,102,2025-04-17 23:20:00,2026-01-11 15:00:00
bear_range25_body08_vol15_cp20,STORJ,559842,1095,957,2020-09-19 03:20:00,2026-01-11 15:05:00
bear_range25_body08_vol15_cp20,STPT,233400,116,104,2023-10-20 09:05:00,2024-05-13 15:10:00
bear_range25_body08_vol15_cp20,STRAX,235562,77,70,2023-10-13 12:40:00,2024-03-15 02:10:00
bear_range25_body08_vol15_cp20,STRK,197352,198,184,2024-02-24 00:20:00,2026-01-11 05:00:00
bear_range25_body08_vol15_cp20,STX,303968,369,335,2023-02-24 19:20:00,2026-01-08 05:00:00
bear_range25_body08_vol15_cp20,SUI,281780,318,300,2023-05-05 12:55:00,2026-01-12 06:40:00
bear_range25_body08_vol15_cp20,SUN,144397,224,204,2024-08-26 00:35:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,SUPER,222176,286,259,2023-11-29 22:25:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,SUSHI,563299,887,788,2020-09-09 07:20:00,2026-01-12 02:05:00
bear_range25_body08_vol15_cp20,SWARMS,104649,134,125,2025-01-10 22:35:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,SWELL,121890,217,189,2024-11-11 06:05:00,2025-11-19 12:30:00
bear_range25_body08_vol15_cp20,SXP,576242,1187,1022,2020-07-23 16:55:00,2025-12-05 23:00:00
bear_range25_body08_vol15_cp20,SXT,71567,123,106,2025-05-05 09:05:00,2026-01-12 06:10:00
bear_range25_body08_vol15_cp20,SYN,146133,195,174,2024-08-23 20:05:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,SYRUP,70127,99,94,2025-05-13 03:50:00,2026-01-12 04:40:00
bear_range25_body08_vol15_cp20,SYS,145269,180,163,2024-08-28 05:15:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,T,309748,588,508,2023-02-03 09:00:00,2026-01-05 23:55:00
bear_range25_body08_vol15_cp20,TA,48536,65,58,2025-07-23 21:05:00,2026-01-10 18:50:00
bear_range25_body08_vol15_cp20,TAC,50228,92,78,2025-07-16 22:35:00,2026-01-12 01:55:00
bear_range25_body08_vol15_cp20,TAG,47338,98,85,2025-08-02 18:55:00,2026-01-11 07:10:00
bear_range25_body08_vol15_cp20,TAIKO,59997,138,121,2025-06-13 09:05:00,2026-01-11 22:50:00
bear_range25_body08_vol15_cp20,TAKE,35817,103,79,2025-09-11 16:20:00,2026-01-11 13:45:00
bear_range25_body08_vol15_cp20,TANSSI,51943,94,87,2025-07-11 06:45:00,2026-01-05 19:25:00
bear_range25_body08_vol15_cp20,TAO,182689,229,203,2024-04-14 05:10:00,2026-01-08 14:00:00
bear_range25_body08_vol15_cp20,THE,116461,184,161,2024-11-29 14:15:00,2026-01-12 05:30:00
bear_range25_body08_vol15_cp20,THETA,592099,1055,910,2020-05-29 09:10:00,2026-01-04 23:00:00
bear_range25_body08_vol15_cp20,TIA,229610,275,257,2023-11-02 20:10:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,TLM,291619,361,325,2023-04-05 21:20:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,TNSR,183524,223,205,2024-04-10 07:10:00,2026-01-11 15:00:00
bear_range25_body08_vol15_cp20,TOKEN,228780,309,280,2023-11-05 11:25:00,2025-12-04 05:00:00
bear_range25_body08_vol15_cp20,TON,194525,342,306,2024-03-04 09:50:00,2026-01-09 15:15:00
bear_range25_body08_vol15_cp20,TOSHI,31854,51,46,2025-09-21 18:35:00,2026-01-10 17:35:00
bear_range25_body08_vol15_cp20,TOWNS,44130,66,57,2025-08-07 02:05:00,2026-01-08 06:00:00
bear_range25_body08_vol15_cp20,TRADOOR,31194,47,42,2025-10-02 07:05:00,2026-01-09 16:15:00
bear_range25_body08_vol15_cp20,TRB,563588,1004,873,2020-09-05 17:10:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,TREE,46153,52,48,2025-07-31 01:40:00,2026-01-11 15:35:00
bear_range25_body08_vol15_cp20,TROY,124231,62,56,2024-11-02 23:30:00,2025-04-12 14:45:00
bear_range25_body08_vol15_cp20,TRU,298252,380,347,2023-03-08 22:30:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,TRUMP,101470,154,138,2025-01-20 06:25:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,TRUST,15649,20,19,2025-11-20 01:20:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,TRUTH,27744,44,40,2025-10-03 04:55:00,2026-01-11 19:10:00
bear_range25_body08_vol15_cp20,TRX,630413,1481,1255,2020-01-19 20:10:00,2026-01-11 21:45:00
bear_range25_body08_vol15_cp20,TST,95133,137,121,2025-02-13 22:20:00,2026-01-10 14:05:00
bear_range25_body08_vol15_cp20,TURBO,168564,193,178,2024-06-01 22:05:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,TURTLE,21659,32,30,2025-10-25 00:55:00,2026-01-10 19:55:00
bear_range25_body08_vol15_cp20,TUT,83947,151,138,2025-03-31 09:05:00,2026-01-12 04:50:00
bear_range25_body08_vol15_cp20,TWT,228787,441,388,2023-11-05 15:10:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,UAI,15649,32,31,2025-11-20 04:35:00,2026-01-12 06:25:00
bear_range25_body08_vol15_cp20,UB,33234,88,63,2025-09-19 07:05:00,2026-01-11 19:40:00
bear_range25_body08_vol15_cp20,UMA,279805,414,371,2023-05-12 02:25:00,2026-01-11 07:30:00
bear_range25_body08_vol15_cp20,UNFI,514902,764,655,2021-02-22 23:10:00,2024-10-26 14:10:00
bear_range25_body08_vol15_cp20,UNI,559265,966,852,2020-09-20 03:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,USDC,296751,2899,1607,2023-03-14 21:55:00,2026-01-11 16:35:00
bear_range25_body08_vol15_cp20,USELESS,41278,53,52,2025-08-19 05:10:00,2026-01-11 07:10:00
bear_range25_body08_vol15_cp20,USTC,221894,323,290,2023-11-30 22:05:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,USUAL,110401,149,134,2024-12-22 08:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,UXLINK,137458,212,189,2024-09-21 09:05:00,2025-09-25 03:00:00
bear_range25_body08_vol15_cp20,VANA,110972,173,159,2024-12-18 07:30:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,VANRY,191007,260,238,2024-03-15 18:10:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,VELODROME,111803,160,140,2024-12-16 15:50:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,VELVET,50243,108,94,2025-07-17 03:40:00,2026-01-09 23:25:00
bear_range25_body08_vol15_cp20,VET,621765,1111,958,2020-02-15 20:20:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,VFY,28033,56,48,2025-10-10 23:40:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,VIC,86156,145,130,2025-03-18 17:10:00,2026-01-07 06:35:00
bear_range25_body08_vol15_cp20,VIDT,144151,109,93,2024-08-29 09:40:00,2025-04-12 17:40:00
bear_range25_body08_vol15_cp20,VINE,99778,119,108,2025-01-27 19:45:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,VIRTUAL,112712,118,109,2024-12-15 10:00:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,VOXEL,145004,170,154,2024-08-29 00:35:00,2025-12-07 00:45:00
bear_range25_body08_vol15_cp20,VTHO,100360,162,147,2025-01-24 09:05:00,2026-01-10 15:10:00
bear_range25_body08_vol15_cp20,VVV,98359,169,151,2025-01-31 11:40:00,2026-01-09 04:55:00
bear_range25_body08_vol15_cp20,W,184982,206,197,2024-04-10 06:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,WAL,81852,116,107,2025-04-02 09:10:00,2026-01-10 15:00:00
bear_range25_body08_vol15_cp20,WAVES,569928,801,694,2020-08-16 20:10:00,2024-06-10 15:05:00
bear_range25_body08_vol15_cp20,WAXP,233395,396,353,2023-10-20 09:05:00,2026-01-12 05:00:00
bear_range25_body08_vol15_cp20,WCT,76434,102,97,2025-04-22 08:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,WIF,206893,228,209,2024-01-20 17:20:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,WLD,258206,263,245,2023-08-04 02:20:00,2026-01-12 06:40:00
bear_range25_body08_vol15_cp20,WLFI,39019,54,50,2025-08-30 03:05:00,2026-01-07 06:35:00
bear_range25_body08_vol15_cp20,WOO,395980,619,549,2022-04-10 13:05:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,XAI,209488,240,210,2024-01-19 10:30:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,XAN,28339,48,44,2025-09-30 22:10:00,2026-01-08 19:05:00
bear_range25_body08_vol15_cp20,XCN,77532,101,90,2025-04-16 22:20:00,2025-11-20 11:10:00
bear_range25_body08_vol15_cp20,XEM,511445,485,426,2021-03-10 09:45:00,2024-12-09 23:00:00
bear_range25_body08_vol15_cp20,XLM,628972,1244,1072,2020-01-23 08:20:00,2026-01-12 11:15:00
bear_range25_body08_vol15_cp20,XMR,624939,1435,1209,2020-02-06 09:20:00,2026-01-10 18:05:00
bear_range25_body08_vol15_cp20,XNY,41860,71,58,2025-08-21 18:55:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,XPIN,33264,58,49,2025-09-19 20:25:00,2026-01-12 01:45:00
bear_range25_body08_vol15_cp20,XPL,39295,64,56,2025-08-24 02:30:00,2026-01-07 16:15:00
bear_range25_body08_vol15_cp20,XRP,633003,1110,984,2020-01-08 07:20:00,2026-01-12 06:40:00
bear_range25_body08_vol15_cp20,XTZ,624073,978,872,2020-02-08 11:30:00,2025-12-27 02:35:00
bear_range25_body08_vol15_cp20,XVG,263678,340,304,2023-07-07 09:35:00,2026-01-03 22:10:00
