profile,symbol,rows,raw_events,selected_trades,first_entry,last_exit
bear_range25_body08_vol15_cp20,ASTR,306129,479,421,2023-02-16 22:50:00,2026-01-11 15:05:00
bear_range25_body08_vol15_cp20,AT,15649,25,23,2025-11-22 19:50:00,2026-01-12 01:35:00
bear_range25_body08_vol15_cp20,ATA,459347,697,612,2021-09-01 17:00:00,2025-12-31 16:45:00
bear_range25_body08_vol15_cp20,ATH,80122,136,119,2025-04-05 18:25:00,2026-01-11 19:05:00
bear_range25_body08_vol15_cp20,ATOM,623733,1126,978,2020-02-08 22:45:00,2026-01-08 05:20:00
bear_range25_body08_vol15_cp20,AUCTION,216702,335,301,2023-12-17 12:55:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,AVA,111842,176,150,2024-12-15 15:45:00,2026-01-08 05:00:00
bear_range25_body08_vol15_cp20,AVAAI,101755,130,121,2025-01-25 08:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,AVAX,557824,883,784,2020-09-26 17:05:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,AVNT,34044,48,43,2025-09-11 15:10:00,2026-01-09 15:05:00
bear_range25_body08_vol15_cp20,AWE,66100,142,123,2025-05-23 20:10:00,2026-01-11 15:00:00
bear_range25_body08_vol15_cp20,AXL,194489,268,240,2024-03-06 04:40:00,2026-01-05 23:35:00
bear_range25_body08_vol15_cp20,AXS,541115,981,849,2020-11-22 15:25:00,2026-01-08 06:00:00
bear_range25_body08_vol15_cp20,B2,70355,185,145,2025-05-11 02:50:00,2026-01-08 21:50:00
bear_range25_body08_vol15_cp20,B3,93999,185,162,2025-02-15 23:40:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,B,65710,176,143,2025-05-25 18:50:00,2026-01-05 02:05:00
bear_range25_body08_vol15_cp20,BABY,79285,110,99,2025-04-09 10:05:00,2026-01-11 04:30:00
bear_range25_body08_vol15_cp20,BADGER,227080,221,201,2023-11-11 20:30:00,2025-04-14 10:35:00
bear_range25_body08_vol15_cp20,BAKE,489260,856,730,2021-05-21 23:20:00,2025-09-28 03:20:00
bear_range25_body08_vol15_cp20,BAL,564165,1006,863,2020-09-02 19:30:00,2025-04-14 10:40:00
bear_range25_body08_vol15_cp20,BAN,119063,233,201,2024-11-21 00:10:00,2026-01-10 05:15:00
bear_range25_body08_vol15_cp20,BANANA,146549,213,192,2024-08-18 10:05:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,BANANAS31,83369,117,102,2025-03-24 01:15:00,2026-01-08 21:55:00
bear_range25_body08_vol15_cp20,BAND,573961,985,866,2020-07-31 08:10:00,2026-01-12 11:15:00
bear_range25_body08_vol15_cp20,BANK,75479,158,138,2025-04-20 10:05:00,2026-01-12 06:10:00
bear_range25_body08_vol15_cp20,BARD,31500,50,45,2025-09-20 09:10:00,2026-01-11 18:40:00
bear_range25_body08_vol15_cp20,BAS,38095,56,53,2025-08-30 19:15:00,2026-01-11 12:35:00
bear_range25_body08_vol15_cp20,BAT,622053,1187,1027,2020-02-16 00:55:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,BB,173497,212,188,2024-05-15 01:10:00,2026-01-09 13:30:00
bear_range25_body08_vol15_cp20,BCH,638181,1205,1073,2019-12-22 21:00:00,2026-01-09 22:55:00
bear_range25_body08_vol15_cp20,BDXN,62325,119,102,2025-06-04 21:20:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,BEAMX,224764,302,276,2023-11-19 23:10:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,BEAT,15649,20,17,2025-11-21 13:50:00,2026-01-10 15:20:00
bear_range25_body08_vol15_cp20,BEL,541691,964,846,2020-11-19 21:40:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,BERA,95974,113,103,2025-02-09 20:25:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,BICO,239186,310,280,2023-10-03 03:40:00,2026-01-09 11:00:00
bear_range25_body08_vol15_cp20,BID,83942,149,135,2025-03-24 18:05:00,2026-01-10 00:10:00
bear_range25_body08_vol15_cp20,BIGTIME,235129,347,311,2023-10-14 13:55:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,BIO,105800,118,111,2025-01-05 00:20:00,2026-01-11 12:05:00
bear_range25_body08_vol15_cp20,BLESS,30078,43,38,2025-09-25 03:35:00,2026-01-08 23:10:00
bear_range25_body08_vol15_cp20,BLUAI,21989,31,29,2025-10-29 06:30:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,BLUR,283270,416,378,2023-05-01 23:00:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,BLZ,559553,950,815,2020-09-19 12:30:00,2024-12-19 15:20:00
bear_range25_body08_vol15_cp20,BMT,84758,124,109,2025-03-19 16:50:00,2026-01-11 21:15:00
bear_range25_body08_vol15_cp20,BNB,622920,1229,1077,2020-02-13 23:00:00,2026-01-12 14:00:00
bear_range25_body08_vol15_cp20,BNT,253307,376,350,2023-08-16 04:10:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,BNX,303676,350,299,2023-02-26 03:50:00,2025-03-13 19:50:00
bear_range25_body08_vol15_cp20,BOB,14819,23,22,2025-11-23 03:35:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,BOME,190203,195,184,2024-03-18 15:55:00,2026-01-12 06:40:00
bear_range25_body08_vol15_cp20,BOND,234264,199,177,2023-10-17 02:35:00,2024-12-14 21:40:00
bear_range25_body08_vol15_cp20,BR,83615,160,136,2025-03-25 20:40:00,2026-01-11 11:50:00
bear_range25_body08_vol15_cp20,BRETT,145003,205,187,2024-08-23 20:10:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,BROCCOLI714,83660,97,91,2025-03-23 12:50:00,2026-01-08 01:55:00
bear_range25_body08_vol15_cp20,BROCCOLIF3B,83657,155,136,2025-03-23 06:35:00,2026-01-11 10:50:00
bear_range25_body08_vol15_cp20,BSV,232846,473,416,2023-10-25 00:40:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,BSW,140448,170,150,2024-09-08 21:35:00,2025-09-15 23:25:00
bear_range25_body08_vol15_cp20,BTC,667450,1313,1151,2019-09-14 02:10:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,BTCDOM,479797,889,786,2021-06-24 14:35:00,2026-01-12 07:25:00
bear_range25_body08_vol15_cp20,BTR,37843,73,64,2025-08-29 15:40:00,2026-01-11 02:10:00
bear_range25_body08_vol15_cp20,BULLA,53414,105,90,2025-07-14 04:20:00,2026-01-06 19:50:00
bear_range25_body08_vol15_cp20,C98,461364,682,605,2021-09-01 05:50:00,2025-12-19 08:05:00
bear_range25_body08_vol15_cp20,C,50246,73,64,2025-07-17 03:35:00,2026-01-10 06:30:00
bear_range25_body08_vol15_cp20,CAKE,229097,292,266,2023-11-07 09:25:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,CARV,43528,85,77,2025-08-09 09:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,CATI,136060,172,155,2024-09-24 23:30:00,2026-01-11 11:00:00
bear_range25_body08_vol15_cp20,CC,15649,20,16,2025-11-20 18:45:00,2026-01-10 09:25:00
bear_range25_body08_vol15_cp20,CELO,451569,532,467,2021-09-29 21:40:00,2025-12-01 15:05:00
bear_range25_body08_vol15_cp20,CELR,503952,846,729,2021-03-31 16:55:00,2026-01-06 00:00:00
bear_range25_body08_vol15_cp20,CETUS,122490,141,132,2024-11-08 23:45:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,CFX,304256,382,345,2023-02-22 17:50:00,2026-01-12 04:20:00
bear_range25_body08_vol15_cp20,CGPT,109749,142,128,2024-12-29 11:05:00,2026-01-08 05:15:00
bear_range25_body08_vol15_cp20,CHESS,142446,208,189,2024-09-02 07:35:00,2026-01-08 18:40:00
bear_range25_body08_vol15_cp20,CHILLGUY,116430,141,130,2024-12-07 14:10:00,2026-01-11 13:45:00
bear_range25_body08_vol15_cp20,CHR,508852,878,777,2021-03-14 05:00:00,2026-01-03 12:00:00
bear_range25_body08_vol15_cp20,CHZ,523256,921,823,2021-01-23 16:00:00,2026-01-08 00:15:00
bear_range25_body08_vol15_cp20,CKB,301981,495,442,2023-03-02 04:15:00,2026-01-08 01:40:00
bear_range25_body08_vol15_cp20,CLANKER,15649,32,28,2025-11-24 16:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,CLO,24005,36,35,2025-10-16 09:05:00,2026-01-05 14:05:00
bear_range25_body08_vol15_cp20,COAI,29526,31,30,2025-09-26 18:35:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,COMBO,273184,331,291,2023-06-04 14:10:00,2025-03-26 21:10:00
bear_range25_body08_vol15_cp20,COMMON,15649,27,23,2025-11-20 14:45:00,2026-01-12 02:05:00
bear_range25_body08_vol15_cp20,COMP,582292,1139,985,2020-07-02 17:45:00,2026-01-10 15:05:00
bear_range25_body08_vol15_cp20,COOKIE,104657,112,103,2025-01-09 01:50:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,COS,133160,227,202,2024-10-02 21:55:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,COTI,509428,843,750,2021-03-13 10:20:00,2026-01-12 11:05:00
bear_range25_body08_vol15_cp20,COW,122497,170,158,2024-11-11 04:00:00,2026-01-11 07:25:00
bear_range25_body08_vol15_cp20,CROSS,51668,135,112,2025-07-12 13:20:00,2026-01-11 00:40:00
bear_range25_body08_vol15_cp20,CRV,564165,642,575,2020-09-04 08:25:00,2025-12-22 04:00:00
bear_range25_body08_vol15_cp20,CTK,72122,114,103,2025-05-01 22:20:00,2026-01-05 10:05:00
bear_range25_body08_vol15_cp20,CTSI,443216,773,674,2021-10-27 15:05:00,2025-12-30 00:30:00
bear_range25_body08_vol15_cp20,CUDIS,39850,70,66,2025-08-22 16:05:00,2026-01-12 06:25:00
bear_range25_body08_vol15_cp20,CVC,67533,126,111,2025-05-18 01:30:00,2026-01-11 05:35:00
bear_range25_body08_vol15_cp20,CVX,47912,68,62,2025-08-06 07:05:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,CYBER,250137,344,312,2023-08-24 07:45:00,2026-01-11 21:10:00
bear_range25_body08_vol15_cp20,D,104099,131,121,2025-01-11 14:55:00,2026-01-07 06:35:00
bear_range25_body08_vol15_cp20,DAM,40411,48,45,2025-09-02 23:50:00,2026-01-10 23:40:00
bear_range25_body08_vol15_cp20,DAR,389930,499,432,2022-05-01 07:05:00,2024-12-15 22:30:00
bear_range25_body08_vol15_cp20,DASH,624649,1158,997,2020-02-06 18:25:00,2026-01-08 14:00:00
bear_range25_body08_vol15_cp20,DEEP,74447,132,118,2025-04-24 09:05:00,2026-01-11 10:45:00
bear_range25_body08_vol15_cp20,DEFI,565318,1114,950,2020-08-30 09:00:00,2025-08-10 23:00:00
bear_range25_body08_vol15_cp20,DEGEN,119927,176,159,2024-11-19 22:20:00,2026-01-11 08:30:00
bear_range25_body08_vol15_cp20,DEGO,111839,183,170,2024-12-15 02:35:00,2026-01-12 04:00:00
bear_range25_body08_vol15_cp20,DENT,505428,740,657,2021-03-25 21:10:00,2025-12-08 05:20:00
bear_range25_body08_vol15_cp20,DEXE,108690,208,179,2024-12-26 17:20:00,2026-01-10 17:45:00
bear_range25_body08_vol15_cp20,DF,106959,177,156,2025-01-02 11:10:00,2026-01-05 19:15:00
bear_range25_body08_vol15_cp20,DGB,497367,641,547,2021-04-23 11:25:00,2024-04-01 20:45:00
bear_range25_body08_vol15_cp20,DIA,132590,212,189,2024-10-04 21:35:00,2026-01-12 06:40:00
bear_range25_body08_vol15_cp20,DMC,56246,101,88,2025-07-01 20:05:00,2026-01-11 21:20:00
bear_range25_body08_vol15_cp20,DODOX,253883,317,293,2023-08-10 08:00:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,DOGE,579411,1023,909,2020-07-13 22:25:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,DOGS,143251,159,145,2024-08-29 01:20:00,2026-01-08 14:00:00
bear_range25_body08_vol15_cp20,DOLO,71920,108,97,2025-05-09 17:45:00,2026-01-11 13:45:00
bear_range25_body08_vol15_cp20,DOOD,69490,124,106,2025-05-13 03:30:00,2026-01-11 23:35:00
bear_range25_body08_vol15_cp20,DOT,567046,956,854,2020-08-30 22:55:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,DRIFT,121893,232,213,2024-11-12 09:05:00,2026-01-11 21:15:00
bear_range25_body08_vol15_cp20,DUSK,422190,795,675,2022-01-09 07:00:00,2026-01-12 04:00:00
bear_range25_body08_vol15_cp20,DYDX,456467,548,491,2021-09-13 17:10:00,2025-12-17 04:30:00
bear_range25_body08_vol15_cp20,DYM,201217,260,241,2024-02-12 06:50:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,EDEN,28044,32,30,2025-10-03 19:05:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,EDU,282693,435,374,2023-05-03 20:50:00,2026-01-12 04:05:00
bear_range25_body08_vol15_cp20,EGLD,560419,975,832,2020-09-16 00:00:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,EIGEN,132955,143,131,2024-10-03 03:15:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,ENA,185307,184,168,2024-04-05 03:50:00,2026-01-10 15:20:00
bear_range25_body08_vol15_cp20,ENJ,556095,1053,903,2020-10-01 21:55:00,2026-01-12 11:00:00
bear_range25_body08_vol15_cp20,ENS,433135,722,638,2021-12-02 03:50:00,2026-01-11 09:00:00
bear_range25_body08_vol15_cp20,ENSO,24035,37,36,2025-10-27 23:50:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,EPIC,85976,125,109,2025-03-16 21:20:00,2026-01-11 12:45:00
bear_range25_body08_vol15_cp20,EPT,74681,147,129,2025-04-24 00:20:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,ERA,49592,76,67,2025-07-22 22:35:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,ESPORTS,46201,80,71,2025-08-02 15:20:00,2026-01-11 16:00:00
bear_range25_body08_vol15_cp20,ETC,630125,1154,1011,2020-01-18 09:00:00,2026-01-12 12:00:00
bear_range25_body08_vol15_cp20,ETH,644531,1221,1066,2019-12-01 10:15:00,2026-01-12 14:00:00
bear_range25_body08_vol15_cp20,ETHFI,189591,186,174,2024-03-21 23:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,ETHW,221606,382,338,2023-12-02 09:25:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,EUL,24257,45,41,2025-10-16 14:00:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,EVAA,27186,49,43,2025-10-05 01:15:00,2026-01-08 21:55:00
bear_range25_body08_vol15_cp20,F,57977,112,98,2025-06-25 23:20:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,FARTCOIN,109755,113,103,2024-12-29 22:10:00,2026-01-11 12:05:00
bear_range25_body08_vol15_cp20,FET,314195,347,315,2023-01-19 08:40:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,FF,28303,39,36,2025-10-01 09:35:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,FHE,77250,130,109,2025-04-14 04:20:00,2026-01-10 05:20:00
bear_range25_body08_vol15_cp20,FIDA,136336,150,141,2024-09-23 07:00:00,2026-01-11 21:15:00
bear_range25_body08_vol15_cp20,FIL,551209,939,814,2020-10-21 22:20:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,FIO,136060,194,177,2024-09-23 04:25:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,FIS,73595,100,93,2025-04-26 22:45:00,2025-12-10 02:45:00
bear_range25_body08_vol15_cp20,FLM,556095,876,743,2020-10-02 00:55:00,2025-11-20 02:55:00
bear_range25_body08_vol15_cp20,FLOCK,34143,62,57,2025-09-16 09:10:00,2026-01-11 13:05:00
bear_range25_body08_vol15_cp20,FLOW,412397,515,444,2022-02-13 06:35:00,2026-01-05 21:25:00
bear_range25_body08_vol15_cp20,FLUID,29781,56,51,2025-10-06 09:10:00,2026-01-11 05:10:00
bear_range25_body08_vol15_cp20,FLUX,141012,192,179,2024-09-05 23:15:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,FOLKS,15649,23,19,2025-11-21 20:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,FORM,84248,152,128,2025-04-01 14:35:00,2026-01-11 14:15:00
bear_range25_body08_vol15_cp20,FORTH,78480,112,103,2025-04-12 13:25:00,2026-01-05 10:05:00
bear_range25_body08_vol15_cp20,FTM,557536,732,637,2020-09-28 16:05:00,2025-01-03 13:10:00
bear_range25_body08_vol15_cp20,FTT,393963,177,150,2022-04-17 00:15:00,2022-11-14 11:50:00
bear_range25_body08_vol15_cp20,FUN,80785,129,114,2025-04-02 09:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,FXS,313325,493,440,2023-01-22 14:15:00,2026-01-06 04:05:00
bear_range25_body08_vol15_cp20,G,146421,269,235,2024-08-20 09:05:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,GALA,454162,630,556,2021-09-20 08:40:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,GAS,231523,415,369,2023-11-02 22:05:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,GHST,135177,211,193,2024-09-24 23:30:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,GIGGLE,25466,35,30,2025-10-12 17:05:00,2026-01-11 21:00:00
bear_range25_body08_vol15_cp20,GLM,196860,338,308,2024-02-23 21:25:00,2026-01-06 00:00:00
bear_range25_body08_vol15_cp20,GLMR,239894,102,88,2023-10-03 03:40:00,2024-05-14 21:00:00
bear_range25_body08_vol15_cp20,GMT,402886,601,529,2022-03-20 01:50:00,2026-01-11 04:00:00
bear_range25_body08_vol15_cp20,GMX,305120,524,466,2023-02-20 00:25:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,GOAT,126242,144,135,2024-10-27 13:55:00,2026-01-11 17:40:00
bear_range25_body08_vol15_cp20,GPS,92781,138,127,2025-02-20 23:45:00,2026-01-11 15:05:00
bear_range25_body08_vol15_cp20,GRASS,121896,167,148,2024-11-11 06:10:00,2026-01-09 13:35:00
bear_range25_body08_vol15_cp20,GRIFFAIN,106074,139,123,2025-01-05 14:05:00,2026-01-12 04:55:00
bear_range25_body08_vol15_cp20,GRT,532761,871,751,2020-12-25 05:20:00,2026-01-01 07:30:00
bear_range25_body08_vol15_cp20,GTC,482678,758,667,2021-06-13 04:50:00,2025-12-17 04:30:00
bear_range25_body08_vol15_cp20,GUN,80731,113,101,2025-04-02 10:25:00,2026-01-11 16:55:00
bear_range25_body08_vol15_cp20,H,56000,71,65,2025-06-27 09:30:00,2026-01-11 22:55:00
bear_range25_body08_vol15_cp20,HAEDAL,71917,105,93,2025-05-05 01:55:00,2026-01-12 06:00:00
bear_range25_body08_vol15_cp20,HANA,29190,45,41,2025-09-28 00:10:00,2026-01-10 05:30:00
bear_range25_body08_vol15_cp20,HBAR,507410,876,766,2021-03-20 23:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,HEI,94029,171,139,2025-02-19 01:30:00,2026-01-01 10:30:00
bear_range25_body08_vol15_cp20,HEMI,37338,49,42,2025-08-30 16:40:00,2026-01-10 18:05:00
bear_range25_body08_vol15_cp20,HFT,289607,417,372,2023-04-08 09:05:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,HIFI,242619,346,302,2023-09-21 09:10:00,2025-10-01 13:00:00
bear_range25_body08_vol15_cp20,HIGH,308146,410,365,2023-02-08 19:05:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,HIPPO,120491,141,129,2024-11-21 01:50:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,HIVE,108978,207,182,2024-12-25 09:05:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,HMSTR,134319,158,145,2024-09-28 09:25:00,2026-01-08 14:00:00
bear_range25_body08_vol15_cp20,HOLO,33504,59,49,2025-09-16 18:15:00,2026-01-12 04:55:00
bear_range25_body08_vol15_cp20,HOME,60296,107,95,2025-06-17 01:15:00,2026-01-10 22:25:00
bear_range25_body08_vol15_cp20,HOOK,312460,427,377,2023-01-24 20:50:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,HOT,503663,837,737,2021-04-01 01:25:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,HUMA,64600,96,86,2025-05-30 09:55:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,HYPE,63477,71,66,2025-06-06 04:15:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,HYPER,74393,104,97,2025-04-26 00:40:00,2026-01-11 12:05:00
bear_range25_body08_vol15_cp20,ICNT,53654,105,87,2025-07-05 01:25:00,2026-01-10 12:05:00
bear_range25_body08_vol15_cp20,ICP,346452,475,425,2022-09-28 13:05:00,2026-01-04 21:40:00
bear_range25_body08_vol15_cp20,ICX,560131,1059,930,2020-09-19 08:25:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,ID,293612,424,374,2023-03-25 05:45:00,2026-01-11 15:10:00
bear_range25_body08_vol15_cp20,IDEX,281829,198,167,2023-05-04 22:40:00,2024-05-14 16:40:00
bear_range25_body08_vol15_cp20,IDOL,53411,111,90,2025-07-08 09:50:00,2026-01-08 13:30:00
bear_range25_body08_vol15_cp20,ILV,226744,353,318,2023-11-13 23:45:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,IMX,412109,660,572,2022-02-13 06:35:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,IN,43603,69,61,2025-08-11 17:35:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,INIT,76200,101,94,2025-04-24 12:55:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,INJ,358259,453,411,2022-08-20 09:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,IO,165125,175,166,2024-06-13 18:05:00,2026-01-09 16:30:00
bear_range25_body08_vol15_cp20,IOST,619746,1375,1175,2020-02-24 01:00:00,2026-01-10 20:55:00
bear_range25_body08_vol15_cp20,IOTA,622342,1259,1083,2020-02-15 16:40:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,IOTX,464821,881,780,2021-08-14 07:25:00,2026-01-12 10:40:00
bear_range25_body08_vol15_cp20,IP,93934,128,116,2025-02-16 06:10:00,2026-01-11 19:15:00
bear_range25_body08_vol15_cp20,IRYS,13316,25,22,2025-11-28 06:05:00,2026-01-11 17:35:00
bear_range25_body08_vol15_cp20,JASMY,392523,609,534,2022-04-22 07:35:00,2026-01-12 08:15:00
bear_range25_body08_vol15_cp20,JCT,15649,28,27,2025-11-26 13:05:00,2026-01-11 19:10:00
bear_range25_body08_vol15_cp20,JELLYJELLY,82134,114,97,2025-03-29 13:45:00,2025-12-31 17:05:00
bear_range25_body08_vol15_cp20,JOE,291912,430,378,2023-04-06 03:15:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,JST,72707,170,149,2025-05-02 09:05:00,2026-01-11 17:00:00
bear_range25_body08_vol15_cp20,JTO,218756,243,223,2023-12-10 16:20:00,2026-01-09 01:00:00
bear_range25_body08_vol15_cp20,JUP,203096,210,194,2024-02-09 23:20:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,KAIA,114424,184,166,2024-12-06 07:30:00,2026-01-11 05:05:00
bear_range25_body08_vol15_cp20,KAITO,91964,108,100,2025-02-25 19:20:00,2026-01-12 03:20:00
bear_range25_body08_vol15_cp20,KAS,224902,419,356,2023-11-27 00:55:00,2026-01-11 13:55:00
bear_range25_body08_vol15_cp20,KAVA,574249,1243,1078,2020-07-30 11:50:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,KDA,136612,153,138,2024-09-20 01:20:00,2025-11-04 19:10:00
bear_range25_body08_vol15_cp20,KERNEL,76710,85,75,2025-04-16 03:20:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,KEY,275778,241,212,2023-06-04 04:25:00,2024-11-30 15:00:00
bear_range25_body08_vol15_cp20,KGEN,25986,42,38,2025-10-09 16:00:00,2026-01-11 04:20:00
bear_range25_body08_vol15_cp20,KITE,15649,25,22,2025-11-22 17:05:00,2026-01-11 13:50:00
bear_range25_body08_vol15_cp20,KLAY,447249,584,519,2021-10-14 02:05:00,2024-10-22 21:00:00
bear_range25_body08_vol15_cp20,KMNO,109753,212,185,2024-12-26 13:10:00,2026-01-12 00:05:00
bear_range25_body08_vol15_cp20,KNC,584599,1139,984,2020-06-24 10:10:00,2026-01-11 23:25:00
bear_range25_body08_vol15_cp20,KOMA,112715,228,201,2024-12-12 04:35:00,2026-01-12 05:30:00
bear_range25_body08_vol15_cp20,KSM,551774,1014,882,2020-10-15 23:45:00,2026-01-09 23:00:00
bear_range25_body08_vol15_cp20,LA,61766,80,74,2025-06-08 05:20:00,2026-01-12 06:40:00
bear_range25_body08_vol15_cp20,LAB,23105,45,40,2025-10-19 09:05:00,2026-01-12 05:20:00
bear_range25_body08_vol15_cp20,LAYER,94524,137,125,2025-02-17 14:05:00,2026-01-09 15:25:00
bear_range25_body08_vol15_cp20,LDO,347778,475,419,2022-09-25 02:55:00,2026-01-05 10:05:00
bear_range25_body08_vol15_cp20,LEVER,291621,367,331,2023-04-01 23:20:00,2025-09-02 20:45:00
bear_range25_body08_vol15_cp20,LIGHT,28903,39,36,2025-09-30 13:05:00,2026-01-04 23:30:00
bear_range25_body08_vol15_cp20,LINA,506833,671,581,2021-03-25 07:20:00,2025-03-27 03:15:00
bear_range25_body08_vol15_cp20,LINEA,36426,40,37,2025-09-02 21:50:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,LINK,629837,986,878,2020-01-21 21:25:00,2026-01-11 12:15:00
bear_range25_body08_vol15_cp20,LISTA,162550,260,228,2024-06-22 09:20:00,2026-01-11 08:45:00
bear_range25_body08_vol15_cp20,LIT,511086,663,582,2021-02-21 00:20:00,2026-01-12 12:00:00
bear_range25_body08_vol15_cp20,LOKA,134907,122,112,2024-09-26 08:15:00,2025-07-10 01:00:00
bear_range25_body08_vol15_cp20,LOOM,235418,223,190,2023-10-13 12:35:00,2024-12-07 03:55:00
bear_range25_body08_vol15_cp20,LPT,438607,790,683,2021-11-12 18:30:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,LQTY,297388,448,396,2023-03-12 09:05:00,2026-01-10 21:15:00
bear_range25_body08_vol15_cp20,LRC,550331,978,854,2020-10-21 08:45:00,2026-01-11 08:50:00
bear_range25_body08_vol15_cp20,LSK,204876,385,337,2024-01-27 04:35:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,LTC,632141,1179,1021,2020-01-13 22:55:00,2026-01-12 12:00:00
bear_range25_body08_vol15_cp20,LUMIA,110419,156,142,2024-12-19 23:10:00,2026-01-11 12:35:00
bear_range25_body08_vol15_cp20,LUNA2,351343,527,467,2022-09-11 22:00:00,2026-01-12 06:45:00
bear_range25_body08_vol15_cp20,LYN,26358,44,39,2025-10-09 23:45:00,2026-01-11 12:20:00
bear_range25_body08_vol15_cp20,M,52544,67,58,2025-07-10 18:20:00,2026-01-11 21:50:00
bear_range25_body08_vol15_cp20,MAGIC,311884,390,353,2023-01-27 08:15:00,2026-01-08 06:00:00
bear_range25_body08_vol15_cp20,MANA,507987,848,733,2021-03-17 18:20:00,2026-01-09 23:45:00
bear_range25_body08_vol15_cp20,MANTA,206895,251,235,2024-01-20 18:55:00,2026-01-05 21:25:00
