profile,role,rank,symbol,net_pnl,contribution_pct_of_total_pnl,cumulative_contribution_pct,positive
bear_range25_body08_vol15_cp20,primary,248,MON,0.022352764231506752,-0.029826537183537373,-302.0364704867075,True
bear_range25_body08_vol15_cp20,primary,249,COMMON,0.019124954696233282,-0.025519491301958686,-302.0619899780095,True
bear_range25_body08_vol15_cp20,primary,250,币安人生,0.014669241820558608,-0.01957398566386166,-302.0815639636734,True
bear_range25_body08_vol15_cp20,primary,251,1000000BOB,0.014219052295776594,-0.018973272729144473,-302.1005372364025,True
bear_range25_body08_vol15_cp20,primary,252,JCT,0.012725153966213225,-0.016979881056702416,-302.1175171174592,True
bear_range25_body08_vol15_cp20,primary,253,MKR,0.010216335908079615,-0.013632225512956361,-302.13114934297215,True
bear_range25_body08_vol15_cp20,primary,254,CLO,0.008572143667298804,-0.011438288311336853,-302.1425876312835,True
bear_range25_body08_vol15_cp20,primary,255,TRUST,0.005184157926210489,-0.0069175104049770675,-302.14950514168845,True
bear_range25_body08_vol15_cp20,primary,256,CRV,0.00487326184195777,-0.006502664459252401,-302.1560078061477,True
bear_range25_body08_vol15_cp20,primary,257,HYPE,0.0032584946348396117,-0.004347990717470622,-302.1603557968652,True
bear_range25_body08_vol15_cp20,primary,258,1000SHIB,0.002846248260538954,-0.0037979074398719758,-302.1641537043051,True
bear_range25_body08_vol15_cp20,primary,259,AIN,0.0006342443852716847,-0.0008463075772119184,-302.1650000118823,True
bear_range25_body08_vol15_cp20,primary,260,42,-0.0011731471062345258,0.001565395466236915,-302.16343461641605,False
bear_range25_body08_vol15_cp20,primary,261,KITE,-0.004131148319080502,0.005512421089114519,-302.15792219532693,False
bear_range25_body08_vol15_cp20,primary,262,G,-0.006279389377419151,0.008378938676922507,-302.14954325664996,False
bear_range25_body08_vol15_cp20,primary,263,VFY,-0.009654885185966734,0.012883050571263033,-302.1366602060788,False
bear_range25_body08_vol15_cp20,primary,264,STPT,-0.011325858370084596,0.01511272307586251,-302.12154748300287,False
bear_range25_body08_vol15_cp20,primary,265,ALLO,-0.013321687872457562,0.0177758694432644,-302.1037716135596,False
bear_range25_body08_vol15_cp20,primary,266,ARC,-0.013371101978234906,0.01784180543436128,-302.08592980812523,False
bear_range25_body08_vol15_cp20,primary,267,TURBO,-0.014637558135816952,0.019531708360201537,-302.0663980997651,False
bear_range25_body08_vol15_cp20,primary,268,RLS,-0.016467891512759576,0.02197402403804058,-302.044424075727,False
bear_range25_body08_vol15_cp20,primary,269,NMR,-0.01721155725504598,0.022966338620912786,-302.0214577371061,False
bear_range25_body08_vol15_cp20,primary,270,MDT,-0.01765751990605137,0.023561411402735998,-301.99789632570344,False
bear_range25_body08_vol15_cp20,primary,271,ZBT,-0.018975925935722126,0.025320633933770764,-301.97257569176963,False
bear_range25_body08_vol15_cp20,primary,272,MOCA,-0.026127908502031158,0.03486392226002392,-301.9377117695096,False
bear_range25_body08_vol15_cp20,primary,273,W,-0.029292428148758105,0.03908651692140793,-301.8986252525882,False
bear_range25_body08_vol15_cp20,primary,274,TURTLE,-0.030284419012857694,0.04041018553292091,-301.8582150670553,False
bear_range25_body08_vol15_cp20,primary,275,ALL,-0.03587073078879773,0.04786431219834035,-301.810350754857,False
bear_range25_body08_vol15_cp20,primary,276,TAKE,-0.0393362900323366,0.05248860074577054,-301.7578621541112,False
bear_range25_body08_vol15_cp20,primary,277,SIGN,-0.0411393503924591,0.054894524519598614,-301.7029676295916,False
bear_range25_body08_vol15_cp20,primary,278,HOME,-0.04195745385506986,0.05598616549495263,-301.64698146409665,False
bear_range25_body08_vol15_cp20,primary,279,APR,-0.04482716065921142,0.059815374974956564,-301.58716608912164,False
bear_range25_body08_vol15_cp20,primary,280,MET,-0.04497996975612477,0.06001927665637118,-301.52714681246533,False
bear_range25_body08_vol15_cp20,primary,281,XCN,-0.04527532634231892,0.060413387385106265,-301.46673342508024,False
bear_range25_body08_vol15_cp20,primary,282,SENT,-0.05255110524860032,0.07012186405670809,-301.3966115610235,False
bear_range25_body08_vol15_cp20,primary,283,SNX,-0.05458459375844825,0.07283526093340331,-301.32377630009006,False
bear_range25_body08_vol15_cp20,primary,284,AWE,-0.05751261023943753,0.07674227625999723,-301.2470340238301,False
bear_range25_body08_vol15_cp20,primary,285,REEF,-0.05853728473779009,0.07810955646344771,-301.16892446736665,False
bear_range25_body08_vol15_cp20,primary,286,IRYS,-0.06433003404626315,0.08583914421620305,-301.0830853231505,False
bear_range25_body08_vol15_cp20,primary,287,YB,-0.068071891813783,0.09083211325942887,-300.9922532098911,False
bear_range25_body08_vol15_cp20,primary,288,PIEVERSE,-0.06938966592979583,0.09259049259290562,-300.89966271729816,False
bear_range25_body08_vol15_cp20,primary,289,DOLO,-0.07003421959003847,0.09345055640939391,-300.8062121608887,False
bear_range25_body08_vol15_cp20,primary,290,CLANKER,-0.07474469130376447,0.09973600094172676,-300.706476159947,False
bear_range25_body08_vol15_cp20,primary,291,AT,-0.07919074261713271,0.10566861461959912,-300.60080754532737,False
bear_range25_body08_vol15_cp20,primary,292,USELESS,-0.09222554737490528,0.12306167995868834,-300.47774586536866,False
bear_range25_body08_vol15_cp20,primary,293,MUBARAK,-0.09849544528585409,0.13142795364372564,-300.34631791172495,False
bear_range25_body08_vol15_cp20,primary,294,ACH,-0.09970570158877137,0.13304286597612042,-300.21327504574884,False
bear_range25_body08_vol15_cp20,primary,295,ENSO,-0.10714801355834111,0.14297355698117173,-300.0703014887677,False
bear_range25_body08_vol15_cp20,primary,296,DASH,-0.10854750398540441,0.14484097493576958,-299.9254605138319,False
bear_range25_body08_vol15_cp20,primary,297,HUMA,-0.12265208968733932,0.16366150851900207,-299.7617990053129,False
bear_range25_body08_vol15_cp20,primary,298,PYTH,-0.1263600056895498,0.16860918717601037,-299.5931898181369,False
bear_range25_body08_vol15_cp20,primary,299,D,-0.12867683048971368,0.1717006554317542,-299.42148916270514,False
bear_range25_body08_vol15_cp20,primary,300,BAL,-0.14207514074662592,0.18957876638642002,-299.23191039631877,False
bear_range25_body08_vol15_cp20,primary,301,FUN,-0.14278560461226888,0.19052677785769437,-299.04138361846105,False
bear_range25_body08_vol15_cp20,primary,302,ETH,-0.1429234865610149,0.19071076141465484,-298.8506728570464,False
bear_range25_body08_vol15_cp20,primary,303,MELANIA,-0.1448084291652501,0.1932259452233227,-298.6574469118231,False
bear_range25_body08_vol15_cp20,primary,304,AVNT,-0.14822658788480889,0.19778698461389832,-298.4596599272092,False
bear_range25_body08_vol15_cp20,primary,305,CELR,-0.15688704024438274,0.20934310812747198,-298.2503168190817,False
bear_range25_body08_vol15_cp20,primary,306,GTC,-0.15950986328484398,0.21284288686319938,-298.0374739322185,False
bear_range25_body08_vol15_cp20,primary,307,FOLKS,-0.1696352001863386,0.22635368733782665,-297.81112024488067,False
bear_range25_body08_vol15_cp20,primary,308,PORT3,-0.1706836898364679,0.22775274542354007,-297.58336749945715,False
bear_range25_body08_vol15_cp20,primary,309,DEFI,-0.17569374972623844,0.23443794713042168,-297.3489295523267,False
bear_range25_body08_vol15_cp20,primary,310,ANIME,-0.17594035917187387,0.23476701183686582,-297.1141625404898,False
bear_range25_body08_vol15_cp20,primary,311,F,-0.1881906088649169,0.25111320169476936,-296.86304933879507,False
bear_range25_body08_vol15_cp20,primary,312,RVV,-0.19246880514298415,0.2568218370583717,-296.6062275017367,False
bear_range25_body08_vol15_cp20,primary,313,1000CAT,-0.19558813060650124,0.26098412660616765,-296.3452433751305,False
bear_range25_body08_vol15_cp20,primary,314,STABLE,-0.19932097926339268,0.2659650742917499,-296.0792783008388,False
bear_range25_body08_vol15_cp20,primary,315,CARV,-0.20254824042447614,0.2702713884471314,-295.8090069123916,False
bear_range25_body08_vol15_cp20,primary,316,TAC,-0.20496126833378508,0.2734912258648441,-295.53551568652676,False
bear_range25_body08_vol15_cp20,primary,317,PUMP,-0.2167422198667521,0.28921120507261505,-295.24630448145416,False
bear_range25_body08_vol15_cp20,primary,318,LOOM,-0.21695604534180551,0.2894965243027745,-294.9568079571514,False
bear_range25_body08_vol15_cp20,primary,319,AVA,-0.22012235682699227,0.29372150991392626,-294.66308644723745,False
bear_range25_body08_vol15_cp20,primary,320,PAXG,-0.23730105630186316,0.31664400457030695,-294.3464424426671,False
bear_range25_body08_vol15_cp20,primary,321,LYN,-0.23827106504768333,0.3179383412181557,-294.02850410144896,False
bear_range25_body08_vol15_cp20,primary,322,VANA,-0.24148191436375044,0.3222227561354581,-293.7062813453135,False
bear_range25_body08_vol15_cp20,primary,323,AIA,-0.2528115689865918,0.33734054476262487,-293.3689408005509,False
bear_range25_body08_vol15_cp20,primary,324,COS,-0.25423327301215165,0.33923760355782195,-293.02970319699307,False
bear_range25_body08_vol15_cp20,primary,325,ORDER,-0.27110832270690827,0.36175492141532667,-292.6679482755777,False
bear_range25_body08_vol15_cp20,primary,326,MITO,-0.2719294667782207,0.3628506196440728,-292.30509765593365,False
bear_range25_body08_vol15_cp20,primary,327,HFT,-0.2734620144671341,0.3648955833074254,-291.9402020726262,False
bear_range25_body08_vol15_cp20,primary,328,TOWNS,-0.28972139564318994,0.38659138040017926,-291.553610692226,False
bear_range25_body08_vol15_cp20,primary,329,FLOCK,-0.29247859498712553,0.3902704649153017,-291.1633402273107,False
bear_range25_body08_vol15_cp20,primary,330,RPL,-0.2941506999319348,0.3925016475911711,-290.7708385797195,False
bear_range25_body08_vol15_cp20,primary,331,XPIN,-0.29503373742253464,0.3936799336534698,-290.3771586460661,False
bear_range25_body08_vol15_cp20,primary,332,STO,-0.3022250559142366,0.40327571009391006,-289.97388293597214,False
bear_range25_body08_vol15_cp20,primary,333,KEY,-0.30905149576966046,0.4123846086654787,-289.56149832730665,False
bear_range25_body08_vol15_cp20,primary,334,ASTR,-0.3161236565395834,0.42182138632695193,-289.1396769409797,False
bear_range25_body08_vol15_cp20,primary,335,TRB,-0.31999237884398035,0.4269836377813931,-288.7126933031983,False
bear_range25_body08_vol15_cp20,primary,336,MEMEFI,-0.3222146848248353,0.4299489843168224,-288.2827443188815,False
bear_range25_body08_vol15_cp20,primary,337,JST,-0.3352837468978073,0.44738776109790707,-287.8353565577836,False
bear_range25_body08_vol15_cp20,primary,338,TOSHI,-0.3398715043466252,0.45350946115786395,-287.38184709662573,False
bear_range25_body08_vol15_cp20,primary,339,MAVIA,-0.3401497423912493,0.45388072966398263,-286.9279663669617,False
bear_range25_body08_vol15_cp20,primary,340,MOVE,-0.3489682764236742,0.46564779035044884,-286.46231857661127,False
bear_range25_body08_vol15_cp20,primary,341,HOLO,-0.36457017003855247,0.48646626520296116,-285.9758523114083,False
bear_range25_body08_vol15_cp20,primary,342,TON,-0.3700514505729949,0.4937802428381525,-285.4820720685702,False
bear_range25_body08_vol15_cp20,primary,343,AIXBT,-0.37536517864925323,0.5008706459045585,-284.9812014226656,False
bear_range25_body08_vol15_cp20,primary,344,ID,-0.37819499674962503,0.5046466296674266,-284.47655479299823,False
bear_range25_body08_vol15_cp20,primary,345,EIGEN,-0.3786442655243373,0.5052461139940885,-283.9713086790041,False
bear_range25_body08_vol15_cp20,primary,346,EPT,-0.38149600235866005,0.5090513451433841,-283.46225733386075,False
bear_range25_body08_vol15_cp20,primary,347,SCRT,-0.3830399510317025,0.5111115217742934,-282.95114581208645,False
bear_range25_body08_vol15_cp20,primary,348,BSW,-0.39182474873997775,0.5228335662061137,-282.42831224588036,False
bear_range25_body08_vol15_cp20,primary,349,SQD,-0.3975172040276188,0.5304293260657883,-281.89788291981455,False
bear_range25_body08_vol15_cp20,primary,350,KNC,-0.39984219141252764,0.5335316861125826,-281.364351233702,False
bear_range25_body08_vol15_cp20,primary,351,ZRC,-0.402563068948919,0.5371623044186908,-280.8271889292833,False
bear_range25_body08_vol15_cp20,primary,352,LAYER,-0.40436668959239175,0.5395689758097713,-280.28761995347355,False
bear_range25_body08_vol15_cp20,primary,353,LINEA,-0.40616345267615256,0.5419664967773239,-279.74565345669623,False
bear_range25_body08_vol15_cp20,primary,354,PUNDIX,-0.4130045884673711,0.5510950049538116,-279.1945584517424,False
bear_range25_body08_vol15_cp20,primary,355,GMX,-0.41368476225691564,0.5520025986909889,-278.6425558530514,False
bear_range25_body08_vol15_cp20,primary,356,SOPH,-0.4169890467664084,0.556411689386289,-278.08614416366515,False
bear_range25_body08_vol15_cp20,primary,357,BAS,-0.4247820372725033,0.5668103102769154,-277.5193338533882,False
bear_range25_body08_vol15_cp20,primary,358,GLM,-0.435588173615386,0.5812295393307907,-276.93810431405745,False
bear_range25_body08_vol15_cp20,primary,359,ORCA,-0.437783587598791,0.5841590023775574,-276.35394531167987,False
bear_range25_body08_vol15_cp20,primary,360,SAPIEN,-0.44486605242117117,0.5936095293096163,-275.76033578237025,False
bear_range25_body08_vol15_cp20,primary,361,HMSTR,-0.445955523604053,0.5950632713349902,-275.16527251103525,False
bear_range25_body08_vol15_cp20,primary,362,KMNO,-0.4490657032371555,0.5992133570923238,-274.56605915394294,False
bear_range25_body08_vol15_cp20,primary,363,TAIKO,-0.46046875046528746,0.6144290775568251,-273.95163007638615,False
bear_range25_body08_vol15_cp20,primary,364,KLAY,-0.4805266569921025,0.6411934584025152,-273.3104366179836,False
bear_range25_body08_vol15_cp20,primary,365,2Z,-0.4842863237307739,0.6462101909469685,-272.6642264270366,False
bear_range25_body08_vol15_cp20,primary,366,BOND,-0.4843031263871165,0.6462326116663477,-272.0179938153703,False
bear_range25_body08_vol15_cp20,primary,367,IO,-0.48810192160066396,0.6513015555122195,-271.36669225985804,False
bear_range25_body08_vol15_cp20,primary,368,WOO,-0.48897374587598497,0.6524648791573873,-270.71422738070066,False
bear_range25_body08_vol15_cp20,primary,369,USTC,-0.4903988173443474,0.6543664313189046,-270.05986094938174,False
bear_range25_body08_vol15_cp20,primary,370,LEVER,-0.5089245141518011,0.6790862994728224,-269.3807746499089,False
bear_range25_body08_vol15_cp20,primary,371,MLN,-0.5139893296051258,0.6858445645751498,-268.69493008533374,False
bear_range25_body08_vol15_cp20,primary,372,BARD,-0.5154918809647256,0.6878495024670866,-268.00708058286665,False
bear_range25_body08_vol15_cp20,primary,373,NEIRO,-0.516652231453394,0.6893978226944087,-267.31768276017226,False
bear_range25_body08_vol15_cp20,primary,374,BLESS,-0.518803701168528,0.6922686484586447,-266.6254141117136,False
bear_range25_body08_vol15_cp20,primary,375,GAS,-0.53413361554492,0.7127242062783532,-265.91268990543523,False
bear_range25_body08_vol15_cp20,primary,376,BICO,-0.535524845452608,0.7145806017622736,-265.19810930367294,False
bear_range25_body08_vol15_cp20,primary,377,SIREN,-0.5362013727370464,0.7154833297647698,-264.48262597390817,False
bear_range25_body08_vol15_cp20,primary,378,KGEN,-0.5366057343239814,0.7160228919318199,-263.76660308197637,False
bear_range25_body08_vol15_cp20,primary,379,DEXE,-0.5389141734264683,0.7191031706845126,-263.0474999112918,False
bear_range25_body08_vol15_cp20,primary,380,VIRTUAL,-0.5434761057188251,0.7251904108011049,-262.3223095004907,False
bear_range25_body08_vol15_cp20,primary,381,EVAA,-0.548742170943001,0.7322172146716716,-261.590092285819,False
bear_range25_body08_vol15_cp20,primary,382,HIVE,-0.5493666033638773,0.7330504295987821,-260.8570418562203,False
bear_range25_body08_vol15_cp20,primary,383,ERA,-0.5551249741478674,0.7407341441732501,-260.116307712047,False
bear_range25_body08_vol15_cp20,primary,384,BTR,-0.5593025835220806,0.7463085608336573,-259.3699991512134,False
bear_range25_body08_vol15_cp20,primary,385,SXT,-0.5605394950443239,0.7479590407084878,-258.6220401105049,False
bear_range25_body08_vol15_cp20,primary,386,FORTH,-0.5647842624533213,0.7536230700718662,-257.86841704043303,False
bear_range25_body08_vol15_cp20,primary,387,ALPINE,-0.5739060844602814,0.7657948247798908,-257.1026222156532,False
bear_range25_body08_vol15_cp20,primary,388,BULLA,-0.5772605675329306,0.7702708982114216,-256.33235131744175,False
bear_range25_body08_vol15_cp20,primary,389,ASR,-0.5798645882114675,0.7737455879093339,-255.5586057295324,False
bear_range25_body08_vol15_cp20,primary,390,THETA,-0.5866948961990448,0.7828596479448857,-254.7757460815875,False
bear_range25_body08_vol15_cp20,primary,391,PNUT,-0.5896863116228389,0.7868512600088396,-253.98889482157864,False
bear_range25_body08_vol15_cp20,primary,392,MIRA,-0.5899419191890598,0.7871923314083016,-253.2017024901703,False
bear_range25_body08_vol15_cp20,primary,393,BABY,-0.5953644274467479,0.7944278859241052,-252.4072746042462,False
bear_range25_body08_vol15_cp20,primary,394,QTUM,-0.5953998891401778,0.7944752044349938,-251.61279939981122,False
bear_range25_body08_vol15_cp20,primary,395,DF,-0.6011021870683826,0.8020840978776884,-250.81071530193353,False
bear_range25_body08_vol15_cp20,primary,396,UNFI,-0.6020750596354938,0.8033822558816495,-250.00733304605188,False
bear_range25_body08_vol15_cp20,primary,397,CVX,-0.6028311916672036,0.8043912049282138,-249.20294184112365,False
bear_range25_body08_vol15_cp20,primary,398,HEI,-0.6134387454414019,0.8185454542101231,-248.3843963869135,False
bear_range25_body08_vol15_cp20,primary,399,MERL,-0.6146539152030603,0.8201669228439368,-247.5642294640696,False
bear_range25_body08_vol15_cp20,primary,400,PHA,-0.6251489927172827,0.834171088793168,-246.73005837527643,False
bear_range25_body08_vol15_cp20,primary,401,ONT,-0.6251829820634789,0.8342164426692106,-245.8958419326072,False
bear_range25_body08_vol15_cp20,primary,402,AVAAI,-0.6259258107038411,0.835207640260403,-245.06063429234678,False
bear_range25_body08_vol15_cp20,primary,403,TAO,-0.6360935286765048,0.8487749921566803,-244.21185930019013,False
bear_range25_body08_vol15_cp20,primary,404,GRIFFAIN,-0.6392581822633479,0.8529977655418146,-243.35886153464833,False
bear_range25_body08_vol15_cp20,primary,405,RDNT,-0.6467064839843,0.8629364490054485,-242.49592508564288,False
bear_range25_body08_vol15_cp20,primary,406,NAORIS,-0.6489084371396936,0.8658746376332864,-241.6300504480096,False
bear_range25_body08_vol15_cp20,primary,407,TRUTH,-0.6503491558974442,0.8677970688437628,-240.76225337916583,False
bear_range25_body08_vol15_cp20,primary,408,C98,-0.6510186663302263,0.8686904338706258,-239.89356294529523,False
bear_range25_body08_vol15_cp20,primary,409,IP,-0.6591408802712275,0.8795283559108203,-239.01403458938438,False
bear_range25_body08_vol15_cp20,primary,410,OBOL,-0.6749474829816658,0.9006199855010327,-238.11341460388334,False
bear_range25_body08_vol15_cp20,primary,411,NEO,-0.6801925853686213,0.9076188174913723,-237.205795786392,False
bear_range25_body08_vol15_cp20,primary,412,LUMIA,-0.6880831830482543,0.9181476810652197,-236.28764810532675,False
bear_range25_body08_vol15_cp20,primary,413,KERNEL,-0.6975994497914028,0.9308457653344976,-235.35680233999224,False
bear_range25_body08_vol15_cp20,primary,414,SKL,-0.7095062740283983,0.9467337034957214,-234.41006863649653,False
bear_range25_body08_vol15_cp20,primary,415,FLUID,-0.7122954964274569,0.9504555181552888,-233.45961311834125,False
bear_range25_body08_vol15_cp20,primary,416,XAN,-0.7140829214813653,0.952840578869974,-232.50677253947126,False
bear_range25_body08_vol15_cp20,primary,417,PROMPT,-0.7150419698548462,0.9541202904830961,-231.55265224898818,False
bear_range25_body08_vol15_cp20,primary,418,TNSR,-0.7175844957101857,0.9575129242163993,-230.5951393247718,False
bear_range25_body08_vol15_cp20,primary,419,1000XEC,-0.7186522160937484,0.95893764293987,-229.6362016818319,False
bear_range25_body08_vol15_cp20,primary,420,PARTI,-0.7198240072333649,0.9605012290643928,-228.67570045276753,False
bear_range25_body08_vol15_cp20,primary,421,PROVE,-0.7231372188950678,0.964922231755658,-227.71077822101185,False
bear_range25_body08_vol15_cp20,primary,422,ICNT,-0.7240221716537504,0.9661030734667391,-226.74467514754514,False
bear_range25_body08_vol15_cp20,primary,423,ATOM,-0.7275526249644261,0.970813953779125,-225.77386119376598,False
bear_range25_body08_vol15_cp20,primary,424,ARK,-0.7302404033940469,0.9744004061051957,-224.7994607876608,False
bear_range25_body08_vol15_cp20,primary,425,B3,-0.7330830593098739,0.9781935200796146,-223.8212672675812,False
bear_range25_body08_vol15_cp20,primary,426,KAS,-0.7390955977579451,0.9862163847119927,-222.83505088286918,False
bear_range25_body08_vol15_cp20,primary,427,NEIROETH,-0.7430039056645216,0.9914314574382511,-221.84361942543092,False
bear_range25_body08_vol15_cp20,primary,428,FLUX,-0.7433387390633155,0.9918782442748134,-220.85174118115614,False
bear_range25_body08_vol15_cp20,primary,429,MANA,-0.749699959599306,1.0003663748202951,-219.8513748063358,False
bear_range25_body08_vol15_cp20,primary,430,PLUME,-0.7509511497237685,1.0020359074286314,-218.84933889890723,False
bear_range25_body08_vol15_cp20,primary,431,MBOX,-0.7594160208317713,1.0133310559946787,-217.83600784291255,False
bear_range25_body08_vol15_cp20,primary,432,4,-0.7632338329724806,1.0184253751847017,-216.81758246772787,False
bear_range25_body08_vol15_cp20,primary,433,EPIC,-0.7676521113962697,1.024320929950524,-215.79326153777734,False
bear_range25_body08_vol15_cp20,primary,434,XAI,-0.7677282687814436,1.0244225509875093,-214.7688389867898,False
bear_range25_body08_vol15_cp20,primary,435,VTHO,-0.7706359640703225,1.0283024506166523,-213.74053653617318,False
bear_range25_body08_vol15_cp20,primary,436,MANTA,-0.7752998455544251,1.0345257272129815,-212.7060108089602,False
bear_range25_body08_vol15_cp20,primary,437,WAL,-0.7774755225085554,1.037428854043276,-211.6685819549169,False
bear_range25_body08_vol15_cp20,primary,438,SKYAI,-0.7788277984950088,1.039233271142415,-210.62934868377448,False
bear_range25_body08_vol15_cp20,primary,439,1000X,-0.7790563903892838,1.0395382940274522,-209.58981038974702,False
bear_range25_body08_vol15_cp20,primary,440,ZEREBRO,-0.7845618094661609,1.0468844810630573,-208.54292590868394,False
bear_range25_body08_vol15_cp20,primary,441,STEEM,-0.7930483557811783,1.0582085520639894,-207.48471735662002,False
bear_range25_body08_vol15_cp20,primary,442,BIO,-0.7942912704778748,1.059867042308553,-206.42485031431144,False
bear_range25_body08_vol15_cp20,primary,443,SLERF,-0.7976583264079046,1.0643598924033313,-205.36049042190808,False
bear_range25_body08_vol15_cp20,primary,444,RVN,-0.8002371518572335,1.0678009627048668,-204.29268945920325,False
bear_range25_body08_vol15_cp20,primary,445,OPEN,-0.8002471655785707,1.0678143245704828,-203.22487513463275,False
bear_range25_body08_vol15_cp20,primary,446,BANANAS31,-0.8013428675676301,1.0692763807072665,-202.15559875392546,False
bear_range25_body08_vol15_cp20,primary,447,ZK,-0.8018517175056494,1.069955367495656,-201.08564338642978,False
bear_range25_body08_vol15_cp20,primary,448,JOE,-0.8107671456339793,1.0818517193661763,-200.0037916670636,False
bear_range25_body08_vol15_cp20,primary,449,LRC,-0.8178976834204494,1.0913663927293478,-198.91242527433428,False
bear_range25_body08_vol15_cp20,primary,450,LOKA,-0.8179020119463328,1.0913721685223043,-197.82105310581198,False
bear_range25_body08_vol15_cp20,primary,451,WAXP,-0.8181008587989921,1.0916375009430843,-196.72941560486888,False
bear_range25_body08_vol15_cp20,primary,452,VVV,-0.8264555730145677,1.10278566103764,-195.62662994383126,False
bear_range25_body08_vol15_cp20,primary,453,VIC,-0.8317607873748332,1.1098647037790321,-194.51676524005222,False
bear_range25_body08_vol15_cp20,primary,454,CKB,-0.8388644068722487,1.1193434585711897,-193.39742178148103,False
bear_range25_body08_vol15_cp20,primary,455,SWARMS,-0.8423993158392497,1.1240602843137555,-192.27336149716726,False
bear_range25_body08_vol15_cp20,primary,456,SPK,-0.8513474685471316,1.1360003024118044,-191.13736119475547,False
bear_range25_body08_vol15_cp20,primary,457,THE,-0.8565667108410318,1.1429646278409378,-189.99439656691453,False
bear_range25_body08_vol15_cp20,primary,458,CFX,-0.8579486189650509,1.1448085847501774,-188.84958798216434,False
bear_range25_body08_vol15_cp20,primary,459,SXP,-0.8580738292288858,1.1449756597728167,-187.70461232239154,False
bear_range25_body08_vol15_cp20,primary,460,POL,-0.862469290972765,1.1508407689729505,-186.55377155341856,False
bear_range25_body08_vol15_cp20,primary,461,KAITO,-0.8627460811854833,1.1512101055563895,-185.40256144786215,False
bear_range25_body08_vol15_cp20,primary,462,REI,-0.8655806762869278,1.1549924635376156,-184.24756898432454,False
bear_range25_body08_vol15_cp20,primary,463,A,-0.8730133146250804,1.1649102464779562,-183.08265873784663,False
bear_range25_body08_vol15_cp20,primary,464,YALA,-0.8732894347501641,1.1652786889261757,-181.91738004892042,False
bear_range25_body08_vol15_cp20,primary,465,ACT,-0.8773190593250668,1.1706556412339186,-180.74672440768651,False
bear_range25_body08_vol15_cp20,primary,466,SWELL,-0.8819295437315812,1.1768076671382222,-179.56991674054828,False
bear_range25_body08_vol15_cp20,primary,467,XEM,-0.8921368714209947,1.19042787248373,-178.37948886806453,False
bear_range25_body08_vol15_cp20,primary,468,BSV,-0.8989023188576833,1.199455385476921,-177.1800334825876,False
bear_range25_body08_vol15_cp20,primary,469,CROSS,-0.898905262100889,1.1994593128101134,-175.98057416977747,False
bear_range25_body08_vol15_cp20,primary,470,TREE,-0.9003537871684706,1.2013921604141968,-174.77918200936327,False
bear_range25_body08_vol15_cp20,primary,471,GPS,-0.9006492604440876,1.2017864268481222,-173.57739558251515,False
bear_range25_body08_vol15_cp20,primary,472,MINA,-0.9179557791270478,1.2248794777866419,-172.3525161047285,False
bear_range25_body08_vol15_cp20,primary,473,BROCCOLI714,-0.9250407131289732,1.2343332994823706,-171.11818280524614,False
bear_range25_body08_vol15_cp20,primary,474,CHILLGUY,-0.9296274856024923,1.2404536852349755,-169.87772912001117,False
bear_range25_body08_vol15_cp20,primary,475,BDXN,-0.9368763420996431,1.2501262378379168,-168.62760288217325,False
bear_range25_body08_vol15_cp20,primary,476,VANRY,-0.9451598562653623,1.2611793917438632,-167.36642349042938,False
bear_range25_body08_vol15_cp20,primary,477,INIT,-0.9735403411527611,1.2990490520245221,-166.06737443840487,False
bear_range25_body08_vol15_cp20,primary,478,NEWT,-0.9764133592280803,1.3028826799179212,-164.76449175848694,False
bear_range25_body08_vol15_cp20,primary,479,OL,-0.9837616492069631,1.3126879121487356,-163.4518038463382,False
bear_range25_body08_vol15_cp20,primary,480,AERO,-0.9842615694197453,1.3133549835078264,-162.1384488628304,False
bear_range25_body08_vol15_cp20,primary,481,ALT,-0.989965023068344,1.3209654190925553,-160.81748344373784,False
bear_range25_body08_vol15_cp20,primary,482,B,-0.9908945734574527,1.3222057699036485,-159.49527767383418,False
bear_range25_body08_vol15_cp20,primary,483,USUAL,-0.9969110425029027,1.330233879350836,-158.16504379448335,False
bear_range25_body08_vol15_cp20,primary,484,AEVO,-0.9990622606188133,1.3331043693922273,-156.8319394250911,False
bear_range25_body08_vol15_cp20,primary,485,TUT,-1.0040319782971803,1.3397357402415007,-155.4922036848496,False
bear_range25_body08_vol15_cp20,primary,486,HYPER,-1.0187892369932618,1.3594271717202682,-154.13277651312936,False
bear_range25_body08_vol15_cp20,primary,487,TAG,-1.0263477221357757,1.3695128790546942,-152.76326363407466,False
bear_range25_body08_vol15_cp20,primary,488,ME,-1.0360620333384394,1.3824752250669292,-151.38078840900772,False
bear_range25_body08_vol15_cp20,primary,489,EDU,-1.0381770645742137,1.3852974289404547,-149.99549098006727,False
bear_range25_body08_vol15_cp20,primary,490,QUICK,-1.0417859288402058,1.390112937353872,-148.6053780427134,False
bear_range25_body08_vol15_cp20,primary,491,ACE,-1.049369995278352,1.4002327792345888,-147.20514526347878,False
bear_range25_body08_vol15_cp20,primary,492,GOAT,-1.052045141527341,1.4038023757390965,-145.80134288773968,False
bear_range25_body08_vol15_cp20,primary,493,BANANA,-1.0541982397332779,1.4066753744892313,-144.39466751325045,False
bear_range25_body08_vol15_cp20,primary,494,RESOLV,-1.0557338137217318,1.4087243763124664,-142.985943136938,False
