profile,role,scenario,date,equity
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-18,165.74947066997925
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-18,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-19,165.4620326829656
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-19,165.4620326829656
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-19,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-20,163.61183266514587
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-20,163.61183266514587
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-20,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-21,159.92696950511476
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-21,159.92696950511476
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-21,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-22,159.603484415907
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-22,159.603484415907
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-22,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-23,161.011636317298
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-23,161.011636317298
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-23,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-24,161.1751475480866
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-24,161.1751475480866
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-24,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-25,160.72319911730455
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-25,160.72319911730455
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-25,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-26,160.48205162490333
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-26,160.48205162490333
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-26,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-27,160.64811066039735
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-27,160.64811066039735
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-27,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-28,161.4290686427373
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-28,161.4290686427373
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-28,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-29,161.65602040639905
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-29,161.65602040639905
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-29,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-06-30,160.79627047584182
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-06-30,160.79627047584182
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-06-30,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-01,162.11124233582427
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-01,162.11124233582427
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-01,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-02,162.30444564100733
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-02,162.30444564100733
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-02,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-03,162.5331184073902
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-03,162.5331184073902
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-03,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-04,162.53547992449504
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-04,162.53547992449504
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-04,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-05,160.43165613776196
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-05,160.43165613776196
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-05,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-06,161.19712005452257
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-06,161.19712005452257
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-06,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-07,162.00924155020678
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-07,162.00924155020678
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-07,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-08,161.82845827895525
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-08,161.82845827895525
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-08,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-09,162.19739743932135
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-09,162.19739743932135
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-09,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-10,162.10559967105564
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-10,162.10559967105564
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-10,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-11,162.3084027661395
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-11,162.3084027661395
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-11,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-12,161.9563084146988
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-12,161.9563084146988
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-12,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-13,160.93339116758463
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-13,160.93339116758463
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-13,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-14,162.0958085018762
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-14,162.0958085018762
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-14,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-15,160.91123952885525
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-15,160.91123952885525
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-15,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-16,159.8549247362678
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-16,159.8549247362678
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-16,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-17,159.87309963489028
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-17,159.87309963489028
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-17,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-18,158.69724490653468
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-18,158.69724490653468
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-18,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-19,159.0031077174812
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-19,159.0031077174812
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-19,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-20,157.77204067164388
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-20,157.77204067164388
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-20,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-21,159.43008188223368
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-21,159.43008188223368
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-21,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-22,159.67238402685823
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-22,159.67238402685823
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-22,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-23,159.7461077045145
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-23,159.7461077045145
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-23,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-24,160.21585388051926
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-24,160.21585388051926
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-24,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-25,159.5117447199585
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-25,159.5117447199585
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-25,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-26,160.81169235222058
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-26,160.81169235222058
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-26,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-27,159.65251680801464
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-27,159.65251680801464
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-27,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-28,161.47450451633958
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-28,161.47450451633958
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-28,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-29,162.1411805079005
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-29,162.1411805079005
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-29,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-30,161.65398939854055
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-30,161.65398939854055
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-30,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-07-31,162.6173044003212
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-07-31,162.6173044003212
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-07-31,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-01,162.63808887877383
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-01,162.63808887877383
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-01,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-02,163.22845116092495
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-02,163.22845116092495
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-02,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-03,166.66505681462814
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-03,166.66505681462814
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-03,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-04,165.72141459358735
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-04,165.72141459358735
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-04,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-05,168.16612254436964
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-05,168.16612254436964
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-05,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-06,168.45282381319547
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-06,168.45282381319547
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-06,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-07,169.51613246782912
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-07,169.51613246782912
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-07,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-08,169.5705396251991
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-08,169.5705396251991
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-08,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-09,169.3622787087761
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-09,169.3622787087761
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-09,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-10,169.70122744244267
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-10,169.70122744244267
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-10,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-11,170.4616879698508
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-11,170.4616879698508
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-11,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-12,171.09180444292684
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-12,171.09180444292684
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-12,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-13,172.4785082895659
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-13,172.4785082895659
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-13,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-14,175.17475012434699
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-14,175.17475012434699
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-14,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-15,175.07115504131667
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-15,175.07115504131667
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-15,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-16,175.68604914695646
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-16,175.68604914695646
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-16,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-17,177.59789389422488
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-17,177.59789389422488
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-17,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-18,178.47068385011667
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-18,178.47068385011667
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-18,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-19,178.60060332953657
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-19,178.60060332953657
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-19,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-20,178.80990386725728
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-20,178.80990386725728
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-20,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-21,179.15380125336492
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-21,179.15380125336492
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-21,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-22,179.6261531358982
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-22,179.6261531358982
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-22,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-23,179.9066059536477
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-23,179.9066059536477
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-23,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-24,179.46030341217505
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-24,179.46030341217505
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-24,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-25,181.77498086352603
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-25,181.77498086352603
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-25,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-26,180.8014613906654
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-26,180.8014613906654
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-26,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-27,181.0973150855024
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-27,181.0973150855024
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-27,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-28,181.68732612159295
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-28,181.68732612159295
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-28,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-29,182.75538190204975
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-29,182.75538190204975
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-29,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-30,182.5816459854237
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-30,182.5816459854237
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-30,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-08-31,183.29663472908953
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-08-31,183.29663472908953
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-08-31,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-01,183.44614820187016
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-01,183.44614820187016
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-01,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-02,183.50037450698437
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-02,183.50037450698437
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-02,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-03,183.80193861973876
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-03,183.80193861973876
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-03,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-04,185.77351880410436
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-04,185.77351880410436
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-04,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-05,185.97881470897136
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-05,185.97881470897136
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-05,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-06,189.19519526714393
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-06,189.19519526714393
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-06,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-07,173.13836431730775
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-07,173.13836431730775
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-07,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-08,184.50039244820226
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-08,184.50039244820226
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-08,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-09,185.81305270350813
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-09,185.81305270350813
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-09,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-10,185.2318861302744
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-10,185.2318861302744
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-10,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-11,186.1219903090835
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-11,186.1219903090835
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-11,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-12,186.03816956310618
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-12,186.03816956310618
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-12,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-13,183.52917531782876
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-13,183.52917531782876
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-13,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-14,189.2296849065629
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-14,189.2296849065629
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-14,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-15,189.96045490037082
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-15,189.96045490037082
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-15,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-16,191.92842706847102
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-16,191.92842706847102
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-16,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-17,192.33173206261768
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-17,192.33173206261768
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-17,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-18,192.73409194415194
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-18,192.73409194415194
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-18,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-19,192.77342002745343
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-19,192.77342002745343
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-19,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-20,184.82034583934114
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-20,184.82034583934114
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-20,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-21,186.60781757973191
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-21,186.60781757973191
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-21,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-22,192.88858139139256
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-22,192.88858139139256
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-22,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-23,194.69850450524768
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-23,194.69850450524768
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-23,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-24,187.6217625818556
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-24,187.6217625818556
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-24,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-25,190.59471850661248
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-25,190.59471850661248
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-25,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-26,194.86966759108105
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-26,194.86966759108105
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-26,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-27,196.56221811739195
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-27,196.56221811739195
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-27,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-28,193.54826182727274
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-28,193.54826182727274
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-28,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-29,195.3278116189704
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-29,195.3278116189704
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-29,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-09-30,195.44597738774823
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-09-30,195.44597738774823
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-09-30,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-10-01,195.66683215026984
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-10-01,195.66683215026984
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-10-01,100.0
bear_body20_range22_vol20_cp20,secondary,BASE,2021-10-02,195.85968740761012
bear_body20_range22_vol20_cp20,secondary,EX_2025Q4,2021-10-02,195.85968740761012
bear_body20_range22_vol20_cp20,secondary,2026_ENTRY_ONLY,2021-10-02,100.0
