candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
C03_stop240_score270_timeout315,0.0,390.894405739309,16979.64262769056,69498.03075622236
MIX05_A02_A03_failfast14_rr630,0.0,403.9295589506476,19227.287110761717,81528.0994560266
