candidate_key,slippage_per_side,2025_Q4_ONLY,EXCL_2025_Q4_ALL_BEFORE_2025_10_01,FULL_TRAIN_TO_2025_END
C03_stop240_score270_timeout315,0.0,0.0,0.0,0.0
MIX05_A02_A03_failfast14_rr630,0.0,11.938777834592656,2049.069863584842,10959.320457707901
