run_label,initial_asset,fee_per_side,round_trip_fee,position_fraction,max_total_positions,allow_long_short_simultaneous,long_strategy,short_strategy,symbol_files,raw_long_candidates,raw_short_candidates,trades,long_trades,short_trades,wins,losses,win_rate_pct,final_return_pct,max_return_pct,max_drawdown_pct,official_cd_value,max_conc,same_bar_trades,active_leftover,blocked_by_cap,blocked_by_long_cooldown,blocked_by_short_guard,skipped_invalid,errors,short_guard_equity_final_return_pct,short_guard_max_return_pct,short_guard_max_drawdown_pct,short_guard_max_conc,short_expected_trades,short_expected_blocked_by_guard,long_expected_trades,ruined
INTEGRATED_LONG_MAIN_V9_SHORT_MAIN_V6_V3_SHORT_EXACT,100.0,0.0004,0.0008,0.00125,800,True,8V4_V09_V054_extreme_vol18__CH_tp03_risk_rr_plus20__DEV13_risk_stop_110__DEV14_risk_rr_320__DEV16_risk_rr_350,short_main_v6_timeout210,597,126615,52481,109204,57035,52169,27987,81217,25.62818211787114,103.79712316800367,103.81750318383838,1.9633713265642148,199.8158087678078,586,20773,0,0,69580,312,0,0,7092.175321163421,7097.931800618051,7.091630737380717,586,33989,30,57035,False
