file,median_interval_minutes
CRV_5m.csv,1.6666666666666667e-11
CTK_5m.csv,1.6666666666666667e-11
CTSI_5m.csv,1.6666666666666667e-11
CUDIS_5m.csv,1.6666666666666667e-11
CVC_5m.csv,1.6666666666666667e-11
CVX_5m.csv,1.6666666666666667e-11
CYBER_5m.csv,1.6666666666666667e-11
D_5m.csv,1.6666666666666667e-11
DAM_5m.csv,1.6666666666666667e-11
DAR_5m.csv,1.6666666666666667e-11
DASH_5m.csv,1.6666666666666667e-11
DEEP_5m.csv,1.6666666666666667e-11
DEFI_5m.csv,1.6666666666666667e-11
DEGEN_5m.csv,1.6666666666666667e-11
DEGO_5m.csv,1.6666666666666667e-11
DENT_5m.csv,1.6666666666666667e-11
DEXE_5m.csv,1.6666666666666667e-11
DF_5m.csv,1.6666666666666667e-11
DGB_5m.csv,1.6666666666666667e-11
DIA_5m.csv,1.6666666666666667e-11
DMC_5m.csv,1.6666666666666667e-11
DODOX_5m.csv,1.6666666666666667e-11
DOGE_5m.csv,1.6666666666666667e-11
DOGS_5m.csv,1.6666666666666667e-11
DOLO_5m.csv,1.6666666666666667e-11
DOOD_5m.csv,1.6666666666666667e-11
DOT_5m.csv,1.6666666666666667e-11
DRIFT_5m.csv,1.6666666666666667e-11
DUSK_5m.csv,1.6666666666666667e-11
DYDX_5m.csv,1.6666666666666667e-11
DYM_5m.csv,1.6666666666666667e-11
EDEN_5m.csv,1.6666666666666667e-11
EDU_5m.csv,1.6666666666666667e-11
EGLD_5m.csv,1.6666666666666667e-11
EIGEN_5m.csv,1.6666666666666667e-11
ENA_5m.csv,1.6666666666666667e-11
ENJ_5m.csv,1.6666666666666667e-11
ENS_5m.csv,1.6666666666666667e-11
ENSO_5m.csv,1.6666666666666667e-11
EPIC_5m.csv,1.6666666666666667e-11
EPT_5m.csv,1.6666666666666667e-11
ERA_5m.csv,1.6666666666666667e-11
ESPORTS_5m.csv,1.6666666666666667e-11
ETC_5m.csv,1.6666666666666667e-11
ETH_5m.csv,1.6666666666666667e-11
ETHFI_5m.csv,1.6666666666666667e-11
ETHW_5m.csv,1.6666666666666667e-11
EUL_5m.csv,1.6666666666666667e-11
EVAA_5m.csv,1.6666666666666667e-11
F_5m.csv,1.6666666666666667e-11
FARTCOIN_5m.csv,1.6666666666666667e-11
FET_5m.csv,1.6666666666666667e-11
FF_5m.csv,1.6666666666666667e-11
FHE_5m.csv,1.6666666666666667e-11
FIDA_5m.csv,1.6666666666666667e-11
FIL_5m.csv,1.6666666666666667e-11
FIO_5m.csv,1.6666666666666667e-11
FIS_5m.csv,1.6666666666666667e-11
FLM_5m.csv,1.6666666666666667e-11
FLOCK_5m.csv,1.6666666666666667e-11
FLOW_5m.csv,1.6666666666666667e-11
FLUID_5m.csv,1.6666666666666667e-11
FLUX_5m.csv,1.6666666666666667e-11
FOLKS_5m.csv,1.6666666666666667e-11
FORM_5m.csv,1.6666666666666667e-11
FORTH_5m.csv,1.6666666666666667e-11
FTM_5m.csv,1.6666666666666667e-11
FTT_5m.csv,1.6666666666666667e-11
FUN_5m.csv,1.6666666666666667e-11
FXS_5m.csv,1.6666666666666667e-11
G_5m.csv,1.6666666666666667e-11
GALA_5m.csv,1.6666666666666667e-11
GAS_5m.csv,1.6666666666666667e-11
GHST_5m.csv,1.6666666666666667e-11
GIGGLE_5m.csv,1.6666666666666667e-11
GLM_5m.csv,1.6666666666666667e-11
GLMR_5m.csv,1.6666666666666667e-11
GMT_5m.csv,1.6666666666666667e-11
GMX_5m.csv,1.6666666666666667e-11
GOAT_5m.csv,1.6666666666666667e-11
GPS_5m.csv,1.6666666666666667e-11
GRASS_5m.csv,1.6666666666666667e-11
GRIFFAIN_5m.csv,1.6666666666666667e-11
GRT_5m.csv,1.6666666666666667e-11
GTC_5m.csv,1.6666666666666667e-11
GUN_5m.csv,1.6666666666666667e-11
H_5m.csv,1.6666666666666667e-11
HAEDAL_5m.csv,1.6666666666666667e-11
HANA_5m.csv,1.6666666666666667e-11
HBAR_5m.csv,1.6666666666666667e-11
HEI_5m.csv,1.6666666666666667e-11
HEMI_5m.csv,1.6666666666666667e-11
HFT_5m.csv,1.6666666666666667e-11
HIFI_5m.csv,1.6666666666666667e-11
HIGH_5m.csv,1.6666666666666667e-11
HIPPO_5m.csv,1.6666666666666667e-11
HIVE_5m.csv,1.6666666666666667e-11
HMSTR_5m.csv,1.6666666666666667e-11
HOLO_5m.csv,1.6666666666666667e-11
HOME_5m.csv,1.6666666666666667e-11
HOOK_5m.csv,1.6666666666666667e-11
HOT_5m.csv,1.6666666666666667e-11
HUMA_5m.csv,1.6666666666666667e-11
HYPE_5m.csv,1.6666666666666667e-11
HYPER_5m.csv,1.6666666666666667e-11
ICNT_5m.csv,1.6666666666666667e-11
ICP_5m.csv,1.6666666666666667e-11
ICX_5m.csv,1.6666666666666667e-11
ID_5m.csv,1.6666666666666667e-11
IDEX_5m.csv,1.6666666666666667e-11
IDOL_5m.csv,1.6666666666666667e-11
ILV_5m.csv,1.6666666666666667e-11
IMX_5m.csv,1.6666666666666667e-11
IN_5m.csv,1.6666666666666667e-11
INIT_5m.csv,1.6666666666666667e-11
INJ_5m.csv,1.6666666666666667e-11
IO_5m.csv,1.6666666666666667e-11
IOST_5m.csv,1.6666666666666667e-11
IOTA_5m.csv,1.6666666666666667e-11
IOTX_5m.csv,1.6666666666666667e-11
IP_5m.csv,1.6666666666666667e-11
IRYS_5m.csv,1.6666666666666667e-11
JASMY_5m.csv,1.6666666666666667e-11
JCT_5m.csv,1.6666666666666667e-11
JELLYJELLY_5m.csv,1.6666666666666667e-11
JOE_5m.csv,1.6666666666666667e-11
JST_5m.csv,1.6666666666666667e-11
JTO_5m.csv,1.6666666666666667e-11
JUP_5m.csv,1.6666666666666667e-11
KAIA_5m.csv,1.6666666666666667e-11
KAITO_5m.csv,1.6666666666666667e-11
KAS_5m.csv,1.6666666666666667e-11
KAVA_5m.csv,1.6666666666666667e-11
KDA_5m.csv,1.6666666666666667e-11
KERNEL_5m.csv,1.6666666666666667e-11
KEY_5m.csv,1.6666666666666667e-11
KGEN_5m.csv,1.6666666666666667e-11
KITE_5m.csv,1.6666666666666667e-11
KLAY_5m.csv,1.6666666666666667e-11
KMNO_5m.csv,1.6666666666666667e-11
KNC_5m.csv,1.6666666666666667e-11
KOMA_5m.csv,1.6666666666666667e-11
KSM_5m.csv,1.6666666666666667e-11
LA_5m.csv,1.6666666666666667e-11
LAB_5m.csv,1.6666666666666667e-11
LAYER_5m.csv,1.6666666666666667e-11
LDO_5m.csv,1.6666666666666667e-11
LEVER_5m.csv,1.6666666666666667e-11
LIGHT_5m.csv,1.6666666666666667e-11
LINA_5m.csv,1.6666666666666667e-11
LINEA_5m.csv,1.6666666666666667e-11
LINK_5m.csv,1.6666666666666667e-11
LISTA_5m.csv,1.6666666666666667e-11
LIT_5m.csv,1.6666666666666667e-11
LOKA_5m.csv,1.6666666666666667e-11
LOOM_5m.csv,1.6666666666666667e-11
LPT_5m.csv,1.6666666666666667e-11
LQTY_5m.csv,1.6666666666666667e-11
LRC_5m.csv,1.6666666666666667e-11
LSK_5m.csv,1.6666666666666667e-11
LTC_5m.csv,1.6666666666666667e-11
LUMIA_5m.csv,1.6666666666666667e-11
LUNA2_5m.csv,1.6666666666666667e-11
LYN_5m.csv,1.6666666666666667e-11
M_5m.csv,1.6666666666666667e-11
MAGIC_5m.csv,1.6666666666666667e-11
MANA_5m.csv,1.6666666666666667e-11
MANTA_5m.csv,1.6666666666666667e-11
MASK_5m.csv,1.6666666666666667e-11
MAV_5m.csv,1.6666666666666667e-11
MAVIA_5m.csv,1.6666666666666667e-11
MBOX_5m.csv,1.6666666666666667e-11
MDT_5m.csv,1.6666666666666667e-11
ME_5m.csv,1.6666666666666667e-11
MELANIA_5m.csv,1.6666666666666667e-11
MEME_5m.csv,1.6666666666666667e-11
MEMEFI_5m.csv,1.6666666666666667e-11
MERL_5m.csv,1.6666666666666667e-11
MET_5m.csv,1.6666666666666667e-11
METIS_5m.csv,1.6666666666666667e-11
MEW_5m.csv,1.6666666666666667e-11
MILK_5m.csv,1.6666666666666667e-11
MINA_5m.csv,1.6666666666666667e-11
MIRA_5m.csv,1.6666666666666667e-11
MITO_5m.csv,1.6666666666666667e-11
MKR_5m.csv,1.6666666666666667e-11
MLN_5m.csv,1.6666666666666667e-11
MMT_5m.csv,1.6666666666666667e-11
MOCA_5m.csv,1.6666666666666667e-11
MON_5m.csv,1.6666666666666667e-11
MOODENG_5m.csv,1.6666666666666667e-11
MORPHO_5m.csv,1.6666666666666667e-11
MOVE_5m.csv,1.6666666666666667e-11
MOVR_5m.csv,1.6666666666666667e-11
MTL_5m.csv,1.6666666666666667e-11
MUBARAK_5m.csv,1.6666666666666667e-11
MYRO_5m.csv,1.6666666666666667e-11
MYX_5m.csv,1.6666666666666667e-11
NAORIS_5m.csv,1.6666666666666667e-11
NEAR_5m.csv,1.6666666666666667e-11
NEIRO_5m.csv,1.6666666666666667e-11
NEIROETH_5m.csv,1.6666666666666667e-11
NEO_5m.csv,1.6666666666666667e-11
NEWT_5m.csv,1.6666666666666667e-11
NFP_5m.csv,1.6666666666666667e-11
NIL_5m.csv,1.6666666666666667e-11
NKN_5m.csv,1.6666666666666667e-11
NMR_5m.csv,1.6666666666666667e-11
NOM_5m.csv,1.6666666666666667e-11
NOT_5m.csv,1.6666666666666667e-11
NTRN_5m.csv,1.6666666666666667e-11
NULS_5m.csv,1.6666666666666667e-11
NXPC_5m.csv,1.6666666666666667e-11
OBOL_5m.csv,1.6666666666666667e-11
OCEAN_5m.csv,1.6666666666666667e-11
OG_5m.csv,1.6666666666666667e-11
OGN_5m.csv,1.6666666666666667e-11
OL_5m.csv,1.6666666666666667e-11
OM_5m.csv,1.6666666666666667e-11
OMG_5m.csv,1.6666666666666667e-11
OMNI_5m.csv,1.6666666666666667e-11
ON_5m.csv,1.6666666666666667e-11
ONDO_5m.csv,1.6666666666666667e-11
ONE_5m.csv,1.6666666666666667e-11
ONG_5m.csv,1.6666666666666667e-11
ONT_5m.csv,1.6666666666666667e-11
OP_5m.csv,1.6666666666666667e-11
OPEN_5m.csv,1.6666666666666667e-11
ORBS_5m.csv,1.6666666666666667e-11
ORCA_5m.csv,1.6666666666666667e-11
ORDER_5m.csv,1.6666666666666667e-11
ORDI_5m.csv,1.6666666666666667e-11
OXT_5m.csv,1.6666666666666667e-11
PARTI_5m.csv,1.6666666666666667e-11
PAXG_5m.csv,1.6666666666666667e-11
PENDLE_5m.csv,1.6666666666666667e-11
PENGU_5m.csv,1.6666666666666667e-11
PEOPLE_5m.csv,1.6666666666666667e-11
PERP_5m.csv,1.6666666666666667e-11
PHA_5m.csv,1.6666666666666667e-11
PHB_5m.csv,1.6666666666666667e-11
PIEVERSE_5m.csv,1.6666666666666667e-11
PIPPIN_5m.csv,1.6666666666666667e-11
PIXEL_5m.csv,1.6666666666666667e-11
PLAY_5m.csv,1.6666666666666667e-11
PLUME_5m.csv,1.6666666666666667e-11
PNUT_5m.csv,1.6666666666666667e-11
POL_5m.csv,1.6666666666666667e-11
POLYX_5m.csv,1.6666666666666667e-11
PONKE_5m.csv,1.6666666666666667e-11
POPCAT_5m.csv,1.6666666666666667e-11
PORT3_5m.csv,1.6666666666666667e-11
PORTAL_5m.csv,1.6666666666666667e-11
POWR_5m.csv,1.6666666666666667e-11
PROM_5m.csv,1.6666666666666667e-11
PROMPT_5m.csv,1.6666666666666667e-11
PROVE_5m.csv,1.6666666666666667e-11
PTB_5m.csv,1.6666666666666667e-11
PUFFER_5m.csv,1.6666666666666667e-11
PUMP_5m.csv,1.6666666666666667e-11
PUMPBTC_5m.csv,1.6666666666666667e-11
PUNDIX_5m.csv,1.6666666666666667e-11
PYTH_5m.csv,1.6666666666666667e-11
Q_5m.csv,1.6666666666666667e-11
QNT_5m.csv,1.6666666666666667e-11
QTUM_5m.csv,1.6666666666666667e-11
QUICK_5m.csv,1.6666666666666667e-11
RAD_5m.csv,1.6666666666666667e-11
RARE_5m.csv,1.6666666666666667e-11
RAY_5m.csv,1.6666666666666667e-11
RAYSOL_5m.csv,1.6666666666666667e-11
RDNT_5m.csv,1.6666666666666667e-11
RECALL_5m.csv,1.6666666666666667e-11
RED_5m.csv,1.6666666666666667e-11
REEF_5m.csv,1.6666666666666667e-11
REI_5m.csv,1.6666666666666667e-11
REN_5m.csv,1.6666666666666667e-11
RENDER_5m.csv,1.6666666666666667e-11
RESOLV_5m.csv,1.6666666666666667e-11
REZ_5m.csv,1.6666666666666667e-11
RIF_5m.csv,1.6666666666666667e-11
RIVER_5m.csv,1.6666666666666667e-11
RLC_5m.csv,1.6666666666666667e-11
RLS_5m.csv,1.6666666666666667e-11
RONIN_5m.csv,1.6666666666666667e-11
ROSE_5m.csv,1.6666666666666667e-11
RPL_5m.csv,1.6666666666666667e-11
RSR_5m.csv,1.6666666666666667e-11
RUNE_5m.csv,1.6666666666666667e-11
RVN_5m.csv,1.6666666666666667e-11
RVV_5m.csv,1.6666666666666667e-11
S_5m.csv,1.6666666666666667e-11
SAFE_5m.csv,1.6666666666666667e-11
SAGA_5m.csv,1.6666666666666667e-11
SAHARA_5m.csv,1.6666666666666667e-11
SAND_5m.csv,1.6666666666666667e-11
SANTOS_5m.csv,1.6666666666666667e-11
SAPIEN_5m.csv,1.6666666666666667e-11
SC_5m.csv,1.6666666666666667e-11
SCR_5m.csv,1.6666666666666667e-11
SCRT_5m.csv,1.6666666666666667e-11
SEI_5m.csv,1.6666666666666667e-11
SENT_5m.csv,1.6666666666666667e-11
SFP_5m.csv,1.6666666666666667e-11
SHELL_5m.csv,1.6666666666666667e-11
SIGN_5m.csv,1.6666666666666667e-11
SIREN_5m.csv,1.6666666666666667e-11
SKATE_5m.csv,1.6666666666666667e-11
SKL_5m.csv,1.6666666666666667e-11
SKY_5m.csv,1.6666666666666667e-11
SKYAI_5m.csv,1.6666666666666667e-11
SLERF_5m.csv,1.6666666666666667e-11
SLP_5m.csv,1.6666666666666667e-11
SNT_5m.csv,1.6666666666666667e-11
SNX_5m.csv,1.6666666666666667e-11
SOL_5m.csv,1.6666666666666667e-11
SOLV_5m.csv,1.6666666666666667e-11
SOMI_5m.csv,1.6666666666666667e-11
SONIC_5m.csv,1.6666666666666667e-11
SOON_5m.csv,1.6666666666666667e-11
SOPH_5m.csv,1.6666666666666667e-11
SPELL_5m.csv,1.6666666666666667e-11
SPK_5m.csv,1.6666666666666667e-11
SPX_5m.csv,1.6666666666666667e-11
SQD_5m.csv,1.6666666666666667e-11
SSV_5m.csv,1.6666666666666667e-11
STABLE_5m.csv,1.6666666666666667e-11
STBL_5m.csv,1.6666666666666667e-11
STEEM_5m.csv,1.6666666666666667e-11
STG_5m.csv,1.6666666666666667e-11
STMX_5m.csv,1.6666666666666667e-11
STO_5m.csv,1.6666666666666667e-11
STORJ_5m.csv,1.6666666666666667e-11
STPT_5m.csv,1.6666666666666667e-11
STRAX_5m.csv,1.6666666666666667e-11
STRK_5m.csv,1.6666666666666667e-11
STX_5m.csv,1.6666666666666667e-11
SUI_5m.csv,1.6666666666666667e-11
SUN_5m.csv,1.6666666666666667e-11
SUPER_5m.csv,1.6666666666666667e-11
SUSHI_5m.csv,1.6666666666666667e-11
SWARMS_5m.csv,1.6666666666666667e-11
SWELL_5m.csv,1.6666666666666667e-11
SXP_5m.csv,1.6666666666666667e-11
SXT_5m.csv,1.6666666666666667e-11
SYN_5m.csv,1.6666666666666667e-11
SYRUP_5m.csv,1.6666666666666667e-11
SYS_5m.csv,1.6666666666666667e-11
T_5m.csv,1.6666666666666667e-11
TA_5m.csv,1.6666666666666667e-11
TAC_5m.csv,1.6666666666666667e-11
TAG_5m.csv,1.6666666666666667e-11
TAIKO_5m.csv,1.6666666666666667e-11
TAKE_5m.csv,1.6666666666666667e-11
TANSSI_5m.csv,1.6666666666666667e-11
TAO_5m.csv,1.6666666666666667e-11
THE_5m.csv,1.6666666666666667e-11
THETA_5m.csv,1.6666666666666667e-11
TIA_5m.csv,1.6666666666666667e-11
TLM_5m.csv,1.6666666666666667e-11
TNSR_5m.csv,1.6666666666666667e-11
TOKEN_5m.csv,1.6666666666666667e-11
TON_5m.csv,1.6666666666666667e-11
TOSHI_5m.csv,1.6666666666666667e-11
TOWNS_5m.csv,1.6666666666666667e-11
TRADOOR_5m.csv,1.6666666666666667e-11
TRB_5m.csv,1.6666666666666667e-11
TREE_5m.csv,1.6666666666666667e-11
TROY_5m.csv,1.6666666666666667e-11
TRU_5m.csv,1.6666666666666667e-11
TRUMP_5m.csv,1.6666666666666667e-11
TRUST_5m.csv,1.6666666666666667e-11
TRUTH_5m.csv,1.6666666666666667e-11
TRX_5m.csv,1.6666666666666667e-11
TST_5m.csv,1.6666666666666667e-11
TURBO_5m.csv,1.6666666666666667e-11
TURTLE_5m.csv,1.6666666666666667e-11
TUT_5m.csv,1.6666666666666667e-11
TWT_5m.csv,1.6666666666666667e-11
UAI_5m.csv,1.6666666666666667e-11
UB_5m.csv,1.6666666666666667e-11
UMA_5m.csv,1.6666666666666667e-11
UNFI_5m.csv,1.6666666666666667e-11
UNI_5m.csv,1.6666666666666667e-11
USDC_5m.csv,1.6666666666666667e-11
USELESS_5m.csv,1.6666666666666667e-11
USTC_5m.csv,1.6666666666666667e-11
USUAL_5m.csv,1.6666666666666667e-11
UXLINK_5m.csv,1.6666666666666667e-11
VANA_5m.csv,1.6666666666666667e-11
VANRY_5m.csv,1.6666666666666667e-11
VELODROME_5m.csv,1.6666666666666667e-11
VELVET_5m.csv,1.6666666666666667e-11
VET_5m.csv,1.6666666666666667e-11
VFY_5m.csv,1.6666666666666667e-11
VIC_5m.csv,1.6666666666666667e-11
VIDT_5m.csv,1.6666666666666667e-11
VINE_5m.csv,1.6666666666666667e-11
VIRTUAL_5m.csv,1.6666666666666667e-11
VOXEL_5m.csv,1.6666666666666667e-11
VTHO_5m.csv,1.6666666666666667e-11
VVV_5m.csv,1.6666666666666667e-11
W_5m.csv,1.6666666666666667e-11
WAL_5m.csv,1.6666666666666667e-11
WAVES_5m.csv,1.6666666666666667e-11
WAXP_5m.csv,1.6666666666666667e-11
WCT_5m.csv,1.6666666666666667e-11
WIF_5m.csv,1.6666666666666667e-11
WLD_5m.csv,1.6666666666666667e-11
WLFI_5m.csv,1.6666666666666667e-11
WOO_5m.csv,1.6666666666666667e-11
XAI_5m.csv,1.6666666666666667e-11
XAN_5m.csv,1.6666666666666667e-11
XCN_5m.csv,1.6666666666666667e-11
XEM_5m.csv,1.6666666666666667e-11
XLM_5m.csv,1.6666666666666667e-11
XMR_5m.csv,1.6666666666666667e-11
XNY_5m.csv,1.6666666666666667e-11
XPIN_5m.csv,1.6666666666666667e-11
XPL_5m.csv,1.6666666666666667e-11
XRP_5m.csv,1.6666666666666667e-11
XTZ_5m.csv,1.6666666666666667e-11
XVG_5m.csv,1.6666666666666667e-11
XVS_5m.csv,1.6666666666666667e-11
YALA_5m.csv,1.6666666666666667e-11
YB_5m.csv,1.6666666666666667e-11
YFI_5m.csv,1.6666666666666667e-11
YGG_5m.csv,1.6666666666666667e-11
ZBT_5m.csv,1.6666666666666667e-11
ZEC_5m.csv,1.6666666666666667e-11
ZEN_5m.csv,1.6666666666666667e-11
ZEREBRO_5m.csv,1.6666666666666667e-11
ZETA_5m.csv,1.6666666666666667e-11
ZIL_5m.csv,1.6666666666666667e-11
ZK_5m.csv,1.6666666666666667e-11
ZKC_5m.csv,1.6666666666666667e-11
ZKJ_5m.csv,1.6666666666666667e-11
ZORA_5m.csv,1.6666666666666667e-11
ZRC_5m.csv,1.6666666666666667e-11
ZRO_5m.csv,1.6666666666666667e-11
ZRX_5m.csv,1.6666666666666667e-11
币安人生_5m.csv,1.6666666666666667e-11
