axis,baseline_version,strategy,candidate_key,trades,wins,losses,win_rate_pct,max_return_pct,max_drawdown_pct,official_cd_value,profit_factor,mtm_close_max_drawdown_pct,mtm_worstbar_max_drawdown_pct,mtm_worstbar_cd_value,generated_signals,executed_entries,same_bar_trades,max_conc,active_leftover,pending_leftover,load_errors
short_main2,v5,V4R05_stop262_rr620_t390_ff15,V4R05_stop262_rr620_t390_ff15,148281,10414,137867,7.023151988454354,129234.32408204528,5.692488096031778,121971.9830795917,1.998821411024562,14.81208179975927,14.059033930133126,111166.12280897668,267412,148281,6944,364,0,0,0
