spec,role,factor,residual_mode,profile,side,direction,horizon,scenario,top_k,max_concurrent_cap,period,selected_before_cap,selected_after_cap,initial_capital,final_equity,final_return_pct,peak_equity,min_equity,max_drawdown_pct,entries,exits,wins,losses,flats,win_rate_pct,avg_trade_net_return_pct,profit_factor_contribution,max_concurrent_positions,max_gross_exposure_pct,bankrupt,position_fraction,leverage,fee_per_side,slippage_bps
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_nocap_EX_2025Q4,3,0,EX_2025Q4,245972,245972,100.0,951.0466703000185,851.0466703000185,1000.0647815822608,67.86809250965025,-38.02289726461191,245972,245972,129796,116176,0,52.76860780901891,0.10320997076274453,1.0720862525300328,131,131.16935260046486,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_nocap_PRE_2025Q4,3,0,PRE_2025Q4,241934,241934,100.0,970.7519340499503,870.7519340499503,1000.0647815822608,67.86809250965025,-38.02289726461191,241934,241934,127737,114197,0,52.79828382947416,0.10564199512658938,1.0766606587692777,120,119.66471987229961,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_nocap_ONLY_2025Q4,3,0,ONLY_2025Q4,28150,28150,100.0,317.84800454934543,217.84800454934543,327.9826133330881,92.10127910870821,-42.9701755225029,28150,28150,15765,12385,0,56.00355239786856,0.4486754165474835,1.257487195284441,131,131.1613055300536,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_nocap_2026_ENTRY_ONLY,3,0,2026_ENTRY_ONLY,4038,4038,100.0,97.97010306559689,-2.029896934403108,100.4869963853927,86.83053943907002,-13.590272808977943,4038,4038,2059,1979,0,50.99058940069341,-0.04250310066923443,0.9559585751577127,131,131.16935260046478,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap20_BASE,3,20,BASE,274122,140307,100.0,702.2304989294975,602.2304989294975,714.6157823213666,73.51422713042125,-32.8668504020955,140307,140307,74289,66018,0,52.94746520130856,0.14558589270294758,1.1447667057634372,23,38.75775937395968,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap20_EX_2025Q4,3,20,EX_2025Q4,245972,133135,100.0,457.6611452217165,357.6611452217165,460.2843711226443,73.51422713042125,-32.8668504020955,133135,133135,70191,62944,0,52.72167348931536,0.12053424921165622,1.1021628334923597,23,33.61369203721772,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap20_PRE_2025Q4,3,20,PRE_2025Q4,241934,132235,100.0,451.2674789443645,351.26747894436454,454.92301791721104,73.51422713042125,-32.8668504020955,132235,132235,69725,62510,0,52.72809770484365,0.12027373705532048,1.1016959626464862,23,33.61369203721772,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap20_ONLY_2025Q4,3,20,ONLY_2025Q4,28150,7178,100.0,148.55766704620828,48.55766704620827,149.66185969313426,97.21335541659245,-15.895517462527476,7178,7178,4096,3082,0,57.06324881582614,0.5600743898101996,1.3675507362131445,23,34.82136701469397,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap20_2026_ENTRY_ONLY,3,20,2026_ENTRY_ONLY,4038,900,100.0,101.41682407345381,1.416824073453804,101.99812585639285,97.73031393875647,-2.5593753880394976,900,900,466,434,0,51.77777777777778,0.15881072142614672,1.1366216703144514,23,23.020560834794107,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap50_BASE,3,50,BASE,274122,239544,100.0,1807.3999074296114,1707.3999074296114,1848.6420222900274,67.85876287927543,-38.03141707766164,239544,239544,127062,112482,0,53.04328223624887,0.13185264671225488,1.1325471565947212,53,70.83890292965461,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap50_EX_2025Q4,3,50,EX_2025Q4,245972,222502,100.0,842.7146327936266,742.7146327936265,860.0839296210431,67.85876287927543,-38.03141707766164,222502,222502,117485,105017,0,52.80177256833647,0.1060368142957021,1.0803935594727807,53,58.381343794746535,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap50_PRE_2025Q4,3,50,PRE_2025Q4,241934,220292,100.0,850.9590510727428,750.9590510727428,860.0839296210431,67.85876287927543,-38.03141707766164,220292,220292,116354,103938,0,52.81807782397908,0.10750452678414733,1.0833023453084036,53,58.381343794746535,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap50_ONLY_2025Q4,3,50,ONLY_2025Q4,28150,17058,100.0,212.1474254190276,112.1474254190276,214.9927967476458,94.53720449058761,-32.50048658809139,17058,17058,9580,7478,0,56.16133192636886,0.4620696232969207,1.2835037518284464,53,70.83890292965461,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_cap50_2026_ENTRY_ONLY,3,50,2026_ENTRY_ONLY,4038,2210,100.0,99.0311615736717,-0.9688384263283001,100.4869963853927,92.95392411014525,-7.496564278184048,2210,2210,1131,1079,0,51.17647058823529,-0.04026423525385206,0.9631325782111513,53,53.201123823045,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_nocap_BASE,5,0,BASE,302486,302486,100.0,2679.427865432878,2579.427865432878,2971.589304154163,65.7358827304694,-48.64244327375303,302486,302486,159519,142967,0,52.73599439312894,0.12625023921985667,1.1210074177218479,180,181.4460373323358,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_nocap_EX_2025Q4,5,0,EX_2025Q4,270045,270045,100.0,827.4291532489815,727.4291532489816,871.7533153447818,65.7358827304694,-40.610619223267285,270045,270045,141533,128512,0,52.410894480549544,0.092021989728315,1.0615693866007199,170,170.7135801289816,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_nocap_PRE_2025Q4,5,0,PRE_2025Q4,265328,265328,100.0,860.3936110949046,760.3936110949046,871.7533153447818,65.7358827304694,-40.610619223267285,265328,265328,139183,126145,0,52.45695893384792,0.09496240119404983,1.0669480548209225,151,152.14863161740334,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_nocap_ONLY_2025Q4,5,0,ONLY_2025Q4,32441,32441,100.0,323.87300539637135,223.87300539637133,345.39643855674154,88.95780199840134,-48.64244327375299,32441,32441,17986,14455,0,55.442187355506924,0.41117264093199235,1.2271677957410798,180,181.4460373323338,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_nocap_2026_ENTRY_ONLY,5,0,2026_ENTRY_ONLY,4717,4717,100.0,96.16867705421743,-3.831322945782578,101.14552222647524,84.81827415691187,-16.142334045203675,4717,4717,2350,2367,0,49.81980072079712,-0.07337412928387065,0.9278396342648616,170,170.71358012898074,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap20_BASE,5,20,BASE,302486,140846,100.0,606.7765072993946,506.77650729939455,619.103045102968,73.8670707185755,-33.26238843738864,140846,140846,74290,66556,0,52.7455518793576,0.13448323471306572,1.1284965410280208,25,35.62404086107438,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap20_EX_2025Q4,5,20,EX_2025Q4,270045,133670,100.0,417.67099643711185,317.67099643711185,420.07721941756057,73.8670707185755,-33.26238843738864,133670,133670,70210,63460,0,52.5248746914042,0.11328175106092095,1.0940114983810714,25,33.32372779217515,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap20_PRE_2025Q4,5,20,PRE_2025Q4,265328,132771,100.0,413.8198496583155,313.8198496583155,417.2193476498422,73.8670707185755,-33.26238843738864,132771,132771,69755,63016,0,52.53782829081652,0.1133359149391239,1.0940323446203781,25,33.32372779217515,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap20_ONLY_2025Q4,5,20,ONLY_2025Q4,32441,7180,100.0,142.9642460849439,42.964246084943916,145.16848821627212,95.93957676692129,-14.676646549889117,7180,7180,4053,3127,0,56.448467966573816,0.5058467619230731,1.3372088230841588,23,34.195903952966646,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap20_2026_ENTRY_ONLY,5,20,2026_ENTRY_ONLY,4717,899,100.0,100.9306336518113,0.9306336518112968,101.51209995470526,97.59258072686099,-2.6660621072916113,899,899,455,444,0,50.61179087875417,0.10528242706438308,1.0923433057050864,24,24.2303319565923,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap50_BASE,5,50,BASE,302486,249179,100.0,1601.658117744373,1501.658117744373,1686.215301671751,65.77073701106762,-40.5791299657086,249179,249179,131430,117749,0,52.74521528700251,0.1231797746392156,1.1264182462244117,55,72.15352733979292,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap50_EX_2025Q4,5,50,EX_2025Q4,270045,232066,100.0,754.5599920304894,654.5599920304894,781.368507544781,65.77073701106762,-40.5791299657086,232066,232066,121857,110209,0,52.5096308808701,0.09808266289234578,1.0757506210869643,55,66.52739888588285,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap50_PRE_2025Q4,5,50,PRE_2025Q4,265328,229853,100.0,776.5691885067841,676.5691885067841,781.368507544781,65.77073701106762,-40.5791299657086,229853,229853,120741,109112,0,52.52966026112341,0.10024293307429857,1.0802092462272983,55,66.52739888588285,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap50_ONLY_2025Q4,5,50,ONLY_2025Q4,32441,17130,100.0,209.35033496533734,109.35033496533735,214.4246851462575,92.24555539746814,-33.076478774933435,17130,17130,9573,7557,0,55.884413309982484,0.4549621851426046,1.2855503484351045,55,72.15352733979313,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K5_cap50_2026_ENTRY_ONLY,5,50,2026_ENTRY_ONLY,4717,2213,100.0,97.16584216808673,-2.8341578319132754,100.49365236126441,92.61568427974375,-7.839269343301581,2213,2213,1116,1097,0,50.429281518300954,-0.12629356039389542,0.8931243922753053,54,54.31624646113742,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_nocap_BASE,10,0,BASE,330818,330818,100.0,1896.9413873327926,1796.9413873327926,2130.9278717385223,59.938209962192936,-58.99306598300155,330818,330818,173014,157804,0,52.29884710021825,0.11166431433017765,1.1059981398467642,239,246.04835744740038,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_nocap_EX_2025Q4,10,0,EX_2025Q4,294725,294725,100.0,551.3834177166356,451.38341771663556,604.0167115063716,59.938209962192936,-46.252204517755736,294725,294725,153128,141597,0,51.95623038425651,0.07471983308016857,1.046366665424952,209,210.40660414475235,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_nocap_PRE_2025Q4,10,0,PRE_2025Q4,289499,289499,100.0,574.9302932543296,474.9302932543296,604.0167115063716,59.938209962192936,-46.252204517755736,289499,289499,150539,138960,0,51.999834196318474,0.07731154996889822,1.0505010183138037,189,191.36554874015226,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_nocap_ONLY_2025Q4,10,0,ONLY_2025Q4,36093,36093,100.0,344.0943797198095,244.09437971980955,370.6694816783226,86.87433118405863,-58.993065983001635,36093,36093,19886,16207,0,55.09655611891503,0.41334226397163115,1.218912982654824,239,246.0483574474009,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_nocap_2026_ENTRY_ONLY,10,0,2026_ENTRY_ONLY,5226,5226,100.0,95.90439470419825,-4.095605295801752,100.91326279705355,82.9433828673278,-17.80725291368781,5226,5226,2589,2637,0,49.540757749712974,-0.06885066970786818,0.9287999104554755,209,210.4066041447546,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap20_BASE,10,20,BASE,330818,140911,100.0,500.89651934978156,400.8965193497816,516.2387624510171,74.14007319448083,-33.58185060968585,140911,140911,74231,66680,0,52.67935079589245,0.1208268628144955,1.109644430163303,26,35.450707105292025,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap20_EX_2025Q4,10,20,EX_2025Q4,294725,133743,100.0,355.76772304432046,255.76772304432046,363.53440553914663,74.14007319448083,-33.58185060968585,133743,133743,70184,63559,0,52.476765139110086,0.1012304378011926,1.0806294796995568,26,33.03150532091231,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap20_PRE_2025Q4,10,20,PRE_2025Q4,289499,132845,100.0,358.8138196150429,258.8138196150429,363.53440553914663,74.14007319448083,-33.58185060968585,132845,132845,69734,63111,0,52.492754714140546,0.10254075840509429,1.0826062288336213,26,33.03150532091231,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap20_ONLY_2025Q4,10,20,ONLY_2025Q4,36093,7171,100.0,141.13468346489782,41.13468346489781,143.17768684158338,96.28194421321643,-15.687075076098067,7171,7171,4050,3121,0,56.47747873378888,0.4898403603937169,1.3190907330436232,24,35.78501714043704,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap20_2026_ENTRY_ONLY,10,20,2026_ENTRY_ONLY,5226,898,100.0,99.15106486868505,-0.8489351313149429,100.2425275866645,96.59317655786003,-3.6405217592397787,898,898,450,448,0,50.11135857461024,-0.09261092146976012,0.921962269724673,24,24.01184031604273,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap50_BASE,10,50,BASE,330818,255989,100.0,1329.88039128358,1229.88039128358,1411.9239529268282,59.98294853335254,-46.21208654335558,255989,255989,134266,121723,0,52.44990995706846,0.1134681718632553,1.119301498647705,59,73.2216295541672,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap50_EX_2025Q4,10,50,EX_2025Q4,294725,238859,100.0,631.6676486651025,531.6676486651025,657.5316081785443,59.98294853335254,-46.21208654335558,238859,238859,124727,114132,0,52.21783562687611,0.08868093758371601,1.0699214165808646,59,66.27899786181874,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap50_PRE_2025Q4,10,50,PRE_2025Q4,289499,236652,100.0,653.4340151908332,553.4340151908332,657.5316081785443,59.98294853335254,-46.21208654335558,236652,236652,123632,113020,0,52.24211077869615,0.0909037191603534,1.074510861325394,59,66.27899786181874,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap50_ONLY_2025Q4,10,50,ONLY_2025Q4,36093,17146,100.0,208.0187307908526,108.01873079085257,213.40167576184143,93.04616573746539,-34.84758343922844,17146,17146,9535,7611,0,55.610638049690884,0.45167163274967814,1.283655630167809,57,73.22162955416736,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K10_cap50_2026_ENTRY_ONLY,10,50,2026_ENTRY_ONLY,5226,2207,100.0,96.66892662155536,-3.331073378444638,100.49073195333638,91.93403325955568,-8.514913293450855,2207,2207,1095,1112,0,49.614861803352966,-0.14966328791442424,0.8764865235283475,56,56.27795400168677,False,0.01,1.0,0.0004,1.0
