spec,role,factor,residual_mode,profile,side,direction,horizon,scenario,top_k,max_concurrent_cap,period,selected_before_cap,selected_after_cap,initial_capital,final_equity,final_return_pct,peak_equity,min_equity,max_drawdown_pct,entries,exits,wins,losses,flats,win_rate_pct,avg_trade_net_return_pct,profit_factor_contribution,max_concurrent_positions,max_gross_exposure_pct,bankrupt,position_fraction,leverage,fee_per_side,slippage_bps
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_PRE_2025Q4,1,50,PRE_2025Q4,116071,116060,100.0,667.1754974433626,567.1754974433626,671.6152481201096,81.5240001060971,-20.793190760614934,116060,116060,62387,53673,0,53.7540927106669,0.16911615898251994,1.1294543317549,51,51.31590684713269,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_ONLY_2025Q4,1,50,ONLY_2025Q4,12239,12195,100.0,209.5534494961237,109.5534494961237,210.75833815132532,96.49548757400822,-20.44016733077354,12195,12195,7143,5052,0,58.573185731857315,0.6195163169848257,1.387459145578962,51,53.32033393383887,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K1_cap50_2026_ENTRY_ONLY,1,50,2026_ENTRY_ONLY,1778,1758,100.0,101.89811735775216,1.8981173577521604,102.1933740945085,95.99416734996927,-4.542785259123572,1758,1758,926,832,0,52.67349260523322,0.10993232572458564,1.0880220284629953,51,51.71571512977767,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_BASE,3,0,BASE,177644,177644,100.0,1795.2711651771072,1695.2711651771072,1817.7141025467452,77.17142721104527,-34.14615484047303,177644,177644,95094,82550,0,53.53065681925649,0.17267374508802466,1.1689819958196959,122,121.79165183177172,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_EX_2025Q4,3,0,EX_2025Q4,158399,158399,100.0,670.8603152993247,570.8603152993247,677.0482324336979,77.17142721104527,-26.316357355635756,158399,158399,84005,74394,0,53.033794405267706,0.1282676065433973,1.0923271417620406,108,108.12132134257672,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_PRE_2025Q4,3,0,PRE_2025Q4,155489,155489,100.0,671.1463443952365,571.1463443952365,677.0482324336979,77.17142721104527,-26.316357355635756,155489,155489,82504,72985,0,53.06098823711002,0.13058308525992537,1.095942130667846,96,95.56019477800992,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_ONLY_2025Q4,3,0,ONLY_2025Q4,19245,19245,100.0,267.60870596381756,167.60870596381756,270.84443148251967,93.96085629251024,-34.146154840473066,19245,19245,11089,8156,0,57.6201610808002,0.5381654540685717,1.3247499945448975,122,121.7916518317706,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_nocap_2026_ENTRY_ONLY,3,0,2026_ENTRY_ONLY,2910,2910,100.0,99.9573820079178,-0.04261799208219452,100.35567940187829,90.02916540456886,-10.289914889576401,2910,2910,1501,1409,0,51.58075601374571,0.004545451851227884,0.9987563287203146,108,108.1213213425767,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_BASE,3,20,BASE,177644,117185,100.0,685.1816563666366,585.1816563666366,687.0622457378172,76.94473182149221,-26.532807182684714,117185,117185,62529,54656,0,53.359218329991045,0.16952277462617563,1.1590104210432315,23,33.5549491260447,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_EX_2025Q4,3,20,EX_2025Q4,158399,110311,100.0,465.0657228793598,365.0657228793598,470.02686470689724,76.94473182149221,-26.532807182684714,110311,110311,58573,51738,0,53.09805912375013,0.14444883824294782,1.1193546617071293,23,33.163936191092056,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_PRE_2025Q4,3,20,PRE_2025Q4,155489,109419,100.0,468.16951216644685,368.1695121664468,469.47245104533255,76.94473182149221,-26.532807182684714,109419,109419,58127,51292,0,53.12331496358037,0.1462174085785411,1.1225959264664085,23,33.163936191092056,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_ONLY_2025Q4,3,20,ONLY_2025Q4,19245,6880,100.0,145.085446118014,45.08544611801399,146.14351248742724,95.55235284176861,-14.783224327699218,6880,6880,3943,2937,0,57.31104651162791,0.5491136228629858,1.3520737458209815,23,33.55494912604463,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap20_2026_ENTRY_ONLY,3,20,2026_ENTRY_ONLY,2910,892,100.0,99.33703728960843,-0.6629627103915681,100.3967265044355,96.37270641293337,-4.008118821806761,892,892,446,446,0,50.0,-0.07249645049054465,0.9441257504899411,23,22.914250375015506,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_BASE,3,50,BASE,177644,168200,100.0,1557.3039827708067,1457.3039827708067,1566.8196288221525,77.17142721104527,-26.316357355635756,168200,168200,90049,78151,0,53.53686087990488,0.1719553389346195,1.1697908120153437,53,67.44054648860521,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_EX_2025Q4,3,50,EX_2025Q4,158399,153048,100.0,720.6820052435961,620.6820052435961,726.7540957607307,77.17142721104527,-26.316357355635756,153048,153048,81285,71763,0,53.11078877214991,0.1368035206818272,1.1060171495710118,53,58.10084213555625,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_PRE_2025Q4,3,50,PRE_2025Q4,155489,150948,100.0,720.4189174097658,620.4189174097658,726.7540957607307,77.17142721104527,-26.316357355635756,150948,150948,80198,70750,0,53.12955454858626,0.1386343453446004,1.1093076123536851,53,58.10084213555625,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_ONLY_2025Q4,3,50,ONLY_2025Q4,19245,15155,100.0,214.62693337905043,114.62693337905043,215.74817731987625,94.77669349564383,-26.22661995997482,15155,15155,8761,6394,0,57.80930386011217,0.522449886512315,1.3255690571110936,53,67.44054648860521,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K3_cap50_2026_ENTRY_ONLY,3,50,2026_ENTRY_ONLY,2910,2100,100.0,100.03651872923885,0.036518729238843584,100.64777517946804,93.36263199138762,-6.968262735272546,2100,2100,1087,1013,0,51.761904761904766,0.005203843921668276,1.0014726861298522,53,53.34498490083218,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_BASE,5,0,BASE,189464,189464,100.0,1451.0278779973457,1351.0278779973457,1496.9049249155055,73.51383891148981,-41.63409656648941,189464,189464,100720,88744,0,53.16049486973778,0.15371692336193088,1.152081937136555,149,148.82966999593174,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_EX_2025Q4,5,0,EX_2025Q4,168514,168514,100.0,519.1522578606854,419.1522578606854,530.3273984520183,73.51383891148981,-29.990387600875458,168514,168514,88734,79780,0,52.656752554683884,0.10706429875290284,1.0761721511146274,127,127.25503070335236,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_PRE_2025Q4,5,0,PRE_2025Q4,165313,165313,100.0,524.6862827926453,424.6862827926453,530.3273984520183,73.51383891148981,-29.990387600875458,165313,165313,87099,78214,0,52.68732646555322,0.10964762638673069,1.0799840129186957,120,119.68099496631464,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_ONLY_2025Q4,5,0,ONLY_2025Q4,20950,20950,100.0,279.50348133626846,179.50348133626846,285.30385796192417,92.70941353773293,-41.634096566489376,20950,20950,11986,8964,0,57.212410501193325,0.5289732662433564,1.310381706030185,149,148.82966999593427,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_nocap_2026_ENTRY_ONLY,5,0,2026_ENTRY_ONLY,3201,3201,100.0,98.94526975195461,-1.054730248045388,100.38075845477628,88.59146290720813,-11.744577077368357,3201,3201,1635,1566,0,51.07778819119025,-0.02634952228145725,0.9713348015402409,127,127.25503070335333,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_BASE,5,20,BASE,189464,118191,100.0,636.1465981507188,536.1465981507188,638.455871594921,74.66375305418859,-28.895287078108034,118191,118191,62897,55294,0,53.216403956308014,0.16192540003350886,1.152051108074874,25,34.11742002650962,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_EX_2025Q4,5,20,EX_2025Q4,168514,111309,100.0,433.8802387051387,333.88023870513865,442.27018888868963,74.66375305418859,-28.895287078108034,111309,111309,58948,52361,0,52.95888023430271,0.13704888420018982,1.1131841303409822,25,33.71415515243426,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_PRE_2025Q4,5,20,PRE_2025Q4,165313,110418,100.0,440.5404883403684,340.5404883403684,441.6977182665864,74.66375305418859,-28.895287078108034,110418,110418,58503,51915,0,52.98320925935989,0.13951658996839178,1.1176058486092395,25,33.71415515243426,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_ONLY_2025Q4,5,20,ONLY_2025Q4,20950,6888,100.0,144.60356424057477,44.60356424057477,145.00534080195987,95.74943995312526,-15.7807433557552,6888,6888,3942,2946,0,57.22996515679443,0.5436984958828369,1.3525655439143824,25,34.11742002650971,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap20_2026_ENTRY_ONLY,5,20,2026_ENTRY_ONLY,3201,891,100.0,98.48816401409039,-1.5118359859096153,100.39263145933256,95.51507544481406,-4.8584800932270795,891,891,445,446,0,49.943883277216614,-0.16876383803699246,0.877291894038469,23,22.951155162855457,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_BASE,5,50,BASE,189464,174921,100.0,1250.4667849723867,1150.4667849723867,1260.1038477599452,73.51383891148981,-29.990387600875458,174921,174921,93116,81805,0,53.23317383275879,0.1540927293403932,1.1536932598693346,55,68.57988178555229,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_EX_2025Q4,5,50,EX_2025Q4,168514,159639,100.0,601.1443868243693,501.14438682436935,610.0962059040047,73.51383891148981,-29.990387600875458,159639,159639,84340,75299,0,52.83170152656932,0.12102335809781353,1.0958538804241054,55,57.890092575089355,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_PRE_2025Q4,5,50,PRE_2025Q4,165313,157539,100.0,604.7674378044825,504.7674378044825,610.0962059040047,73.51383891148981,-29.990387600875458,157539,157539,83252,74287,0,52.84532718882309,0.12297304407122506,1.0993840041633416,55,57.890092575089355,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_ONLY_2025Q4,5,50,ONLY_2025Q4,20950,15286,100.0,206.2420425248609,106.24204252486092,208.3966153305089,93.84960957170348,-28.824260547214177,15286,15286,8767,6519,0,57.35313358628811,0.49383875076665945,1.3048802771174592,55,68.57988178555298,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K5_cap50_2026_ENTRY_ONLY,5,50,2026_ENTRY_ONLY,3201,2100,100.0,99.40091831113402,-0.5990816888659767,100.38075845477628,92.90005585235626,-7.452327236389877,2100,2100,1088,1012,0,51.8095238095238,-0.025239298361853756,0.9757251494438024,54,53.65358356679425,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_BASE,10,0,BASE,201230,201230,100.0,1156.4416841406871,1056.4416841406871,1215.4273053022982,67.0197681966534,-50.034908249249014,201230,201230,106247,94983,0,52.798787457138594,0.1378641328757598,1.1379896162991219,178,178.2095769193469,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_EX_2025Q4,10,0,EX_2025Q4,178858,178858,100.0,398.1862390594986,298.1862390594986,413.4487569292723,67.0197681966534,-36.65791400849896,178858,178858,93508,85350,0,52.280580125015376,0.0884557062688964,1.0618083947856458,155,155.71380954701723,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_PRE_2025Q4,10,0,PRE_2025Q4,175469,175469,100.0,407.87756716554355,307.87756716554355,413.4487569292723,67.0197681966534,-36.65791400849896,175469,175469,91801,83668,0,52.31750337666482,0.09138228039953464,1.0659914756945166,155,155.71380954701723,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_ONLY_2025Q4,10,0,ONLY_2025Q4,22372,22372,100.0,290.4353395573693,190.43533955736928,297.9990907661909,91.99870281745486,-50.034908249248765,22372,22372,12739,9633,0,56.94171285535491,0.5328709434447993,1.3071342828830033,178,178.20957691934737,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_nocap_2026_ENTRY_ONLY,10,0,2026_ENTRY_ONLY,3389,3389,100.0,97.62396148104129,-2.376038518958712,100.38104351238937,86.9714057618139,-13.35873515692274,3389,3389,1707,1682,0,50.368840365889646,-0.06307071336195996,0.939029279824084,146,146.59752914996912,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_BASE,10,20,BASE,201230,118703,100.0,617.6751642167287,517.6751642167287,621.1463015734081,74.31559312363345,-29.90155884450626,118703,118703,63040,55663,0,53.10733511368711,0.158872640230646,1.1499101382717638,26,35.45897147860263,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_EX_2025Q4,10,20,EX_2025Q4,178858,111810,100.0,416.88278102409726,316.88278102409726,424.5739878879181,74.31559312363345,-29.90155884450626,111810,111810,59087,52723,0,52.84589929344423,0.13298205310452524,1.1094839247159751,25,33.86161576138998,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_PRE_2025Q4,10,20,PRE_2025Q4,175469,110921,100.0,422.9226319582459,322.9226319582459,424.03358257050877,74.31559312363345,-29.90155884450626,110921,110921,58641,52280,0,52.867356046195034,0.1353271646242728,1.113601276979394,25,33.86161576138998,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_ONLY_2025Q4,10,20,ONLY_2025Q4,22372,6898,100.0,145.70118638474474,45.701186384744744,146.94181088533793,95.689653224601,-17.11268153270279,6898,6898,3939,2959,0,57.103508263264715,0.5541085807457491,1.357318337366866,26,35.45897147860271,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap20_2026_ENTRY_ONLY,10,20,2026_ENTRY_ONLY,3389,889,100.0,98.57187805103166,-1.4281219489683417,100.39046288963678,95.62927218388104,-4.742672330328734,889,889,446,443,0,50.168728908886386,-0.15961875103712117,0.883253463190364,23,22.95115516285547,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_BASE,10,50,BASE,201230,180789,100.0,1022.2515313297527,922.2515313297527,1026.235108138818,69.70475698971217,-34.12026287074647,180789,180789,95686,85103,0,52.926892675992455,0.13875036893826787,1.14345741683759,59,68.43959826115079,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_EX_2025Q4,10,50,EX_2025Q4,178858,165469,100.0,505.9432248734022,405.9432248734022,508.9811384666786,69.70475698971217,-34.12026287074647,165469,165469,86932,78537,0,52.53672893412059,0.107411555814299,1.0880968074128574,57,61.140060966948354,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_PRE_2025Q4,10,50,PRE_2025Q4,175469,163372,100.0,504.53516913314775,404.53516913314775,508.9811384666786,69.70475698971217,-34.12026287074647,163372,163372,85845,77527,0,52.54572386945131,0.10857508457197271,1.090222067938666,57,61.140060966948354,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_ONLY_2025Q4,10,50,ONLY_2025Q4,22372,15325,100.0,200.39952677026787,100.39952677026788,202.25871308819785,93.16775631398356,-29.98803638920161,15325,15325,8746,6579,0,57.07014681892333,0.4717533980508023,1.298420709788715,59,68.43959826115115,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z4__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z4,positive_residual,short_mean_reversion,72,K10_cap50_2026_ENTRY_ONLY,10,50,2026_ENTRY_ONLY,3389,2097,100.0,100.27907979986234,0.2790797998623473,100.66985389457615,93.3626722459754,-6.991729733859298,2097,2097,1087,1010,0,51.835956127801616,0.01676395438429225,1.0113415473979404,54,53.67720372423073,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_BASE,1,0,BASE,183492,183492,100.0,1863.3431233998338,1763.3431233998338,1884.0791032662275,73.95214860651645,-30.95554688486698,183492,183492,98818,84674,0,53.85411898066401,0.1679021985508587,1.161599830359079,63,63.25645868105118,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_EX_2025Q4,1,0,EX_2025Q4,167630,167630,100.0,842.3720560497798,742.3720560497796,851.5979188404401,73.95214860651645,-30.95554688486698,167630,167630,89709,77921,0,53.51607707450934,0.13457607388520965,1.1008539442396748,62,61.997147228305074,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_PRE_2025Q4,1,0,PRE_2025Q4,165446,165446,100.0,843.5588773649013,743.5588773649013,851.5979188404401,73.95214860651645,-30.95554688486698,165446,165446,88555,76891,0,53.52501722616443,0.13638898621721215,1.104273269631234,59,59.47260517328695,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_ONLY_2025Q4,1,0,ONLY_2025Q4,15862,15862,100.0,221.20241918977013,121.20241918977013,223.3513235140979,95.72456189856275,-24.802193159974905,15862,15862,9109,6753,0,57.42655402849578,0.5200934908029645,1.3124566941808211,63,63.256458681051356,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_nocap_2026_ENTRY_ONLY,1,0,2026_ENTRY_ONLY,2184,2184,100.0,99.85930782699738,-0.14069217300262116,100.39909845837056,93.25201008373587,-7.11867784111444,2184,2184,1154,1030,0,52.83882783882784,-0.0027586759684961096,0.994839802342247,62,61.99714722830541,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap20_BASE,1,20,BASE,183492,132759,100.0,840.6601071614558,740.6601071614558,853.2180025165597,75.73611179817954,-29.28997306088952,132759,132759,71156,61603,0,53.59787283724644,0.1665307557898975,1.1584398461206997,21,33.52707777450713,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap20_EX_2025Q4,1,20,EX_2025Q4,167630,125652,100.0,575.7207676974352,475.72076769743524,578.8474223633484,75.73611179817954,-29.28997306088952,125652,125652,67101,58551,0,53.40225384394996,0.14520338173795377,1.1233608150304681,21,32.830042334353045,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap20_PRE_2025Q4,1,20,PRE_2025Q4,165446,124755,100.0,565.6821848812843,465.6821848812843,567.4006491290627,75.73611179817954,-29.28997306088952,124755,124755,66614,58141,0,53.395855877519935,0.14482419243195357,1.1226227536263615,21,32.830042334353045,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap20_ONLY_2025Q4,1,20,ONLY_2025Q4,15862,7116,100.0,150.68266236315696,50.68266236315697,151.0764948814126,97.96593691887125,-16.01179787658249,7116,7116,4079,3037,0,57.321528948847664,0.5867753647021399,1.3702884937992699,21,34.8104192790812,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap20_2026_ENTRY_ONLY,1,20,2026_ENTRY_ONLY,2184,897,100.0,101.77459766003764,1.7745976600376467,102.32732050503415,98.1654074427933,-2.1096278654437417,897,897,487,410,0,54.29208472686734,0.19794113187177956,1.1711478517350338,21,21.57695647495691,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap50_BASE,1,50,BASE,183492,182724,100.0,1826.3063822467896,1726.3063822467896,1838.1758084161977,73.95214860651645,-30.95554688486698,182724,182724,98389,84335,0,53.845690768590885,0.1674473785043974,1.160769706781477,51,58.60905859336592,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap50_EX_2025Q4,1,50,EX_2025Q4,167630,167337,100.0,840.6703688710512,740.6703688710513,848.9477981918977,73.95214860651645,-30.95554688486698,167337,167337,89568,77769,0,53.525520357123646,0.13467055494259006,1.1007196699658843,51,51.89875583217292,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap50_PRE_2025Q4,1,50,PRE_2025Q4,165446,165269,100.0,840.5676360900475,740.5676360900476,848.9477981918977,73.95214860651645,-30.95554688486698,165269,165269,88468,76801,0,53.52970006474293,0.13630442678219287,1.1037598350126878,51,51.81723005274692,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap50_ONLY_2025Q4,1,50,ONLY_2025Q4,15862,15389,100.0,217.20953717195567,117.20953717195566,217.98526029652734,95.59226542278265,-24.6406767638198,15389,15389,8820,6569,0,57.31366560530249,0.523722089795029,1.3149697524254549,51,58.60905859336481,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K1_cap50_2026_ENTRY_ONLY,1,50,2026_ENTRY_ONLY,2184,2068,100.0,100.01222183398357,0.012221833983572239,100.47922225495526,93.63332263709891,-6.738881050886136,2068,2068,1100,968,0,53.191489361702125,0.00409591032977434,1.0004746127434918,51,51.8987558321711,False,0.01,1.0,0.0004,1.0
btc__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,comparison,btc,rolling_beta,z3_abs050,positive_residual,short_mean_reversion,72,K3_nocap_BASE,3,0,BASE,274122,274122,100.0,3022.741070086194,2922.741070086194,3183.7115544144167,67.86809250965025,-42.9701755225029,274122,274122,145561,128561,0,53.100809128782075,0.13868633639133507,1.1392236224004824,131,131.16935260046503,False,0.01,1.0,0.0004,1.0
