symbol,file,rows,valid_returns,market_group,is_btc_candidate,elapsed_seconds
POPCAT,POPCAT_5m.csv,144398,144396,2,False,0.34540343284606934
PORT3,PORT3_5m.csv,62058,62056,9,False,0.17958736419677734
PORTAL,PORTAL_5m.csv,194783,194781,14,False,0.47314906120300293
POWR,POWR_5m.csv,230949,230947,9,False,0.5876991748809814
PROM,PROM_5m.csv,102340,102338,1,False,0.2752871513366699
PROMPT,PROMPT_5m.csv,77640,77638,5,False,0.18974661827087402
PROVE,PROVE_5m.csv,44101,44099,12,False,0.12357854843139648
PTB,PTB_5m.csv,35802,35800,3,False,0.11200380325317383
PUFFER,PUFFER_5m.csv,62061,62059,2,False,0.1612083911895752
PUMP,PUMP_5m.csv,74807,74804,5,False,0.20318841934204102
PUMPBTC,PUMPBTC_5m.csv,59450,59448,9,False,0.16562199592590332
PUNDIX,PUNDIX_5m.csv,72125,72123,11,False,0.1755516529083252
PYTH,PYTH_5m.csv,223310,223308,14,False,0.5581653118133545
Q,Q_5m.csv,36149,36147,7,False,0.12014532089233398
QNT,QNT_5m.csv,339827,339826,13,False,0.8568973541259766
QTUM,QTUM_5m.csv,620035,620034,10,False,1.493281602859497
QUICK,QUICK_5m.csv,140172,140170,7,False,0.3693840503692627
RAD,RAD_5m.csv,279810,279808,5,False,0.6793715953826904
RARE,RARE_5m.csv,146416,146414,9,False,0.36930394172668457
RAY,RAY_5m.csv,462516,462515,0,False,1.1870455741882324
RAYSOL,RAYSOL_5m.csv,112718,112716,2,False,0.28965210914611816
RDNT,RDNT_5m.csv,289895,289893,6,False,0.7027661800384521
RECALL,RECALL_5m.csv,23705,23703,11,False,0.08535599708557129
RED,RED_5m.csv,87896,87894,10,False,0.2147514820098877
REEF,REEF_5m.csv,514037,514036,5,False,1.2642600536346436
REI,REI_5m.csv,134049,134047,13,False,0.3513317108154297
REN,REN_5m.csv,552063,552062,10,False,1.5539579391479492
RENDER,RENDER_5m.csv,152212,152210,9,False,0.3908524513244629
RESOLV,RESOLV_5m.csv,60273,60271,4,False,0.15625739097595215
REZ,REZ_5m.csv,177223,177221,5,False,0.45441627502441406
RIF,RIF_5m.csv,232559,232557,4,False,0.61910080909729
RIVER,RIVER_5m.csv,23102,23100,10,False,0.0870053768157959
RLC,RLC_5m.csv,573384,573383,1,False,1.48183274269104
RLS,RLS_5m.csv,11660,11659,1,False,0.08541536331176758
RONIN,RONIN_5m.csv,201535,201533,0,False,0.5346009731292725
ROSE,ROSE_5m.csv,424206,424205,12,False,1.6880218982696533
RPL,RPL_5m.csv,139217,139215,13,False,0.4965331554412842
RSR,RSR_5m.csv,550332,550331,10,False,1.6335082054138184
RUNE,RUNE_5m.csv,563298,563297,9,False,1.4598145484924316
RVN,RVN_5m.csv,513750,513749,12,False,1.6440799236297607
RVV,RVV_5m.csv,22829,22827,6,False,0.14927339553833008
S,S_5m.csv,102082,102080,7,False,0.2956085205078125
SAFE,SAFE_5m.csv,125965,125963,1,False,0.34693312644958496
SAGA,SAGA_5m.csv,183313,183311,3,False,0.4995112419128418
SAHARA,SAHARA_5m.csv,55682,55680,13,False,0.1611628532409668
SAND,SAND_5m.csv,522104,522103,6,False,1.2976808547973633
SANTOS,SANTOS_5m.csv,125083,125081,4,False,0.30255985260009766
SAPIEN,SAPIEN_5m.csv,39775,39773,2,False,0.11904311180114746
SC,SC_5m.csv,499917,499916,10,False,1.191760778427124
SCR,SCR_5m.csv,126860,126858,0,False,0.3197314739227295
SCRT,SCRT_5m.csv,118198,118196,3,False,0.3059086799621582
SEI,SEI_5m.csv,251404,251402,9,False,0.7050304412841797
SENT,SENT_5m.csv,15649,15648,14,False,0.06930017471313477
SFP,SFP_5m.csv,513461,513460,10,False,1.7038486003875732
SHELL,SHELL_5m.csv,92778,92776,10,False,0.2972536087036133
SIGN,SIGN_5m.csv,72689,72687,2,False,0.25782155990600586
SIREN,SIREN_5m.csv,83372,83370,1,False,0.2761049270629883
SKATE,SKATE_5m.csv,60596,60594,3,False,0.22455406188964844
SKL,SKL_5m.csv,535923,535922,7,False,1.5069665908813477
SKY,SKY_5m.csv,34140,34138,8,False,0.12175464630126953
SKYAI,SKYAI_5m.csv,68382,68380,8,False,0.19697117805480957
SLERF,SLERF_5m.csv,118198,118196,10,False,0.3028719425201416
SLP,SLP_5m.csv,47908,47906,14,False,0.12885308265686035
SNT,SNT_5m.csv,229100,229098,10,False,0.5723328590393066
SNX,SNX_5m.csv,569351,569350,9,False,1.3551249504089355
SOL,SOL_5m.csv,560418,560417,2,False,1.3899517059326172
SOLV,SOLV_5m.csv,101767,101765,3,False,0.26078176498413086
SOMI,SOMI_5m.csv,38431,38429,7,False,0.10156774520874023
SONIC,SONIC_5m.csv,104424,104422,2,False,0.24880266189575195
SOON,SOON_5m.csv,65518,65516,10,False,0.16881394386291504
SOPH,SOPH_5m.csv,64023,64021,8,False,0.1656208038330078
SPELL,SPELL_5m.csv,352387,352386,12,False,0.9389829635620117
SPK,SPK_5m.csv,58310,58308,14,False,0.1605527400970459
SPX,SPX_5m.csv,112709,112707,9,False,0.28006505966186523
SQD,SQD_5m.csv,59993,59991,5,False,0.14776992797851562
SSV,SSV_5m.csv,303133,303132,9,False,0.7062349319458008
STABLE,STABLE_5m.csv,15649,15648,6,False,0.07445430755615234
STBL,STBL_5m.csv,31851,31849,11,False,0.09547805786132812
STEEM,STEEM_5m.csv,227346,227344,13,False,0.5568172931671143
STG,STG_5m.csv,355843,355842,11,False,0.8498601913452148
STMX,STMX_5m.csv,505969,505968,0,False,1.2685437202453613
STO,STO_5m.csv,77253,77251,0,False,0.20573806762695312
STORJ,STORJ_5m.csv,559842,559841,6,False,1.3663651943206787
STPT,STPT_5m.csv,233400,233398,0,False,0.5819926261901855
STRAX,STRAX_5m.csv,235562,235560,0,False,0.5736477375030518
STRK,STRK_5m.csv,197352,197350,8,False,0.4816780090332031
STX,STX_5m.csv,303968,303967,4,False,0.7647891044616699
SUI,SUI_5m.csv,281780,281778,5,False,0.730942964553833
SUN,SUN_5m.csv,144397,144395,3,False,0.4223787784576416
SUPER,SUPER_5m.csv,222176,222174,6,False,0.669672966003418
SUSHI,SUSHI_5m.csv,563299,563298,4,False,1.625049114227295
SWARMS,SWARMS_5m.csv,104649,104647,6,False,0.2961094379425049
SWELL,SWELL_5m.csv,121890,121888,6,False,0.3069615364074707
SXP,SXP_5m.csv,576242,576241,4,False,1.466606616973877
SXT,SXT_5m.csv,71567,71565,1,False,0.22117352485656738
SYN,SYN_5m.csv,146133,146131,11,False,0.37097907066345215
SYRUP,SYRUP_5m.csv,70127,70125,11,False,0.18429040908813477
SYS,SYS_5m.csv,145269,145267,1,False,0.3641088008880615
T,T_5m.csv,309748,309747,7,False,0.9398031234741211
TA,TA_5m.csv,48536,48534,11,False,0.1875016689300537
TAC,TAC_5m.csv,50228,50226,8,False,0.1577608585357666
TAG,TAG_5m.csv,47338,47336,14,False,0.1421205997467041
TAIKO,TAIKO_5m.csv,59997,59995,12,False,0.16249418258666992
TAKE,TAKE_5m.csv,35817,35815,6,False,0.11723208427429199
TANSSI,TANSSI_5m.csv,51943,51941,13,False,0.1461954116821289
TAO,TAO_5m.csv,182689,182687,14,False,0.471851110458374
THE,THE_5m.csv,116461,116459,11,False,0.3172602653503418
THETA,THETA_5m.csv,592099,592098,0,False,1.5520429611206055
TIA,TIA_5m.csv,229610,229608,13,False,0.7291693687438965
TLM,TLM_5m.csv,291619,291617,0,False,0.9263298511505127
TNSR,TNSR_5m.csv,183524,183522,1,False,0.4820268154144287
TOKEN,TOKEN_5m.csv,228780,228778,10,False,0.5858302116394043
TON,TON_5m.csv,194525,194523,13,False,0.49167323112487793
TOSHI,TOSHI_5m.csv,31854,31852,11,False,0.10812258720397949
TOWNS,TOWNS_5m.csv,44130,44128,5,False,0.11522555351257324
TRADOOR,TRADOOR_5m.csv,31194,31192,3,False,0.09514522552490234
TRB,TRB_5m.csv,563588,563587,12,False,1.4291751384735107
TREE,TREE_5m.csv,46153,46151,13,False,0.1432349681854248
TROY,TROY_5m.csv,124231,124229,0,False,0.31426191329956055
TRU,TRU_5m.csv,298252,298250,10,False,0.7275674343109131
TRUMP,TRUMP_5m.csv,101470,101468,1,False,0.2683238983154297
TRUST,TRUST_5m.csv,15649,15648,6,False,0.059560298919677734
TRUTH,TRUTH_5m.csv,27744,27742,7,False,0.08731985092163086
TRX,TRX_5m.csv,630413,630412,2,False,1.5735149383544922
TST,TST_5m.csv,95133,95131,0,False,0.25705766677856445
TURBO,TURBO_5m.csv,168564,168562,12,False,0.4426124095916748
TURTLE,TURTLE_5m.csv,21659,21657,13,False,0.08883142471313477
TUT,TUT_5m.csv,83947,83945,9,False,0.20793390274047852
TWT,TWT_5m.csv,228787,228785,7,False,0.5978753566741943
UAI,UAI_5m.csv,15649,15648,14,False,0.07074689865112305
UB,UB_5m.csv,33234,33232,1,False,0.09743738174438477
UMA,UMA_5m.csv,279805,279803,1,False,0.8326036930084229
UNFI,UNFI_5m.csv,514902,514901,6,False,1.5248796939849854
UNI,UNI_5m.csv,559265,559264,13,False,1.4186406135559082
USDC,USDC_5m.csv,296751,296749,13,False,0.7848739624023438
USELESS,USELESS_5m.csv,41278,41276,8,False,0.1316070556640625
USTC,USTC_5m.csv,221894,221892,13,False,0.582622766494751
USUAL,USUAL_5m.csv,110401,110399,0,False,0.2718179225921631
UXLINK,UXLINK_5m.csv,137458,137456,3,False,0.32724785804748535
VANA,VANA_5m.csv,110972,110970,12,False,0.2661018371582031
VANRY,VANRY_5m.csv,191007,191005,9,False,0.4582405090332031
VELODROME,VELODROME_5m.csv,111803,111801,12,False,0.28363752365112305
VELVET,VELVET_5m.csv,50243,50241,2,False,0.15104079246520996
VET,VET_5m.csv,621765,621764,7,False,1.53230619430542
VFY,VFY_5m.csv,28033,28031,11,False,0.10021638870239258
VIC,VIC_5m.csv,86156,86154,3,False,0.21860194206237793
VIDT,VIDT_5m.csv,144151,144149,5,False,0.3525254726409912
VINE,VINE_5m.csv,99778,99776,1,False,0.24734711647033691
VIRTUAL,VIRTUAL_5m.csv,112712,112710,6,False,0.28635382652282715
VOXEL,VOXEL_5m.csv,145004,145002,13,False,0.3709268569946289
VTHO,VTHO_5m.csv,100360,100358,7,False,0.2515881061553955
VVV,VVV_5m.csv,98359,98357,13,False,0.2458784580230713
W,W_5m.csv,184982,184980,13,False,0.5141282081604004
WAL,WAL_5m.csv,81852,81850,8,False,0.26116180419921875
WAVES,WAVES_5m.csv,569928,569927,4,False,1.44830322265625
WAXP,WAXP_5m.csv,233395,233393,13,False,0.6109106540679932
WCT,WCT_5m.csv,76434,76432,13,False,0.20089292526245117
WIF,WIF_5m.csv,206893,206891,9,False,0.5353820323944092
WLD,WLD_5m.csv,258206,258204,1,False,0.7102477550506592
WLFI,WLFI_5m.csv,39019,39017,14,False,0.1246941089630127
WOO,WOO_5m.csv,395980,395979,4,False,0.9653511047363281
XAI,XAI_5m.csv,209488,209486,12,False,0.5813064575195312
XAN,XAN_5m.csv,28339,28337,2,False,0.09973764419555664
XCN,XCN_5m.csv,77532,77530,6,False,0.1876211166381836
XEM,XEM_5m.csv,511445,511444,1,False,1.2848424911499023
XLM,XLM_5m.csv,628972,628971,2,False,1.5841901302337646
XMR,XMR_5m.csv,624939,624938,10,False,1.570566177368164
XNY,XNY_5m.csv,41860,41858,11,False,0.14989852905273438
XPIN,XPIN_5m.csv,33264,33262,12,False,0.14485955238342285
XPL,XPL_5m.csv,39295,39293,12,False,0.12309479713439941
XRP,XRP_5m.csv,633003,633002,0,False,1.4994232654571533
XTZ,XTZ_5m.csv,624073,624072,14,False,1.7583425045013428
XVG,XVG_5m.csv,263678,263676,3,False,0.7361125946044922
XVS,XVS_5m.csv,287704,287702,1,False,0.7401812076568604
YALA,YALA_5m.csv,43531,43529,9,False,0.12537169456481934
YB,YB_5m.csv,25118,25116,13,False,0.07423782348632812
YFI,YFI_5m.csv,564453,564452,8,False,1.3083415031433105
YGG,YGG_5m.csv,254850,254848,8,False,0.6142756938934326
ZBT,ZBT_5m.csv,23141,23139,0,False,0.08666777610778809
ZEC,ZEC_5m.csv,624361,624360,1,False,1.4989991188049316
ZEN,ZEN_5m.csv,539962,539961,8,False,1.3163015842437744
ZEREBRO,ZEREBRO_5m.csv,106067,106065,13,False,0.2738382816314697
ZETA,ZETA_5m.csv,202640,202638,5,False,0.5049803256988525
ZIL,ZIL_5m.csv,585749,585748,4,False,1.6076197624206543
ZK,ZK_5m.csv,163432,163430,10,False,0.41924118995666504
ZKC,ZKC_5m.csv,32328,32326,11,False,0.10154843330383301
ZKJ,ZKJ_5m.csv,68385,68383,3,False,0.17956185340881348
ZORA,ZORA_5m.csv,47341,47339,1,False,0.1237185001373291
ZRC,ZRC_5m.csv,46204,46202,3,False,0.1127023696899414
ZRO,ZRO_5m.csv,162526,162524,12,False,0.39646387100219727
ZRX,ZRX_5m.csv,584020,584019,0,False,1.4923665523529053
币安人生,币安人生_5m.csv,22283,22281,14,False,0.09876203536987305
