spec,scenario,rank,symbol,net_pnl,contribution_pct_of_total_pnl,cumulative_contribution_pct,positive
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,494,GRT,-0.7631145880640224,-0.22181315265983287,143.62929618307538,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,495,DASH,-0.7679735375376271,-0.22322549481422588,143.40607068826117,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,496,M,-0.7724215949855067,-0.22451840371828607,143.18155228454287,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,497,NEWT,-0.7805888329442098,-0.22689236017053913,142.95465992437232,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,498,SKYAI,-0.7827799990772982,-0.22752926251205355,142.72713066186026,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,499,SIGN,-0.7964874992067118,-0.23151359706199823,142.49561706479827,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,500,OCEAN,-0.797276570846583,-0.2317429551044887,142.2638741096938,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,501,STRK,-0.8099465402988034,-0.23542571246787566,142.0284483972259,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,502,ME,-0.8179609087745072,-0.23775523462087675,141.79069316260504,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,503,RAYSOL,-0.8195430248814547,-0.23821510548043698,141.55247805712457,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,504,ZEN,-0.8268460989794558,-0.24033787696865558,141.31214018015595,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,505,BNB,-0.8286944197863396,-0.2408751250723011,141.07126505508361,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,506,PLAY,-0.8322788756492283,-0.24191701244800234,140.82934804263562,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,507,OPEN,-0.8403440347676665,-0.24426129782629982,140.58508674480933,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,508,TUT,-0.8463923809458918,-0.24601935979386588,140.33906738501548,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,509,ALPINE,-0.8525649674653356,-0.247813534479239,140.09125385053622,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,510,BNX,-0.8547041476856978,-0.24843532616846603,139.84281852436774,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,511,POL,-0.8555238147494427,-0.24867357732810108,139.59414494703967,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,512,THETA,-0.8615387882843785,-0.2504219389291214,139.34372300811052,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,513,ALICE,-0.8774287067183802,-0.2550406331049138,139.0886823750056,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,514,TROY,-0.8861731873323224,-0.25758237564750114,138.8310999993581,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,515,BR,-0.8963841999970252,-0.2605503924387319,138.57054960691937,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,516,XNY,-0.9134460421957226,-0.26550972759949565,138.30503987931988,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,517,FUN,-0.9323606463478281,-0.2710076017640232,138.03403227755584,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,518,GAS,-0.934154396546698,-0.27152898792662417,137.76250328962922,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,519,DUSK,-0.9718122487912727,-0.2824749284962553,137.48002836113298,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,520,GRIFFAIN,-0.9724896460482773,-0.2826718263455816,137.19735653478736,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,521,APT,-0.9778327058210685,-0.2842248839749206,136.91313165081246,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,522,ZRO,-0.9903097253309325,-0.28785155692360886,136.62528009388885,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,523,ADA,-0.9910811719626799,-0.2880757919365062,136.33720430195234,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,524,OMNI,-1.0013651751560717,-0.2910650247541845,136.04613927719817,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,525,FOLKS,-1.034902608169021,-0.30081329043416927,135.745325986764,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,526,AAVE,-1.0409951713998766,-0.3025842048933515,135.44274178187064,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,527,XVS,-1.0414006430184564,-0.3027020626036325,135.14003971926704,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,528,1000CAT,-1.0492732172774506,-0.3049903696852286,134.8350493495818,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,529,KAS,-1.0652999868748019,-0.30964884214394534,134.52540050743784,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,530,APR,-1.0701841867233046,-0.31106852377965555,134.21433198365818,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,531,MMT,-1.078551002733987,-0.31350049122737855,133.90083149243083,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,532,VOXEL,-1.0924186791237283,-0.3175313839244747,133.58330010850634,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,533,ATOM,-1.1077474866969168,-0.32198698100977063,133.26131312749655,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,534,DEEP,-1.128094684576845,-0.32790126463130415,132.93341186286526,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,535,RUNE,-1.142218537842122,-0.33200661980269963,132.60140524306257,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,536,GOAT,-1.1486428480880564,-0.33387396257350255,132.26753128048907,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,537,LDO,-1.1535104458982635,-0.33528881852443027,131.93224246196462,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,538,BB,-1.164237144530849,-0.3384067288337613,131.59383573313087,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,539,SWARMS,-1.1864663050853268,-0.34486803918045417,131.24896769395042,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,540,OG,-1.1890100589736647,-0.3456074275742659,130.90336026637615,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,541,IP,-1.1996230619031698,-0.3486922901569008,130.55466797621924,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,542,PENGU,-1.207778839909075,-0.35106291556516744,130.20360506065407,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,543,STRAX,-1.2096140506478463,-0.3515963529887591,129.8520087076653,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,544,BID,-1.215442240878026,-0.35329042262060445,129.4987182850447,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,545,RESOLV,-1.227703322709851,-0.3568543293505713,129.14186395569413,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,546,AGLD,-1.2345897786632245,-0.35885600318771554,128.78300795250644,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,547,ACH,-1.2446408119008037,-0.36177751904495026,128.4212304334615,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,548,INIT,-1.2580137343676094,-0.365664602504019,128.05556583095745,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,549,DOT,-1.272401760148277,-0.369846744228052,127.68571908672939,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,550,RVV,-1.3009736647521235,-0.37815168864505416,127.30756739808433,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,551,REZ,-1.302102558852284,-0.3784798222743836,126.92908757580994,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,552,BARD,-1.302835211785841,-0.37869278119240146,126.55039479461753,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,553,AIOT,-1.3080674428534853,-0.38021362444020673,126.17018117017733,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,554,VET,-1.3397699449727023,-0.389428534038657,125.78075263613869,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,555,AERO,-1.3907686642243884,-0.4042522405642111,125.37650039557447,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,556,FTM,-1.413615057534835,-0.41089296085230437,124.96560743472216,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,557,ALCH,-1.4673894996517343,-0.42652348177935606,124.5390839529428,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,558,POWR,-1.4698306779370305,-0.4272330547060642,124.11185089823672,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,559,DIA,-1.474518330610007,-0.4285956063257431,123.683255291911,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,560,TRUMP,-1.4884945415355593,-0.4326580465622747,123.25059724534873,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,561,HANA,-1.4971570389572093,-0.4351759591969663,122.81542128615177,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,562,MLN,-1.5173030100327105,-0.44103175258310434,122.37438953356865,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,563,1000SATS,-1.5372498962310805,-0.4468296783240235,121.92755985524464,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,564,XRP,-1.5994344341169444,-0.46490474674874227,121.46265510849588,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,565,USDC,-1.6144195591464248,-0.46926044624365476,120.99339466225223,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,566,CAKE,-1.6370464669187312,-0.4758373690628756,120.51755729318936,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,567,FXS,-1.64179228093352,-0.477216826335771,120.04034046685359,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,568,SUI,-1.6662787774048418,-0.48433427247669325,119.55600619437689,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,569,LINK,-1.7033818802632386,-0.4951189650342841,119.0608872293426,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,570,NTRN,-1.728231971825763,-0.5023420967101612,118.55854513263245,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,571,IOTX,-1.7451447703152536,-0.5072581096024996,118.05128702302994,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,572,OGN,-1.793655293317468,-0.5213585765737795,117.52992844645615,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,573,ETHFI,-1.812644081374872,-0.5268780136413995,117.00305043281476,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,574,BEAT,-1.8344438613057292,-0.5332145166900718,116.4698359161247,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,575,1000PEPE,-1.836506248552189,-0.5338139871029008,115.93602192902179,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,576,STORJ,-1.893491806713377,-0.5503778773882128,115.38564405163359,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,577,MERL,-1.9332453263506948,-0.5619329618512793,114.82371108978231,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,578,1000000MOG,-1.9580019284206147,-0.5691289191035251,114.25458217067876,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,579,BCH,-1.9930568758966256,-0.5793182779987668,113.67526389268001,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,580,B,-2.0589826713978114,-0.5984808110841632,113.07678308159583,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,581,DOOD,-2.1736771772833015,-0.6318188580054833,112.44496422359036,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,582,ONG,-2.175279808692176,-0.6322846920111679,111.81267953157918,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,583,SLERF,-2.2487962351924806,-0.6536535802350021,111.15902595134419,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,584,SYN,-2.289554771841953,-0.6655007911957527,110.49352516014845,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,585,H,-2.297506847354754,-0.6678122067646234,109.82571295338381,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,586,BIO,-2.3635796718420794,-0.6870174765024938,109.13869547688131,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,587,OM,-2.3720215876298614,-0.6894712730681278,108.44922420381317,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,588,AXS,-2.4802643134818663,-0.7209339926246211,107.72829021118855,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,589,FHE,-2.4945820000713392,-0.7250956889817348,107.00319452220684,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,590,1000CHEEMS,-2.5587638577804173,-0.7437513147877259,106.2594432074191,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,591,PORT3,-2.640214631975909,-0.767426465667387,105.4920167417517,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,592,HIFI,-2.727839551836146,-0.792896244426398,104.69912049732531,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,593,MAVIA,-2.9370392834968926,-0.8537039563232228,103.84541654100208,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,594,SOL,-3.0460314619365696,-0.8853845179231532,102.96003202307891,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,595,NEIROETH,-3.2134275830427788,-0.9340412490961134,102.0259907739828,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,596,ICNT,-3.261316573834935,-0.9479610564113613,101.07802971757143,False
market_mom__rolling_beta__z4__positive_residual__short_reversion__h72,K3_cap20_BASE,597,NMR,-3.708798121214095,-1.0780297175715179,99.9999999999999,False
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,1,OM,10.737023880288483,2.6687372583072584,2.6687372583072584,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,2,LEVER,7.363004189772713,1.8301089606770002,4.498846218984259,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,3,DEGO,6.7560398238935315,1.6792451425699764,6.178091361554235,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,4,HIGH,6.581201923562143,1.6357883687022023,7.813879730256438,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,5,FLM,6.53192923345082,1.6235414122473024,9.437421142503739,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,6,TRADOOR,6.013967601018927,1.4947996377801394,10.93222078028388,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,7,TOKEN,5.620300742676389,1.3969519079126271,12.329172688196506,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,8,C98,5.195146677507093,1.2912778862387917,13.620450574435297,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,9,KDA,5.092436075145952,1.265748687980457,14.886199262415756,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,10,VINE,5.090296470629065,1.2652168793195169,16.15141614173527,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,11,MYRO,4.97816942520789,1.2373471803120708,17.388763322047346,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,12,TRUTH,4.9054633639810845,1.2192757504015015,18.608039072448847,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,13,BAS,4.831914703870485,1.2009948886166937,19.809033961065538,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,14,PIPPIN,4.798563909342753,1.1927053934136786,21.001739354479216,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,15,UNFI,4.771507951227691,1.1859805090988151,22.18771986357803,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,16,BAKE,4.639963827437962,1.153284604890805,23.34100446846884,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,17,XEM,4.243067341930339,1.0546341361598979,24.395638604628736,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,18,LINA,4.171462672781575,1.0368364623764867,25.43247506700522,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,19,CYBER,4.131183533256595,1.0268248947781122,26.459299961783334,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,20,MAV,4.006317835521825,0.9957889444491685,27.4550889062325,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,21,STABLE,3.9865006293437113,0.9908632856192408,28.44595219185174,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,22,TROY,3.8904413457178153,0.9669873035894937,29.412939495441236,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,23,RIVER,3.869748860212117,0.9618440900089203,30.374783585450153,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,24,1000PEPE,3.8391760087183417,0.9542450654762544,31.32902865092641,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,25,KAVA,3.775825419459069,0.9384989816659799,32.26752763259239,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,26,RLC,3.6527874824834106,0.9079173297805807,33.17544496237297,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,27,MASK,3.639255618031444,0.9045539218902785,34.079998884263254,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,28,JASMY,3.6144497512686424,0.8983883082535213,34.97838719251678,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,29,PLUME,3.580612305064613,0.889977853511361,35.86836504602813,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,30,FTT,3.5438816209325905,0.880848271016327,36.74921331704446,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,31,ICX,3.493713233344877,0.8683786847848642,37.61759200182932,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,32,ATH,3.478829354189816,0.8646792273474849,38.48227122917681,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,33,AMB,3.4340464062955323,0.8535482172170412,39.33581944639385,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,34,GPS,3.350180559981272,0.8327029707824842,40.168522417176334,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,35,KEY,3.287008880357665,0.8170013557948457,40.98552377297118,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,36,ATA,3.1798187488261096,0.7903587497123274,41.7758825226835,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,37,LRC,3.173145094549093,0.7886999818808771,42.56458250456438,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,38,VIDT,3.1302813449632696,0.7780459974224422,43.34262850198682,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,39,YGG,3.1127277250213963,0.7736829634868425,44.116311465473665,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,40,ARPA,3.0802570533782316,0.7656122269231044,44.88192369239676,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,41,D,3.0775732918142387,0.7649451654954595,45.64686885789222,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,42,FLOW,3.075242986651816,0.7643659573015018,46.41123481519373,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,43,DYDX,3.0692867114429236,0.7628854973763,47.174120312570025,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,44,ZKJ,3.0075069411238973,0.7475298479246177,47.92165016049464,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,45,KMNO,2.988156095875355,0.7427201052742981,48.664370265768945,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,46,CELR,2.9457044829148846,0.7321685592922842,49.39653882506123,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,47,1000BONK,2.91273748324561,0.7239744580876185,50.120513283148846,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,48,1000XEC,2.8947688332235475,0.7195082664939314,50.84002154964278,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,49,CTSI,2.877565131661967,0.7152322064003633,51.55525375604314,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,50,DAR,2.8608086165321573,0.7110672965757322,52.26632105261887,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,51,B2,2.8462987626732414,0.7074608048665193,52.97378185748539,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,52,LUMIA,2.8334471353532478,0.7042664730813668,53.67804833056675,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,53,TNSR,2.8046031004015144,0.6970971539465808,54.37514548451334,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,54,REEF,2.7588072779811865,0.6857143891385109,55.06085987365184,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,55,SXP,2.7486293673192335,0.6831846220728772,55.74404449572473,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,56,EDU,2.7325855895127984,0.6791968664272331,56.42324136215196,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,57,MITO,2.7077232569185488,0.673017217945263,57.09625858009723,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,58,1000WHY,2.7015504993578103,0.6714829503239454,57.76774153042117,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,59,ARKM,2.692850247594038,0.6693204622548579,58.43706199267603,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,60,RVN,2.6904111808193614,0.6687142208559699,59.105776213532,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,61,BAND,2.682008546398049,0.6666257069625382,59.77240192049453,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,62,XCN,2.6669359914864366,0.6628793532877225,60.43528127378226,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,63,HEI,2.6589978810092765,0.6609062989826233,61.09618757276488,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,64,SCR,2.6395830234094646,0.6560806457644658,61.75226821852935,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,65,FARTCOIN,2.6285826737710956,0.653346457663402,62.40561467619274,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,66,TRU,2.6156884648274668,0.6501415420175093,63.055756218210256,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,67,TLM,2.58293733640238,0.6420010966153066,63.69775731482555,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,68,SUSHI,2.573589540090094,0.6396776583348476,64.3374349731604,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,69,KAS,2.5005051241072462,0.6215121865887037,64.9589471597491,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,70,NKN,2.492093983875908,0.6194215585366017,65.5783687182857,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,71,Q,2.4579094320333277,0.6109248290724609,66.18929354735816,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,72,OBOL,2.4466317590175994,0.6081217109552205,66.79741525831338,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,73,MON,2.443567121465808,0.607359981028114,67.40477523934149,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,74,FXS,2.42996299492898,0.603978612060293,68.00875385140179,True
market_mom__rolling_beta__z3_abs050__positive_residual__short_reversion__h72,K3_cap20_BASE,75,DOLO,2.390474249901865,0.5941635006930615,68.60291735209485,True
